zipCode,cityName,stateName,countyName,population,populationDensity,augHi,decHi,augHiMinusDecHi,numInchesOfRain,numDaysOfRain,numSunnyDays,numInchesOfSnow,numviolentCrime,propertyCrime,medianAge,medianIncome,medianHomePrice,%Asian,%Black,%White,%Hispanic
95540,fortuna,california,Humboldt County,14001,504,70,53,17,49,123,177,1,37.7,47.8,39.5,42655,281000,N/A,N/A,75.9,17.2
95589,whitethorn,california,Humboldt County,1036,6,81,52,29,70,103,177,15,28.0,35.3,57.2,43295,341300,N/A,N/A,98.1,1.3
95634,georgetown,california,El Dorado County,3027,37,90,51,39,54,70,238,13,22.4,29.1,46.1,59844,361400,N/A,N/A,77.2,19.9
95672,rescue,california,El Dorado County,5225,232,92,54,38,39,70,256,0,12.2,18.5,47.2,92464,606900,5.2,N/A,77.4,10.7
95714,dutch_flat,california,Placer County,325,97,89,49,40,55,72,238,14,32.0,40.4,51.6,54327,291100,N/A,N/A,91.4,4.9
95824,sacramento,california,Sacramento County,30935,7618,92,54,38,20,63,265,0,68.8,73.8,31.3,28447,239100,26.9,10.3,14.1,38.9
95923,prattville,california,Plumas County,16,2,83,41,42,40,83,241,120,12.9,26.1,72.4,0,270100,N/A,N/A,100.0,N/A
95961,olivehurst,california,Yuba County,27203,594,94,55,39,22,60,263,0,38.0,45.1,32.1,46441,261100,6.6,2.5,48.9,34.7
96009,bieber,california,Lassen County,366,2,85,41,44,14,75,248,81,19.0,25.9,56.5,56563,253800,N/A,N/A,100.0,N/A
96047,igo,california,Shasta County,702,3,96,53,43,57,89,249,2,34.8,44.7,55,25662,270700,N/A,N/A,89.6,2.8
96088,shingletown,california,Shasta County,4400,28,89,44,45,45,91,249,27,20.8,27.0,59.3,47440,259900,N/A,N/A,88.0,6.0
96124,calpine,california,Sierra County,324,6,83,43,40,37,70,238,105,19.2,24.8,57.8,41522,162200,N/A,N/A,98.5,N/A
90003,los_angeles,california,Los Angeles County,70490,19851,79,66,13,14,32,285,0,65.7,68.3,28.2,30016,399900,N/A,21.7,N/A,76.8
90035,los_angeles,california,Los Angeles County,29920,14609,77,65,12,14,32,290,0,36.6,45.0,36.1,75327,1523700,7.2,7.1,70.4,11.0
90077,los_angeles,california,Los Angeles County,8936,1219,89,66,23,17,36,281,0,19.1,22.8,49.2,172443,2565900,9.2,2.8,77.9,6.7
90270,maywood,california,Los Angeles County,27597,21868,84,68,16,15,29,291,0,58.8,62.6,29,36450,415600,N/A,N/A,1.5,97.7
90604,south_whittier,california,Los Angeles County,41369,9709,88,70,18,15,27,278,0,30.6,37.4,35.8,65640,553600,5.4,N/A,23.0,68.5
90743,seal_beach,california,Orange County,248,2988,79,65,14,12,36,278,0,13.2,22.1,56.6,106458,1079100,N/A,2.4,85.9,8.1
91042,los_angeles,california,Los Angeles County,26767,537,90,64,26,21,37,291,0,37.1,43.2,41.8,57640,622800,6.6,1.7,58.3,30.0
91325,los_angeles,california,Los Angeles County,34240,7096,93,67,26,15,37,286,0,34.7,41.9,35.4,57883,703000,17.1,6.7,38.1,34.9
91405,los_angeles,california,Los Angeles County,54770,16552,92,67,25,16,36,286,0,57.6,62.9,33.6,38162,584600,7.2,4.2,23.2,63.4
91733,el_monte,california,Los Angeles County,44989,6736,87,69,18,16,31,283,0,50.5,55.5,35,40930,507100,21.7,N/A,3.1,74.0
91790,west_covina,california,Los Angeles County,45958,7962,88,69,19,16,33,281,0,28.2,35.9,37,66057,544900,22.3,2.2,11.7,61.7
92003,bonsall,california,San Diego County,5161,297,80,67,13,14,38,263,0,21.5,27.5,45.1,69205,632900,6.0,2.4,61.0,25.3
92066,ranchita,california,San Diego County,580,29,85,52,33,26,48,263,25,17.1,22.4,37.2,43295,455400,N/A,1.7,70.2,2.6
92119,san_diego,california,San Diego County,23910,3494,86,68,18,14,37,263,0,20.9,26.9,43.8,70261,611000,6.4,3.2,69.3,16.8
92227,brawley,california,Imperial County,27358,51,106,69,37,3,15,312,0,49.6,57.9,32.4,42711,191600,1.2,1.0,15.6,80.4
92275,salton_city,california,Imperial County,2139,34,107,70,37,3,14,267,0,45.1,50.8,37,19375,141900,2.3,3.6,33.9,58.5
92333,fawnskin,california,San Bernardino County,300,72,80,48,32,21,42,284,66,20.7,34.8,67.4,38229,302700,N/A,N/A,100.0,N/A
92385,lake_arrowhead,california,San Bernardino County,289,34,81,46,35,28,41,292,50,31.1,38.6,55.5,100380,351900,N/A,N/A,91.0,9.0
92543,hemet,california,Riverside County,37825,2145,99,67,32,12,33,266,0,55.4,65.1,33.4,27163,223200,1.6,7.7,35.7,52.3
92610,lake_forest,california,Orange County,12025,1223,89,66,23,15,37,279,0,11.3,15.7,37.7,120984,732900,24.6,1.6,56.9,12.1
92677,laguna_niguel,california,Orange County,66077,3957,85,67,18,14,37,279,0,16.8,22.9,44.6,98264,851100,9.8,1.9,66.7,16.8
92840,garden_grove,california,Orange County,55928,10749,86,69,17,13,36,278,0,35.7,41.9,36,61934,589700,33.2,1.0,20.4,43.8
93030,oxnard,california,Ventura County,60191,4295,74,65,9,15,36,273,0,41.6,49.6,32.1,57860,522600,7.4,2.7,11.5,76.6
93210,coalinga,california,Fresno County,18163,24,97,58,39,8,34,268,0,51.3,52.6,32.5,50290,180300,2.1,4.0,29.1,60.4
93256,pixley,california,Tulare County,6113,77,97,57,40,9,40,272,0,56.8,62.9,20.8,27361,145900,N/A,1.2,6.2,92.3
93309,bakersfield,california,Kern County,60893,5734,97,57,40,7,38,272,0,47.2,72.1,31.2,47369,211900,3.7,9.1,39.2,44.9
93451,san_miguel,california,San Luis Obispo County,4189,8,88,60,28,17,47,286,0,29.7,37.1,33.6,54205,388900,1.3,N/A,49.4,47.2
93534,lancaster,california,Los Angeles County,39166,2208,98,58,40,8,32,286,1,58.6,62.4,34.9,35600,245900,3.7,22.9,31.3,38.9
93610,chowchilla,california,Madera County,23587,87,95,54,41,12,50,267,0,48.7,54.0,34.2,39051,231300,2.1,6.9,35.3,51.5
93646,orange_cove,california,Fresno County,10959,257,95,56,39,16,48,267,0,64.1,68.5,26.8,27914,174300,N/A,N/A,5.3,94.2
93722,fresno,california,Fresno County,84481,4393,96,55,41,12,48,267,0,38.9,65.8,30.2,54381,252200,15.8,10.1,24.4,46.4
93962,spreckels,california,Monterey County,562,4607,71,61,10,15,60,263,0,12.2,20.0,47.2,80288,571600,N/A,N/A,88.4,11.6
94085,sunnyvale,california,Santa Clara County,23395,6702,80,58,22,15,63,260,0,30.3,38.3,31.6,92489,1276900,38.1,1.9,22.7,34.1
94134,san_francisco,california,San Francisco County,43074,17962,68,58,10,22,68,260,0,43.9,80.5,40.2,60230,987500,55.9,6.8,10.0,24.0
94521,concord,california,Contra Costa County,43850,3380,88,56,32,18,61,260,0,19.1,29.1,40.7,84819,649200,12.0,3.1,63.2,16.7
94561,oakley,california,Contra Costa County,40905,2406,90,55,35,14,57,262,0,22.1,27.2,34.5,77706,477400,7.4,8.5,43.7,34.4
94597,walnut_creek,california,Contra Costa County,23030,5890,88,56,32,18,61,260,0,24.5,36.9,39.6,88012,835800,17.2,1.8,64.5,9.8
94804,richmond,california,Contra Costa County,40640,6566,73,58,15,25,64,260,0,55.3,60.9,35.1,49541,514100,12.9,25.5,16.5,39.6
94956,point_reyes_station,california,Marin County,1329,23,81,55,26,37,70,260,0,32.6,42.3,50.9,38750,1232600,N/A,N/A,83.1,11.8
95037,morgan_hill,california,Santa Clara County,50210,206,86,59,27,21,61,260,0,16.7,22.7,39.9,95435,917600,9.9,1.6,50.8,33.3
95123,san_jose,california,Santa Clara County,66858,8071,83,58,25,18,61,260,0,22.0,32.3,37.7,90881,931800,22.1,4.4,39.9,28.2
95220,acampo,california,San Joaquin County,7288,127,92,55,37,19,61,262,0,25.3,31.1,45.3,60899,576000,1.8,N/A,68.2,27.5
95303,ballico,california,Merced County,778,20,93,54,39,13,56,261,0,43.2,52.3,40.1,44792,541200,1.5,1.9,48.2,46.9
95337,manteca,california,San Joaquin County,36700,808,92,56,36,15,58,261,0,26.7,35.8,34.5,66711,451800,12.9,3.9,40.8,36.3
95380,turlock,california,Stanislaus County,42398,565,94,56,38,12,55,261,0,48.1,54.9,32.9,39743,298000,2.6,2.1,41.5,50.9
95432,elk,california,Mendocino County,489,7,91,55,36,41,86,200,0,38.1,49.0,62.1,32431,492700,3.9,N/A,80.2,12.5
95468,point_arena,california,Mendocino County,1561,24,91,56,35,40,78,230,0,43.6,52.3,41.8,44412,470200,1.2,1.2,50.4,28.8
95542,garberville,california,Humboldt County,1831,9,80,52,28,67,95,177,0,53.5,61.0,46.5,35634,525100,N/A,2.0,88.7,6.0
95595,zenia,california,Trinity County,147,1,93,50,43,62,101,200,17,20.1,39.2,38.8,35750,378800,25.2,N/A,59.2,N/A
95635,greenwood,california,El Dorado County,870,43,88,52,36,42,73,238,5,21.0,26.6,57.1,46827,350300,N/A,1.8,84.3,13.4
95673,rio_linda,california,Sacramento County,15604,964,92,54,38,20,62,265,0,34.3,40.5,39.2,50854,313800,8.1,2.6,64.9,21.6
95715,emigrant_gap,california,Placer County,71,3,80,44,36,69,84,238,203,28.4,39.0,61.5,32361,235800,N/A,N/A,64.8,29.6
95825,arden-arcade,california,Sacramento County,34201,7235,92,54,38,20,63,265,0,57.4,65.1,31.8,37382,313000,8.3,12.9,49.8,24.4
95925,challenge-brownsville,california,Yuba County,203,6,87,49,38,61,85,238,19,23.2,31.4,53,0,116800,N/A,N/A,100.0,N/A
95962,oregon_house,california,Yuba County,1157,39,92,55,37,43,75,247,1,38.9,48.2,56.1,59832,281100,N/A,N/A,91.9,3.5
96010,big_bar,california,Trinity County,207,1,87,44,43,29,97,202,25,38.1,55.1,54.3,32500,159000,N/A,N/A,89.4,4.8
96048,junction_city,california,Trinity County,687,4,94,47,47,36,94,249,5,22.6,29.4,59.3,34191,210800,N/A,N/A,85.4,10.2
96090,tehama,california,Tehama County,392,382,94,55,39,26,68,249,1,31.4,37.4,48.8,47679,192500,1.5,N/A,84.2,12.2
96125,sierra_city,california,Sierra County,187,2,82,44,38,70,80,238,136,14.3,22.2,62.9,109545,431900,N/A,N/A,97.9,N/A
90004,los_angeles,california,Los Angeles County,62733,20582,84,68,16,15,32,292,0,56.5,62.7,35.1,38493,1368900,24.7,3.8,17.1,51.4
90036,los_angeles,california,Los Angeles County,38116,15432,80,66,14,15,32,290,0,40.9,50.0,34.4,71049,1766800,19.4,4.6,61.7,9.2
90272,los_angeles,california,Los Angeles County,22927,1004,75,65,10,19,34,265,0,19.9,23.8,47.6,157938,3016500,5.5,N/A,82.8,5.6
90605,south_whittier,california,Los Angeles County,41818,7399,87,69,18,15,27,278,0,30.8,37.2,33.7,66706,505600,4.6,N/A,15.4,77.1
90744,los_angeles,california,Los Angeles County,56779,6810,80,66,14,14,33,278,0,58.2,61.8,30.2,41578,458400,2.5,1.9,5.1,89.4
91046,glendale,california,Los Angeles County,160,16000,88,67,21,22,36,291,0,22.2,42.5,78.2,17981,249100,20.6,N/A,65.0,N/A
91326,los_angeles,california,Los Angeles County,36804,4511,89,66,23,17,34,282,0,22.3,26.9,45.3,98831,782900,32.2,2.9,46.0,14.6
91406,los_angeles,california,Los Angeles County,56200,6911,95,68,27,16,36,286,0,47.1,52.9,35,50381,593600,9.4,4.3,26.7,56.7
91737,rancho_cucamonga,california,San Bernardino County,25759,3075,94,67,27,22,39,282,0,19.8,28.0,40.4,98407,640200,12.7,6.0,45.7,32.1
91791,west_covina,california,Los Angeles County,33953,5117,88,69,19,16,33,280,0,27.7,35.6,38.2,70841,616900,26.6,4.6,16.3,50.3
92004,borrego_springs,california,San Diego County,2315,3,104,69,35,8,35,263,0,37.1,44.9,60.4,36500,211300,N/A,5.3,74.1,18.0
92067,fairbanks_ranch,california,San Diego County,9028,401,83,67,16,12,42,263,0,12.2,17.2,51.3,119939,2656600,1.0,1.8,84.6,11.0
92120,san_diego,california,San Diego County,29392,4344,85,68,17,13,37,263,0,20.4,26.3,40,79895,664000,8.0,4.5,66.3,17.4
92230,cabazon,california,Riverside County,3962,262,99,67,32,12,29,267,0,62.8,69.8,29.7,40079,157500,N/A,1.9,33.5,56.0
92276,thousand_palms,california,Riverside County,7278,248,107,69,38,5,14,264,0,36.1,42.2,48.5,43917,257000,1.1,2.6,36.4,59.4
92335,fontana,california,San Bernardino County,99791,5751,95,67,28,14,40,282,0,47.0,51.5,29.4,43092,361000,1.6,4.3,9.2,83.1
92386,big_bear_city,california,San Bernardino County,2004,1045,80,48,32,20,43,283,66,48.8,56.7,47.2,34783,192600,N/A,N/A,74.0,24.1
92544,east_hemet,california,Riverside County,47880,353,99,67,32,12,30,264,0,38.2,45.0,38.2,42084,273700,1.8,4.4,51.3,37.7
92612,irvine,california,Orange County,32083,5284,80,67,13,12,36,278,0,15.8,31.8,30.5,67039,732700,37.4,2.4,46.5,10.2
