zipCode,cityName,stateName,countyName,population,populationDensity,augHi,decHi,augHiMinusDecHi,numInchesOfRain,numDaysOfRain,numSunnyDays,numInchesOfSnow,numviolentCrime,propertyCrime,medianAge,medianIncome,medianHomePrice,%Asian,%Black,%White,%Hispanic
96720,hilo,hawaii,Hawaii County,48575,162,81,78,3,143,236,168,0,35.3,43.4,40.6,51803,347100,31.8,N/A,16.5,11.1
96734,kailua,hawaii,Honolulu County,51923,2386,85,79,6,39,196,271,0,18.9,26.7,34.4,93892,1017700,16.1,2.2,47.4,11.1
96748,kaunakakai,hawaii,Maui County,4143,34,85,80,5,34,100,276,0,32.5,40.0,43.2,41976,291200,26.4,N/A,15.9,4.2
96759,kunia,hawaii,Honolulu County,277,46.5,84,77,7,51.5,181.7,275,0.0,N/A,N/A,72.4,0,676200,27.4,N/A,N/A,N/A
96770,maunaloa,hawaii,Maui County,738,11,85,79,6,25,187,274,0,56.0,64.1,30.8,41750,277200,10.3,N/A,21.3,6.9
96781,papaikou,hawaii,Hawaii County,1350,34,81,78,3,142,258,168,0,36.8,43.5,43.2,42772,220300,41.5,N/A,22.6,24.4
96795,waimanalo,hawaii,Honolulu County,10463,938,86,80,6,32,155,271,0,34.8,41.9,36.2,70561,746600,13.2,N/A,10.7,9.0
96821,east_honolulu,hawaii,Honolulu County,18806,1630,83,78,5,64,240,271,0,10.7,16.9,50,112687,1323100,55.6,N/A,19.9,3.6
96707,makakilo,hawaii,Honolulu County,47482,1095,88,82,6,17,74,271,0,21.1,28.1,33,98825,641300,29.5,3.0,16.2,12.9
96722,princeville,hawaii,Kauai County,2089,375,84,78,6,63,238,240,0,19.4,27.3,45.4,51818,771000,2.7,N/A,75.7,9.0
96737,hawaiian_ocean_view,hawaii,Hawaii County,4755,37,79,76,3,32,124,168,0,47.7,54.2,41.5,43455,160200,2.1,1.1,44.1,21.8
96749,hawaiian_paradise_park,hawaii,Hawaii County,17764,283,81,78,3,122,233,168,0,30.5,37.0,39.7,45276,282200,25.0,N/A,26.5,15.4
96760,hawaiian_acres,hawaii,Hawaii County,2861,165,81,77,4,165,271,168,0,22.9,29.3,43.5,36750,244400,18.9,N/A,32.4,16.7
96771,mountain_view,hawaii,Hawaii County,8515,93,79,75,4,202,285,168,0,38.3,44.6,40.3,30873,203400,9.7,N/A,31.1,19.9
96782,pearl_city,hawaii,Honolulu County,38387,2184,85,79,6,72,245,271,0,20.9,28.3,39.7,78526,722800,48.1,2.3,13.2,9.6
96796,waimea,hawaii,Kauai County,1870,41,87,81,6,22,61,240,0,34.7,42.6,53,66000,443100,48.3,N/A,20.2,4.4
96822,honolulu,hawaii,Honolulu County,46999,5731,84,79,5,89,239,271,0,16.2,44.3,41.7,64533,491100,51.4,N/A,19.6,5.3
96708,haiku-pauwela,hawaii,Maui County,9519,97,83,77,6,74,161,276,0,26.7,33.9,47.3,61250,846600,7.2,N/A,61.6,8.6
96725,honalo,hawaii,Hawaii County,2963,38,79,77,2,43,126,173,0,34.9,42.5,40.3,66275,656300,17.9,N/A,40.7,12.3
96738,waikoloa_village,hawaii,Hawaii County,6333,71,82,78,4,37,145,173,0,23.2,30.6,44.9,76982,504600,16.4,1.1,50.5,8.7
96750,kealakekua,hawaii,Hawaii County,3380,18,79,77,2,38,133,171,0,32.7,40.3,41.5,53364,508700,21.6,N/A,24.1,9.7
96761,lahaina,hawaii,Maui County,23516,304,87,80,7,24,143,276,0,31.5,40.8,39.7,62782,675100,28.7,N/A,35.7,13.5
96772,discovery_harbour,hawaii,Hawaii County,2192,7,79,76,3,40,117,168,0,27.9,34.1,46.5,40609,233200,27.6,N/A,30.2,8.6
96783,pepeekeo,hawaii,Hawaii County,1948,100,81,78,3,142,257,168,0,34.6,41.3,47.4,37105,281200,32.5,N/A,24.2,9.0
96797,waipahu,hawaii,Honolulu County,75815,2209,89,82,7,17,81,271,0,26.6,34.9,36.4,82741,650200,59.6,1.2,6.9,8.3
96825,east_honolulu,hawaii,Honolulu County,29178,2602,85,80,5,32,155,271,0,10.4,16.6,47,108942,913100,44.7,1.3,27.3,4.7
96710,hakalau,hawaii,Hawaii County,237,6,80,77,3,142,231,276,0,15.6,31.9,58.1,62882,765200,25.3,N/A,36.7,N/A
96726,honaunau-napoopoo,hawaii,Hawaii County,1012,34,85,81,4,21,62,173,0,26.4,34.3,42.9,60156,450000,8.9,N/A,17.6,15.6
96740,kailua,hawaii,Hawaii County,37474,159,85,81,4,17,72,173,0,26.3,34.4,43.9,61750,515000,15.8,N/A,42.1,10.4
96751,kealia,hawaii,Kauai County,27,70,85,79,6,60,234,171,0,8.5,24.9,8.3,42731,574900,N/A,N/A,100.0,N/A
96762,laie,hawaii,Honolulu County,6450,535,85,79,6,48,225,271,0,19.6,28.0,23.3,83348,954200,11.1,1.8,27.8,7.1
96773,ninole,hawaii,Hawaii County,56,2,81,77,4,130,228,168,0,8.2,21.4,55.9,57500,437500,16.1,N/A,60.7,N/A
96785,volcano,hawaii,Hawaii County,3145,12,75,71,4,145,255,168,0,30.1,37.1,52.7,38015,235700,13.6,N/A,46.6,8.4
96813,honolulu,hawaii,Honolulu County,23449,6819,87,80,7,43,218,271,0,14.9,43.7,42.5,60917,625500,46.9,1.4,14.7,5.5
96826,honolulu,hawaii,Honolulu County,31694,29732,87,81,6,39,160,271,0,37.2,59.0,41.7,44946,422700,56.3,1.1,13.6,5.2
96712,pupukea,hawaii,Honolulu County,7511,363,86,80,6,39,176,271,0,23.0,30.8,37.9,75451,1236800,8.6,N/A,60.1,8.1
96727,honokaa,hawaii,Hawaii County,5750,46,81,77,4,95,187,169,0,33.0,39.4,42,55806,367900,34.2,N/A,27.8,10.1
96741,kalaheo,hawaii,Kauai County,6603,240,86,80,6,40,134,240,0,21.9,29.1,41.2,64514,627100,25.8,N/A,36.8,16.7
96752,kekaha,hawaii,Kauai County,3467,862,87,81,6,20,47,240,0,27.9,35.2,38.5,58654,429400,38.4,N/A,14.1,15.1
96763,lanai_city,hawaii,Maui County,3203,23,82,77,5,28,62,276,0,33.8,42.0,46.3,53684,461600,53.5,2.0,13.5,5.7
96774,ookala,hawaii,Hawaii County,182,5,81,77,4,107,197,168,0,51.6,56.3,61.1,47932,252200,N/A,N/A,9.9,N/A
96786,wahiawa,hawaii,Honolulu County,44719,545,84,77,7,53,240,271,0,29.1,39.1,26.6,54184,621400,24.9,8.7,27.6,16.8
96814,honolulu,hawaii,Honolulu County,19775,15884,87,81,6,39,170,271,0,22.9,49.1,46.6,57946,459400,62.5,1.3,17.7,4.1
96713,hana,hawaii,Maui County,1323,13,76,71,5,55,135,276,0,31.0,38.5,34.4,44417,472700,1.0,N/A,23.2,4.5
96728,honomu,hawaii,Hawaii County,515,140,82,78,4,141,256,168,0,23.0,29.8,52.5,51750,286800,18.8,N/A,50.7,14.2
96742,kalaupapa,hawaii,Kalawao County,86,7,85,79,6,27,129,276,0,21.8,55.1,57.6,61250,659800,29.1,N/A,20.9,4.7
96753,kihei,hawaii,Maui County,27935,856,88,82,6,15,45,276,0,30.3,39.3,41.9,62748,654000,18.7,N/A,48.7,12.0
96764,laupahoehoe,hawaii,Hawaii County,665,15,81,77,4,118,206,168,0,29.3,35.6,46.2,45000,495300,24.4,2.1,36.8,16.1
96776,paauilo,hawaii,Hawaii County,1407,21,81,77,4,102,183,168,0,28.1,34.7,50.5,48510,303200,22.8,N/A,29.1,12.3
96789,mililani_town,hawaii,Honolulu County,54482,1997,84,77,7,52,239,271,0,14.9,21.9,37.8,91458,716900,42.9,1.9,14.8,10.5
96815,honolulu,hawaii,Honolulu County,25611,13367,87,81,6,26,159,271,0,20.6,47.5,45.5,50832,459600,39.6,1.8,37.2,6.5
96853,hickam_housing,hawaii,Honolulu County,595,6397.8,88,81,7,26.2,112.8,271,0.0,N/A,N/A,22.7,0,676200,5.0,14.1,65.2,12.3
