City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931
Acton,Maine,2549,68,Portland-South Portland,543221,81,31,50,50,128,200,71,N/A,N/A,8,8,26,47,23.57%,$61012,N/A,N/A,N/A,$243200,N/A,N/A,30,40.20%,7%,31%,23%,86,36 mins,2.00%,1.40%,27.40%,York County,48.90%,44.10%,N/A,N/A,99.27%,N/A,N/A,Eastern Standard Time,63,2.9,45.60%,1,N/A,3,N/A,0.00,20,1,13
Alfred,Maine,3060,112,Portland-South Portland,543221,81,31,50,51,128,200,61,N/A,N/A,8,8,24,51,18.03%,$54492,4.3%,N/A,N/A,$234700,N/A,N/A,35,79.50%,8%,29%,25%,84,33 mins,2.00%,1.40%,3.50%,York County,48.90%,44.10%,N/A,N/A,96.73%,N/A,0%,Eastern Standard Time,63,2.9,44.10%,27,N/A,17,20.4%,0.00,21,1,9
Arrowsic,Maine,413,53,Portland-South Portland,543221,78,30,48,50,133,200,66,N/A,N/A,9,6,20,57,N/A,$78750,N/A,N/A,N/A,$385900,N/A,N/A,33,77.60%,5%,28%,23%,87,24 mins,1.70%,1.10%,-16.90%,Sagadahoc County,49.30%,43.00%,N/A,N/A,97.16%,N/A,N/A,Eastern Standard Time,63,2.8,36.60%,0,N/A,5,N/A,0.00,22,0,15
Arundel,Maine,4186,175,Portland-South Portland,543221,79,32,47,50,129,200,59,N/A,N/A,9,7,24,43,37.04%,$62795,N/A,N/A,N/A,$294600,N/A,N/A,33,79.40%,9%,33%,26%,82,23 mins,2.00%,1.40%,5.20%,York County,48.90%,44.10%,1.54%,N/A,97.62%,1.20%,N/A,Eastern Standard Time,63,2.9,48.20%,15,N/A,32,N/A,0.00,22,0,8
Baldwin,Maine,1458,41,Portland-South Portland,543221,80,29,51,50,136,200,78,N/A,N/A,N/A,7,23,46,15.02%,$56528,N/A,N/A,N/A,$195700,N/A,N/A,39,66.50%,5%,29%,24%,88,36 mins,1.90%,1.20%,-11.80%,Cumberland County,59.90%,33.60%,N/A,N/A,99.40%,N/A,N/A,Eastern Standard Time,63,2.8,41.60%,9,N/A,26,N/A,0.00,21,1,11
Bath,Maine,8314,912,Portland-South Portland,543221,78,30,48,50,133,202,66,56,35.5,N/A,10,38,40,35.57%,$41062,11.5%,$1146,735,$183700,N/A,N/A,78,51.00%,7%,27%,20%,81,19 mins,1.70%,1.10%,-5.10%,Sagadahoc County,49.30%,43.00%,N/A,N/A,96.72%,N/A,4.1%,Eastern Standard Time,63,2.8,51.90%,73,N/A,42,21.2%,10.53,22,0,17
Berwick,Maine,7538,201,Portland-South Portland,543221,81,32,49,50,120,200,52,N/A,N/A,8,10,20,41,34.71%,$64309,0%,N/A,N/A,$252900,N/A,N/A,34,77.30%,5%,26%,18%,80,28 mins,2.00%,1.40%,5.20%,York County,48.90%,44.10%,N/A,N/A,95.94%,N/A,0.9%,Eastern Standard Time,63,2.9,41.70%,54,N/A,40,18.2%,0.00,23,0,17
Biddeford,Maine,21413,712,Portland-South Portland,543221,78,31,47,49,128,196,60,57,37,9,28,59,35,27.73%,$45729,8.4%,$1283,877,$267400,N/A,N/A,69,42.80%,5%,27%,21%,61,22 mins,2.00%,1.20%,-0.40%,York County,48.90%,44.10%,3.39%,3.15%,91.32%,3.80%,7.4%,Eastern Standard Time,63,2.9,58.40%,39,N/A,44,20.7%,10.33,22,0,10
Bowdoin,Maine,3114,72,Portland-South Portland,543221,79,29,50,48,130,200,67,N/A,N/A,9,7,23,46,N/A,$54805,N/A,N/A,N/A,$204900,N/A,N/A,34,91.60%,5%,28%,22%,85,27 mins,1.70%,1.10%,3.00%,Sagadahoc County,49.30%,43.00%,N/A,1.08%,98.54%,N/A,N/A,Eastern Standard Time,63,2.8,40.70%,0,N/A,20,N/A,0.00,23,0,21
Bowdoinham,Maine,2921,85,Portland-South Portland,543221,78,30,48,48,133,200,67,N/A,N/A,9,6,19,44,31.91%,$56544,0%,N/A,N/A,$207800,N/A,N/A,39,77.50%,7%,29%,22%,85,22 mins,1.70%,1.10%,1.40%,Sagadahoc County,49.30%,43.00%,N/A,1.88%,95.57%,1.00%,5.5%,Eastern Standard Time,63,2.8,31.70%,24,N/A,18,26.4%,0.00,21,0,21
Bridgton,Maine,5346,94,Portland-South Portland,543221,79,28,51,49,133,200,75,N/A,N/A,5,9,34,41,33.70%,$42938,7.5%,N/A,N/A,$207900,N/A,N/A,42,40.40%,9%,24%,17%,89,24 mins,1.90%,1.20%,3.10%,Cumberland County,59.90%,33.60%,N/A,N/A,98.35%,N/A,0.6%,Eastern Standard Time,63,2.8,46.80%,46,N/A,39,21.3%,0.00,20,0,11
Brunswick,Maine,20523,439,Portland-South Portland,543221,78,30,48,49,133,200,66,N/A,N/A,9,9,28,43,47.97%,$55833,3.6%,N/A,N/A,$270000,N/A,N/A,40,62.40%,9%,33%,24%,79,19 mins,1.90%,1.20%,-0.20%,Cumberland County,59.90%,33.60%,2.71%,1.95%,90.59%,2.90%,4.6%,Eastern Standard Time,63,2.8,53.00%,91,N/A,68,18.0%,0.00,24,0,19
Buxton,Maine,8158,201,Portland-South Portland,543221,80,30,50,50,129,200,63,N/A,N/A,9,12,23,41,23.75%,$60483,N/A,N/A,N/A,$228900,N/A,N/A,37,74.60%,5%,33%,23%,83,29 mins,2.00%,1.40%,1.80%,York County,48.90%,44.10%,N/A,N/A,96.35%,1.30%,N/A,Eastern Standard Time,63,2.9,45.90%,5,N/A,19,N/A,0.00,23,0,9
Cape Elizabeth,Maine,9235,628,Portland-South Portland,543221,78,31,47,49,129,200,56,N/A,N/A,10,7,18,50,72.69%,$98438,N/A,N/A,N/A,$433100,N/A,N/A,51,79.80%,6%,35%,28%,82,23 mins,1.90%,1.20%,2.00%,Cumberland County,59.90%,33.60%,1.35%,N/A,96.95%,N/A,N/A,Eastern Standard Time,63,2.8,35.40%,3,N/A,30,N/A,0.00,23,0,9
Cape Neddick,Maine,2367,634,Portland-South Portland,543221,82,33,49,50,118,203,53,57.1,37.5,N/A,9,28,54,50.89%,$62632,7.2%,N/A,N/A,$446700,N/A,N/A,54,26.80%,7%,29%,24%,79,29 mins,2.00%,1.40%,-26.00%,York County,48.90%,44.10%,N/A,N/A,97.61%,2.10%,1.3%,Eastern Standard Time,63,2.9,42.20%,25,N/A,36,18.5%,0.00,24,0,15
Casco,Maine,3865,124,Portland-South Portland,543221,78,28,50,49,140,200,79,N/A,N/A,5,8,27,43,25.74%,$51454,0%,N/A,N/A,$232700,N/A,N/A,32,38.60%,3%,28%,23%,86,31 mins,1.90%,1.20%,4.20%,Cumberland County,59.90%,33.60%,N/A,N/A,98.09%,N/A,0.5%,Eastern Standard Time,63,2.8,41.50%,23,N/A,27,17.5%,0.00,21,0,15
Chebeague Island,Maine,454,128,Portland-South Portland,543221,79,30,49,49,131,200,62,N/A,N/A,10,8,26,62,50.90%,$57321,N/A,N/A,N/A,$452900,N/A,N/A,78,37.50%,5%,29%,23%,80,22 mins,1.90%,1.20%,89.20%,Cumberland County,59.90%,33.60%,N/A,N/A,95.55%,1.10%,N/A,Eastern Standard Time,63,2.8,N/A,11,N/A,N/A,N/A,0.00,24,0,15
