City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Berea,Kentucky,15773,955,Richmond-Berea,106351,$44357,27.86%,33,$260000,1615,$161,33,52.66%,$739,59.4%,118,1294,21.28%,5.36%,55.99%,Madison County,31.60%,62.70%,0.86%,3.96%,87.75%,4.73%,4.29%,N/A,86,45,41,66,26,58%,62%,44,64,93,55%,65%,46%,52.79,14.31,12.67,37.56%,37.69%,44.67%,11.6,9,4.8,45.1,66,909,4.4,16.51,KY-05842,37.590361,-84.2898
Brodhead,Kentucky,1551,886,Richmond-Berea,106351,$28750,14.61%,41,N/A,N/A,N/A,31,43.44%,$566,51.01%,84,592,28.8%,17.05%,50.87%,Rockcastle County,13.70%,83.80%,0.0%,0.0%,96.71%,1.68%,0.0%,N/A,84,42,42,66,24,58%,62%,44,64,89,55%,65%,46%,55.01,14.81,12.88,31.1%,31.87%,33.0%,16.5,11,4.8,45.1,73,1062,4.2,1.75,KY-09838,37.4027262,-84.4144159
Livingston,Kentucky,149,481,Richmond-Berea,106351,$23929,2.06%,38,N/A,N/A,N/A,61,62.42%,$470,64.23%,0,458,32.89%,0.0%,48.78%,Rockcastle County,13.70%,83.80%,0.0%,0.0%,97.99%,0.0%,0.0%,N/A,84,42,42,66,24,58%,62%,44,64,89,57%,66%,44%,52.78,15.09,12.64,38.22%,40.44%,40.33%,16.5,11,4.8,46.1,72,1062,4.2,0.31,KY-47098,37.2979556,-84.2156616
Mount Vernon,Kentucky,2191,780,Richmond-Berea,106351,$18542,20.75%,43,N/A,N/A,N/A,44,47.35%,$557,52.53%,0,327,51.29%,7.61%,50.06%,Rockcastle County,13.70%,83.80%,0.0%,0.46%,97.31%,0.0%,0.0%,N/A,84,42,42,66,24,58%,62%,44,64,89,55%,65%,46%,55.01,14.81,12.88,31.1%,31.87%,33.0%,16.5,11,4.8,45.1,73,1062,4.2,2.81,KY-54174,37.3521408,-84.3348535
Richmond,Kentucky,35744,1759,Richmond-Berea,106351,$39329,32.1%,26,$228000,1701,$134,27,43.49%,$713,67.28%,205,2205,27.02%,8.66%,65.12%,Madison County,31.60%,62.70%,1.69%,6.05%,86.04%,2.38%,3.27%,N/A,85,43,42,65,23,58%,62%,44,64,91,55%,65%,46%,52.79,14.31,12.67,37.56%,37.69%,44.67%,11.6,9,4.8,45.1,59,909,4.4,20.32,KY-65226,37.7305755,-84.2925416
