City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931
Boise,Idaho,220859,2640,Boise City,544762,92,38,54,13,87,206,18,N/A,N/A,6,16,34,36,41.57%,$49209,N/A,$1508,873,$489900,1743,$281,34,57.60%,16%,66%,49%,32,18 mins,2.40%,N/A,7.00%,Ada County,38.70%,47.90%,2.85%,1.89%,89.25%,8.70%,N/A,Mountain Standard Time,2868,4.1,52.30%,88,N/A,99,N/A,0.09,0,0,1
Caldwell,Idaho,51634,2325,Boise City,544762,92,39,53,11,80,211,8,43.6,34.7,6,16,32,29,13.67%,$41368,13.2%,$1263,940,$224000,N/A,N/A,22,60.70%,18%,71%,45%,24,23 mins,3.30%,N/A,18.00%,Canyon County,23.20%,64.90%,1.05%,N/A,73.21%,36.50%,11.6%,Mountain Standard Time,2868,4,49.20%,26,N/A,39,18.7%,0.21,0,1,1
Crouch,Idaho,88,244,Boise City,544762,87,33,54,26,97,207,83,36.2,29.2,5,13,26,63,N/A,$29167,12.1%,N/A,N/A,$255100,N/A,N/A,28,61.30%,17%,66%,41%,91,38 mins,3.80%,N/A,-71.90%,Boise County,20.40%,70.10%,N/A,N/A,100.00%,3.40%,0%,Mountain Standard Time,2868,4.1,40.70%,28,N/A,34,14.8%,0.00,0,0,78
Eagle,Idaho,23708,779,Boise City,544762,92,38,54,12,87,208,11,41.7,34,6,13,30,45,46.50%,$82264,3.3%,$1681,1035,$903000,2903,$311,17,80.60%,12%,58%,39%,47,22 mins,2.50%,N/A,26.40%,Ada County,38.70%,47.90%,2.17%,N/A,93.00%,4.90%,3.9%,Mountain Standard Time,2868,4.1,32.10%,18,N/A,38,16.7%,0.00,0,1,5
Emmett,Idaho,6593,2347,Boise City,544762,92,38,54,12,86,210,8,42.3,34.2,5,14,22,40,18.07%,$29129,24.9%,N/A,N/A,$231900,N/A,N/A,40,55.90%,14%,63%,41%,77,29 mins,3.10%,N/A,1.20%,Gem County,15.50%,75.20%,N/A,N/A,82.33%,14.30%,5.2%,Mountain Standard Time,2868,4,55.10%,62,N/A,49,20.7%,0.00,0,0,4
Garden City,Idaho,11637,2853,Boise City,544762,92,38,54,12,87,209,11,41.5,33.9,6,34,50,45,34.96%,$38212,8.2%,$1462,1001,$440300,1497,$294,25,54.90%,15%,60%,45%,39,20 mins,2.50%,N/A,5.30%,Ada County,38.70%,47.90%,N/A,1.16%,93.29%,11.10%,5.9%,Mountain Standard Time,2868,4.1,51.00%,51,N/A,85,17.7%,0.00,0,0,3
Garden Valley,Idaho,345,47,Boise City,544762,87,33,54,26,97,210,83,37.7,30.7,5,12,25,46,53.37%,$12292,8.9%,N/A,N/A,$250000,N/A,N/A,30,52.40%,17%,64%,44%,91,38 mins,3.80%,N/A,-37.80%,Boise County,20.40%,70.10%,1.84%,3.89%,85.28%,N/A,0%,Mountain Standard Time,2868,4.1,50.30%,21,N/A,20,14.8%,0.00,0,0,59
Grand View,Idaho,390,678,Boise City,544762,93,39,54,9,59,207,6,42.9,34.5,7,18,35,41,6.69%,$27813,15.2%,N/A,N/A,$155300,N/A,N/A,43,55.70%,18%,67%,43%,92,24 mins,2.90%,N/A,-27.80%,Owyhee County,15.10%,77.80%,N/A,1.33%,85.37%,18.50%,9.3%,Mountain Standard Time,2868,4.1,56.50%,11,N/A,24,14.8%,0.00,0,0,0
Greenleaf,Idaho,1478,1919,Boise City,544762,92,39,53,10,78,213,8,44,34.8,6,14,27,31,19.66%,$43413,17.8%,N/A,N/A,$175500,N/A,N/A,39,64.70%,18%,66%,44%,54,24 mins,3.30%,N/A,69.50%,Canyon County,23.20%,64.90%,1.20%,N/A,88.62%,32.80%,11.1%,Mountain Standard Time,2868,4,43.40%,37,N/A,33,19.5%,0.00,0,0,1
Hidden Spring,Idaho,2515,995,Boise City,544762,92,38,54,12,87,210,11,N/A,N/A,N/A,9,18,37,N/A,$113106,N/A,$1462,1001,$577600,N/A,N/A,25,92.40%,14%,61%,45%,75,20 mins,2.50%,N/A,70.40%,Ada County,38.70%,47.90%,N/A,N/A,N/A,N/A,N/A,Mountain Standard Time,2868,4.1,33.00%,11,N/A,7,N/A,0.00,0,0,3
Homedale,Idaho,2584,1830,Boise City,544762,93,38,55,10,79,207,8,42.4,34.3,6,24,34,37,10.12%,$24250,25.8%,N/A,N/A,$170100,N/A,N/A,43,56.80%,18%,67%,46%,85,24 mins,2.90%,N/A,-2.10%,Owyhee County,15.10%,77.80%,N/A,N/A,67.91%,50.80%,18%,Mountain Standard Time,2868,4.1,54.70%,63,N/A,47,16.8%,0.00,0,0,1
Horseshoe Bend,Idaho,765,704,Boise City,544762,90,37,53,17,92,213,32,39.1,32.3,5,14,26,48,13.18%,$31063,9.4%,N/A,N/A,$270200,N/A,N/A,39,61.00%,16%,69%,49%,91,38 mins,3.80%,N/A,-21.70%,Boise County,20.40%,70.10%,N/A,N/A,94.08%,6.30%,3.6%,Mountain Standard Time,2868,4.1,46.50%,36,N/A,29,17.9%,0.00,0,0,13
Idaho City,Idaho,459,690,Boise City,544762,86,34,52,25,102,208,92,36,28.7,5,17,26,37,11.56%,$26771,11.9%,N/A,N/A,$185400,N/A,N/A,37,62.30%,19%,61%,37%,91,38 mins,3.80%,N/A,-6.50%,Boise County,20.40%,70.10%,N/A,N/A,95.00%,3.30%,0.6%,Mountain Standard Time,2868,4.1,60.80%,28,N/A,41,13.4%,0.00,0,0,2
Kuna,Idaho,17590,917,Boise City,544762,92,38,54,11,83,208,11,42.2,33.9,6,14,32,30,24.44%,$56533,9.3%,$1574,955,$474900,1962,$242,14,79.40%,14%,64%,46%,64,25 mins,2.50%,N/A,27.80%,Ada County,38.70%,47.90%,N/A,N/A,93.67%,9.00%,1.2%,Mountain Standard Time,2868,4.1,37.60%,56,N/A,45,19.0%,1.32,0,0,1
Marsing,Idaho,1464,2147,Boise City,544762,92,39,53,11,80,207,8,42.3,34.6,6,19,37,27,8.17%,$26473,38.4%,N/A,N/A,$152500,N/A,N/A,40,62.30%,18%,66%,45%,79,24 mins,2.90%,N/A,77.20%,Owyhee County,15.10%,77.80%,N/A,N/A,69.60%,47.50%,17.4%,Mountain Standard Time,2868,4.1,52.60%,34,N/A,45,17.8%,0.00,N/A,0,1
Melba,Idaho,623,1558,Boise City,544762,91,39,52,10,78,212,4,41.7,34.1,6,16,31,32,9.38%,$39000,16.2%,N/A,N/A,$361600,N/A,N/A,27,64.20%,26%,68%,49%,78,29 mins,3.30%,N/A,3.30%,Canyon County,23.20%,64.90%,N/A,N/A,78.47%,37.20%,10.8%,Mountain Standard Time,2868,4,44.80%,25,N/A,31,19.6%,0.00,N/A,0,1
Meridian,Idaho,91917,2737,Boise City,544762,92,38,54,11,82,211,10,42.7,34.2,6,12,22,35,37.24%,$63225,5%,$1623,992,$559000,2175,$257,16,73.60%,13%,62%,47%,38,22 mins,2.70%,N/A,33.30%,Ada County,38.70%,47.90%,3.21%,1.03%,90.94%,6.60%,6.2%,Mountain Standard Time,2868,4.1,40.90%,26,N/A,41,18.3%,0.00,N/A,0,1
Middleton,Idaho,6716,1241,Boise City,544762,92,39,53,11,80,207,8,43.6,34.6,6,9,17,30,24.26%,$45549,10.2%,N/A,N/A,$264100,N/A,N/A,17,80.00%,18%,68%,45%,51,28 mins,3.30%,N/A,29.10%,Canyon County,23.20%,64.90%,N/A,N/A,93.55%,13.90%,3.7%,Mountain Standard Time,2868,4,44.80%,63,N/A,53,21.4%,0.00,N/A,1,3
Murphy,Idaho,92,23,Boise City,544762,89,39,50,10,75,210,10,38,31.6,7,14,29,51,N/A,$31328,35.3%,N/A,N/A,$201300,N/A,N/A,42,44.00%,17%,67%,43%,92,24 mins,2.90%,N/A,162.90%,Owyhee County,15.10%,77.80%,N/A,6.35%,88.89%,6.50%,0%,Mountain Standard Time,2868,4.1,40.20%,13,N/A,38,N/A,0.00,0,1,1
Nampa,Idaho,89576,2783,Boise City,544762,91,39,52,11,80,207,9,42.9,34.5,6,18,39,31,19.08%,$40083,11.9%,$1347,980,$236400,N/A,N/A,23,61.40%,16%,65%,44%,35,23 mins,3.40%,N/A,14.40%,Canyon County,23.20%,64.90%,N/A,N/A,82.68%,23.80%,7.5%,Mountain Standard Time,2868,4,48.90%,30,N/A,46,18.7%,0.36,0,1,1
Notus,Idaho,640,1739,Boise City,544762,92,38,54,10,79,207,8,44.6,35,6,13,26,38,8.23%,$38929,8.6%,N/A,N/A,$148800,N/A,N/A,52,70.60%,19%,66%,46%,57,24 mins,3.30%,N/A,45.50%,Canyon County,23.20%,64.90%,N/A,N/A,80.62%,42.70%,11.3%,Mountain Standard Time,2868,4,47.90%,18,N/A,36,16.6%,0.00,0,0,1
