City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931
Bloomfield,California,419,51,Santa Rosa,406271,84,57,27,30,75,260,0,51.1,45.8,5,19,38,55,N/A,$77955,0%,$2456,940,$959000,N/A,N/A,42,57.40%,5%,51%,59%,77,25 mins,3.00%,1.70%,24.70%,Sonoma County,68.80%,22.00%,N/A,N/A,90.41%,3.60%,14.2%,Pacific Standard Time,167,4.9,57.50%,17,0,31,20.8%,0.00,N/A,0,1139
Bodega,California,384,132,Santa Rosa,406271,76,56,20,45,77,260,0,51.1,45.8,5,18,36,60,N/A,$29688,0%,N/A,N/A,$1328200,N/A,N/A,44,90.90%,4%,49%,59%,82,25 mins,3.00%,1.70%,85.50%,Sonoma County,68.80%,22.00%,N/A,2.13%,58.52%,2.60%,14.8%,Pacific Standard Time,167,4.9,47.50%,25,N/A,8,45.8%,0.00,N/A,0,858
Bodega Bay,California,629,75,Santa Rosa,406271,71,57,14,40,78,261,0,51.1,45.8,8,16,33,63,68.34%,$86000,0%,N/A,N/A,$957100,N/A,N/A,33,27.60%,4%,42%,42%,83,25 mins,3.00%,1.70%,-19.80%,Sonoma County,68.80%,22.00%,N/A,N/A,97.59%,6.20%,0%,Pacific Standard Time,167,4.9,45.80%,40,N/A,44,19.6%,0.00,N/A,0,639
Boyes Hot Springs,California,7332,6917,Santa Rosa,406271,85,57,28,31,72,261,0,51.1,45.8,5,21,36,35,33.07%,$54788,6.8%,$2362,1109,$727000,1436,$506,48,52.90%,5%,51%,57%,76,26 mins,3.00%,1.70%,5.30%,Sonoma County,68.80%,22.00%,1.50%,1.72%,65.31%,46.30%,22.1%,Pacific Standard Time,167,4.9,51.40%,76,N/A,N/A,24.0%,1.28,N/A,0,1724
Cazadero,California,285,40,Santa Rosa,406271,78,56,22,51,75,260,0,51.1,45.8,5,19,40,56,22.53%,$43875,0%,N/A,N/A,$515400,N/A,N/A,61,30.60%,4%,45%,42%,87,25 mins,3.00%,1.70%,-21.30%,Sonoma County,68.80%,22.00%,N/A,N/A,100.00%,10.50%,2.8%,Pacific Standard Time,167,4.9,54.00%,0,N/A,N/A,15.0%,68.03,0,0,37501
Cloverdale,California,8810,2902,Santa Rosa,406271,91,57,34,44,76,264,0,51.1,45.8,5,11,25,39,28.13%,$59120,5.3%,N/A,N/A,$657500,1673,$393,32,66.20%,3%,51%,51%,84,27 mins,3.00%,1.70%,7.30%,Sonoma County,68.80%,22.00%,4.16%,N/A,75.77%,31.10%,18.9%,Pacific Standard Time,167,4.9,40.60%,80,N/A,68,22.1%,19.96,0,0,38100
Cotati,California,7448,3962,Santa Rosa,406271,83,58,25,34,78,257,0,51.1,45.8,5,22,23,35,31.71%,$59808,6.1%,N/A,N/A,$644500,1595,$404,32,53.70%,6%,52%,63%,68,29 mins,3.00%,1.70%,5.30%,Sonoma County,68.80%,22.00%,1.76%,N/A,85.14%,19.90%,14%,Pacific Standard Time,167,4.9,52.40%,88,N/A,69,22.2%,17.95,0,0,2408
El Verano,California,3663,3199,Santa Rosa,406271,85,57,28,31,72,261,0,51.1,45.8,5,18,31,47,33.56%,$50811,0%,$2362,1109,$665900,N/A,N/A,42,55.20%,5%,51%,60%,77,25 mins,3.00%,1.70%,-2.20%,Sonoma County,68.80%,22.00%,N/A,1.79%,84.92%,26.10%,10.8%,Pacific Standard Time,167,4.9,46.50%,48,N/A,N/A,22.0%,0.00,0,0,1709
Eldridge,California,1487,2281,Santa Rosa,406271,86,57,29,33,72,260,0,51.1,45.8,5,16,33,38,47.35%,$54355,7.2%,$1855,775,$1121100,N/A,N/A,37,54.40%,4%,51%,57%,81,25 mins,3.00%,1.70%,-15.40%,Sonoma County,68.80%,22.00%,N/A,N/A,72.71%,10.00%,7%,Pacific Standard Time,167,4.9,36.80%,11,N/A,49,20.8%,0.00,0,0,1725
Fetters Hot Springs-Agua Caliente,California,4848,3318,Santa Rosa,406271,85,57,28,31,72,259,0,51.1,45.8,N/A,21,36,35,25.19%,$58232,13.7%,$2362,1109,$624500,N/A,N/A,37,49.40%,4%,51%,61%,76,23 mins,3.00%,1.70%,38.40%,Sonoma County,68.80%,22.00%,N/A,N/A,61.68%,56.60%,36.1%,Pacific Standard Time,167,4.9,47.60%,62,N/A,20,29.6%,0.00,N/A,0,1719
Forestville,California,3658,696,Santa Rosa,406271,85,57,28,41,75,264,0,51.1,45.8,5,19,33,51,39.70%,$55740,1.9%,N/A,N/A,$550000,1057,$520,46,68.40%,5%,54%,59%,77,22 mins,3.00%,1.70%,8.20%,Sonoma County,68.80%,22.00%,3.14%,N/A,87.80%,13.10%,7.9%,Pacific Standard Time,167,4.9,53.20%,47,N/A,N/A,18.6%,39.02,0,0,37769
Fulton,California,493,253,Santa Rosa,406271,83,58,25,37,78,260,0,51.1,45.8,5,21,42,34,N/A,$65750,49%,N/A,N/A,$983700,N/A,N/A,55,61.40%,5%,51%,59%,65,25 mins,3.00%,1.70%,-17.30%,Sonoma County,68.80%,22.00%,N/A,N/A,43.51%,44.60%,32.9%,Pacific Standard Time,167,4.9,30.30%,N/A,N/A,N/A,18.0%,15.53,0,0,38158
Geyserville,California,929,206,Santa Rosa,406271,91,57,34,45,76,260,0,51.1,45.8,5,21,42,41,22.20%,$49271,13.7%,N/A,N/A,$934200,N/A,N/A,48,37.30%,5%,52%,60%,84,25 mins,3.00%,1.70%,-6.50%,Sonoma County,68.80%,22.00%,1.18%,N/A,63.40%,41.90%,28.6%,Pacific Standard Time,167,4.9,43.90%,41,N/A,N/A,19.3%,19.23,0,0,38362
Glen Ellen,California,768,366,Santa Rosa,406271,86,58,28,33,73,264,0,51.1,45.8,5,17,35,62,N/A,$48750,0%,$1855,775,$1900000,2543,$747,54,61.00%,3%,39%,59%,81,25 mins,3.00%,1.70%,-17.20%,Sonoma County,68.80%,22.00%,N/A,N/A,87.33%,4.70%,9.5%,Pacific Standard Time,167,4.9,33.30%,30,N/A,45,28.8%,34.84,N/A,0,2770
Graton,California,1827,1157,Santa Rosa,406271,83,58,25,37,77,258,0,51.1,45.8,5,22,43,46,47.03%,$37927,3.1%,N/A,N/A,$670800,N/A,N/A,45,63.40%,4%,50%,58%,74,25 mins,3.00%,1.70%,14.30%,Sonoma County,68.80%,22.00%,N/A,N/A,79.41%,16.90%,11.7%,Pacific Standard Time,167,4.9,48.70%,43,N/A,N/A,25.8%,0.00,0,0,37371
Guerneville,California,4570,471,Santa Rosa,406271,85,57,28,41,75,261,0,51.1,45.8,5,24,42,50,34.47%,$42712,9.8%,N/A,N/A,$509000,1101,$462,63,45.10%,6%,58%,63%,80,31 mins,3.00%,1.70%,2.10%,Sonoma County,68.80%,22.00%,1.44%,1.32%,90.97%,14.10%,3.9%,Pacific Standard Time,167,4.9,64.50%,0,N/A,N/A,24.3%,62.64,0,0,37707
Healdsburg,California,11721,2630,Santa Rosa,406271,88,57,31,42,75,262,0,51.1,45.8,5,14,29,44,43.69%,$58176,2.6%,N/A,N/A,$1600000,2025,$790,43,53.00%,8%,57%,74%,71,22 mins,3.00%,1.70%,5.80%,Sonoma County,68.80%,22.00%,1.78%,N/A,78.37%,33.70%,14.5%,Pacific Standard Time,167,4.9,46.50%,92,N/A,73,19.9%,15.07,0,0,38246
Jenner,California,64,30,Santa Rosa,406271,77,56,21,52,71,260,0,51.1,45.8,8,22,44,62,N/A,$83750,N/A,N/A,N/A,$644500,N/A,N/A,78,12.60%,4%,50%,56%,88,25 mins,3.00%,1.70%,-35.40%,Sonoma County,68.80%,22.00%,N/A,N/A,100.00%,N/A,0%,Pacific Standard Time,167,4.9,54.70%,21,N/A,N/A,N/A,0.00,0,0,5618
Kenwood,California,1144,221,Santa Rosa,406271,88,58,30,37,71,260,0,51.1,45.8,5,14,28,56,68.64%,$86719,0%,N/A,N/A,$953400,N/A,N/A,47,68.60%,3%,49%,70%,81,25 mins,3.00%,1.70%,147.60%,Sonoma County,68.80%,22.00%,6.42%,N/A,80.31%,N/A,0%,Pacific Standard Time,167,4.9,32.80%,41,N/A,46,20.4%,13.46,0,0,7140
Larkfield-Wikiup,California,9184,1730,Santa Rosa,406271,84,58,26,37,78,258,0,51.1,45.8,N/A,20,34,42,32.95%,$75230,4.8%,$2003,837,$825000,2099,$393,36,57.50%,5%,50%,60%,68,22 mins,3.00%,1.70%,6.30%,Sonoma County,68.80%,22.00%,3.55%,N/A,80.10%,24.80%,12.9%,Pacific Standard Time,167,4.9,51.90%,32,N/A,N/A,19.9%,0.00,0,0,38243
Monte Rio,California,1009,530,Santa Rosa,406271,82,56,26,45,74,256,0,51.1,45.8,8,27,53,51,24.62%,$33681,7.4%,N/A,N/A,$649000,1062,$611,72,30.40%,6%,63%,61%,83,25 mins,3.00%,1.70%,-2.00%,Sonoma County,68.80%,22.00%,1.84%,N/A,93.55%,4.40%,3.2%,Pacific Standard Time,167,4.9,75.20%,32,N/A,N/A,28.7%,17.08,0,0,37313
Occidental,California,892,180,Santa Rosa,406271,80,57,23,45,76,262,0,51.1,45.8,5,16,31,59,49.56%,$70172,6%,N/A,N/A,$772800,N/A,N/A,64,56.50%,4%,51%,65%,82,25 mins,3.00%,1.70%,-27.00%,Sonoma County,68.80%,22.00%,1.22%,1.46%,90.89%,2.20%,6.4%,Pacific Standard Time,167,4.9,33.50%,41,N/A,11,19.7%,14.59,0,0,12927
Penngrove,California,2922,726,Santa Rosa,406271,84,57,27,30,75,260,0,51.1,45.8,5,17,35,47,37.24%,$73430,11.2%,N/A,N/A,$1055200,N/A,N/A,45,61.90%,7%,52%,58%,72,26 mins,3.00%,1.70%,-2.10%,Sonoma County,68.80%,22.00%,4.70%,N/A,79.77%,20.00%,7.2%,Pacific Standard Time,167,4.9,36.00%,47,N/A,30,24.8%,14.40,0,0,1534
Petaluma,California,60210,4186,Santa Rosa,406271,84,57,27,30,75,260,0,51.1,45.8,6,25,28,41,40.39%,$80590,6%,$2453,943,$835000,1656,$504,38,64.10%,4%,47%,57%,71,30 mins,2.80%,1.70%,6.20%,Sonoma County,68.80%,22.00%,4.51%,1.18%,77.46%,21.60%,15.3%,Pacific Standard Time,167,4.9,45.70%,47,30,56,21.3%,9.93,0,0,1605
Rohnert Park,California,42305,6041,Santa Rosa,406271,83,58,25,32,75,255,0,51.1,45.8,5,30,29,33,29.32%,$57557,6.2%,$2081,841,$595000,1608,$370,37,52.70%,3%,46%,65%,67,26 mins,3.00%,1.70%,4.40%,Sonoma County,68.80%,22.00%,6.74%,2.54%,73.88%,25.80%,17.5%,Pacific Standard Time,167,4.9,57.90%,42,N/A,56,21.9%,13.87,0,0,3198
