City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931
Jamestown,Colorado,218,350,Boulder,327171,75,32,43,21,132,242,152,44.3,28.5,6,15,27,42,55.49%,$51875,0%,N/A,N/A,$335500,N/A,N/A,68,45.50%,6%,55%,68%,86,22 mins,2.40%,2.70%,-21.60%,Boulder County,70.30%,22.00%,N/A,N/A,97.52%,6.90%,0.5%,Mountain Standard Time,5332,5.8,66.70%,16,N/A,11,16.7%,0.00,0,1,4
Lafayette,Colorado,27440,2912,Boulder,327171,90,46,44,17,87,246,69,44.3,28.5,6,11,31,38,57.63%,$71038,6%,$1862,904,$629000,2287,$275,28,68.60%,7%,66%,81%,66,24 mins,2.40%,2.70%,13.50%,Boulder County,70.30%,22.00%,4.10%,N/A,88.68%,15.40%,9.1%,Mountain Standard Time,5332,5.8,45.60%,41,36,52,18.6%,15.58,0,3,9
Lazy Acres,Colorado,923,175,Boulder,327171,85,44,41,19,90,245,79,44.3,28.5,N/A,10,18,54,N/A,$122750,0%,$2351,817,$1000000,2493,$401,41,100.00%,7%,55%,70%,86,22 mins,2.40%,2.70%,-0.40%,Boulder County,70.30%,22.00%,N/A,N/A,100.00%,N/A,5.5%,Mountain Standard Time,5332,5.8,43.40%,0,N/A,13,24.3%,0.00,0,2,6
Leyner,Colorado,24,126,Boulder,327171,90,46,44,17,87,245,69,44.3,28.5,N/A,8,14,7,N/A,$0,N/A,$1862,904,$535600,N/A,N/A,35,0.56229,6%,55%,69%,70,22 mins,2.40%,2.70%,100.00%,Boulder County,70.30%,22.00%,N/A,N/A,N/A,N/A,N/A,Mountain Standard Time,5332,5.8,0.00%,0,N/A,N/A,N/A,0.00,0,3,8
Longmont,Colorado,91730,3329,Boulder,327171,89,44,45,15,79,247,36,44.3,28.5,6,19,35,37,42.91%,$60218,7.3%,$1550,904,$515000,2258,$228,33,57.80%,7%,64%,80%,61,24 mins,2.70%,2.70%,9.70%,Boulder County,70.30%,22.00%,3.12%,1.14%,89.28%,25.60%,11.8%,Mountain Standard Time,5332,5.8,47.60%,39,29,59,17.7%,29.11,0,3,7
Louisville,Colorado,20319,2547,Boulder,327171,89,46,43,18,87,242,70,44.3,28.5,6,10,14,43,69.68%,$92121,2.4%,$1978,968,$744900,2210,$337,31,67.70%,5%,51%,75%,67,22 mins,2.40%,2.70%,10.00%,Boulder County,70.30%,22.00%,5.14%,N/A,89.58%,5.70%,9.4%,Mountain Standard Time,5332,5.8,41.80%,40,32,70,16.2%,5.91,0,3,9
Lyons,Colorado,2085,1549,Boulder,327171,88,44,44,18,84,242,64,44.3,28.5,6,12,21,39,57.21%,$90603,2.5%,$1499,886,$665000,1867,$356,25,69.30%,7%,58%,66%,85,25 mins,2.40%,2.70%,33.20%,Boulder County,70.30%,22.00%,N/A,1.71%,91.61%,3.60%,7%,Mountain Standard Time,5332,5.8,46.00%,0,N/A,5,19.0%,20.39,0,2,3
Mountain Meadows,Colorado,119,69,Boulder,327171,85,44,41,19,90,245,79,44.3,28.5,N/A,11,19,55,N/A,$36167,0%,$2351,817,$757500,N/A,N/A,40,100.00%,7%,55%,67%,92,22 mins,2.40%,2.70%,48.80%,Boulder County,70.30%,22.00%,N/A,N/A,100.00%,N/A,14.3%,Mountain Standard Time,5332,5.8,30.30%,8,0,3,12.9%,0.00,0,1,5
Nederland,Colorado,1496,1011,Boulder,327171,77,34,43,19,111,242,118,44.3,28.5,7,13,25,36,52.14%,$62125,9.8%,N/A,N/A,$692000,2239,$309,43,45.10%,9%,56%,66%,92,32 mins,2.40%,2.70%,12.10%,Boulder County,70.30%,22.00%,N/A,N/A,95.36%,5.10%,3.8%,Mountain Standard Time,5332,5.8,61.70%,59,N/A,38,19.0%,48.11,0,1,4
Niwot,Colorado,4445,1112,Boulder,327171,89,44,45,15,80,240,37,44.3,28.5,6,10,29,46,73.86%,$101250,1.8%,$1499,886,$906000,2728,$332,33,78.50%,5%,54%,63%,72,23 mins,2.40%,2.70%,14.10%,Boulder County,70.30%,22.00%,N/A,N/A,97.21%,6.70%,7.8%,Mountain Standard Time,5332,5.8,35.60%,56,N/A,50,17.9%,2.38,0,3,8
Paragon Estates,Colorado,817,488,Boulder,327171,89,46,43,18,88,245,71,44.3,28.5,N/A,10,17,55,N/A,$145930,3.2%,$2231,780,$1800000,4176,$431,45,94.60%,7%,54%,67%,70,22 mins,2.40%,2.70%,-21.70%,Boulder County,70.30%,22.00%,2.37%,2.87%,93.52%,N/A,4.7%,Mountain Standard Time,5332,5.8,32.80%,1,31,38,15.5%,0.00,0,3,9
Pine Brook Hill,Colorado,1070,374,Boulder,327171,89,46,43,18,89,245,71,44.3,28.5,N/A,6,12,47,N/A,$93462,5.4%,$1980,816,$1700000,3908,$435,36,87.40%,7%,56%,68%,86,22 mins,2.40%,2.70%,0.00%,Boulder County,70.30%,22.00%,3.57%,1.08%,86.92%,8.90%,2.5%,Mountain Standard Time,5332,5.8,13.60%,0,N/A,26,13.0%,0.00,0,2,8
Seven Hills,Colorado,81,166,Boulder,327171,85,44,41,19,90,245,79,44.3,28.5,N/A,8,15,74,N/A,$160060,0%,$2351,817,$803400,N/A,N/A,35,100.00%,6%,57%,70%,86,22 mins,2.40%,2.70%,-54.00%,Boulder County,70.30%,22.00%,N/A,N/A,100.00%,N/A,0%,Mountain Standard Time,5332,5.8,18.50%,0,N/A,10,11.8%,0.00,0,2,8
St. Ann Highlands,Colorado,317,228,Boulder,327171,77,34,43,19,111,245,118,44.3,28.5,N/A,13,24,35,N/A,$179706,0%,N/A,N/A,$668600,N/A,N/A,29,36.60%,7%,55%,69%,92,22 mins,2.40%,2.70%,-0.90%,Boulder County,70.30%,22.00%,N/A,N/A,N/A,4.40%,10.2%,Mountain Standard Time,5332,5.8,40.90%,0,N/A,4,31.5%,0.00,0,1,6
Sugarloaf,Colorado,359,165,Boulder,327171,85,44,41,19,90,245,79,44.3,28.5,N/A,14,26,40,81.64%,$90500,0%,$2351,817,$1300000,3307,$393,35,51.30%,7%,53%,70%,92,22 mins,2.40%,2.70%,39.70%,Boulder County,70.30%,22.00%,N/A,N/A,100.00%,14.80%,2%,Mountain Standard Time,5332,5.8,64.80%,0,N/A,N/A,9.0%,0.00,0,1,6
Sunshine,Colorado,215,124,Boulder,327171,85,44,41,19,90,245,79,44.3,28.5,N/A,8,14,55,N/A,$119803,0%,$2351,817,$790800,N/A,N/A,20,81.40%,6%,54%,70%,86,22 mins,2.40%,2.70%,-31.50%,Boulder County,70.30%,22.00%,N/A,N/A,100.00%,N/A,19.7%,Mountain Standard Time,5332,5.8,0.00%,0,N/A,N/A,13.2%,0.00,N/A,1,5
Superior,Colorado,12879,3263,Boulder,327171,89,46,43,18,88,242,70,44.3,28.5,6,10,29,34,76.30%,$116250,1.1%,$1978,968,$746400,2496,$299,20,56.90%,5%,48%,66%,72,23 mins,2.40%,2.70%,8.70%,Boulder County,70.30%,22.00%,18.37%,N/A,76.80%,6.40%,19.7%,Mountain Standard Time,5332,5.8,40.60%,47,N/A,71,17.0%,N/A,N/A,1,N/A
Tall Timber,Colorado,174,303,Boulder,327171,85,44,41,19,90,245,79,44.3,28.5,N/A,8,15,58,N/A,$70455,0%,$2351,817,$720400,N/A,N/A,47,86.20%,6%,57%,65%,92,22 mins,2.40%,2.70%,-36.30%,Boulder County,70.30%,22.00%,N/A,N/A,100.00%,N/A,0%,Mountain Standard Time,5332,5.8,8.40%,8,17,4,16.4%,0.00,0,1,9
Valmont,Colorado,38,141,Boulder,327171,90,45,45,17,81,245,56,44.3,28.5,N/A,17,30,63,40.98%,$48716,0%,$2084,906,$2241900,N/A,N/A,33,38.30%,6%,54%,68%,72,22 mins,2.40%,2.70%,-69.40%,Boulder County,70.30%,22.00%,26.04%,N/A,73.96%,N/A,35.4%,Mountain Standard Time,5332,5.8,71.10%,11,23,75,25.0%,0.00,0,3,8
Ward,Colorado,179,312,Boulder,327171,76,31,45,18,113,249,147,44.3,28.5,7,13,23,38,36.05%,$68333,9.1%,N/A,N/A,$532800,1380,$386,70,51.00%,8%,58%,64%,86,22 mins,2.40%,2.70%,167.20%,Boulder County,70.30%,22.00%,2.00%,N/A,96.00%,2.80%,8%,Mountain Standard Time,5332,5.8,49.30%,13,N/A,16,23.5%,163.93,0,1,1
