City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Big Sandy,Texas,1406,868,Longview,285741,$31875,18.05%,38,N/A,N/A,N/A,45,34.99%,$671,61.29%,72,216,18.32%,3.61%,52.0%,Upshur County,14.90%,82.50%,0.0%,25.53%,67.78%,4.48%,1.49%,Central Standard Time,94,56,38,73,35,58%,56%,54,70,107,58%,69%,50%,50.53,10.23,12.61,16.33%,14.4%,17.22%,0.3,0,7.3,55.9,54,396,5.8,1.62,TX-08224,32.5859685,-95.1126752
Clarksville City,Texas,878,138,Longview,285741,$52431,17.24%,39,N/A,N/A,N/A,41,71.72%,$933,45.33%,N/A,N/A,8.91%,5.14%,57.12%,Gregg County,28.00%,68.90%,0.0%,5.13%,74.6%,18.11%,5.24%,Central Standard Time,96,58,38,74,36,58%,56%,54,70,111,58%,69%,50%,50.53,10.23,12.61,26.08%,24.18%,29.89%,0.3,0,7.3,55.9,43,396,5.5,6.37,TX-15172,32.5329298,-94.8945582
East Mountain,Texas,1197,565,Longview,285741,$63864,21.08%,32,N/A,N/A,N/A,27,78.03%,$952,44.44%,N/A,N/A,4.34%,6.26%,59.03%,Upshur County,14.90%,82.50%,0.0%,0.0%,67.0%,26.73%,6.85%,Central Standard Time,96,58,38,74,36,58%,56%,54,70,111,58%,69%,50%,50.88,10.81,12.26,26.08%,24.18%,29.89%,1.4,0,7.3,55.9,47,375,5.8,2.12,TX-22168,32.5816343,-94.8645597
Easton,Texas,424,174,Longview,285741,$29844,9.9%,49,N/A,N/A,N/A,33,68.87%,$646,51.88%,N/A,N/A,22.64%,0.0%,43.1%,Gregg County,28.00%,68.90%,0.0%,54.01%,16.98%,29.72%,14.15%,Central Standard Time,94,57,37,73,36,58%,56%,54,70,106,58%,69%,50%,49.5,10.05,13.05,22.08%,19.56%,26.56%,0.5,0,7.3,55.9,44,372,5.5,2.44,TX-22192,32.3819296,-94.5912429
Gilmer,Texas,5139,1356,Longview,285741,$38056,19.35%,33,$265000,2573,$103,46,49.7%,$752,64.48%,619,2846,22.13%,6.28%,53.17%,Upshur County,14.90%,82.50%,0.12%,22.16%,63.2%,7.49%,1.87%,Central Standard Time,94,56,38,73,35,58%,56%,54,70,107,58%,69%,50%,53.92,11.04,14.29,16.33%,14.4%,17.22%,0.3,0,7.3,55.9,44,261,5.8,3.79,TX-29564,32.7318052,-94.9460277
Gladewater,Texas,5960,515,Longview,285741,$40000,13.72%,36,$289000,1993,$145,46,59.46%,$826,66.59%,220,2835,30.56%,4.91%,61.19%,Gregg County,28.00%,68.90%,1.16%,14.48%,65.2%,14.8%,3.04%,Central Standard Time,96,58,38,74,36,58%,56%,54,70,111,58%,69%,50%,50.53,10.23,12.61,16.33%,14.4%,17.22%,0.3,0,7.3,55.9,45,396,5.5,11.57,TX-29660,32.542605,-94.9465318
Henderson,Texas,13145,1100,Longview,285741,$50964,19.78%,36,$90000,796,$113,50,65.82%,$802,59.05%,559,3871,8.5%,6.71%,44.8%,Rusk County,20.60%,76.70%,0.67%,21.11%,52.52%,22.15%,10.15%,Central Standard Time,96,59,37,72,35,58%,56%,54,70,111,58%,69%,50%,48.71,10.63,12.15,22.08%,19.56%,26.56%,0.5,0,7.3,55.9,48,384,5.8,11.95,TX-33212,32.1576181,-94.7960498
Kilgore,Texas,14824,797,Longview,285741,$55810,20.09%,36,N/A,N/A,N/A,54,65.78%,$855,49.88%,305,2100,16.28%,7.08%,60.78%,Gregg County,28.00%,68.90%,1.27%,10.59%,60.85%,23.62%,8.8%,Central Standard Time,95,59,36,74,36,58%,56%,54,70,108,58%,69%,50%,44.76,8.74,11.17,26.08%,24.18%,29.89%,0.5,0,7.3,55.9,45,333,5.5,18.61,TX-39124,32.3979343,-94.8602167
Lake Cherokee,Texas,3283,267,Longview,285741,$78349,28.1%,57,N/A,N/A,N/A,36,90.31%,$856,27.26%,N/A,N/A,5.45%,4.41%,58.95%,Rusk County,20.60%,76.70%,1.74%,5.09%,88.7%,4.48%,2.77%,Central Standard Time,94,57,37,73,36,58%,56%,54,70,106,58%,69%,50%,49.5,10.05,13.05,22.08%,19.56%,26.56%,0.5,0,7.3,55.9,47,372,5.8,12.29,TX-40468,32.3569443,-94.6513694
Lakeport,Texas,1247,784,Longview,285741,$61500,14.97%,32,N/A,N/A,N/A,31,83.56%,$1032,50.05%,N/A,N/A,9.54%,1.76%,67.68%,Gregg County,28.00%,68.90%,0.08%,55.01%,12.51%,28.15%,6.66%,Central Standard Time,95,59,36,74,36,58%,56%,54,70,108,58%,69%,50%,44.76,8.74,11.17,26.08%,24.18%,29.89%,0.5,0,7.3,55.9,43,333,5.5,1.59,TX-40696,32.4050535,-94.7101707
