City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931
Addison,Texas,15455,3537,Dallas-Fort Worth-Arlington,6465797,96,56,40,39,77,232,2,65.7,52.1,8,31,66,32,56.33%,$60456,8.1%,$1473,895,$351600,N/A,N/A,22,17.10%,6%,36%,38%,36,22 mins,3.60%,3.30%,17.60%,Dallas County,60.20%,34.30%,10.33%,14.07%,55.78%,23.00%,23%,Central Standard Time,596,5.7,59.10%,61,N/A,60,17.7%,0.73,19,3,85
Aledo,Texas,3454,1336,Dallas-Fort Worth-Arlington,6465797,95,57,38,37,74,234,0,65.2,51.5,9,12,26,35,43.75%,$83409,1.9%,N/A,N/A,$468000,2785,$168,19,75.70%,8%,41%,43%,55,28 mins,3.10%,2.60%,35.80%,Parker County,14.70%,81.80%,1.87%,N/A,87.11%,12.20%,2.8%,Central Standard Time,596,5.5,37.50%,44,N/A,33,17.5%,36.81,18,4,62
Allen,Texas,96865,3671,Dallas-Fort Worth-Arlington,6465797,95,54,41,41,83,232,2,66.2,52.2,8,8,20,36,54.53%,$102120,4%,$1490,944,$431500,2696,$160,17,71.40%,3%,37%,46%,61,27 mins,3.00%,3.30%,24.40%,Collin County,38.60%,55.20%,17.85%,9.36%,68.10%,10.90%,19.7%,Central Standard Time,596,5.6,38.00%,34,N/A,59,18.4%,4.80,19,3,73
Alma,Texas,311,61,Dallas-Fort Worth-Arlington,6465797,96,57,39,40,74,235,1,66.1,52.7,N/A,13,24,48,N/A,$50515,0%,$1052,817,$279300,N/A,N/A,33,85.80%,6%,42%,43%,63,29 mins,3.30%,3.30%,4.00%,Ellis County,25.40%,70.10%,N/A,N/A,94.97%,34.10%,9.2%,Central Standard Time,596,5.5,47.40%,4,N/A,29,14.8%,0.00,26,2,7
Alvarado,Texas,3913,942,Dallas-Fort Worth-Arlington,6465797,96,57,39,38,70,233,1,65.8,52.3,8,17,41,31,13.24%,$43026,15.4%,N/A,N/A,$186500,1235,$151,34,53.20%,13%,62%,50%,56,30 mins,3.40%,2.60%,4.80%,Johnson County,19.10%,77.00%,N/A,6.86%,84.05%,20.90%,1.9%,Central Standard Time,596,5.4,47.70%,44,N/A,41,18.1%,308.22,19,4,60
Alvord,Texas,1322,868,Dallas-Fort Worth-Arlington,6465797,94,55,39,38,74,232,1,63.6,49.6,9,14,27,30,15.34%,$53018,2.7%,N/A,N/A,$192200,N/A,N/A,35,50.60%,12%,40%,38%,59,26 mins,3.70%,2.60%,-18.00%,Wise County,13.80%,83.40%,N/A,N/A,95.71%,10.70%,4.4%,Central Standard Time,596,5.6,39.00%,30,N/A,41,15.5%,35.91,17,2,13
Anna,Texas,11318,705,Dallas-Fort Worth-Arlington,6465797,95,54,41,42,74,232,1,66.3,52.1,8,9,20,30,33.63%,$63556,4.3%,$1263,964,$296400,2016,$147,12,70.10%,8%,42%,49%,59,32 mins,3.20%,3.30%,57.20%,Collin County,38.60%,55.20%,6.02%,13.74%,77.64%,13.90%,14.1%,Central Standard Time,596,5.6,39.70%,45,N/A,42,23.8%,24.74,17,3,3
Annetta,Texas,2933,781,Dallas-Fort Worth-Arlington,6465797,95,57,38,37,74,236,0,64,50.2,N/A,9,16,37,N/A,$113594,0.2%,N/A,N/A,$286000,N/A,N/A,16,94.00%,8%,42%,46%,55,33 mins,3.10%,2.60%,120.00%,Parker County,14.70%,81.80%,N/A,2.88%,93.15%,6.60%,1.6%,Central Standard Time,596,5.5,27.70%,0,N/A,N/A,16.4%,0.00,17,4,51
Annetta North,Texas,559,148,Dallas-Fort Worth-Arlington,6465797,95,57,38,37,74,237,0,64,50.2,N/A,10,19,50,53.74%,$91250,0%,N/A,N/A,$475500,N/A,N/A,21,84.70%,8%,42%,46%,55,29 mins,3.10%,2.60%,13.90%,Parker County,14.70%,81.80%,N/A,2.12%,90.83%,3.20%,1.5%,Central Standard Time,596,5.5,33.30%,0,N/A,22,18.5%,0.00,17,4,45
Annetta South,Texas,491,257,Dallas-Fort Worth-Arlington,6465797,95,57,38,37,74,230,0,64,50.2,N/A,11,20,49,N/A,$79444,2.7%,N/A,N/A,$369800,N/A,N/A,35,90.50%,8%,43%,43%,55,31 mins,3.10%,2.60%,7.20%,Parker County,14.70%,81.80%,N/A,N/A,92.90%,10.20%,0.2%,Central Standard Time,596,5.5,29.50%,0,N/A,18,14.1%,0.00,18,4,62
Argyle,Texas,3865,339,Dallas-Fort Worth-Arlington,6465797,96,56,40,39,75,231,0,65.8,51.7,8,8,12,48,N/A,$111616,2.4%,N/A,N/A,$614500,2997,$205,21,85.00%,4%,34%,44%,53,31 mins,3.10%,3.30%,22.80%,Denton County,37.10%,57.10%,N/A,2.14%,97.52%,7.00%,6.7%,Central Standard Time,596,5.6,25.40%,28,N/A,20,17.4%,30.22,19,3,109
Arlington,Texas,388225,4052,Dallas-Fort Worth-Arlington,6465797,96,57,39,40,77,235,1,66.1,52.5,8,30,49,33,30.32%,$53055,11.9%,$1162,825,$285900,1971,$145,33,51.00%,8%,44%,46%,46,27 mins,3.50%,2.70%,8.00%,Tarrant County,43.10%,51.70%,6.55%,22.75%,59.92%,28.90%,20.8%,Central Standard Time,596,5.7,51.40%,38,0,41,17.6%,13.05,21,4,138
Aubrey,Texas,3126,1030,Dallas-Fort Worth-Arlington,6465797,96,55,41,40,75,229,1,65.8,51.7,8,15,20,35,24.30%,$60735,1.2%,$1452,964,$387500,2334,$166,17,65.80%,11%,48%,54%,60,29 mins,3.10%,3.30%,28.40%,Denton County,37.10%,57.10%,N/A,2.33%,93.46%,8.30%,1.8%,Central Standard Time,596,5.6,40.80%,42,N/A,43,19.2%,169.43,17,3,10
