City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931
Arcadia Lakes,South Carolina,943,1718,Columbia,351135,94,57,37,46,107,217,1,67.9,51.5,N/A,22,43,56,67.52%,$70625,0%,$1056,1028,$379000,2707,$140,34,89.80%,5%,24%,8%,45,21 mins,3.20%,-0.20%,1.70%,Richland County,64.00%,31.10%,N/A,1.58%,96.84%,1.00%,1.8%,Eastern Standard Time,225,4.9,39.80%,14,27,26,14.6%,0.00,45,2,10
Batesburg-Leesville,South Carolina,5440,667,Columbia,351135,91,54,37,47,101,217,1,66.8,51.1,N/A,56,73,36,14.02%,$26797,15%,N/A,N/A,$179500,1693,$106,52,50.40%,2%,32%,16%,62,24 mins,2.70%,-0.10%,2.90%,Lexington County,28.90%,65.50%,N/A,41.56%,50.61%,6.60%,4.4%,Eastern Standard Time,225,4.7,54.50%,48,N/A,44,13.7%,103.45,45,2,7
Bethune,South Carolina,264,240,Columbia,351135,91,54,37,46,99,220,1,67.2,50.6,7,21,31,52,17.80%,$41125,16.7%,N/A,N/A,$81600,N/A,N/A,59,56.30%,7%,22%,13%,66,26 mins,3.50%,-0.10%,-30.20%,Kershaw County,35.60%,60.50%,N/A,15.75%,83.46%,N/A,0%,Eastern Standard Time,225,4.9,52.40%,25,N/A,36,14.2%,693.07,46,1,3
Blythewood,South Carolina,2864,269,Columbia,351135,92,55,37,45,102,215,1,67,50.7,7,22,42,40,51.15%,$89028,0.5%,$1220,1003,$283000,2282,$124,14,84.90%,4%,20%,4%,58,22 mins,3.20%,-0.20%,96.30%,Richland County,64.00%,31.10%,3.52%,36.94%,57.25%,N/A,4.3%,Eastern Standard Time,225,4.9,37.30%,34,N/A,37,16.3%,245.25,44,2,11
Boykin,South Carolina,156,23,Columbia,351135,90,55,35,45,108,218,1,67.2,50.6,7,20,40,40,N/A,$100909,0%,N/A,N/A,$686600,N/A,N/A,61,62.40%,7%,22%,12%,63,26 mins,3.50%,-0.10%,56.00%,Kershaw County,35.60%,60.50%,N/A,N/A,100.00%,N/A,0%,Eastern Standard Time,225,4.9,39.70%,7,N/A,N/A,16.8%,0.00,47,2,3
Camden,South Carolina,7000,649,Columbia,351135,91,54,37,42,101,220,0,67.3,50.5,6,63,95,47,38.08%,$47962,13.1%,$1157,1041,$179000,1529,$117,54,65.60%,7%,23%,12%,58,26 mins,3.50%,-0.10%,2.90%,Kershaw County,35.60%,60.50%,N/A,35.83%,61.68%,4.10%,1.6%,Eastern Standard Time,225,4.9,47.10%,56,N/A,48,19.4%,94.86,N/A,2,3
Cameron,South Carolina,449,144,Columbia,351135,91,57,34,47,102,220,1,68.9,53,6,12,20,55,32.49%,$50781,17.2%,N/A,N/A,$167900,N/A,N/A,61,71.20%,4%,24%,8%,65,28 mins,4.00%,-0.10%,-1.50%,Calhoun County,47.30%,50.20%,N/A,21.58%,78.42%,N/A,1%,Eastern Standard Time,225,4.8,50.50%,6,N/A,27,18.0%,41.75,N/A,2,2
Cayce,South Carolina,13668,813,Columbia,351135,94,57,37,45,109,217,1,68.2,51.9,7,43,70,31,34.25%,$43186,9.1%,N/A,N/A,$169900,1464,$116,48,50.40%,5%,27%,9%,40,18 mins,2.70%,-0.10%,11.00%,Lexington County,28.90%,65.50%,5.38%,20.46%,71.17%,1.90%,5.2%,Eastern Standard Time,225,4.7,62.50%,25,N/A,38,15.7%,N/A,N/A,2,N/A
Chapin,South Carolina,1588,789,Columbia,351135,92,54,38,45,99,219,1,67.6,51.5,7,16,42,36,27.63%,$51984,5.4%,N/A,N/A,$303500,2334,$130,15,73.70%,6%,28%,12%,63,26 mins,2.70%,-0.10%,27.20%,Lexington County,28.90%,65.50%,N/A,5.41%,89.69%,5.00%,2.1%,Eastern Standard Time,225,4.7,51.10%,51,N/A,36,18.5%,61.27,N/A,2,8
Columbia,South Carolina,132236,972,Columbia,351135,94,57,37,46,108,217,1,67.8,51.5,7,39,76,28,43.85%,$41454,15%,$1232,1007,$187500,1689,$111,46,39.30%,4%,24%,6%,40,15 mins,3.70%,-0.20%,3.60%,Richland County,64.00%,31.10%,2.72%,39.79%,53.38%,5.80%,5.4%,Eastern Standard Time,225,4.9,69.10%,38,0,38,17.1%,41.28,47,2,5
