City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931
Anchorage,Kentucky,2211,747,Louisville,1268993,87,41,46,48,121,193,11,63.9,46.3,6,5,20,41,82.09%,$165000,4.4%,$1204,1054,$673800,3785,$178,53,87.90%,5%,22%,23%,47,20 mins,5.00%,1.50%,-12.80%,Jefferson County,54.00%,40.70%,3.58%,1.09%,92.17%,N/A,4.9%,Eastern Standard Time,488,4.3,28.10%,10,N/A,N/A,15.7%,0.00,11,2,1
Audubon Park,Kentucky,1428,4407,Louisville,1268993,88,42,46,45,113,192,8,63.9,46.3,N/A,8,42,48,54.47%,$89375,0.7%,$827,829,$267900,N/A,N/A,78,85.30%,5%,23%,24%,40,17 mins,5.00%,1.50%,-6.60%,Jefferson County,54.00%,40.70%,1.39%,N/A,96.76%,1.20%,1.2%,Eastern Standard Time,488,4.3,36.40%,30,N/A,41,15.4%,0.00,13,2,1
Bancroft,Kentucky,470,3092,Louisville,1268993,88,42,46,46,112,194,8,63.9,46.3,N/A,5,12,50,63.83%,$94750,1.4%,$1097,943,$289800,N/A,N/A,45,92.10%,5%,23%,23%,49,22 mins,5.00%,1.50%,-11.50%,Jefferson County,54.00%,40.70%,2.11%,3.58%,92.63%,4.30%,2.8%,Eastern Standard Time,488,4.3,30.50%,4,N/A,3,15.3%,0.00,11,2,1
Barbourmeade,Kentucky,1374,3487,Louisville,1268993,87,42,45,48,125,199,10,63.9,46.3,N/A,5,12,45,61.18%,$87679,3.8%,$1130,1050,$283300,N/A,N/A,51,93.50%,5%,23%,24%,49,23 mins,5.00%,1.50%,3.90%,Jefferson County,54.00%,40.70%,N/A,2.73%,94.90%,3.30%,2.1%,Eastern Standard Time,488,4.3,26.50%,8,N/A,30,14.6%,0.00,11,2,1
Bedford,Kentucky,755,2776,Louisville,1268993,88,41,47,49,132,195,15,62.4,44.5,6,11,27,33,11.44%,$28229,42.9%,N/A,N/A,$71100,N/A,N/A,50,33.30%,4%,27%,24%,75,28 mins,5.20%,1.10%,10.20%,Trimble County,23.10%,73.00%,N/A,N/A,94.37%,1.70%,2%,Eastern Standard Time,488,4.1,51.80%,32,N/A,N/A,18.6%,557.32,12,2,2
Beechwood Village,Kentucky,1439,5176,Louisville,1268993,88,42,46,45,112,194,8,63.9,46.3,N/A,6,16,38,60.53%,$68393,5.2%,$1106,941,$261100,N/A,N/A,48,76.20%,5%,22%,23%,45,21 mins,5.00%,1.50%,11.80%,Jefferson County,54.00%,40.70%,2.14%,N/A,96.09%,1.30%,3.5%,Eastern Standard Time,488,4.3,46.70%,64,N/A,54,14.4%,0.00,11,2,1
Bellemeade,Kentucky,800,2730,Louisville,1268993,88,42,46,47,115,194,9,63.9,46.3,N/A,5,14,54,54.21%,$75714,2.2%,$1144,993,$250300,N/A,N/A,61,87.60%,5%,23%,24%,48,22 mins,5.00%,1.50%,4.60%,Jefferson County,54.00%,40.70%,N/A,4.69%,91.16%,1.00%,3.1%,Eastern Standard Time,488,4.3,45.20%,12,N/A,38,13.9%,0.00,11,2,1
Bellewood,Kentucky,266,3284,Louisville,1268993,88,42,46,45,112,197,8,63.9,46.3,N/A,5,12,42,N/A,$107500,0%,$1106,941,$376600,N/A,N/A,68,97.20%,5%,23%,24%,41,22 mins,5.00%,1.50%,-18.40%,Jefferson County,54.00%,40.70%,1.15%,N/A,95.77%,N/A,3.3%,Eastern Standard Time,488,4.3,35.30%,46,N/A,43,16.7%,0.00,12,2,1
Blue Ridge Manor,Kentucky,795,4274,Louisville,1268993,87,41,46,48,121,192,11,63.9,46.3,N/A,7,17,40,61.80%,$52115,1.5%,$1204,1054,$163700,N/A,N/A,33,70.40%,5%,24%,23%,41,22 mins,5.00%,1.50%,11.20%,Jefferson County,54.00%,40.70%,N/A,8.04%,82.59%,3.40%,3.4%,Eastern Standard Time,488,4.3,58.40%,44,N/A,N/A,17.5%,0.00,11,2,1
Briarwood,Kentucky,554,5832,Louisville,1268993,88,42,46,46,112,199,8,63.9,46.3,N/A,8,19,35,45.81%,$47083,7.1%,$1068,907,$149700,N/A,N/A,44,84.60%,5%,23%,24%,50,22 mins,5.00%,1.50%,26.80%,Jefferson County,54.00%,40.70%,N/A,5.31%,88.05%,10.30%,5.6%,Eastern Standard Time,488,4.3,54.10%,33,N/A,N/A,21.1%,0.00,11,2,1
Broeck Pointe,Kentucky,352,4958,Louisville,1268993,87,41,46,48,129,193,11,63.9,46.3,N/A,4,10,50,N/A,$101250,1%,$1149,1093,$318500,N/A,N/A,41,98.00%,5%,22%,24%,46,22 mins,5.00%,1.50%,33.80%,Jefferson County,54.00%,40.70%,N/A,8.96%,90.67%,5.70%,2.8%,Eastern Standard Time,488,4.3,18.00%,10,N/A,22,14.5%,0.00,11,2,1
Brooks,Kentucky,2707,735,Louisville,1268993,88,43,45,47,110,192,7,63.9,46.2,6,7,19,44,6.51%,$40064,14.8%,N/A,N/A,$140400,N/A,N/A,27,73.20%,5%,26%,24%,57,28 mins,5.10%,1.40%,-10.30%,Bullitt County,22.90%,72.70%,N/A,N/A,96.65%,8.90%,1.6%,Eastern Standard Time,488,4.1,53.50%,22,N/A,33,18.7%,22.84,13,2,1
Brownsboro Farm,Kentucky,686,3022,Louisville,1268993,87,41,46,48,129,198,11,63.9,46.3,N/A,5,12,42,N/A,$85938,1.9%,$1149,1093,$277800,N/A,N/A,51,91.00%,5%,22%,24%,48,19 mins,5.00%,1.50%,-18.00%,Jefferson County,54.00%,40.70%,2.31%,N/A,96.76%,1.60%,3.5%,Eastern Standard Time,488,4.3,29.10%,7,N/A,27,16.5%,0.00,11,2,1
Brownsboro Village,Kentucky,329,4387,Louisville,1268993,88,42,46,45,112,198,8,63.9,46.3,N/A,6,15,44,71.97%,$65000,0%,$1106,941,$274100,N/A,N/A,62,81.10%,5%,23%,24%,41,22 mins,5.00%,1.50%,6.80%,Jefferson County,54.00%,40.70%,N/A,N/A,97.98%,N/A,3.9%,Eastern Standard Time,488,4.3,53.40%,45,N/A,40,17.6%,0.00,12,2,1
Buckner,Kentucky,5648,756,Louisville,1268993,87,40,47,49,123,195,12,63.1,45.2,6,10,32,38,27.52%,$117061,10.2%,N/A,N/A,$385800,N/A,N/A,19,85.60%,5%,26%,26%,67,25 mins,4.10%,1.40%,10.30%,Oldham County,31.30%,62.30%,N/A,9.18%,88.30%,2.20%,1.7%,Eastern Standard Time,488,3.9,58.20%,30,N/A,27,16.0%,0.00,11,2,1
