City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year
Snow Shoe,Pennsylvania,1739,21,State College,199936,$56250,17.33%,N/A,N/A,N/A,N/A,43,62.70%,N/A,38.10%,N/A,N/A,5.6%,3.70%,N/A,Centre County,48.00%,45.60%,1.08%,N/A,N/A,N/A,0%,Eastern Standard Time,83,33,50,45.13,147,42.3,6.5,83,1272,3.6,0.59,PA-71608,41.042513,-77.9287934,42%,52%,29%,56%,55%,33.5,40,61,54,14,12.72,9.61,44.16%,41.21%,50.11%,35
Snow Shoe borough,Pennsylvania,838,1423,State College,199936,$48333,N/A,N/A,N/A,N/A,N/A,57,79.60%,N/A,51.40%,N/A,N/A,N/A,3.70%,N/A,Centre County,48.00%,45.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,83,33,50,45.13,147,42.3,6.5,83,1272,3.6,0.59,PA-71608,41.042513,-77.9287934,42%,52%,29%,56%,55%,33.5,40,61,54,14,12.72,9.61,44.16%,41.21%,50.11%,35
Snydertown,Pennsylvania,346,113,State College,199936,$92455,N/A,50,N/A,N/A,N/A,17,100.0%,N/A,22.54%,N/A,N/A,0.0%,0.0%,68.41%,Centre County,48.00%,45.60%,0.0%,0.0%,98.91%,0.0%,0.0%,Eastern Standard Time,84,33,51,43.9,133,26.7,6.5,81,927,3.6,3.06,PA-71672,40.9871734,-77.5994536,50%,62%,42%,56%,55%,33.5,40,61,59,16,12.58,9.13,37.34%,41.54%,33.22%,13
South Philipsburg,Pennsylvania,358,1366,State College,199936,$49188,6.42%,46,N/A,N/A,N/A,78,87.93%,N/A,51.92%,N/A,N/A,9.91%,13.82%,55.56%,Centre County,48.00%,45.60%,0.0%,0.0%,100.0%,0.0%,0.0%,Eastern Standard Time,80,32,48,42.77,147,50.7,6.5,67,1572,3.6,0.26,PA-72416,40.886986,-78.2185889,42%,52%,29%,56%,55%,33.5,40,61,58,16,12.19,9.22,44.85%,42.97%,49.33%,45
Spring Mills,Pennsylvania,454,780,State College,199936,$34338,23.61%,49,N/A,N/A,N/A,78,53.56%,$735,54.02%,N/A,N/A,5.9%,11.92%,72.02%,Centre County,48.00%,45.60%,0.0%,0.0%,95.58%,4.42%,0.0%,Eastern Standard Time,84,33,51,43.55,139,26.7,6.5,83,1023,3.6,0.58,PA-73288,40.8534006,-77.5653478,50%,62%,42%,56%,55%,33.5,40,61,59,16,12.86,8.69,37.34%,41.54%,33.22%,13
Spring township (Centre Cnty),Pennsylvania,7700,284,State College,199936,$53891,N/A,N/A,$460000,2150,$214,40,67.40%,N/A,36.00%,N/A,N/A,N/A,3.70%,N/A,Centre County,48.00%,45.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,82,34,48,43.9,140,35.4,6.5,79,927,3.6,0.77,PA-72832,40.894879,-77.7329776,50%,62%,42%,56%,55%,33.5,40,61,64,21,12.58,9.13,40.88%,40.55%,43.11%,25
State College,Pennsylvania,42224,9268,State College,199936,$38076,70.59%,22,$700000,3590,$195,46,28.01%,$1083,83.02%,N/A,N/A,43.81%,5.02%,46.38%,Centre County,48.00%,45.60%,10.74%,3.1%,80.01%,3.9%,14.41%,Eastern Standard Time,82,34,48,41.9,140,35.4,6.5,45,1071,3.6,4.56,PA-73808,40.7909945,-77.8568178,42%,52%,29%,56%,55%,33.5,40,61,64,21,12.5,8.78,40.88%,40.55%,43.11%,25
Stormstown,Pennsylvania,2415,304,State College,199936,$124855,57.05%,41,N/A,N/A,N/A,28,86.42%,$1273,33.12%,N/A,N/A,0.73%,3.03%,76.18%,Centre County,48.00%,45.60%,3.02%,0.0%,93.56%,0.9%,2.61%,Eastern Standard Time,82,34,48,44.51,150,35.4,6.5,85,1257,3.6,7.95,PA-74544,40.7889526,-78.0191417,42%,52%,29%,56%,55%,33.5,40,61,64,21,12.58,9.48,45.32%,43.41%,51.78%,25
Taylor township (Centre Cnty),Pennsylvania,755,25,State College,199936,$51161,N/A,N/A,$130000,3095,$42,38,63.90%,N/A,40.00%,N/A,N/A,N/A,3.70%,N/A,Centre County,48.00%,45.60%,N/A,N/A,N/A,2.00%,N/A,Eastern Standard Time,80,32,48,44.51,146,50.7,6.5,85,1257,3.6,5.2,PA-76168,40.7688734,-78.1578086,42%,52%,29%,56%,55%,33.5,40,61,58,16,12.58,9.48,45.32%,43.41%,51.78%,45
Toftrees,Pennsylvania,3007,3254,State College,199936,$59351,70.80%,33,N/A,N/A,N/A,32,16.85%,$1324,47.47%,N/A,N/A,4.87%,0.0%,61.17%,Centre County,48.00%,45.60%,8.05%,0.0%,85.57%,6.38%,13.09%,Eastern Standard Time,82,34,48,42.58,141,35.4,6.5,78,1128,3.6,0.92,PA-77016,40.826037,-77.881098,42%,52%,29%,56%,55%,33.5,40,61,64,21,12.34,9.01,40.88%,40.55%,43.11%,25
Union township (Centre Cnty),Pennsylvania,1415,30,State College,199936,$62279,N/A,N/A,$52000,2167,$24,39,74.80%,N/A,34.00%,N/A,N/A,N/A,3.70%,N/A,Centre County,48.00%,45.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,83,33,50,45.13,145,42.3,6.5,85,1272,3.6,1.83,PA-78288,40.940294,-77.9031283,42%,52%,29%,56%,55%,33.5,40,61,54,14,12.72,9.61,44.16%,41.21%,50.11%,35
Unionville borough,Pennsylvania,252,1063,State College,199936,$60179,N/A,46,$100000,1515,$66,62,93.19%,$750,41.76%,N/A,N/A,13.62%,3.14%,58.46%,Centre County,48.00%,45.60%,0.0%,0.0%,100.0%,0.0%,0.62%,Eastern Standard Time,82,34,48,42.58,145,35.4,6.5,85,1128,3.6,0.24,PA-78616,40.9062953,-77.8766781,42%,52%,29%,56%,55%,33.5,40,61,64,21,12.34,9.01,40.88%,40.55%,43.11%,25
Walker township (Centre Cnty),Pennsylvania,4629,121,State College,199936,$59622,N/A,N/A,N/A,N/A,N/A,38,85.60%,N/A,36.90%,N/A,N/A,N/A,3.70%,N/A,Centre County,48.00%,45.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,84,33,51,43.9,138,26.7,6.5,81,927,3.6,38.26,PA-80552,40.9491026,-77.6126568,50%,62%,42%,56%,55%,33.5,40,61,59,16,12.58,9.13,37.34%,41.54%,33.22%,13
Worth township (Centre Cnty),Pennsylvania,857,40,State College,199936,$56875,N/A,N/A,N/A,N/A,N/A,38,71.40%,N/A,37.20%,N/A,N/A,N/A,3.70%,N/A,Centre County,48.00%,45.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,80,32,48,44.51,150,50.7,6.5,85,1257,3.6,21.43,PA-86544,40.8214769,-78.0646757,42%,52%,29%,56%,55%,33.5,40,61,58,16,12.58,9.48,45.32%,43.41%,51.78%,45
Zion,Pennsylvania,2365,821,State College,199936,$79926,N/A,49,$300000,2000,$150,17,96.98%,N/A,24.62%,N/A,N/A,1.29%,11.93%,76.14%,Centre County,48.00%,45.60%,0.26%,0.0%,98.09%,0.44%,0.26%,Eastern Standard Time,84,33,51,43.9,140,26.7,6.5,80,927,3.6,2.88,PA-87320,40.9167609,-77.6907757,50%,62%,42%,56%,55%,33.5,40,61,59,16,12.58,9.13,37.34%,41.54%,33.22%,13
