City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Ammon,Idaho,18496,2421,Idaho Falls,154771,$84154,38.74%,33,$477000,3138,$152,17,77.56%,$1175,44.42%,N/A,N/A,5.27%,2.42%,63.83%,Bonneville County,20.20%,60.40%,0.82%,0.09%,85.35%,11.94%,3.65%,Mountain Standard Time,88,31,57,56,15,45%,25%,29,41,85,62%,79%,43%,13.0,2.21,2.97,22.36%,15.93%,26.89%,71.2,34,N/A,23.0,82,4335,4.6,7.64,ID-01990,43.4744745,-111.9569132
Arco,Idaho,842,787,Idaho Falls,154771,$31023,15.25%,37,$299000,1709,$175,55,64.44%,N/A,52.98%,N/A,N/A,35.86%,0.36%,43.9%,Butte County,13.00%,74.30%,0.0%,0.0%,80.76%,11.64%,1.66%,Mountain Standard Time,87,30,57,53,7,45%,25%,29,41,84,62%,79%,43%,8.71,1.93,2.09,12.33%,8.57%,13.78%,25.1,17,7.6,23.0,98,4869,4.1,1.07,ID-03160,43.631575,-113.3016548
Butte City,Idaho,97,571,Idaho Falls,154771,N/A,15.56%,70,N/A,N/A,N/A,56,76.06%,$381,78.26%,N/A,N/A,38.14%,12.77%,52.22%,Butte County,13.00%,74.30%,0.0%,0.0%,59.79%,14.43%,12.37%,Mountain Standard Time,87,30,57,53,7,45%,25%,29,41,84,62%,79%,43%,8.71,1.93,2.09,12.33%,8.57%,13.78%,25.1,17,7.6,23.0,98,4869,4.1,0.17,ID-11710,43.6069878,-113.240739
Hamer,Idaho,51,268,Idaho Falls,154771,N/A,17.14%,54,N/A,N/A,N/A,45,93.33%,N/A,33.33%,N/A,N/A,17.65%,0.0%,43.59%,Jefferson County,8.50%,73.50%,0.0%,0.0%,88.24%,11.76%,9.8%,Mountain Standard Time,90,29,61,50,6,45%,25%,29,41,87,62%,79%,43%,8.44,1.8,2.02,14.11%,11.43%,17.11%,71.2,34,N/A,23.0,90,4380,4.9,0.19,ID-34570,43.924263,-112.203925
Idaho Falls,Idaho,66672,2778,Idaho Falls,154771,$69630,30.97%,34,$350000,2273,$154,43,65.48%,$992,49.86%,277,1513,11.96%,3.98%,65.56%,Bonneville County,20.20%,60.40%,0.87%,0.44%,77.63%,16.54%,4.18%,Mountain Standard Time,88,31,57,56,15,45%,25%,29,41,85,62%,79%,43%,13.0,2.21,2.97,22.36%,15.93%,26.89%,71.2,34,N/A,23.0,60,4335,4.6,24.0,ID-39700,43.4871658,-112.0361476
Iona,Idaho,2882,2484,Idaho Falls,154771,$83750,28.52%,28,$485000,3012,$161,15,95.82%,$1284,31.07%,N/A,N/A,6.77%,0.95%,68.21%,Bonneville County,20.20%,60.40%,0.87%,0.0%,92.02%,4.79%,0.97%,Mountain Standard Time,88,31,57,56,15,45%,25%,29,41,85,62%,79%,43%,13.0,2.21,2.97,30.22%,20.44%,38.56%,71.2,34,N/A,23.0,84,4335,4.6,1.16,ID-40420,43.5270073,-111.9309142
Irwin,Idaho,253,102,Idaho Falls,154771,$69792,28.04%,57,N/A,N/A,N/A,40,90.0%,N/A,41.77%,N/A,N/A,9.88%,0.0%,41.52%,Bonneville County,20.20%,60.40%,0.0%,0.0%,83.79%,9.88%,0.0%,Mountain Standard Time,85,30,55,46,11,45%,25%,29,41,82,62%,79%,43%,20.27,4.4,5.0,30.22%,26.37%,33.33%,71.2,34,6.3,23.0,93,4935,4.6,2.47,ID-40510,43.408262,-111.285087
Lewisville,Idaho,489,815,Idaho Falls,154771,$70417,14.24%,39,N/A,N/A,N/A,50,82.98%,$800,43.4%,N/A,N/A,10.63%,13.3%,59.24%,Jefferson County,8.50%,73.50%,0.0%,0.0%,88.96%,9.61%,7.16%,Mountain Standard Time,86,30,56,55,14,45%,25%,29,41,83,62%,79%,43%,13.33,2.42,3.28,30.22%,20.44%,38.56%,71.2,34,N/A,23.0,84,4440,4.9,0.6,ID-46720,43.6952081,-112.0132317
Lincoln,Idaho,3759,2410,Idaho Falls,154771,$80818,30.2%,29,$420000,2857,$147,16,81.24%,$1245,38.97%,N/A,N/A,17.82%,4.97%,69.96%,Bonneville County,20.20%,60.40%,0.13%,0.0%,82.58%,9.02%,3.14%,Mountain Standard Time,88,31,57,56,15,45%,25%,29,41,85,62%,79%,43%,13.0,2.21,2.97,22.36%,15.93%,26.89%,71.2,34,N/A,23.0,80,4335,4.6,1.56,ID-47080,43.5182496,-111.9692152
Menan,Idaho,863,838,Idaho Falls,154771,$70417,23.87%,41,$289000,1103,$262,36,86.69%,$1313,44.33%,N/A,N/A,10.89%,7.02%,52.66%,Jefferson County,8.50%,73.50%,0.0%,0.0%,80.65%,15.06%,1.97%,Mountain Standard Time,86,30,56,55,14,45%,25%,29,41,83,62%,79%,43%,13.33,2.42,3.28,30.22%,20.44%,38.56%,71.2,34,N/A,23.0,84,4440,4.9,1.03,ID-52030,43.7217913,-111.9923528
