City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Arcadia Lakes,South Carolina,843,1505,Columbia,825823,$96000,69.32%,64,N/A,N/A,N/A,50,96.56%,N/A,26.69%,N/A,N/A,2.85%,0.7%,60.73%,Richland County,64.00%,31.10%,1.3%,5.22%,88.02%,5.34%,5.22%,Eastern Standard Time,96,60,36,72,37,50%,52%,51,68,109,64%,67%,57%,48.96,15.05,12.02,32.93%,38.68%,37.56%,1.2,0,6.1,50.8,45,192,4.9,0.56,SC-02125,34.0536306,-80.9615547
Batesburg-Leesville,South Carolina,4935,602,Columbia,825823,$53102,17.83%,40,N/A,N/A,N/A,50,63.75%,$792,47.18%,1131,4100,18.43%,2.61%,55.93%,Lexington County,28.90%,65.50%,0.0%,39.05%,47.6%,9.06%,3.36%,Eastern Standard Time,91,55,36,70,35,50%,52%,51,68,98,64%,67%,57%,46.16,12.96,11.8,29.95%,31.98%,35.56%,1.2,0,6.1,50.8,62,603,4.7,8.2,SC-04300,33.9101425,-81.5373261
Bethune,South Carolina,421,383,Columbia,825823,$42656,21.61%,38,N/A,N/A,N/A,61,71.06%,$1644,63.01%,N/A,N/A,35.15%,6.85%,42.32%,Kershaw County,35.60%,60.50%,0.0%,5.94%,80.76%,11.16%,5.46%,Eastern Standard Time,92,55,37,70,32,50%,52%,51,68,100,64%,67%,57%,48.62,15.05,11.12,29.78%,34.73%,32.56%,1.2,0,6.1,50.8,66,168,4.9,1.1,SC-06040,34.4141813,-80.3487468
Blythewood,South Carolina,5309,499,Columbia,825823,$105583,44.28%,44,N/A,N/A,N/A,10,87.21%,$1083,27.97%,N/A,N/A,3.6%,4.26%,67.96%,Richland County,64.00%,31.10%,6.8%,40.35%,45.98%,2.99%,8.44%,Eastern Standard Time,91,55,36,68,29,50%,52%,51,68,98,64%,67%,57%,46.31,12.75,12.19,29.64%,31.98%,34.44%,1.2,0,6.1,50.8,58,309,4.9,10.63,SC-07255,34.2120606,-80.9920667
Boykin,South Carolina,134,19,Columbia,825823,$134219,12.7%,66,N/A,N/A,N/A,34,83.19%,N/A,38.06%,N/A,N/A,0.0%,0.0%,89.55%,Kershaw County,35.60%,60.50%,0.0%,0.0%,97.01%,0.0%,0.0%,Eastern Standard Time,91,55,36,70,32,50%,52%,51,68,98,64%,67%,57%,48.09,13.43,12.4,33.21%,37.36%,37.0%,1.2,0,6.1,50.8,63,174,4.9,6.88,SC-08110,34.1198126,-80.5886333
Camden,South Carolina,8025,724,Columbia,825823,$53289,36.26%,42,N/A,N/A,N/A,47,80.66%,$803,50.76%,1187,5316,16.66%,8.74%,61.14%,Kershaw County,35.60%,60.50%,0.46%,30.11%,58.7%,7.36%,4.09%,Eastern Standard Time,91,55,36,70,32,50%,52%,51,68,98,64%,67%,57%,48.09,13.43,12.4,33.21%,37.36%,37.0%,1.2,0,6.1,50.8,58,174,4.9,11.08,SC-10855,34.257028,-80.6089528
Cameron,South Carolina,451,144,Columbia,825823,$72500,20.95%,50,N/A,N/A,N/A,50,89.49%,$1025,40.06%,0,2020,15.3%,8.58%,66.57%,Calhoun County,47.30%,50.20%,1.33%,16.19%,80.04%,1.33%,1.55%,Eastern Standard Time,93,60,33,71,37,50%,52%,51,68,102,64%,67%,57%,51.19,16.35,11.83,31.89%,37.25%,34.11%,1.2,0,6.1,50.8,65,168,4.8,3.13,SC-10900,33.5579545,-80.7150343
Cayce,South Carolina,13718,810,Columbia,825823,$58095,30.54%,37,N/A,N/A,N/A,50,54.58%,$1358,62.8%,971,5657,17.81%,5.28%,66.77%,Lexington County,28.90%,65.50%,3.22%,27.02%,57.96%,9.57%,6.01%,Eastern Standard Time,94,58,36,73,37,50%,52%,51,68,104,64%,67%,57%,44.76,14.14,10.58,30.33%,35.82%,31.56%,1.2,0,6.1,50.8,40,195,4.7,16.94,SC-12655,33.94592,-81.0428831
Chapin,South Carolina,1410,712,Columbia,825823,$77632,29.63%,43,N/A,N/A,N/A,19,84.39%,$1400,50.26%,181,3387,5.21%,2.71%,62.32%,Lexington County,28.90%,65.50%,1.35%,17.59%,70.99%,3.97%,2.55%,Eastern Standard Time,91,55,36,71,35,50%,52%,51,68,98,64%,67%,57%,45.28,12.57,11.67,33.64%,36.37%,36.33%,1.2,0,6.1,50.8,63,396,4.7,1.98,SC-13150,34.1649609,-81.344658
Columbia,South Carolina,138019,1009,Columbia,825823,$55653,46.13%,29,N/A,N/A,N/A,42,49.29%,$1158,68.29%,775,5252,23.25%,7.62%,65.36%,Richland County,64.00%,31.10%,2.67%,39.54%,47.91%,5.68%,5.1%,Eastern Standard Time,93,57,36,71,35,50%,52%,51,68,102,64%,67%,57%,48.96,15.05,12.02,30.33%,35.82%,31.56%,1.2,0,6.1,50.8,40,192,4.9,136.78,SC-16000,34.037711,-80.9035481
Dentsville,South Carolina,15396,2301,Columbia,825823,$44029,22.81%,36,N/A,N/A,N/A,36,37.61%,$1145,60.42%,N/A,N/A,17.13%,4.97%,64.46%,Richland County,64.00%,31.10%,3.9%,75.23%,10.54%,6.2%,6.4%,Eastern Standard Time,93,57,36,71,35,50%,52%,51,68,102,64%,67%,57%,48.96,15.05,12.02,32.93%,38.68%,37.56%,1.2,0,6.1,50.8,46,192,4.9,6.69,SC-19285,34.0753299,-80.9545998
Eastover,South Carolina,566,468,Columbia,825823,$22750,2.05%,47,N/A,N/A,N/A,46,55.08%,$680,66.67%,N/A,N/A,33.27%,14.53%,41.53%,Richland County,64.00%,31.10%,0.0%,81.45%,13.43%,0.0%,0.0%,Eastern Standard Time,94,58,36,73,37,50%,52%,51,68,104,64%,67%,57%,48.94,14.7,11.69,30.33%,35.82%,31.56%,1.2,0,6.1,50.8,60,384,4.9,1.21,SC-22390,33.87789,-80.6949258
Elgin town,South Carolina,2176,2015,Columbia,825823,$84219,26.13%,35,$159000,1046,$152,25,82.67%,$1288,42.28%,372,4714,4.78%,4.98%,74.03%,Kershaw County,35.60%,60.50%,0.83%,15.63%,73.58%,7.44%,2.99%,Eastern Standard Time,93,57,36,71,35,50%,52%,51,68,102,64%,67%,57%,49.46,13.91,12.53,29.64%,31.98%,34.44%,1.2,0,6.1,50.8,59,402,4.9,1.08,SC-23245,34.1702052,-80.7931088
Forest Acres,South Carolina,10491,2281,Columbia,825823,$76417,63.07%,42,N/A,N/A,N/A,55,73.41%,$1182,49.8%,620,6172,8.15%,4.13%,63.08%,Richland County,64.00%,31.10%,1.93%,12.42%,79.96%,1.62%,3.59%,Eastern Standard Time,96,60,36,72,37,50%,52%,51,68,109,64%,67%,57%,48.96,15.05,12.02,32.93%,38.68%,37.56%,1.2,0,6.1,50.8,42,192,4.9,4.6,SC-26305,34.0320594,-80.9718107
Gadsden,South Carolina,1131,98,Columbia,825823,$54464,24.32%,43,N/A,N/A,N/A,29,75.38%,N/A,71.48%,N/A,N/A,24.05%,8.93%,45.43%,Richland County,64.00%,31.10%,0.0%,91.51%,7.43%,0.0%,0.0%,Eastern Standard Time,94,58,36,73,37,50%,52%,51,68,104,64%,67%,57%,48.94,14.7,11.69,30.33%,35.82%,31.56%,1.2,0,6.1,50.8,61,384,4.9,11.51,SC-27970,33.8479753,-80.7663018
Gaston,South Carolina,2026,381,Columbia,825823,$59500,9.21%,37,N/A,N/A,N/A,31,59.55%,$920,63.24%,236,2955,24.25%,1.7%,67.45%,Lexington County,28.90%,65.50%,0.44%,16.29%,63.57%,13.77%,10.96%,Eastern Standard Time,93,57,36,72,35,50%,52%,51,68,102,64%,67%,57%,47.69,14.67,11.67,29.42%,35.16%,30.78%,1.2,0,6.1,50.8,60,279,4.7,5.32,SC-28780,33.8179694,-81.099749
Gilbert,South Carolina,563,208,Columbia,825823,$76364,26.11%,40,N/A,N/A,N/A,25,84.92%,$980,41.29%,N/A,N/A,5.33%,4.46%,71.85%,Lexington County,28.90%,65.50%,2.31%,4.62%,81.88%,5.68%,3.02%,Eastern Standard Time,91,55,36,70,35,50%,52%,51,68,98,64%,67%,57%,48.22,14.17,12.25,33.64%,36.37%,36.33%,1.2,0,6.1,50.8,64,450,4.7,2.71,SC-29050,33.9244453,-81.3927052
Hopkins,South Carolina,1962,119,Columbia,825823,$49464,15.22%,51,N/A,N/A,N/A,33,68.49%,$1016,66.1%,N/A,N/A,19.52%,33.76%,54.02%,Richland County,64.00%,31.10%,0.0%,80.94%,18.3%,0.66%,0.66%,Eastern Standard Time,94,58,36,73,37,50%,52%,51,68,104,64%,67%,57%,48.94,14.7,11.69,30.33%,35.82%,31.56%,1.2,0,6.1,50.8,61,384,4.9,16.51,SC-34990,33.8982584,-80.8599592
Irmo,South Carolina,11799,1720,Columbia,825823,$85137,37.34%,40,N/A,N/A,N/A,36,78.14%,$1412,49.14%,311,3299,8.08%,8.26%,67.63%,Richland County,64.00%,31.10%,2.47%,29.73%,61.3%,2.81%,4.03%,Eastern Standard Time,91,55,36,68,29,50%,52%,51,68,98,64%,67%,57%,45.9,12.76,11.78,33.64%,36.37%,36.33%,1.2,0,6.1,50.8,50,333,4.9,6.86,SC-35890,34.1018028,-81.1956322
Jenkinsville,South Carolina,47,522,Columbia,825823,N/A,0.0%,26,N/A,N/A,N/A,27,72.22%,N/A,81.58%,N/A,N/A,72.34%,0.0%,47.37%,Fairfield County,61.60%,35.70%,0.0%,100.0%,0.0%,0.0%,0.0%,Eastern Standard Time,91,55,36,71,35,50%,52%,51,68,98,64%,67%,57%,45.96,12.67,12.27,32.52%,34.4%,37.56%,1.2,0,6.1,50.8,62,252,5.1,0.09,SC-36655,34.3100298,-81.2866697
Lake Murray of Richland,South Carolina,6402,1151,Columbia,825823,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Richland County,64.00%,31.10%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59,N/A,4.9,5.56,N/A,N/A,N/A
Lexington,South Carolina,24132,2038,Columbia,825823,$83263,48.03%,41,N/A,N/A,N/A,17,71.79%,$1360,41.08%,324,2851,7.36%,4.1%,62.01%,Lexington County,28.90%,65.50%,5.96%,10.9%,73.24%,6.27%,10.79%,Eastern Standard Time,93,57,36,72,35,50%,52%,51,68,102,64%,67%,57%,48.43,14.18,11.84,33.64%,36.37%,36.33%,1.2,0,6.1,50.8,53,339,4.7,11.84,SC-41335,33.9889374,-81.22018
Lugoff,South Carolina,9475,416,Columbia,825823,$61316,25.2%,40,N/A,N/A,N/A,27,87.85%,$793,42.32%,N/A,N/A,12.41%,2.65%,57.28%,Kershaw County,35.60%,60.50%,0.07%,24.2%,70.18%,3.67%,0.46%,Eastern Standard Time,91,55,36,70,32,50%,52%,51,68,98,64%,67%,57%,48.09,13.43,12.4,29.64%,31.98%,34.44%,1.2,0,6.1,50.8,56,174,4.9,22.78,SC-43000,34.2113052,-80.6973293
Oak Grove,South Carolina,12031,1577,Columbia,825823,$75506,33.46%,37,N/A,N/A,N/A,29,70.5%,$988,52.83%,N/A,N/A,11.11%,2.87%,64.81%,Lexington County,28.90%,65.50%,1.29%,15.84%,68.88%,11.25%,6.97%,Eastern Standard Time,93,57,36,72,35,50%,52%,51,68,102,64%,67%,57%,48.35,15.24,11.72,29.42%,35.16%,30.78%,1.2,0,6.1,50.8,50,297,4.7,7.63,SC-51720,33.971913,-81.143865
Pelion,South Carolina,1147,312,Columbia,825823,$61250,22.5%,50,N/A,N/A,N/A,36,77.81%,$850,43.04%,284,2556,14.97%,2.32%,59.18%,Lexington County,28.90%,65.50%,0.26%,4.36%,87.88%,0.96%,0.0%,Eastern Standard Time,92,56,36,69,32,50%,52%,51,68,100,64%,67%,57%,48.6,14.15,12.39,29.42%,35.16%,30.78%,1.2,0,6.1,50.8,63,414,4.7,3.68,SC-55420,33.7888547,-81.262387
Pine Ridge,South Carolina,2709,576,Columbia,825823,$74861,29.98%,38,N/A,N/A,N/A,27,77.48%,$1204,40.54%,N/A,N/A,16.57%,6.45%,60.75%,Lexington County,28.90%,65.50%,4.21%,23.48%,62.5%,6.13%,5.28%,Eastern Standard Time,93,57,36,72,35,50%,52%,51,68,102,64%,67%,57%,45.71,14.84,10.95,29.42%,35.16%,30.78%,1.2,0,6.1,50.8,53,210,4.7,4.7,SC-56950,33.9081979,-81.0976813
Red Bank,South Carolina,10950,879,Columbia,825823,$60348,18.7%,38,N/A,N/A,N/A,30,83.69%,$1141,44.29%,N/A,N/A,12.63%,6.5%,62.28%,Lexington County,28.90%,65.50%,0.97%,12.9%,77.18%,6.52%,3.47%,Eastern Standard Time,93,57,36,72,35,50%,52%,51,68,102,64%,67%,57%,48.35,15.24,11.72,33.64%,36.37%,36.33%,1.2,0,6.1,50.8,58,297,4.7,12.46,SC-59110,33.930914,-81.2322026
Ridge Spring,South Carolina,848,466,Columbia,825823,$38854,30.26%,44,N/A,N/A,N/A,48,76.92%,$638,57.84%,791,1715,19.52%,7.16%,59.97%,Saluda County,32.80%,64.50%,0.0%,55.54%,31.6%,11.2%,2.59%,Eastern Standard Time,91,55,36,70,35,50%,52%,51,68,98,64%,67%,57%,47.2,13.68,12.68,29.95%,31.98%,35.56%,1.2,0,6.1,50.8,65,579,5.1,1.82,SC-60325,33.8452725,-81.6616961
