City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931
Balkan,Minnesota,854,13,Duluth,288648,77,18,59,27,119,179,59,N/A,N/A,N/A,7,16,45,22.75%,$60250,N/A,N/A,N/A,$157900,N/A,N/A,43,73.50%,6%,24%,14%,91,28 mins,4.10%,1.60%,4.40%,St. Louis County,51.40%,39.70%,N/A,N/A,98.70%,N/A,N/A,Central Standard Time,1417,3.2,39.80%,0,N/A,N/A,N/A,N/A,N/A,0,N/A
Barnum,Minnesota,684,678,Duluth,288648,80,21,59,31,107,178,54,54.2,31.8,7,11,24,35,14.14%,$44722,16.5%,N/A,N/A,$170300,N/A,N/A,43,58.30%,6%,24%,19%,82,23 mins,4.20%,1.60%,16.30%,Carlton County,46.50%,44.80%,N/A,N/A,95.99%,N/A,0.8%,Central Standard Time,1417,3.2,62.40%,19,N/A,N/A,15.0%,16.67,0,0,0
Barnum township,Minnesota,810,18,Duluth,288648,80,21,59,31,107,179,53,N/A,N/A,N/A,6,15,48,N/A,$65469,N/A,N/A,N/A,$148300,N/A,N/A,31,62.90%,6%,25%,20%,81,26 mins,4.20%,1.60%,-32.70%,Carlton County,46.50%,44.80%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,1417,3.2,33.30%,0,N/A,25,N/A,0.00,0,0,0
Bassett,Minnesota,32,0,Duluth,288648,77,18,59,30,122,179,73,N/A,N/A,8,7,17,58,N/A,$24821,N/A,N/A,N/A,$119500,N/A,N/A,43,23.30%,5%,22%,15%,91,19 mins,4.10%,1.60%,-54.90%,St. Louis County,51.40%,39.70%,N/A,N/A,89.47%,N/A,N/A,Central Standard Time,1417,3.2,41.90%,0,N/A,17,N/A,N/A,N/A,0,N/A
Beatty,Minnesota,500,8,Duluth,288648,77,18,59,28,118,179,62,N/A,N/A,N/A,6,15,61,38.96%,$48854,N/A,N/A,N/A,$308900,N/A,N/A,44,22.90%,5%,23%,15%,92,19 mins,4.10%,1.60%,21.70%,St. Louis County,51.40%,39.70%,N/A,N/A,98.64%,N/A,N/A,Central Standard Time,1417,3.2,23.50%,0,N/A,N/A,N/A,N/A,N/A,0,N/A
Beseman,Minnesota,137,4,Duluth,288648,78,19,59,29,100,179,60,N/A,N/A,N/A,6,14,51,16.66%,$47344,N/A,N/A,N/A,$176000,N/A,N/A,26,50.50%,6%,27%,20%,87,22 mins,4.20%,1.60%,-15.40%,Carlton County,46.50%,44.80%,N/A,N/A,94.70%,2.90%,N/A,Central Standard Time,1417,3.2,23.30%,0,N/A,25,N/A,N/A,N/A,0,N/A
Big Lake CDP,Minnesota,374,177,Duluth,288648,78,20,58,32,120,179,70,N/A,N/A,N/A,8,19,48,N/A,$43750,N/A,N/A,N/A,$198400,N/A,N/A,37,45.60%,6%,27%,20%,81,22 mins,4.20%,1.60%,29.90%,Carlton County,46.50%,44.80%,N/A,N/A,N/A,1.30%,N/A,Central Standard Time,1417,3.2,51.40%,0,N/A,25,N/A,N/A,N/A,0,N/A
Biwabik,Minnesota,852,96,Duluth,288648,77,17,60,28,120,176,62,52.6,29.9,8,13,14,47,17.99%,$32432,12.4%,N/A,N/A,$74600,N/A,N/A,54,49.70%,5%,23%,15%,90,19 mins,4.10%,1.60%,-20.80%,St. Louis County,51.40%,39.70%,N/A,N/A,95.99%,2.00%,1.8%,Central Standard Time,1417,3.2,61.50%,2,N/A,N/A,15.4%,0.00,0,0,2
Biwabik township,Minnesota,788,30,Duluth,288648,77,17,60,28,119,179,62,N/A,N/A,N/A,6,14,55,N/A,$49643,N/A,N/A,N/A,$155100,N/A,N/A,43,68.80%,5%,23%,14%,90,22 mins,4.10%,1.60%,-10.60%,St. Louis County,51.40%,39.70%,N/A,N/A,N/A,1.40%,N/A,Central Standard Time,1417,3.2,30.00%,0,N/A,25,N/A,0.00,0,0,2
Blackhoof,Minnesota,1057,29,Duluth,288648,80,21,59,31,108,179,57,N/A,N/A,N/A,6,14,40,26.58%,$69265,N/A,N/A,N/A,$200700,N/A,N/A,28,84.90%,6%,27%,20%,75,27 mins,4.20%,1.60%,26.60%,Carlton County,46.50%,44.80%,4.54%,N/A,91.51%,N/A,N/A,Central Standard Time,1417,3.2,31.50%,0,N/A,N/A,N/A,N/A,N/A,0,N/A
Breitung,Minnesota,510,22,Duluth,288648,77,17,60,28,123,179,62,N/A,N/A,7,14,21,54,26.55%,$45000,N/A,N/A,N/A,$81300,N/A,N/A,49,38.80%,5%,24%,15%,91,28 mins,4.10%,1.60%,-22.30%,St. Louis County,51.40%,39.70%,N/A,N/A,99.18%,N/A,N/A,Central Standard Time,1417,3.2,44.20%,0,N/A,N/A,N/A,N/A,N/A,0,N/A
Brevator,Minnesota,1282,37,Duluth,288648,78,20,58,31,120,179,70,N/A,N/A,8,8,18,41,19.93%,$55000,N/A,N/A,N/A,$160800,N/A,N/A,42,78.80%,6%,23%,14%,89,23 mins,4.10%,1.60%,-4.00%,St. Louis County,51.40%,39.70%,N/A,N/A,73.85%,N/A,N/A,Central Standard Time,1417,3.2,45.00%,0,N/A,26,N/A,N/A,N/A,0,N/A
Brookston,Minnesota,155,287,Duluth,288648,79,20,59,30,107,175,60,53.4,30.8,8,11,25,56,N/A,$39375,7.1%,N/A,N/A,$104600,N/A,N/A,45,78.30%,6%,24%,14%,90,19 mins,4.10%,1.60%,58.20%,St. Louis County,51.40%,39.70%,N/A,N/A,78.64%,N/A,0%,Central Standard Time,1417,3.2,73.80%,6,N/A,21,16.6%,0.00,0,0,0
Buhl,Minnesota,1011,305,Duluth,288648,77,18,59,27,119,182,60,53.4,30.8,7,8,19,46,17.43%,$41250,6.6%,N/A,N/A,$74100,N/A,N/A,64,68.20%,5%,22%,14%,91,19 mins,4.10%,1.60%,13.50%,St. Louis County,51.40%,39.70%,1.25%,2.28%,91.48%,N/A,0.9%,Central Standard Time,1417,3.2,57.50%,18,N/A,N/A,16.5%,0.00,0,0,3
Camp 5,Minnesota,5,1,Duluth,288648,77,18,59,28,115,179,62,N/A,N/A,N/A,6,14,54,N/A,$0,N/A,N/A,N/A,$217800,N/A,N/A,51,16.50%,6%,22%,15%,5,5 mins,4.10%,1.60%,200.00%,St. Louis County,51.40%,39.70%,N/A,N/A,100.00%,N/A,N/A,Central Standard Time,1417,3.2,23.80%,0,N/A,9,N/A,N/A,N/A,0,N/A
Canosia,Minnesota,2374,76,Duluth,288648,78,20,58,32,125,179,73,N/A,N/A,N/A,6,13,44,29.28%,$77262,N/A,N/A,N/A,$220000,N/A,N/A,37,77.70%,5%,23%,14%,89,19 mins,4.10%,1.60%,7.80%,St. Louis County,51.40%,39.70%,N/A,1.07%,98.50%,1.00%,N/A,Central Standard Time,1417,3.2,35.70%,0,N/A,25,N/A,N/A,N/A,0,N/A
Carlton,Minnesota,1003,262,Duluth,288648,79,21,58,32,109,178,63,54.2,31.8,7,9,20,50,13.50%,$40750,3.8%,N/A,N/A,$189400,N/A,N/A,59,67.70%,6%,27%,19%,74,22 mins,4.20%,1.60%,24.90%,Carlton County,46.50%,44.80%,N/A,N/A,94.44%,1.50%,1.2%,Central Standard Time,1417,3.2,56.10%,35,N/A,63,19.7%,0.00,0,0,0
Cedar Valley,Minnesota,245,4,Duluth,288648,78,18,60,28,109,179,59,N/A,N/A,8,6,14,46,N/A,$51875,N/A,N/A,N/A,$163800,N/A,N/A,41,54.10%,5%,23%,15%,91,19 mins,4.10%,1.60%,18.40%,St. Louis County,51.40%,39.70%,1.53%,N/A,96.56%,2.00%,N/A,Central Standard Time,1417,3.2,32.40%,0,N/A,25,N/A,N/A,N/A,0,N/A
Cherry,Minnesota,838,25,Duluth,288648,77,17,60,27,120,179,60,N/A,N/A,N/A,6,14,50,22.35%,$66625,N/A,N/A,N/A,$149700,N/A,N/A,44,81.30%,6%,22%,14%,91,19 mins,4.10%,1.60%,-6.30%,St. Louis County,51.40%,39.70%,N/A,N/A,93.63%,N/A,N/A,Central Standard Time,1417,3.2,39.20%,4,N/A,25,N/A,N/A,N/A,0,N/A
Chisholm,Minnesota,4974,1109,Duluth,288648,77,18,59,27,119,182,59,54.1,31.3,7,9,26,41,15.52%,$37917,14.8%,N/A,N/A,$58500,N/A,N/A,66,63.60%,2%,12%,4%,80,19 mins,4.10%,1.60%,0.40%,St. Louis County,51.40%,39.70%,N/A,N/A,96.38%,1.60%,0.8%,Central Standard Time,1417,3.2,50.50%,68,N/A,51,14.8%,2.00,0,0,3
Clinton township (St. Louis Cnty),Minnesota,1070,32,Duluth,288648,77,17,60,27,119,179,60,N/A,N/A,N/A,7,16,46,N/A,$56875,N/A,N/A,N/A,$121300,N/A,N/A,42,84.20%,6%,23%,15%,88,19 mins,4.10%,1.60%,-15.20%,St. Louis County,51.40%,39.70%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,1417,3.2,41.90%,0,N/A,25,N/A,N/A,N/A,0,N/A
Cloquet,Minnesota,11965,340,Duluth,288648,78,20,58,32,120,178,70,54.3,31.9,7,17,61,35,21.23%,$46383,9.7%,N/A,N/A,$154600,N/A,N/A,58,65.80%,7%,27%,19%,55,19 mins,4.20%,1.60%,-0.50%,Carlton County,46.50%,44.80%,N/A,1.49%,86.18%,2.40%,1.6%,Central Standard Time,1417,3.2,54.80%,72,N/A,35,17.7%,1.65,0,0,0
Colvin,Minnesota,333,10,Duluth,288648,76,17,59,29,122,179,62,N/A,N/A,8,7,17,51,N/A,$59375,N/A,N/A,N/A,$108800,N/A,N/A,44,41.80%,5%,23%,14%,91,19 mins,4.10%,1.60%,12.10%,St. Louis County,51.40%,39.70%,N/A,N/A,96.00%,N/A,N/A,Central Standard Time,1417,3.2,40.30%,0,N/A,25,N/A,N/A,N/A,0,N/A
Cook,Minnesota,538,207,Duluth,288648,77,18,59,28,118,182,62,53.3,30.4,7,9,22,56,15.29%,$42750,1.1%,N/A,N/A,$134100,N/A,N/A,47,45.60%,7%,29%,29%,91,19 mins,4.10%,1.60%,-9.00%,St. Louis County,51.40%,39.70%,N/A,1.17%,93.01%,N/A,2%,Central Standard Time,1417,3.2,63.10%,41,N/A,N/A,17.5%,0.00,0,0,2
Cotton,Minnesota,537,8,Duluth,288648,77,18,59,27,113,179,67,N/A,N/A,8,7,16,51,N/A,$60809,N/A,N/A,N/A,$117700,N/A,N/A,40,51.90%,5%,23%,15%,91,19 mins,4.10%,1.60%,-4.30%,St. Louis County,51.40%,39.70%,N/A,N/A,96.46%,1.50%,N/A,Central Standard Time,1417,3.2,44.60%,4,N/A,N/A,N/A,N/A,N/A,0,N/A
Crane Lake,Minnesota,76,1,Duluth,288648,77,17,60,27,117,179,65,N/A,N/A,7,7,17,58,N/A,$68750,N/A,N/A,N/A,$273100,N/A,N/A,38,20.60%,5%,23%,15%,92,19 mins,4.10%,1.60%,-41.50%,St. Louis County,51.40%,39.70%,N/A,N/A,97.00%,N/A,N/A,Central Standard Time,1417,3.2,N/A,7,N/A,N/A,N/A,N/A,N/A,0,N/A
Cromwell,Minnesota,287,156,Duluth,288648,79,20,59,31,106,178,55,54.2,31.8,7,10,24,45,6.97%,$30000,14%,N/A,N/A,$155500,N/A,N/A,38,30.30%,6%,27%,19%,87,28 mins,4.20%,1.60%,147.40%,Carlton County,46.50%,44.80%,N/A,N/A,99.63%,N/A,1.5%,Central Standard Time,1417,3.2,53.50%,9,N/A,28,14.3%,0.00,0,0,0
Culver,Minnesota,312,9,Duluth,288648,78,19,59,30,112,179,65,N/A,N/A,8,7,17,40,18.22%,$44861,N/A,N/A,N/A,$159300,N/A,N/A,33,74.10%,5%,22%,14%,90,19 mins,4.10%,1.60%,-23.20%,St. Louis County,51.40%,39.70%,N/A,N/A,90.06%,N/A,N/A,Central Standard Time,1417,3.2,36.70%,0,N/A,14,N/A,0.00,0,0,0
Duluth,Minnesota,86066,1201,Duluth,288648,77,21,56,31,117,178,70,54.8,32.4,7,23,62,33,37.89%,$43518,8.4%,N/A,N/A,$175600,N/A,N/A,68,56.70%,4%,22%,17%,67,17 mins,3.30%,1.60%,0.00%,St. Louis County,51.40%,39.70%,1.58%,2.28%,89.71%,2.30%,3.4%,Central Standard Time,1417,3.2,60.60%,35,34,43,17.5%,1.51,N/A,0,0
Duluth township,Minnesota,1886,40,Duluth,288648,75,21,54,31,120,179,65,N/A,N/A,N/A,6,14,50,N/A,$66250,N/A,N/A,N/A,$248400,N/A,N/A,39,74.50%,6%,23%,15%,87,26 mins,4.10%,1.60%,0.50%,St. Louis County,51.40%,39.70%,N/A,N/A,N/A,1.40%,N/A,Central Standard Time,1417,3.2,38.00%,0,N/A,12,N/A,0.00,N/A,0,0
Eagle,Minnesota,492,14,Duluth,288648,79,20,59,31,106,179,55,N/A,N/A,N/A,7,16,50,20.33%,$51563,N/A,N/A,N/A,$221300,N/A,N/A,36,47.00%,6%,26%,19%,87,22 mins,4.20%,1.60%,-1.40%,Carlton County,46.50%,44.80%,N/A,N/A,99.25%,N/A,N/A,Central Standard Time,1417,3.2,37.30%,12,N/A,36,N/A,N/A,N/A,0,N/A
Eagles Nest,Minnesota,254,10,Duluth,288648,79,16,63,30,128,179,63,N/A,N/A,N/A,6,15,63,N/A,$61354,N/A,N/A,N/A,$288600,N/A,N/A,41,24.10%,6%,22%,15%,91,19 mins,4.10%,1.60%,41.90%,St. Louis County,51.40%,39.70%,1.02%,N/A,97.45%,N/A,N/A,Central Standard Time,1417,3.2,22.80%,0,N/A,9,N/A,N/A,N/A,0,N/A
Ellsburg,Minnesota,180,3,Duluth,288648,77,17,60,27,114,179,65,N/A,N/A,8,8,18,52,N/A,$37083,N/A,N/A,N/A,$165700,N/A,N/A,41,21.90%,5%,23%,15%,91,19 mins,4.10%,1.60%,16.90%,St. Louis County,51.40%,39.70%,N/A,N/A,99.44%,N/A,N/A,Central Standard Time,1417,3.2,37.80%,0,N/A,25,N/A,N/A,N/A,0,N/A
Elmer township (St. Louis Cnty),Minnesota,121,3,Duluth,288648,77,18,59,28,109,179,61,N/A,N/A,N/A,6,13,48,N/A,$34306,N/A,N/A,N/A,$101700,N/A,N/A,39,70.50%,5%,23%,15%,91,19 mins,4.10%,1.60%,-21.90%,St. Louis County,51.40%,39.70%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,1417,3.2,18.90%,0,N/A,25,N/A,N/A,N/A,0,N/A
Ely,Minnesota,3425,1171,Duluth,288648,79,16,63,30,128,179,63,52.7,29.5,7,9,22,46,32.89%,$37358,7.8%,N/A,N/A,$118900,N/A,N/A,67,53.80%,11%,23%,18%,74,19 mins,4.10%,1.60%,-2.70%,St. Louis County,51.40%,39.70%,N/A,N/A,97.14%,N/A,1.1%,Central Standard Time,1417,3.2,51.70%,58,N/A,60,19.4%,2.88,0,0,1
Embarrass,Minnesota,544,17,Duluth,288648,77,17,60,29,119,179,63,N/A,N/A,8,7,15,54,N/A,$46458,N/A,N/A,N/A,$114400,N/A,N/A,51,80.10%,4%,29%,14%,92,30 mins,4.10%,1.60%,-12.10%,St. Louis County,51.40%,39.70%,N/A,N/A,96.99%,N/A,N/A,Central Standard Time,1417,3.2,37.80%,3,N/A,N/A,N/A,N/A,N/A,0,N/A
Esko,Minnesota,1717,353,Duluth,288648,78,20,58,32,120,179,66,54.2,31.8,7,5,12,41,33.27%,$75990,0%,N/A,N/A,$227600,N/A,N/A,36,82.50%,6%,28%,21%,73,22 mins,4.20%,1.60%,-8.70%,Carlton County,46.50%,44.80%,N/A,N/A,98.24%,1.30%,0.9%,Central Standard Time,1417,3.2,26.90%,26,N/A,34,20.5%,0.00,0,0,0
Eveleth,Minnesota,3649,579,Duluth,288648,77,17,60,28,120,178,62,53,30.6,8,15,55,33,23.25%,$37091,13.4%,N/A,N/A,$86600,N/A,N/A,71,49.90%,7%,25%,17%,84,19 mins,4.10%,1.60%,-2.10%,St. Louis County,51.40%,39.70%,N/A,N/A,97.95%,N/A,0.1%,Central Standard Time,1417,3.2,62.30%,58,N/A,40,15.3%,8.07,N/A,0,4
Fairbanks,Minnesota,53,1,Duluth,288648,77,18,59,30,122,179,75,N/A,N/A,8,9,21,52,N/A,$53750,N/A,N/A,N/A,$118700,N/A,N/A,43,22.10%,5%,22%,14%,91,19 mins,4.10%,1.60%,-8.60%,St. Louis County,51.40%,39.70%,N/A,N/A,96.30%,N/A,N/A,Central Standard Time,1417,3.2,50.00%,0,N/A,25,N/A,N/A,N/A,0,N/A
Fayal,Minnesota,1774,56,Duluth,288648,77,17,60,28,120,179,62,N/A,N/A,8,6,13,54,N/A,$66964,N/A,N/A,N/A,$202000,N/A,N/A,47,71.60%,5%,22%,14%,88,19 mins,4.10%,1.60%,10.70%,St. Louis County,51.40%,39.70%,N/A,N/A,99.19%,N/A,N/A,Central Standard Time,1417,3.2,29.20%,2,N/A,24,N/A,N/A,N/A,0,N/A
Field,Minnesota,404,7,Duluth,288648,77,18,59,28,118,179,62,N/A,N/A,N/A,7,16,51,21.46%,$55000,N/A,N/A,N/A,$132700,N/A,N/A,41,63.90%,5%,23%,14%,92,19 mins,4.10%,1.60%,20.60%,St. Louis County,51.40%,39.70%,N/A,N/A,97.71%,3.50%,N/A,Central Standard Time,1417,3.2,35.70%,67,56,81,N/A,N/A,N/A,0,N/A
Fine Lakes,Minnesota,118,3,Duluth,288648,78,19,59,29,100,179,60,N/A,N/A,8,7,16,57,N/A,$62500,N/A,N/A,N/A,$167300,N/A,N/A,40,22.20%,6%,24%,14%,90,19 mins,4.10%,1.60%,-8.50%,St. Louis County,51.40%,39.70%,N/A,N/A,99.24%,N/A,N/A,Central Standard Time,1417,3.2,24.80%,0,N/A,25,N/A,N/A,N/A,0,N/A
Floodwood,Minnesota,471,310,Duluth,288648,78,19,59,29,100,178,60,53.8,31.4,8,12,49,42,5.32%,$24079,2.8%,N/A,N/A,$95000,N/A,N/A,53,57.30%,5%,22%,14%,90,19 mins,4.10%,1.60%,-3.30%,St. Louis County,51.40%,39.70%,N/A,N/A,98.22%,N/A,0.6%,Central Standard Time,1417,3.2,58.40%,27,N/A,35,16.2%,0.00,0,0,0
Floodwood township,Minnesota,335,10,Duluth,288648,78,19,59,29,100,179,60,N/A,N/A,N/A,7,17,50,N/A,$44000,N/A,N/A,N/A,$143400,N/A,N/A,45,70.90%,5%,23%,15%,90,19 mins,4.10%,1.60%,35.10%,St. Louis County,51.40%,39.70%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,1417,3.2,39.70%,0,N/A,23,N/A,0.00,N/A,0,0
Fredenberg,Minnesota,1493,58,Duluth,288648,78,20,58,32,128,179,75,N/A,N/A,N/A,7,15,50,35.53%,$72885,N/A,N/A,N/A,$268300,N/A,N/A,26,75.10%,5%,23%,15%,90,33 mins,4.10%,1.60%,11.30%,St. Louis County,51.40%,39.70%,N/A,1.20%,96.89%,N/A,N/A,Central Standard Time,1417,3.2,31.70%,7,N/A,25,N/A,N/A,N/A,0,N/A
French,Minnesota,526,16,Duluth,288648,78,18,60,27,120,179,62,N/A,N/A,N/A,6,15,60,N/A,$56818,N/A,N/A,N/A,$298000,N/A,N/A,42,37.10%,6%,24%,15%,91,19 mins,4.10%,1.60%,25.80%,St. Louis County,51.40%,39.70%,N/A,N/A,98.22%,N/A,N/A,Central Standard Time,1417,3.2,27.40%,0,N/A,25,N/A,N/A,N/A,0,N/A
Gilbert,Minnesota,1750,149,Duluth,288648,77,17,60,28,119,179,62,52.5,30.1,8,8,41,45,11.82%,$44821,13.9%,N/A,N/A,$71500,N/A,N/A,63,75.80%,6%,23%,12%,88,19 mins,4.10%,1.60%,-1.10%,St. Louis County,51.40%,39.70%,N/A,N/A,97.24%,N/A,1.7%,Central Standard Time,1417,3.2,47.80%,25,N/A,52,14.7%,0.00,N/A,0,3
Gnesen,Minnesota,1789,28,Duluth,288648,78,20,58,32,128,179,75,N/A,N/A,N/A,6,13,50,36.63%,$76667,N/A,N/A,N/A,$283500,N/A,N/A,27,68.10%,5%,24%,14%,90,27 mins,4.10%,1.60%,8.10%,St. Louis County,51.40%,39.70%,1.03%,N/A,94.29%,N/A,N/A,Central Standard Time,1417,3.2,27.90%,0,N/A,6,N/A,N/A,N/A,0,N/A
Grand Lake,Minnesota,2797,42,Duluth,288648,78,19,59,31,121,179,72,N/A,N/A,8,6,13,41,27.98%,$68563,N/A,N/A,N/A,$205800,N/A,N/A,40,75.40%,5%,23%,15%,88,26 mins,4.10%,1.60%,2.50%,St. Louis County,51.40%,39.70%,N/A,1.69%,93.15%,2.10%,N/A,Central Standard Time,1417,3.2,34.60%,0,N/A,29,N/A,N/A,N/A,0,N/A
Great Scott,Minnesota,372,6,Duluth,288648,77,17,60,28,119,179,61,N/A,N/A,7,6,15,58,N/A,$55250,N/A,N/A,N/A,$161400,N/A,N/A,41,82.10%,5%,23%,15%,91,19 mins,4.10%,1.60%,-20.00%,St. Louis County,51.40%,39.70%,N/A,N/A,96.27%,2.70%,N/A,Central Standard Time,1417,3.2,40.30%,0,N/A,25,N/A,N/A,N/A,0,N/A
Greenwood township (St. Louis Cnty),Minnesota,966,17,Duluth,288648,78,18,60,28,122,179,62,N/A,N/A,N/A,8,18,63,N/A,$54625,N/A,N/A,N/A,$177500,N/A,N/A,40,21.60%,5%,23%,14%,92,25 mins,4.10%,1.60%,-8.40%,St. Louis County,51.40%,39.70%,N/A,N/A,N/A,1.20%,N/A,Central Standard Time,1417,3.2,28.20%,0,N/A,25,N/A,N/A,N/A,0,N/A
Halden,Minnesota,132,4,Duluth,288648,78,19,59,29,100,179,60,N/A,N/A,8,7,17,50,N/A,$60288,N/A,N/A,N/A,$132700,N/A,N/A,38,57.00%,5%,24%,15%,90,19 mins,4.10%,1.60%,-18.00%,St. Louis County,51.40%,39.70%,N/A,N/A,96.49%,N/A,N/A,Central Standard Time,1417,3.2,39.10%,0,N/A,25,N/A,N/A,N/A,0,N/A
