City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931
Bennett,North Carolina,377,118,Durham-Chapel Hill,652542,88,50,38,47,108,216,3,65.8,48.3,6,26,65,24,N/A,$21667,25.6%,N/A,N/A,$118700,N/A,N/A,40,60.40%,11%,35%,28%,67,28 mins,3.80%,2.00%,35.60%,Chatham County,52.90%,42.90%,N/A,N/A,100.00%,N/A,0%,Eastern Standard Time,441,4.6,65.70%,15,N/A,N/A,14.4%,295.20,N/A,1,1
Carrboro,North Carolina,21099,3266,Durham-Chapel Hill,652542,89,50,39,46,114,218,4,66,47.9,N/A,15,34,32,70.65%,$51310,7%,$1111,857,$407500,1968,$207,31,40.20%,8%,34%,30%,53,22 mins,3.90%,2.10%,10.60%,Orange County,72.80%,22.50%,9.44%,10.98%,73.71%,8.90%,17%,Eastern Standard Time,441,4.5,58.80%,28,N/A,59,17.8%,12.49,42,1,1
Cary,North Carolina,159715,2788,Durham-Chapel Hill,652542,89,50,39,46,107,213,4,66.2,48.8,6,8,19,39,67.81%,$91481,3.7%,$1474,1005,$425000,2374,$179,21,64.60%,7%,33%,30%,56,22 mins,3.30%,3.00%,25.20%,Wake County,57.40%,37.20%,18.70%,8.52%,67.44%,8.10%,21%,Eastern Standard Time,441,4.9,36.60%,27,18,40,15.7%,3.43,43,1,0
Chapel Hill,North Carolina,59234,2751,Durham-Chapel Hill,652542,89,50,39,46,114,216,4,66,47.9,5,11,33,26,76.93%,$62620,3.7%,N/A,N/A,$481000,2405,$200,32,45.80%,7%,28%,24%,50,19 mins,4.70%,2.10%,7.40%,Orange County,72.80%,22.50%,13.03%,10.89%,71.74%,6.20%,16.1%,Eastern Standard Time,441,4.5,62.20%,36,42,50,15.6%,N/A,N/A,1,N/A
Durham,North Carolina,257232,2293,Durham-Chapel Hill,652542,89,50,39,46,109,220,4,65.8,47.8,6,40,58,33,49.57%,$49585,12.7%,$1401,935,$304500,1750,$174,30,46.40%,11%,41%,38%,51,22 mins,3.90%,2.00%,16.80%,Durham County,77.70%,18.20%,5.35%,38.65%,49.18%,14.00%,14.7%,Eastern Standard Time,441,4.6,57.50%,29,29,41,17.6%,N/A,N/A,1,N/A
Efland,North Carolina,921,517,Durham-Chapel Hill,652542,89,49,40,45,112,217,3,65.3,47.6,6,17,49,48,N/A,$33802,0%,N/A,N/A,$189000,1166,$162,31,55.20%,9%,36%,28%,61,22 mins,3.90%,2.10%,55.80%,Orange County,72.80%,22.50%,2.40%,55.09%,42.51%,N/A,0%,Eastern Standard Time,441,4.5,42.50%,15,N/A,N/A,18.1%,110.02,38,1,1
Fearrington Village,North Carolina,2784,1559,Durham-Chapel Hill,652542,89,51,38,46,112,216,3,65.8,48.2,5,15,43,72,N/A,$72778,5.1%,N/A,N/A,$359000,1841,$195,23,73.30%,10%,35%,27%,64,28 mins,3.80%,2.00%,18.50%,Chatham County,52.90%,42.90%,N/A,N/A,96.62%,N/A,4.5%,Eastern Standard Time,441,4.6,34.60%,3,N/A,15,14.4%,0.00,42,1,1
Goldston,North Carolina,297,374,Durham-Chapel Hill,652542,89,51,38,47,106,219,2,65.8,48.1,6,18,51,36,12.66%,$51000,13.1%,N/A,N/A,$119500,N/A,N/A,61,56.20%,9%,34%,27%,66,28 mins,3.80%,2.00%,19.30%,Chatham County,52.90%,42.90%,N/A,5.31%,89.80%,1.70%,1.1%,Eastern Standard Time,441,4.6,33.90%,18,N/A,42,18.0%,616.74,42,1,1
Gorman,North Carolina,807,280,Durham-Chapel Hill,652542,89,50,39,46,105,218,4,65.7,47.7,N/A,25,63,41,N/A,$54786,27.5%,$1108,951,$179400,N/A,N/A,53,67.50%,10%,39%,36%,60,22 mins,3.90%,2.00%,21.70%,Durham County,77.70%,18.20%,N/A,8.03%,78.34%,14.00%,12.8%,Eastern Standard Time,441,4.6,59.30%,3,0,N/A,14.0%,0.00,41,1,1
Gulf,North Carolina,490,540,Durham-Chapel Hill,652542,89,51,38,47,106,216,2,65.8,48.2,6,17,45,35,N/A,$12059,0%,N/A,N/A,$153600,N/A,N/A,78,51.90%,11%,36%,27%,66,28 mins,3.80%,2.00%,824.50%,Chatham County,52.90%,42.90%,N/A,N/A,100.00%,N/A,0%,Eastern Standard Time,441,4.6,20.00%,12,N/A,25,N/A,0.00,46,1,1
Hillsborough,North Carolina,7033,1257,Durham-Chapel Hill,652542,88,49,39,46,108,218,4,65.6,47.7,6,43,76,36,52.21%,$46082,9.4%,$1271,1058,$360000,2022,$178,32,58.60%,7%,32%,29%,61,22 mins,3.90%,2.10%,17.80%,Orange County,72.80%,22.50%,3.57%,20.93%,64.13%,12.30%,7.5%,Eastern Standard Time,441,4.5,55.10%,61,N/A,67,20.3%,47.43,38,1,1
Moncure,North Carolina,736,156,Durham-Chapel Hill,652542,89,51,38,47,112,216,3,65.9,48.3,6,24,64,43,11.01%,$27500,0%,N/A,N/A,$450000,2616,$172,33,66.90%,12%,31%,32%,64,28 mins,3.80%,2.00%,38.40%,Chatham County,52.90%,42.90%,N/A,14.81%,70.10%,15.50%,19.3%,Eastern Standard Time,441,4.6,52.20%,10,N/A,30,13.7%,58.71,46,1,0
