City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year,Hottest month's avg heat index high (F)
Elwood township,Illinois,1603,118,Danville,125951,$52007,N/A,N/A,$263000,1801,$146,55,58.00%,N/A,49.00%,132,1063,N/A,5.40%,N/A,Vermilion County,32.60%,61.90%,N/A,N/A,N/A,2.20%,N/A,Central Standard Time,84,33,51,43.43,18.5,6.9,83,618,3.7,13.64,IL-23932,39.9113807,-87.6441283,51%,64%,41%,60%,57%,41.0,42,63,64,18,12.85,8.3,34.11%,31.54%,35.33%,16,87
Fairmount,Illinois,540,1688,Danville,125951,$51818,11.99%,39,N/A,N/A,N/A,61,83.52%,$621,51.33%,0,0,9.79%,5.41%,70.09%,Vermilion County,32.60%,61.90%,0.0%,0.37%,98.15%,0.37%,0.0%,Central Standard Time,84,33,51,41.51,25.7,6.9,83,615,3.7,0.32,IL-24985,40.0455798,-87.8293261,51%,64%,41%,60%,57%,41.0,42,63,64,18,13.44,7.46,34.11%,31.54%,35.33%,23,87
Fithian,Illinois,536,1411,Danville,125951,$60313,18.4%,56,N/A,N/A,N/A,68,80.22%,$900,37.1%,N/A,N/A,8.82%,5.51%,50.11%,Vermilion County,32.60%,61.90%,0.0%,1.87%,94.96%,2.43%,0.93%,Central Standard Time,84,35,49,42.25,25.7,6.9,80,618,3.7,0.38,IL-26233,40.114361,-87.8749745,51%,64%,41%,60%,57%,41.0,42,63,65,18,12.55,7.62,37.45%,37.69%,35.56%,23,87
Georgetown,Illinois,3224,1990,Danville,125951,$49708,16.19%,46,$105000,2100,$50,67,76.46%,$644,51.56%,N/A,N/A,11.95%,5.97%,55.64%,Vermilion County,32.60%,61.90%,0.0%,6.76%,91.0%,0.81%,0.12%,Central Standard Time,85,36,49,43.43,18.5,6.9,81,618,3.7,1.62,IL-28963,39.977415,-87.6353755,51%,64%,41%,60%,57%,41.0,42,63,63,18,12.85,8.3,32.88%,31.65%,32.22%,16,89
Georgetown township,Illinois,3224,1990,Danville,125951,$49708,16.19%,46,$105000,2100,$50,67,76.46%,$644,51.56%,N/A,N/A,11.95%,5.97%,55.64%,Vermilion County,32.60%,61.90%,0.0%,6.76%,91.0%,0.81%,0.12%,Central Standard Time,85,36,49,43.43,18.5,6.9,79,618,3.7,1.62,IL-28963,39.977415,-87.6353755,51%,64%,41%,60%,57%,41.0,42,63,63,18,12.85,8.3,32.88%,31.65%,32.22%,16,89
Grant township (Vermilion Cnty),Illinois,5843,67,Danville,125951,$39830,N/A,N/A,N/A,N/A,N/A,72,59.50%,N/A,44.30%,N/A,N/A,N/A,5.40%,N/A,Vermilion County,32.60%,61.90%,N/A,N/A,N/A,13.00%,N/A,Central Standard Time,85,34,51,42.06,18.5,N/A,80,648,3.7,87.21,IL-30965,40.438265,-87.6442989,51%,64%,41%,60%,57%,41.0,42,63,65,18,12.24,7.06,30.55%,30.22%,30.44%,16,89
Henning,Illinois,258,170,Danville,125951,$65625,1.18%,40,N/A,N/A,N/A,68,79.07%,$621,38.38%,N/A,N/A,14.01%,7.81%,64.97%,Vermilion County,32.60%,61.90%,0.0%,0.0%,97.29%,0.0%,0.0%,Central Standard Time,85,34,51,42.51,18.5,N/A,83,624,3.7,1.52,IL-34137,40.3068553,-87.7009562,51%,64%,41%,60%,57%,41.0,42,63,65,18,12.18,8.07,35.34%,34.51%,33.67%,16,89
Hoopeston,Illinois,5178,1403,Danville,125951,$36484,5.16%,42,N/A,N/A,N/A,77,75.04%,$646,53.25%,N/A,N/A,27.72%,11.33%,49.96%,Vermilion County,32.60%,61.90%,2.8%,1.26%,84.36%,10.37%,2.18%,Central Standard Time,85,34,51,42.06,18.5,N/A,79,648,3.7,3.69,IL-36061,40.4608247,-87.6635734,51%,64%,41%,60%,57%,41.0,42,63,65,18,12.24,7.06,30.55%,30.22%,30.44%,16,89
Indianola,Illinois,204,523,Danville,125951,$68000,6.92%,54,N/A,N/A,N/A,59,95.1%,$800,31.72%,N/A,N/A,11.76%,12.17%,62.16%,Vermilion County,32.60%,61.90%,0.0%,0.0%,97.55%,0.98%,0.49%,Central Standard Time,84,33,51,41.51,18.5,6.9,83,615,3.7,0.39,IL-37348,39.9270636,-87.7402415,51%,64%,41%,60%,57%,41.0,42,63,64,18,13.44,7.46,34.11%,31.54%,35.33%,16,87
Jamaica,Illinois,186,6,Danville,125951,$80893,N/A,N/A,N/A,N/A,N/A,78,91.10%,N/A,39.20%,N/A,N/A,N/A,5.40%,N/A,Vermilion County,32.60%,61.90%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,84,33,51,41.51,25.7,6.9,83,615,3.7,31.0,IL-38180,39.9848425,-87.8072474,51%,64%,41%,60%,57%,41.0,42,63,64,18,13.44,7.46,34.11%,31.54%,35.33%,23,87
McKendree,Illinois,747,26,Danville,125951,$34375,N/A,N/A,N/A,N/A,N/A,57,88.20%,N/A,42.30%,N/A,N/A,N/A,5.40%,N/A,Vermilion County,32.60%,61.90%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,85,36,49,43.43,18.5,6.9,83,618,3.7,28.73,IL-45772,40.0043279,-87.5718915,51%,64%,41%,60%,57%,41.0,42,63,63,18,12.85,8.3,33.15%,32.97%,31.67%,16,89
Middlefork,Illinois,1434,23,Danville,125951,$50526,14.39%,N/A,N/A,N/A,N/A,58,78.80%,N/A,47.70%,N/A,N/A,N/A,5.40%,N/A,Vermilion County,32.60%,61.90%,1.70%,2.33%,N/A,N/A,N/A,Central Standard Time,85,34,51,42.51,25.7,N/A,83,624,3.7,62.35,IL-48775,40.3209875,-87.8440391,51%,64%,41%,60%,57%,41.0,42,63,65,18,12.18,8.07,35.34%,34.51%,33.67%,23,89
Muncie,Illinois,115,639,Danville,125951,$68125,19.75%,46,N/A,N/A,N/A,74,85.22%,$725,49.48%,N/A,N/A,8.04%,3.13%,67.37%,Vermilion County,32.60%,61.90%,0.0%,0.0%,100.0%,0.0%,0.0%,Central Standard Time,84,35,49,42.25,25.7,6.9,80,618,3.7,0.18,IL-51336,40.1160533,-87.8429641,51%,64%,41%,60%,57%,41.0,42,63,65,18,12.55,7.62,37.45%,37.69%,35.56%,23,87
Newell,Illinois,13545,271,Danville,125951,$49282,25.19%,N/A,N/A,N/A,N/A,51,61.80%,N/A,46.30%,N/A,N/A,N/A,5.40%,N/A,Vermilion County,32.60%,61.90%,2.80%,14.23%,N/A,3.00%,N/A,Central Standard Time,85,36,49,43.44,18.5,N/A,76,606,3.7,49.98,IL-52454,40.2082171,-87.5865534,51%,64%,41%,60%,57%,41.0,42,63,65,20,13.22,8.1,35.34%,34.51%,33.67%,16,89
Oakwood,Illinois,1514,1628,Danville,125951,$45602,11.78%,34,N/A,N/A,N/A,54,84.54%,$589,54.43%,N/A,N/A,23.78%,3.17%,61.96%,Vermilion County,32.60%,61.90%,0.0%,0.0%,96.9%,2.58%,0.33%,Central Standard Time,85,36,49,45.17,25.7,6.9,80,507,3.7,0.93,IL-55002,40.1101274,-87.7769251,51%,64%,41%,60%,57%,41.0,42,63,65,20,12.58,8.29,36.16%,33.74%,36.22%,23,89
Oakwood township,Illinois,1514,1628,Danville,125951,$45602,11.78%,34,N/A,N/A,N/A,54,84.54%,$589,54.43%,N/A,N/A,23.78%,3.17%,61.96%,Vermilion County,32.60%,61.90%,0.0%,0.0%,96.9%,2.58%,0.33%,Central Standard Time,85,36,49,45.17,25.7,6.9,80,507,3.7,0.93,IL-55002,40.1101274,-87.7769251,51%,64%,41%,60%,57%,41.0,42,63,65,20,12.58,8.29,36.16%,33.74%,36.22%,23,89
Olivet,Illinois,384,254,Danville,125951,$60521,30.34%,36,N/A,N/A,N/A,55,81.23%,$692,68.87%,N/A,N/A,8.59%,0.0%,52.41%,Vermilion County,32.60%,61.90%,4.95%,0.52%,94.01%,1.04%,4.43%,Central Standard Time,84,33,51,43.43,18.5,6.9,83,618,3.7,1.51,IL-55886,39.9460762,-87.6396358,51%,64%,41%,60%,57%,41.0,42,63,64,18,12.85,8.3,34.11%,31.54%,35.33%,16,87
Pilot township (Vermilion Cnty),Illinois,640,10,Danville,125951,$78500,N/A,N/A,N/A,N/A,N/A,66,87.90%,N/A,28.60%,N/A,N/A,N/A,5.40%,N/A,Vermilion County,32.60%,61.90%,N/A,N/A,N/A,2.70%,N/A,Central Standard Time,84,35,49,42.25,25.7,N/A,83,618,3.7,64.0,IL-59832,40.2179783,-87.8483953,51%,64%,41%,60%,57%,41.0,42,63,65,18,12.55,7.62,37.45%,37.69%,35.56%,23,87
Potomac,Illinois,744,1518,Danville,125951,$50333,12.39%,31,N/A,N/A,N/A,64,81.85%,$633,47.07%,N/A,N/A,12.77%,5.6%,65.99%,Vermilion County,32.60%,61.90%,5.24%,4.7%,83.74%,3.63%,5.38%,Central Standard Time,85,34,51,42.51,25.7,N/A,83,624,3.7,0.49,IL-61366,40.3067415,-87.797601,51%,64%,41%,60%,57%,41.0,42,63,65,18,12.18,8.07,35.34%,34.51%,33.67%,23,89
Westville,Illinois,3228,1921,Danville,125951,$47614,15.69%,36,N/A,N/A,N/A,62,75.46%,$623,47.62%,N/A,N/A,7.07%,4.25%,60.51%,Vermilion County,32.60%,61.90%,0.77%,0.99%,93.77%,2.54%,1.64%,Central Standard Time,85,36,49,43.43,18.5,6.9,77,618,3.7,1.68,IL-80931,40.0440156,-87.6389058,51%,64%,41%,60%,57%,41.0,42,63,65,20,12.85,8.3,32.88%,31.65%,32.22%,16,89
