City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Clay Springs,Arizona,205,72,Show Low,106609,$52955,32.82%,66,N/A,N/A,N/A,30,94.47%,N/A,37.07%,N/A,N/A,0.0%,0.0%,34.17%,Navajo County,40.80%,51.10%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,83,45,38,49,19,28%,23%,29,42,81,76%,79%,73%,17.86,6.59,5.22,22.27%,32.86%,22.44%,20.7,6,6.2,36.7,91,5721,6.1,2.85,AZ-14030,34.3592596,-110.3043346
Dilkon,Arizona,1267,76,Show Low,106609,$38452,10.15%,33,N/A,N/A,N/A,37,50.93%,$723,55.97%,N/A,N/A,38.86%,6.15%,47.05%,Navajo County,40.80%,51.10%,0.0%,0.08%,0.0%,4.58%,0.87%,N/A,96,49,47,65,23,28%,23%,29,42,94,76%,79%,73%,6.36,2.29,1.49,13.26%,18.79%,14.44%,6.4,2,6.2,36.7,90,4467,6.1,16.6,AZ-19280,35.3606125,-110.3155461
East Fork,Arizona,492,239,Show Low,106609,$43750,6.75%,21,N/A,N/A,N/A,39,73.85%,$613,63.32%,N/A,N/A,73.17%,12.59%,43.69%,Navajo County,40.80%,51.10%,0.0%,0.0%,0.0%,0.41%,0.0%,N/A,82,44,38,48,18,28%,23%,29,42,80,85%,89%,80%,24.73,8.53,7.75,24.11%,37.58%,23.22%,62.1,24,6.1,36.7,88,6579,6.1,2.06,AZ-21310,33.8081835,-109.9226958
First Mesa,Arizona,1381,88,Show Low,106609,$53173,11.4%,36,N/A,N/A,N/A,34,71.84%,$731,56.04%,N/A,N/A,19.41%,5.4%,47.58%,Navajo County,40.80%,51.10%,0.0%,0.0%,0.72%,6.73%,0.0%,N/A,93,43,50,61,18,28%,23%,29,42,91,76%,79%,73%,8.73,2.85,2.32,13.4%,16.26%,15.56%,6.4,2,6.2,36.7,92,N/A,6.1,15.74,AZ-23512,35.8389412,-110.3665042
Fort Apache,Arizona,239,210,Show Low,106609,N/A,5.83%,31,N/A,N/A,N/A,26,20.56%,N/A,55.7%,N/A,N/A,41.42%,0.0%,34.07%,Navajo County,40.80%,51.10%,0.0%,0.0%,6.69%,0.0%,0.0%,N/A,83,45,38,47,19,28%,23%,29,42,80,85%,89%,80%,24.73,8.53,7.75,24.11%,37.58%,23.22%,66.5,21,6.1,36.7,88,6579,6.1,1.14,AZ-24250,33.7907317,-109.9872649
Hard Rock,Arizona,111,19,Show Low,106609,N/A,4.92%,26,N/A,N/A,N/A,48,100.0%,N/A,65.85%,N/A,N/A,81.98%,28.57%,8.54%,Navajo County,40.80%,51.10%,0.0%,0.0%,0.0%,0.0%,0.0%,N/A,86,40,46,60,21,28%,23%,29,42,83,76%,79%,73%,11.23,3.12,3.29,13.4%,16.26%,15.56%,6.4,2,6.2,36.7,93,6663,6.1,5.92,AZ-31182,36.0309139,-110.5048422
Heber-Overgaard,Arizona,3216,469,Show Low,106609,$56667,9.36%,49,$323000,1106,$292,32,66.77%,$741,44.23%,N/A,N/A,13.65%,17.74%,46.42%,Navajo County,40.80%,51.10%,0.0%,0.03%,89.27%,5.29%,2.86%,N/A,83,45,38,49,19,28%,23%,29,42,81,76%,79%,73%,19.36,7.19,5.8,19.01%,25.82%,23.56%,20.7,6,6.2,36.7,90,6027,6.1,6.86,AZ-32310,34.4141409,-110.5695637
Holbrook,Arizona,4834,279,Show Low,106609,$61979,11.89%,36,$250000,1524,$164,46,58.34%,$941,64.06%,765,6355,21.44%,4.38%,48.37%,Navajo County,40.80%,51.10%,0.06%,6.0%,31.22%,30.1%,1.82%,N/A,93,50,43,54,20,28%,23%,29,42,91,76%,79%,73%,11.79,4.3,2.79,13.26%,18.79%,14.44%,20.7,6,6.2,36.7,79,4980,6.1,17.34,AZ-33280,34.9043769,-110.167233
Hondah,Arizona,860,70,Show Low,106609,N/A,26.94%,30,N/A,N/A,N/A,25,72.57%,N/A,68.1%,N/A,N/A,1.86%,5.79%,51.75%,Navajo County,40.80%,51.10%,0.0%,0.0%,4.42%,0.0%,0.0%,N/A,83,45,38,47,19,28%,23%,29,42,80,76%,79%,73%,24.73,8.53,7.75,24.11%,37.58%,23.22%,66.5,21,6.2,36.7,89,6579,6.1,12.24,AZ-33440,34.0859746,-109.9149536
Hotevilla-Bacavi,Arizona,696,59,Show Low,106609,$22702,3.15%,49,N/A,N/A,N/A,49,85.5%,N/A,61.09%,N/A,N/A,53.45%,17.26%,32.75%,Navajo County,40.80%,51.10%,0.0%,0.0%,0.0%,2.16%,0.0%,N/A,94,47,47,67,25,28%,23%,29,42,92,76%,79%,73%,12.39,4.72,3.15,13.26%,18.79%,14.44%,6.4,2,6.2,36.7,91,4488,6.1,11.75,AZ-33945,35.9225186,-110.6569685
Indian Wells,Arizona,325,31,Show Low,106609,$45938,2.6%,46,N/A,N/A,N/A,32,78.83%,$1088,51.34%,N/A,N/A,36.68%,29.07%,34.54%,Navajo County,40.80%,51.10%,1.54%,0.62%,3.38%,4.0%,1.54%,N/A,91,47,44,60,21,28%,23%,29,42,88,76%,79%,73%,11.36,4.14,2.77,13.26%,18.79%,14.44%,6.4,2,6.2,36.7,90,5268,6.1,10.4,AZ-35310,35.4088953,-110.1061588
