City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Bridgeport,Washington,2307,2156,Wenatchee,121130,$52917,5.34%,28,$182000,743,$245,46,62.47%,$832,49.63%,N/A,N/A,15.2%,5.73%,70.37%,Douglas County,30.90%,60.40%,0.0%,0.43%,8.58%,89.86%,49.46%,Pacific Standard Time,92,35,57,59,23,44%,27%,35,45,89,52%,73%,28%,10.7,1.28,4.22,18.14%,10.0%,26.44%,19.3,13,6.2,6.3,95,762,2.7,1.07,WA-07870,48.0070008,-119.672703
Cashmere,Washington,3263,2813,Wenatchee,121130,$63825,24.23%,44,$865000,3419,$253,57,67.17%,$1039,55.69%,N/A,N/A,9.12%,0.51%,59.98%,Chelan County,37.80%,52.60%,0.31%,0.0%,64.7%,30.25%,13.36%,Pacific Standard Time,90,36,54,63,26,44%,27%,35,45,87,45%,60%,27%,8.91,0.82,3.52,19.18%,8.57%,29.33%,19.3,13,6.2,6.3,82,573,2.6,1.16,WA-10495,47.5175572,-120.4669511
Chelan,Washington,4314,645,Wenatchee,121130,$71996,26.54%,47,$570000,1200,$475,36,50.29%,$1447,40.98%,N/A,N/A,9.46%,0.77%,53.66%,Chelan County,37.80%,52.60%,1.51%,0.0%,74.92%,21.07%,20.68%,Pacific Standard Time,88,34,54,60,22,44%,27%,35,45,85,45%,60%,27%,12.84,1.71,4.65,20.85%,9.12%,32.56%,19.3,13,6.2,6.3,93,1092,2.6,6.69,WA-11615,47.8281736,-120.030952
Chelan Falls,Washington,141,504,Wenatchee,121130,$32143,12.35%,26,N/A,N/A,N/A,82,100.0%,N/A,43.93%,N/A,N/A,0.0%,0.0%,76.64%,Chelan County,37.80%,52.60%,0.0%,0.0%,79.43%,20.57%,20.57%,Pacific Standard Time,88,34,54,60,22,44%,27%,35,45,85,45%,60%,27%,12.84,1.71,4.65,20.85%,9.12%,32.56%,19.3,13,6.2,6.3,93,1092,2.6,0.28,WA-11685,47.7994287,-119.9882548
Coulee Dam,Washington,1457,2024,Wenatchee,121130,$67868,31.92%,42,N/A,N/A,N/A,68,72.05%,$952,58.92%,N/A,N/A,12.04%,7.03%,59.92%,Okanogan County,35.90%,54.70%,1.1%,0.55%,48.39%,4.8%,2.54%,Pacific Standard Time,89,33,56,60,24,52%,30%,34,43,86,52%,73%,28%,10.87,1.74,3.07,22.66%,11.76%,28.78%,31.7,16,8.7,10.3,93,1572,3.1,0.72,WA-15115,47.9688692,-118.9760247
East Wenatchee,Washington,14114,3724,Wenatchee,121130,$81050,19.98%,35,$425000,1586,$268,43,59.56%,$1284,46.42%,55,1343,7.13%,5.15%,67.36%,Douglas County,30.90%,60.40%,0.84%,0.42%,56.28%,36.22%,13.84%,Pacific Standard Time,90,36,54,63,26,44%,27%,35,45,87,45%,60%,27%,10.79,1.28,3.75,19.18%,8.57%,29.33%,19.3,13,6.2,6.3,71,717,2.7,3.79,WA-20155,47.417423,-120.2821947
Entiat,Washington,1151,528,Wenatchee,121130,$76250,21.03%,43,N/A,N/A,N/A,31,65.85%,$1463,51.55%,N/A,N/A,3.74%,7.14%,57.2%,Chelan County,37.80%,52.60%,1.91%,0.0%,75.07%,17.38%,10.69%,Pacific Standard Time,89,35,54,59,24,44%,27%,35,45,86,45%,60%,27%,13.99,1.2,5.55,20.85%,9.12%,32.56%,19.3,13,6.2,6.3,97,939,2.6,2.18,WA-22010,47.6780242,-120.2175381
Leavenworth,Washington,2676,1846,Wenatchee,121130,$74653,45.64%,42,$499000,1402,$356,40,67.34%,$884,41.97%,N/A,N/A,6.23%,0.36%,62.91%,Chelan County,37.80%,52.60%,0.9%,0.49%,87.74%,8.45%,6.8%,Pacific Standard Time,88,34,54,52,21,44%,27%,35,45,85,45%,60%,27%,27.47,1.87,12.49,30.16%,8.79%,49.33%,19.3,13,6.2,6.3,97,1032,2.6,1.45,WA-38845,47.5951166,-120.6628249
Mansfield,Washington,344,1075,Wenatchee,121130,$57143,23.02%,47,N/A,N/A,N/A,62,70.03%,$394,36.5%,N/A,N/A,9.88%,4.5%,40.66%,Douglas County,30.90%,60.40%,0.0%,0.0%,80.23%,18.31%,4.65%,Pacific Standard Time,92,35,57,59,23,44%,27%,35,45,89,52%,73%,28%,10.7,1.28,4.22,18.14%,10.0%,26.44%,19.3,13,6.2,6.3,95,762,2.7,0.32,WA-42800,47.8118999,-119.638003
Manson,Washington,1595,1276,Wenatchee,121130,$74750,37.08%,52,N/A,N/A,N/A,28,70.92%,$1667,51.31%,N/A,N/A,11.22%,3.23%,47.11%,Chelan County,37.80%,52.60%,0.0%,1.25%,71.03%,24.7%,8.4%,Pacific Standard Time,88,34,54,60,22,44%,27%,35,45,85,45%,60%,27%,12.84,1.71,4.65,20.85%,9.12%,32.56%,19.3,13,6.2,6.3,97,1092,2.6,1.25,WA-42835,47.8815624,-120.1620026
