City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931
Cold Springs,Nevada,9184,1049,Reno,406476,88,42,46,11,54,251,53,32.7,26.8,N/A,16,29,37,18.45%,$65708,3%,N/A,N/A,$399900,1746,$229,16,81.70%,9%,74%,53%,86,30 mins,3.40%,4.60%,-0.20%,Washoe County,46.40%,45.10%,2.22%,1.88%,89.23%,16.60%,5.7%,Pacific Standard Time,4400,5.1,38.20%,16,0,45,20.4%,0.00,0,0,4091
Crystal Bay,Nevada,106,235,Reno,406476,79,41,38,23,62,251,139,34.6,27.4,6,29,19,70,N/A,$146302,0%,N/A,N/A,$1800000,1800,$1000,34,29.00%,9%,71%,53%,83,21 mins,3.40%,4.60%,783.30%,Washoe County,46.40%,45.10%,N/A,N/A,100.00%,N/A,6.2%,Pacific Standard Time,4400,5.1,32.10%,22,N/A,23,12.5%,0.00,0,0,3559
Empire,Nevada,27,5,Reno,406476,93,42,51,8,53,251,13,33.4,28,6,36,24,54,N/A,$0,0%,N/A,N/A,$367600,N/A,N/A,47,0.00%,9%,71%,53%,90,21 mins,3.40%,4.60%,-78.40%,Washoe County,46.40%,45.10%,N/A,N/A,100.00%,N/A,6.9%,Pacific Standard Time,4400,5.1,29.60%,6,N/A,N/A,N/A,0.00,0,0,132
Golden Valley,Nevada,1541,427,Reno,406476,88,43,45,11,54,251,26,33.8,27.7,6,28,17,56,N/A,$85000,7.1%,N/A,N/A,$570000,2103,$271,39,93.20%,9%,73%,51%,75,21 mins,3.40%,4.60%,-2.30%,Washoe County,46.40%,45.10%,3.01%,N/A,85.87%,18.90%,8.4%,Pacific Standard Time,4400,5.1,28.20%,2,N/A,29,21.3%,0.00,0,0,4190
Incline Village,Nevada,8795,409,Reno,406476,80,41,39,22,60,251,138,33.6,26.3,6,19,34,48,56.57%,$69984,4.6%,N/A,N/A,$1200000,1655,$725,37,35.20%,9%,57%,39%,81,21 mins,3.40%,4.60%,2.30%,Washoe County,46.40%,45.10%,2.15%,N/A,86.87%,18.80%,13.4%,Pacific Standard Time,4400,5.1,38.20%,67,N/A,N/A,21.1%,1.26,0,0,3627
Lemmon Valley,Nevada,4975,312,Reno,406476,88,43,45,11,54,251,26,33.8,27.7,6,21,37,42,12.73%,$54063,2%,N/A,N/A,$325000,1354,$240,41,83.90%,9%,70%,52%,75,26 mins,3.40%,4.60%,-3.50%,Washoe County,46.40%,45.10%,N/A,N/A,89.97%,13.10%,7.3%,Pacific Standard Time,4400,5.1,54.80%,24,0,23,19.5%,0.00,0,0,4135
Mogul,Nevada,1884,1298,Reno,406476,88,43,45,11,54,251,30,33.8,27.7,6,31,20,45,N/A,$85833,0%,N/A,N/A,$478600,N/A,N/A,31,82.70%,9%,71%,49%,85,21 mins,3.40%,4.60%,19.90%,Washoe County,46.40%,45.10%,1.20%,N/A,98.80%,N/A,4.6%,Pacific Standard Time,4400,5.1,42.60%,0,0,22,15.6%,0.00,0,0,4660
Nixon,Nevada,274,43,Reno,406476,91,44,47,7,41,251,9,33.9,28.1,6,60,38,32,9.95%,$26607,12.7%,N/A,N/A,$112200,N/A,N/A,34,59.10%,9%,70%,52%,91,21 mins,3.40%,4.60%,-5.20%,Washoe County,46.40%,45.10%,2.16%,N/A,6.06%,N/A,1.4%,Pacific Standard Time,4400,5.1,73.20%,1,N/A,28,9.0%,0.00,0,0,1900
Reno,Nevada,239732,2206,Reno,406476,91,45,46,9,51,252,22,34.9,28.4,6,34,44,35,33.54%,$46489,8.8%,$1544,856,$470000,1654,$284,32,44.90%,9%,68%,54%,62,19 mins,3.40%,4.60%,8.50%,Washoe County,46.40%,45.10%,6.65%,2.81%,75.42%,25.20%,16%,Pacific Standard Time,4400,5.1,55.90%,38,28,52,18.9%,15.32,0,0,4663
Spanish Springs,Nevada,16458,296,Reno,406476,92,45,47,8,51,251,19,33,27.5,6,11,22,39,28.09%,$78842,3.7%,N/A,N/A,$517500,1875,$276,19,83.40%,9%,69%,51%,77,28 mins,3.40%,4.60%,11.60%,Washoe County,46.40%,45.10%,2.01%,2.10%,90.36%,16.70%,6.7%,Pacific Standard Time,4400,5.1,36.40%,23,N/A,N/A,21.2%,0.00,0,0,3741
