City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Adelanto,California,38010,719,Riverside-San Bernardino-Ontario,4580402,$68419,7.83%,29,$363000,1476,$246,23,56.44%,$1389,59.15%,800,1330,16.38%,11.58%,54.58%,San Bernardino County,52.10%,41.50%,1.73%,16.37%,9.22%,68.55%,17.61%,Pacific Standard Time,99,57,42,66,32,54%,59%,51,59,125,72%,77%,70%,4.3,0.28,2.43,5.42%,1.1%,12.0%,0.3,0,1.9,4.6,81,2634,5.7,52.87,CA-00296,34.5813958,-117.4396913
Aguanga,California,756,56,Riverside-San Bernardino-Ontario,4580402,N/A,28.95%,52,$492000,1815,$271,30,61.06%,N/A,36.75%,N/A,N/A,29.23%,6.3%,42.05%,Riverside County,49.70%,44.40%,1.72%,0.0%,76.59%,19.44%,17.99%,Pacific Standard Time,84,51,33,64,37,63%,67%,53,58,90,69%,66%,74%,24.21,0.62,15.68,13.56%,2.31%,25.11%,1.7,0,6.3,3.0,79,5076,5.7,13.6,CA-00464,33.4522471,-116.85547
Anza,California,1842,67,Riverside-San Bernardino-Ontario,4580402,$53814,22.87%,41,$413000,1183,$349,34,76.73%,$1184,62.34%,N/A,N/A,11.67%,13.37%,64.61%,Riverside County,49.70%,44.40%,15.64%,0.0%,60.1%,33.6%,11.56%,Pacific Standard Time,86,54,32,57,31,63%,67%,53,58,94,69%,66%,74%,20.45,0.9,12.16,9.01%,2.42%,18.22%,1.7,0,6.3,3.0,84,4920,5.7,27.6,CA-02294,33.5678479,-116.696626
Apple Valley,California,75478,980,Riverside-San Bernardino-Ontario,4580402,$65926,19.52%,36,$405000,1784,$227,33,62.35%,$1373,47.72%,457,1492,17.21%,8.82%,53.03%,San Bernardino County,52.10%,41.50%,3.63%,7.62%,44.25%,39.35%,11.34%,Pacific Standard Time,99,57,42,66,32,55%,55%,51,58,119,72%,77%,70%,6.19,0.35,3.71,5.42%,1.1%,12.0%,0.7,0,5.6,4.9,76,2688,5.7,77.01,CA-02364,34.5352011,-117.2108986
Baker,California,482,179,Riverside-San Bernardino-Ontario,4580402,N/A,0.0%,29,N/A,N/A,N/A,32,28.69%,$883,44.19%,N/A,N/A,22.51%,2.85%,74.14%,San Bernardino County,52.10%,41.50%,2.9%,0.0%,18.88%,78.22%,47.93%,Pacific Standard Time,106,60,46,75,35,20%,14%,29,39,103,84%,90%,77%,3.29,0.36,1.55,5.59%,3.52%,10.11%,0.7,0,N/A,13.4,82,1752,5.7,2.69,CA-03512,35.2769186,-116.0717348
Banning,California,30680,1320,Riverside-San Bernardino-Ontario,4580402,$57699,17.44%,43,$368000,1449,$254,37,62.4%,$1528,52.62%,432,1691,19.05%,6.76%,48.29%,Riverside County,49.70%,44.40%,5.22%,6.57%,35.13%,49.53%,18.28%,Pacific Standard Time,97,65,32,65,41,55%,55%,53,58,114,69%,66%,74%,12.5,0.42,6.98,9.64%,1.32%,18.89%,1.7,0,5.6,4.9,74,2316,5.7,23.24,CA-03820,33.9460381,-116.8992359
Barstow,California,25198,610,Riverside-San Bernardino-Ontario,4580402,$51811,11.1%,33,$250000,1276,$196,50,41.27%,$1065,62.61%,1135,4087,23.23%,10.3%,52.98%,San Bernardino County,52.10%,41.50%,2.27%,18.86%,23.82%,47.55%,9.86%,Pacific Standard Time,103,57,46,73,35,54%,59%,51,59,139,72%,77%,70%,4.49,0.46,2.29,6.14%,3.08%,12.0%,0.7,0,1.9,4.6,69,2031,5.7,41.3,CA-04030,34.8660471,-117.0471057
Beaumont,California,54817,1808,Riverside-San Bernardino-Ontario,4580402,$105164,27.78%,35,$486000,1952,$249,14,79.18%,$1505,45.22%,180,1808,9.22%,6.22%,64.0%,Riverside County,49.70%,44.40%,7.82%,9.22%,34.13%,45.92%,14.89%,Pacific Standard Time,97,65,32,65,41,55%,55%,53,58,114,69%,66%,74%,12.5,0.42,6.98,9.64%,1.32%,18.89%,1.7,0,5.6,4.9,72,2316,5.7,30.32,CA-04758,33.8949638,-116.9516022
Bermuda Dunes,California,8074,2737,Riverside-San Bernardino-Ontario,4580402,$93819,35.92%,39,$710000,2407,$295,31,58.31%,$1774,46.42%,N/A,N/A,9.05%,6.15%,63.94%,Riverside County,49.70%,44.40%,4.19%,0.51%,55.03%,36.71%,13.12%,Pacific Standard Time,107,69,38,84,47,63%,67%,53,58,171,69%,66%,74%,2.39,0.35,1.4,3.42%,1.87%,7.44%,1.7,0,6.3,3.0,71,-18,5.7,2.95,CA-06028,33.7434988,-116.2873254
Big Bear City,California,12493,390,Riverside-San Bernardino-Ontario,4580402,$72457,28.42%,44,$379000,1068,$355,42,59.53%,$1454,52.94%,1430,2541,15.33%,7.96%,55.31%,San Bernardino County,52.10%,41.50%,0.91%,0.94%,69.88%,23.57%,4.85%,Pacific Standard Time,81,48,33,51,24,55%,55%,53,58,82,72%,77%,70%,18.62,1.28,12.0,6.58%,3.41%,12.78%,1.7,0,5.6,4.9,92,6174,5.7,32.02,CA-06406,34.2536287,-116.7903145
