City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931
Alum Rock,California,12128,14370,San Jose-Sunnyvale-Santa Clara,1912108,81,58,23,16,63,260,0,51.4,46.1,N/A,21,40,32,16.15%,$70202,8.3%,N/A,N/A,$880000,1419,$620,62,70.70%,4%,59%,76%,57,29 mins,2.80%,2.50%,-24.40%,Santa Clara County,72.70%,20.60%,16.01%,1.45%,32.53%,70.30%,37.9%,Pacific Standard Time,67,5.1,52.80%,68,49,48,24.4%,0.00,0,0,4356
Cambrian Park,California,3098,5198,San Jose-Sunnyvale-Santa Clara,1912108,83,58,25,18,61,261,0,51.4,46.1,N/A,15,25,47,56.33%,$101406,1.8%,N/A,N/A,$1500000,1500,$1000,61,73.10%,6%,58%,94%,39,28 mins,2.80%,2.50%,-4.50%,Santa Clara County,72.70%,20.60%,8.59%,N/A,80.17%,18.10%,17.2%,Pacific Standard Time,67,5.1,38.60%,65,36,56,21.8%,0.00,0,0,4226
Campbell,California,41164,6768,San Jose-Sunnyvale-Santa Clara,1912108,83,58,25,18,61,255,0,51.4,46.1,4,14,48,39,53.97%,$91269,3.1%,$2457,795,$1300000,1627,$799,46,46.50%,5%,62%,98%,41,26 mins,2.50%,2.50%,6.40%,Santa Clara County,72.70%,20.60%,20.89%,2.46%,65.02%,20.20%,25.7%,Pacific Standard Time,67,5.1,48.80%,54,39,71,20.7%,16.81,0,0,4030
Cupertino,California,60687,5365,San Jose-Sunnyvale-Santa Clara,1912108,81,58,23,18,61,265,0,51.4,46.1,5,9,25,41,78.76%,$134872,3%,$3020,966,$2300000,2090,$1100,44,56.70%,4%,56%,95%,66,28 mins,2.70%,2.50%,7.40%,Santa Clara County,72.70%,20.60%,67.48%,N/A,26.95%,3.90%,53.4%,Pacific Standard Time,67,5.1,33.70%,48,35,66,19.3%,4.38,0,0,3607
East Foothills,California,6405,3030,San Jose-Sunnyvale-Santa Clara,1912108,81,58,23,16,63,263,0,51.4,46.1,N/A,14,24,44,42.37%,$120881,1.7%,$2257,822,$1200000,1762,$681,60,81.00%,5%,53%,77%,60,32 mins,2.80%,2.50%,-16.60%,Santa Clara County,72.70%,20.60%,19.96%,2.02%,62.01%,24.70%,22.8%,Pacific Standard Time,67,5.1,40.90%,27,0,22,21.5%,0.00,0,0,4446
Fruitdale,California,888,3313,San Jose-Sunnyvale-Santa Clara,1912108,81,58,23,16,63,260,0,51.4,46.1,N/A,17,34,44,53.38%,$73250,4.2%,N/A,N/A,$974200,N/A,N/A,66,53.50%,4%,54%,85%,27,28 mins,2.80%,2.50%,-8.20%,Santa Clara County,72.70%,20.60%,19.46%,1.35%,73.99%,18.70%,6.7%,Pacific Standard Time,67,5.1,48.20%,32,38,63,26.4%,0.00,0,0,4035
Gilroy,California,54159,3288,San Jose-Sunnyvale-Santa Clara,1912108,83,60,23,21,59,261,0,51.4,46.1,4,17,45,34,27.66%,$81056,7.4%,$2289,872,$950000,2188,$434,33,59.70%,3%,47%,68%,57,34 mins,3.10%,2.50%,15.70%,Santa Clara County,72.70%,20.60%,9.39%,1.54%,74.90%,60.60%,23.4%,Pacific Standard Time,67,5.1,49.10%,42,N/A,63,22.6%,26.54,0,0,7135
Hollister,California,37182,5072,San Jose-Sunnyvale-Santa Clara,1912108,86,59,27,15,56,266,0,49.4,43.9,4,22,21,32,15.00%,$66045,7.9%,$1562,1042,$749300,2030,$369,31,57.40%,5%,42%,72%,70,34 mins,5.70%,1.80%,7.70%,San Benito County,56.60%,35.40%,2.29%,N/A,80.10%,67.30%,22.9%,Pacific Standard Time,67,5.4,47.10%,42,20,49,24.8%,25.26,N/A,0,8798
Lexington Hills,California,2531,536,San Jose-Sunnyvale-Santa Clara,1912108,82,54,28,42,70,260,0,51.4,46.1,N/A,12,24,45,60.27%,$125893,0%,N/A,N/A,$1300000,1830,$710,63,84.90%,3%,46%,61%,79,28 mins,2.80%,2.50%,6.40%,Santa Clara County,72.70%,20.60%,4.58%,N/A,90.95%,5.20%,8.6%,Pacific Standard Time,67,5.1,31.40%,1,N/A,N/A,17.9%,0.00,0,0,4202
Los Altos,California,30527,4710,San Jose-Sunnyvale-Santa Clara,1912108,81,59,22,19,61,263,0,51.4,46.1,5,8,21,45,84.25%,$157500,2.7%,$2750,896,$3500000,2692,$1300,56,78.00%,4%,56%,104%,59,23 mins,2.70%,2.50%,7.50%,Santa Clara County,72.70%,20.60%,31.43%,N/A,61.62%,4.40%,28.6%,Pacific Standard Time,67,5.1,31.80%,45,30,72,19.7%,2.03,0,0,4147
Los Altos Hills,California,8490,950,San Jose-Sunnyvale-Santa Clara,1912108,81,59,22,20,61,263,0,51.4,46.1,5,7,16,51,85.33%,$224271,1.3%,$2750,896,$5600000,4307,$1300,46,83.10%,4%,49%,96%,74,26 mins,2.80%,2.50%,8.00%,Santa Clara County,72.70%,20.60%,32.08%,N/A,63.86%,3.60%,32.5%,Pacific Standard Time,67,5.1,29.20%,6,N/A,27,16.5%,0.00,0,0,3850
Los Gatos,California,30709,2690,San Jose-Sunnyvale-Santa Clara,1912108,85,59,26,31,65,256,0,51.4,46.1,5,10,29,45,69.83%,$122860,2.6%,$2838,907,$2000000,2183,$916,49,60.00%,6%,53%,79%,57,29 mins,2.80%,2.50%,6.30%,Santa Clara County,72.70%,20.60%,14.75%,N/A,78.61%,7.40%,21%,Pacific Standard Time,67,5.1,42.40%,43,N/A,51,21.2%,9.73,0,0,4167
Loyola,California,3448,2418,San Jose-Sunnyvale-Santa Clara,1912108,80,58,22,18,61,258,0,51.4,46.1,N/A,11,18,46,89.43%,$210882,1.4%,$2546,863,$4700000,3133,$1500,54,85.70%,4%,54%,86%,71,25 mins,2.80%,2.50%,4.00%,Santa Clara County,72.70%,20.60%,30.59%,N/A,61.81%,3.20%,30.8%,Pacific Standard Time,67,5.1,25.40%,17,N/A,N/A,23.2%,0.00,0,0,3754
Milpitas,California,75498,5530,San Jose-Sunnyvale-Santa Clara,1912108,80,58,22,16,63,261,0,51.4,46.1,4,13,39,36,50.68%,$99072,4.8%,$2811,858,$1100000,1591,$691,35,61.70%,8%,61%,94%,56,27 mins,3.00%,2.50%,15.90%,Santa Clara County,72.70%,20.60%,66.90%,3.38%,15.75%,15.50%,52.5%,Pacific Standard Time,67,5.1,42.80%,52,39,66,20.0%,14.24,0,0,4732
Monte Sereno,California,3551,2188,San Jose-Sunnyvale-Santa Clara,1912108,86,59,27,34,65,263,0,51.4,46.1,5,6,15,49,79.11%,$187115,1.8%,N/A,N/A,$3500000,3181,$1100,49,84.70%,1%,47%,83%,65,28 mins,2.80%,2.50%,7.20%,Santa Clara County,72.70%,20.60%,18.60%,1.84%,74.13%,5.90%,18.8%,Pacific Standard Time,67,5.1,30.40%,17,N/A,N/A,17.5%,0.00,0,0,3930
Morgan Hill,California,43136,3378,San Jose-Sunnyvale-Santa Clara,1912108,87,59,28,21,61,255,0,51.4,46.1,4,11,25,38,43.87%,$96232,4.7%,$2615,923,$1200000,2264,$530,31,72.10%,4%,45%,68%,63,34 mins,2.90%,2.50%,17.80%,Santa Clara County,72.70%,20.60%,13.97%,1.86%,73.04%,33.80%,17.9%,Pacific Standard Time,67,5.1,39.60%,30,23,50,23.0%,21.42,0,0,6256
Mountain View,California,80076,6678,San Jose-Sunnyvale-Santa Clara,1912108,79,58,21,16,62,256,0,51.3,46,5,16,34,35,69.51%,$100028,0%,$3108,825,$1600000,1611,$993,45,38.70%,5%,63%,113%,53,23 mins,2.10%,2.50%,10.40%,Santa Clara County,72.70%,20.60%,31.82%,1.56%,54.49%,18.20%,9.9%,Pacific Standard Time,67,5.1,47.90%,65,43,90,25.5%,3.65,0,0,4508
Palo Alto,California,67082,2811,San Jose-Sunnyvale-Santa Clara,1912108,80,58,22,17,61,261,0,51.4,46.1,5,7,34,41,82.84%,$126771,4.2%,N/A,N/A,$3200000,2000,$1600,55,50.90%,4%,55%,108%,55,24 mins,2.20%,2.50%,7.40%,Santa Clara County,72.70%,20.60%,32.47%,1.77%,58.94%,7.30%,34.4%,Pacific Standard Time,67,5.1,40.30%,60,39,91,16.8%,3.32,0,0,4323
Ridgemark,California,3020,1175,San Jose-Sunnyvale-Santa Clara,1912108,86,59,27,15,56,262,0,49.4,43.9,N/A,15,25,53,34.77%,$100690,0.3%,$1562,1042,$868000,2638,$329,28,70.70%,6%,43%,70%,79,37 mins,5.10%,1.80%,-25.50%,San Benito County,56.60%,35.40%,1.36%,N/A,92.65%,18.00%,6%,Pacific Standard Time,67,5.4,37.30%,8,0,N/A,23.1%,0.00,0,0,9025
San Jose,California,1023031,5776,San Jose-Sunnyvale-Santa Clara,1912108,82,58,24,17,62,257,0,51.4,46.1,4,25,36,36,43.74%,$83787,6%,N/A,N/A,$1100000,1553,$708,42,54.50%,7%,59%,86%,45,29 mins,2.90%,2.50%,10.60%,Santa Clara County,72.70%,20.60%,35.91%,3.00%,39.91%,32.30%,39.5%,Pacific Standard Time,67,5.1,47.60%,49,41,62,21.5%,22.46,0,0,4527
San Juan Bautista,California,2212,3111,San Jose-Sunnyvale-Santa Clara,1912108,82,60,22,18,58,262,0,49.4,43.9,4,21,43,36,28.74%,$57717,5.6%,N/A,N/A,$1200000,3092,$388,44,41.50%,7%,38%,66%,79,30 mins,5.10%,1.80%,51.30%,San Benito County,56.60%,35.40%,4.26%,N/A,77.51%,53.80%,8%,Pacific Standard Time,67,5.4,57.10%,66,N/A,49,25.2%,116.64,0,0,8162
Santa Clara,California,124635,6774,San Jose-Sunnyvale-Santa Clara,1912108,80,58,22,15,63,261,0,51.4,46.1,4,9,38,33,59.86%,$93840,3.7%,$2686,895,$1300000,1587,$819,47,40.50%,7%,73%,108%,37,23 mins,2.50%,2.50%,10.80%,Santa Clara County,72.70%,20.60%,43.24%,2.96%,39.92%,17.10%,42.2%,Pacific Standard Time,67,5.1,47.30%,58,41,74,19.2%,14.58,0,0,4302
Saratoga,California,31013,2429,San Jose-Sunnyvale-Santa Clara,1912108,86,59,27,34,65,257,0,51.4,46.1,5,10,19,49,77.52%,$167917,3.2%,N/A,N/A,$3100000,2818,$1100,50,81.40%,3%,49%,91%,70,28 mins,2.80%,2.50%,5.10%,Santa Clara County,72.70%,20.60%,47.66%,N/A,47.46%,4.00%,40.5%,Pacific Standard Time,67,5.1,31.70%,28,N/A,45,19.9%,3.30,0,0,3568
Stanford,California,15277,5594,San Jose-Sunnyvale-Santa Clara,1912108,80,58,22,17,61,262,0,51.4,46.1,5,15,30,22,93.56%,$51622,4.7%,N/A,N/A,$2914400,N/A,N/A,31,24.20%,1%,39%,94%,62,14 mins,2.80%,2.50%,7.20%,Santa Clara County,72.70%,20.60%,28.25%,3.79%,56.43%,13.60%,27.5%,Pacific Standard Time,67,5.1,82.90%,73,N/A,100,13.3%,0.00,0,0,4430
Sunnyvale,California,151565,6892,San Jose-Sunnyvale-Santa Clara,1912108,80,58,22,15,63,260,0,51.4,46.1,5,11,25,35,65.08%,$103257,3.7%,N/A,N/A,$1500000,1570,$955,45,43.10%,5%,73%,107%,54,24 mins,2.30%,2.50%,11.10%,Santa Clara County,72.70%,20.60%,46.68%,1.60%,39.82%,16.60%,48.2%,Pacific Standard Time,67,5.1,40.10%,59,41,76,18.0%,8.41,0,0,4422
Tres Pinos,California,596,166,San Jose-Sunnyvale-Santa Clara,1912108,87,59,28,15,56,262,0,49.4,43.9,4,19,38,41,24.13%,$75893,1.8%,N/A,N/A,$815700,N/A,N/A,38,71.80%,6%,40%,72%,85,34 mins,5.10%,1.80%,124.10%,San Benito County,56.60%,35.40%,N/A,N/A,92.97%,22.10%,11.5%,Pacific Standard Time,67,5.4,43.90%,21,N/A,N/A,21.2%,143.68,0,0,9181
