City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Asbury Lake,Florida,13465,794,Jacksonville,1581680,$100681,37.13%,40,$303000,1825,$166,16,86.78%,$2189,39.18%,N/A,N/A,3.4%,1.08%,62.86%,Clay County,25.90%,69.90%,2.11%,7.05%,82.66%,3.49%,3.85%,Eastern Standard Time,93,66,27,77,48,56%,59%,59,71,107,64%,65%,59%,52.49,22.05,8.96,33.18%,51.87%,27.44%,0.0,0,6.7,68.4,60,15,5.6,16.96,FL-02187,30.0472066,-81.7852969
Atlantic Beach,Florida,13353,3629,Jacksonville,1581680,$103288,55.19%,49,$700000,2017,$347,35,75.34%,$1883,43.36%,257,1408,8.59%,2.49%,59.84%,Duval County,47.10%,48.50%,3.72%,9.44%,73.37%,8.81%,9.83%,Eastern Standard Time,89,65,24,77,50,56%,59%,59,71,98,64%,65%,59%,50.73,19.73,8.63,33.07%,42.75%,32.56%,0.0,0,6.7,68.4,68,-3000,5.8,3.68,FL-02400,30.3411693,-81.3801303
Baldwin,Florida,1297,642,Jacksonville,1581680,$55862,18.31%,41,$159000,772,$206,47,55.14%,$514,57.46%,N/A,N/A,9.33%,7.0%,58.7%,Duval County,47.10%,48.50%,0.0%,14.8%,74.71%,6.48%,2.31%,Eastern Standard Time,92,66,26,72,42,56%,59%,59,71,105,64%,65%,59%,48.31,20.64,8.26,33.18%,51.87%,27.44%,0.0,0,6.7,68.4,50,90,5.8,2.02,FL-03250,30.3051461,-81.9743539
Bellair-Meadowbrook Terrace,Florida,13887,3387,Jacksonville,1581680,$56887,20.6%,38,$235000,1343,$175,40,48.66%,$1395,57.56%,N/A,N/A,14.17%,2.77%,65.15%,Clay County,25.90%,69.90%,5.33%,17.69%,56.3%,16.76%,7.84%,Eastern Standard Time,93,66,27,77,48,56%,59%,59,71,107,64%,65%,59%,52.72,21.83,8.89,33.18%,51.87%,27.44%,0.0,0,6.7,68.4,54,72,5.6,4.1,FL-05025,30.1795683,-81.7375539
Crescent Beach,Florida,903,627,Jacksonville,1581680,$120917,59.37%,62,$702000,1106,$635,38,82.67%,$2083,35.33%,N/A,N/A,2.66%,0.0%,48.1%,St. Johns County,31.30%,64.30%,0.0%,0.0%,92.58%,3.1%,9.97%,Eastern Standard Time,90,66,24,74,48,60%,64%,61,71,102,64%,65%,59%,52.04,20.55,9.0,32.58%,49.78%,26.11%,0.0,0,7.0,73.4,76,6,5.7,1.44,FL-15325,29.7351103,-81.2411832
Fernandina Beach,Florida,13239,1119,Jacksonville,1581680,$92535,51.15%,58,$672000,1953,$344,32,76.8%,$1581,43.65%,196,1195,8.69%,2.61%,51.74%,Nassau County,23.10%,72.90%,1.13%,7.33%,80.48%,10.05%,5.45%,Eastern Standard Time,91,65,26,74,46,56%,59%,59,71,103,64%,65%,59%,50.83,20.38,9.47,28.68%,38.9%,26.78%,0.0,0,6.7,68.4,65,45,5.5,11.83,FL-22175,30.657278,-81.4514332
Flagler Estates,Florida,3934,332,Jacksonville,1581680,$73016,13.14%,36,$287000,1108,$259,18,83.18%,$1130,35.38%,N/A,N/A,13.85%,4.23%,58.03%,St. Johns County,31.30%,64.30%,0.0%,2.82%,76.54%,12.43%,9.66%,Eastern Standard Time,91,68,23,73,45,60%,64%,61,71,106,64%,65%,59%,54.59,20.98,9.34,32.58%,49.78%,26.11%,0.0,0,7.0,73.4,68,9,5.7,11.84,FL-22560,29.6441438,-81.4570448
Fleming Island,Florida,29351,1853,Jacksonville,1581680,$119046,47.9%,48,$438000,2293,$191,20,88.06%,$1918,32.35%,N/A,N/A,5.11%,1.81%,58.84%,Clay County,25.90%,69.90%,2.93%,4.71%,78.19%,10.7%,6.3%,Eastern Standard Time,93,66,27,77,48,56%,59%,59,71,107,64%,65%,59%,52.1,21.63,9.02,33.18%,51.87%,27.44%,0.0,0,6.7,68.4,57,39,5.6,15.84,FL-22660,30.0988322,-81.7124348
Glen St. Mary,Florida,616,1339,Jacksonville,1581680,$51691,7.69%,30,$320000,1509,$212,43,68.67%,$1012,31.73%,N/A,N/A,34.09%,1.6%,48.97%,Baker County,16.60%,81.00%,0.0%,0.0%,91.88%,7.63%,0.32%,Eastern Standard Time,92,66,26,71,40,56%,59%,59,71,104,64%,65%,59%,53.47,21.89,9.93,33.18%,51.87%,27.44%,0.0,0,6.7,68.4,55,117,5.7,0.46,FL-26075,30.2751662,-82.1602959
Green Cove Springs,Florida,9937,1320,Jacksonville,1581680,$66907,27.65%,43,$309000,1839,$168,26,76.48%,$1285,48.71%,352,2139,10.4%,4.87%,54.95%,Clay County,25.90%,69.90%,1.88%,15.77%,64.24%,10.41%,5.21%,Eastern Standard Time,93,66,27,77,48,56%,59%,59,71,107,64%,65%,59%,52.49,22.05,8.96,33.18%,51.87%,27.44%,0.0,0,6.7,68.4,63,15,5.6,7.53,FL-27400,29.9904014,-81.6806938
Hastings,Florida,608,188,Jacksonville,1581680,N/A,13.38%,56,$287000,1108,$259,53,67.83%,$911,63.46%,N/A,N/A,40.04%,1.76%,34.0%,St. Johns County,31.30%,64.30%,0.0%,46.88%,50.99%,2.14%,4.93%,Eastern Standard Time,91,66,25,73,48,60%,64%,61,71,105,64%,65%,59%,51.27,22.0,8.06,36.82%,57.25%,29.67%,0.0,0,7.0,73.4,68,6,5.7,3.24,FL-29100,29.7144633,-81.4990253
Hilliard,Florida,2993,543,Jacksonville,1581680,$59949,10.27%,31,$337000,1677,$201,36,57.52%,$997,49.23%,N/A,N/A,29.36%,3.17%,63.19%,Nassau County,23.10%,72.90%,0.0%,9.39%,83.9%,1.1%,0.33%,Eastern Standard Time,94,67,27,73,44,56%,59%,59,71,111,64%,65%,59%,52.76,21.75,9.87,31.12%,46.92%,29.44%,0.3,0,6.7,68.4,61,111,5.5,5.51,FL-30750,30.6865515,-81.9211976
Jacksonville,Florida,961739,1287,Jacksonville,1581680,$66981,31.85%,36,$292000,1513,$193,34,58.45%,$1375,55.37%,647,3309,15.03%,4.63%,65.39%,Duval County,47.10%,48.50%,4.93%,30.09%,47.7%,12.0%,12.16%,Eastern Standard Time,93,66,27,77,48,56%,59%,59,71,107,64%,65%,59%,51.92,20.08,8.87,33.18%,51.87%,27.44%,0.0,0,6.7,68.4,54,21,5.8,747.29,FL-35000,30.3369854,-81.6602369
Jacksonville Beach,Florida,23601,3224,Jacksonville,1581680,$115825,58.24%,44,$633000,1540,$411,37,72.66%,$1867,51.29%,471,3570,5.77%,1.71%,69.17%,Duval County,47.10%,48.50%,1.53%,2.11%,86.5%,5.33%,5.27%,Eastern Standard Time,89,65,24,77,50,56%,59%,59,71,98,64%,65%,59%,52.31,19.29,9.79,33.07%,42.75%,32.56%,0.0,0,6.7,68.4,62,9,5.8,7.32,FL-35050,30.2792707,-81.3745273
Keystone Heights,Florida,1539,1425,Jacksonville,1581680,$77938,28.06%,38,$225000,1452,$155,50,74.6%,$1269,60.36%,N/A,N/A,14.72%,2.55%,59.37%,Clay County,25.90%,69.90%,4.55%,0.26%,78.49%,12.28%,5.33%,Eastern Standard Time,91,68,23,70,43,56%,61%,59,71,104,64%,65%,59%,52.56,22.47,9.14,34.66%,54.84%,27.89%,0.0,0,6.0,68.4,54,117,5.6,1.08,FL-36475,29.7811638,-82.0340573
Lakeside,Florida,31548,2346,Jacksonville,1581680,$80686,23.27%,40,$316000,1765,$179,36,76.0%,$1384,50.67%,N/A,N/A,7.54%,6.75%,62.22%,Clay County,25.90%,69.90%,1.45%,17.11%,62.69%,13.3%,6.36%,Eastern Standard Time,93,66,27,77,48,56%,59%,59,71,107,64%,65%,59%,52.72,21.83,8.89,33.18%,51.87%,27.44%,0.0,0,6.7,68.4,55,72,5.6,13.45,FL-38813,30.1356171,-81.7673606
Macclenny,Florida,7558,1552,Jacksonville,1581680,$63640,15.35%,38,$277000,1489,$186,31,61.78%,$1294,58.25%,N/A,N/A,10.02%,2.86%,58.08%,Baker County,16.60%,81.00%,1.01%,19.94%,68.5%,5.21%,2.28%,Eastern Standard Time,92,66,26,71,40,56%,59%,59,71,104,64%,65%,59%,50.61,20.25,8.98,33.18%,51.87%,27.44%,0.0,0,6.7,68.4,57,108,5.7,4.87,FL-41950,30.2810403,-82.1252541
Middleburg,Florida,11911,607,Jacksonville,1581680,$70877,20.0%,43,$312000,1617,$193,26,82.4%,$1094,41.82%,N/A,N/A,8.77%,3.83%,66.56%,Clay County,25.90%,69.90%,0.94%,2.92%,82.81%,7.05%,5.96%,Eastern Standard Time,93,66,27,77,48,56%,59%,59,71,107,64%,65%,59%,52.72,21.83,8.89,34.66%,54.84%,27.89%,0.0,0,6.7,68.4,60,72,5.6,19.62,FL-45350,30.0502308,-81.9010725
Nassau Village-Ratliff,Florida,5245,358,Jacksonville,1581680,N/A,N/A,N/A,$385000,1726,$223,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nassau County,23.10%,72.90%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,92,66,26,73,43,56%,59%,59,71,104,64%,65%,59%,50.16,20.52,8.67,29.29%,43.96%,24.33%,0.0,0,6.7,68.4,61,30,5.5,14.67,FL-47775,30.526445,-81.769816
Neptune Beach,Florida,7199,3076,Jacksonville,1581680,$111025,59.57%,45,$500000,1553,$322,47,72.5%,$1481,37.41%,163,1527,1.82%,1.79%,70.92%,Duval County,47.10%,48.50%,0.44%,0.0%,91.61%,5.64%,3.65%,Eastern Standard Time,89,65,24,77,50,56%,59%,59,71,98,64%,65%,59%,50.73,19.73,8.63,33.07%,42.75%,32.56%,0.0,0,6.7,68.4,67,-3000,5.8,2.34,FL-48100,30.3161359,-81.3818974
Nocatee,Florida,25581,954,Jacksonville,1581680,$131488,68.0%,40,$695000,2348,$296,5,90.45%,$3501,27.04%,N/A,N/A,4.83%,6.2%,55.16%,St. Johns County,31.30%,64.30%,5.61%,1.32%,81.83%,7.36%,8.09%,Eastern Standard Time,89,65,24,77,50,56%,59%,59,71,98,64%,65%,59%,53.89,21.33,9.39,33.07%,42.75%,32.56%,0.0,0,6.7,68.4,70,6,5.7,26.81,FL-48850,30.0927364,-81.409439
