City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931
Aloha,Oregon,55205,7511,Portland-Vancouver-Hillsboro,2510259,81,47,34,40,156,141,2,52.4,44.1,4,13,45,34,31.10%,$62988,9.9%,$1445,894,$462500,1634,$283,37,67.60%,4%,48%,45%,36,26 mins,3.50%,0.90%,16.00%,Washington County,56.90%,30.90%,10.24%,4.21%,71.58%,22.30%,19.2%,Pacific Standard Time,39,3,47.70%,40,37,64,20.6%,0.00,0,0,235
Amity,Oregon,1698,2816,Portland-Vancouver-Hillsboro,2510259,83,45,38,43,138,153,4,51.8,44.1,5,9,22,37,13.41%,$54079,17.5%,N/A,N/A,$280500,N/A,N/A,42,62.40%,7%,57%,47%,75,27 mins,4.00%,0.90%,10.30%,Yamhill County,39.60%,47.70%,N/A,N/A,87.88%,18.30%,2.2%,Pacific Standard Time,39,3,45.60%,40,N/A,35,19.0%,0.00,0,0,124
Banks,Oregon,1694,2359,Portland-Vancouver-Hillsboro,2510259,82,45,37,43,157,140,3,52.2,43.9,4,8,22,31,28.23%,$77115,2%,$1161,737,$391500,N/A,N/A,22,73.90%,3%,49%,42%,80,26 mins,3.50%,0.90%,-15.30%,Washington County,56.90%,30.90%,1.38%,N/A,91.28%,8.30%,2.7%,Pacific Standard Time,39,3,41.70%,49,N/A,53,18.2%,5.60,0,0,168
Barlow,Oregon,138,2654,Portland-Vancouver-Hillsboro,2510259,82,46,36,43,147,141,2,51.4,43.2,5,12,31,38,N/A,$34922,0%,$1333,916,$280200,N/A,N/A,65,89.40%,5%,56%,42%,52,28 mins,3.90%,0.90%,1.50%,Clackamas County,47.70%,41.30%,N/A,N/A,82.52%,29.70%,5%,Pacific Standard Time,39,2.8,51.20%,9,N/A,42,19.3%,0.00,0,0,224
Beavercreek,Oregon,4257,212,Portland-Vancouver-Hillsboro,2510259,82,46,36,49,160,142,2,52.9,44.4,5,9,27,47,32.52%,$82595,3.1%,N/A,N/A,$497800,N/A,N/A,40,93.40%,6%,56%,41%,53,30 mins,3.90%,0.90%,-4.20%,Clackamas County,47.70%,41.30%,1.18%,N/A,96.25%,1.30%,3.9%,Pacific Standard Time,39,2.8,33.60%,27,N/A,41,23.2%,0.00,0,0,249
Beaverton,Oregon,95710,4887,Portland-Vancouver-Hillsboro,2510259,81,47,34,41,155,141,2,52.6,44.2,4,11,25,36,46.49%,$57068,7.8%,$1590,868,$500000,1858,$269,32,47.30%,5%,54%,48%,31,24 mins,3.50%,0.90%,8.70%,Washington County,56.90%,30.90%,12.87%,2.33%,73.95%,16.40%,21.1%,Pacific Standard Time,39,3,49.50%,50,37,68,20.4%,0.65,0,0,255
Bethany,Oregon,23177,4258,Portland-Vancouver-Hillsboro,2510259,81,47,34,40,155,143,2,52.3,43.9,N/A,10,33,38,69.58%,$111023,3.4%,$1484,926,$675000,2419,$279,19,70.20%,4%,49%,44%,50,24 mins,3.50%,0.90%,19.00%,Washington County,56.90%,30.90%,39.03%,1.67%,51.82%,5.60%,33.9%,Pacific Standard Time,39,3,28.80%,36,27,56,16.6%,0.00,0,0,271
Bull Mountain,Oregon,9698,4966,Portland-Vancouver-Hillsboro,2510259,81,47,34,41,151,143,2,52.3,43.9,N/A,9,28,39,54.30%,$95556,0.6%,$1386,857,$600000,2419,$248,21,87.10%,4%,51%,44%,42,28 mins,3.50%,0.90%,5.80%,Washington County,56.90%,30.90%,10.15%,2.17%,83.45%,6.60%,14.4%,Pacific Standard Time,39,3,37.20%,5,0,40,20.1%,0.00,0,0,247
Canby,Oregon,17337,3870,Portland-Vancouver-Hillsboro,2510259,82,46,36,43,148,140,2,52.6,44.5,5,12,23,36,26.44%,$58653,7.1%,$1333,916,$380200,N/A,N/A,27,65.60%,5%,57%,42%,44,26 mins,3.90%,0.90%,12.70%,Clackamas County,47.70%,41.30%,2.06%,N/A,86.40%,17.50%,10.2%,Pacific Standard Time,39,2.8,41.90%,88,N/A,86,19.3%,1.27,0,0,226
Carlton,Oregon,1937,2201,Portland-Vancouver-Hillsboro,2510259,82,45,37,42,144,156,3,52,44.2,4,9,14,36,17.05%,$51685,7.7%,N/A,N/A,$350100,N/A,N/A,41,74.70%,9%,64%,52%,80,24 mins,4.00%,0.90%,11.40%,Yamhill County,39.60%,47.70%,3.03%,N/A,87.43%,9.00%,3.9%,Pacific Standard Time,39,3,42.50%,62,N/A,N/A,23.4%,0.00,0,0,108
