City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Addison township,Michigan,6503,6774,Detroit-Warren-Dearborn,4382832,N/A,N/A,N/A,$525000,4339,$121,N/A,N/A,N/A,N/A,90,225,N/A,N/A,N/A,Oakland County,51.30%,43.20%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,83,32,51,63,18,59%,54%,39,59,84,52%,67%,39%,36.49,10.83,6.9,35.97%,35.16%,31.78%,44.7,29,8.1,32.7,81,621,3.2,0.96,MI-00400,42.8432641,-83.1602335
Algonac,Michigan,4173,2939,Detroit-Warren-Dearborn,4382832,$49306,13.68%,42,$217000,1596,$136,52,69.71%,$732,54.09%,N/A,N/A,18.26%,7.08%,57.22%,St. Clair County,31.50%,62.90%,0.0%,0.96%,93.46%,2.44%,0.48%,Eastern Standard Time,85,33,52,62,18,59%,54%,39,59,87,52%,67%,39%,35.67,10.53,6.95,36.16%,32.42%,39.89%,44.7,29,8.5,32.7,76,531,3.5,1.42,MI-01180,42.6207219,-82.5339422
Allen Park,Michigan,28431,4062,Detroit-Warren-Dearborn,4382832,$69455,28.49%,43,$194000,1102,$176,65,85.88%,$1063,49.74%,178,1840,8.63%,5.45%,63.63%,Wayne County,66.40%,29.30%,1.36%,4.44%,80.29%,10.59%,4.08%,Eastern Standard Time,84,32,52,63,18,59%,54%,39,59,86,52%,67%,39%,39.12,11.54,7.74,39.18%,33.74%,45.78%,50.3,39,N/A,32.7,61,531,3.3,7.0,MI-01380,42.2594933,-83.2107062
Almont,Michigan,2830,2112,Detroit-Warren-Dearborn,4382832,$70022,18.83%,39,$262000,1489,$176,37,90.01%,$886,43.27%,390,1030,14.38%,7.72%,65.41%,Lapeer County,28.20%,66.50%,2.9%,0.0%,82.4%,10.49%,11.7%,Eastern Standard Time,83,31,52,63,17,61%,55%,38,58,85,52%,67%,39%,36.47,11.03,6.84,36.16%,32.42%,39.89%,44.7,29,8.1,32.3,74,699,3.3,1.34,MI-01660,42.9207659,-83.0434728
Almont township,Michigan,2830,2112,Detroit-Warren-Dearborn,4382832,$70022,18.83%,39,$262000,1489,$176,37,90.01%,$886,43.27%,390,1030,14.38%,7.72%,65.41%,Lapeer County,28.20%,66.50%,2.9%,0.0%,82.4%,10.49%,11.7%,Eastern Standard Time,83,31,52,63,17,61%,55%,38,58,85,52%,67%,39%,36.47,11.03,6.84,36.16%,32.42%,39.89%,44.7,29,8.1,32.3,79,699,3.3,1.34,MI-01660,42.9207659,-83.0434728
Arcadia township (Lapeer Cnty),Michigan,3104,5173,Detroit-Warren-Dearborn,4382832,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lapeer County,28.20%,66.50%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,84,31,53,61,16,61%,55%,38,58,86,52%,67%,39%,35.31,10.6,6.32,44.27%,38.24%,54.67%,44.7,29,8.1,32.3,85,750,3.3,0.6,MI-03280,43.1064784,-83.1706809
Armada,Michigan,2115,2858,Detroit-Warren-Dearborn,4382832,$98500,39.92%,40,$238000,1641,$145,67,89.39%,$885,43.19%,N/A,N/A,4.79%,3.7%,61.35%,Macomb County,42.00%,53.60%,0.14%,0.61%,96.08%,0.8%,0.09%,Eastern Standard Time,83,31,52,63,17,59%,54%,39,59,84,52%,67%,39%,36.47,11.03,6.84,36.16%,32.42%,39.89%,44.7,29,8.1,32.7,80,699,3.2,0.74,MI-03520,42.8423808,-82.8832024
Armada township,Michigan,2115,2858,Detroit-Warren-Dearborn,4382832,$98500,39.92%,40,$238000,1641,$145,67,89.39%,$885,43.19%,N/A,N/A,4.79%,3.7%,61.35%,Macomb County,42.00%,53.60%,0.14%,0.61%,96.08%,0.8%,0.09%,Eastern Standard Time,83,31,52,63,17,59%,54%,39,59,84,52%,67%,39%,36.47,11.03,6.84,36.16%,32.42%,39.89%,44.7,29,8.1,32.7,80,699,3.2,0.74,MI-03520,42.8423808,-82.8832024
Attica,Michigan,1042,218,Detroit-Warren-Dearborn,4382832,$78625,7.49%,51,$286000,1368,$209,62,95.3%,N/A,38.72%,N/A,N/A,13.34%,2.43%,58.01%,Lapeer County,28.20%,66.50%,0.0%,0.29%,97.6%,1.44%,0.0%,Eastern Standard Time,84,31,53,61,16,61%,55%,38,58,86,52%,67%,39%,35.31,10.6,6.32,44.27%,38.24%,54.67%,44.7,29,8.1,32.3,82,750,3.3,4.78,MI-04020,43.0313551,-83.1607055
Attica township,Michigan,1042,218,Detroit-Warren-Dearborn,4382832,$78625,7.49%,51,$286000,1368,$209,62,95.3%,N/A,38.72%,N/A,N/A,13.34%,2.43%,58.01%,Lapeer County,28.20%,66.50%,0.0%,0.29%,97.6%,1.44%,0.0%,Eastern Standard Time,84,31,53,61,16,61%,55%,38,58,86,52%,67%,39%,35.31,10.6,6.32,44.27%,38.24%,54.67%,44.7,29,8.1,32.3,82,750,3.3,4.78,MI-04020,43.0313551,-83.1607055
