City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931
Anthony,Texas,5503,861,El Paso,784031,95,57,38,10,43,298,3,54,35.6,7,12,40,35,11.75%,$30541,22.4%,N/A,N/A,$131100,N/A,N/A,30,66.80%,1%,11%,6%,62,25 mins,4.00%,1.90%,15.50%,El Paso County,68.50%,25.70%,N/A,2.75%,81.02%,82.00%,22.5%,Mountain Standard Time,3700,6.6,57.90%,50,N/A,45,18.4%,30.05,4,0,2
Butterfield,Texas,4,1,El Paso,784031,96,58,38,10,44,293,4,54.8,36.4,N/A,16,31,8,N/A,$18672,N/A,$934,859,$50300,N/A,N/A,34,40.70%,3%,13%,7%,82,23 mins,4.00%,1.90%,-98.60%,El Paso County,68.50%,25.70%,N/A,N/A,81.67%,100.00%,100%,Mountain Standard Time,3700,6.6,100.00%,0,N/A,19,N/A,0.00,4,0,2
Canutillo,Texas,5075,1854,El Paso,784031,95,57,38,10,43,297,3,54,35.3,8,23,47,27,15.23%,$34522,32.8%,$762,804,$125700,N/A,N/A,32,53.30%,1%,11%,7%,71,23 mins,4.00%,1.90%,-19.00%,El Paso County,68.50%,25.70%,N/A,N/A,79.07%,90.70%,33%,Mountain Standard Time,3700,6.6,54.30%,56,N/A,59,16.8%,40.66,4,0,2
Clint,Texas,918,467,El Paso,784031,96,58,38,10,43,290,3,55.1,36.7,8,10,12,40,14.77%,$38125,13%,N/A,N/A,$102900,N/A,N/A,44,68.80%,3%,13%,7%,69,30 mins,4.00%,1.90%,30.40%,El Paso County,68.50%,25.70%,N/A,N/A,80.57%,89.30%,20.2%,Mountain Standard Time,3700,6.6,50.30%,9,N/A,32,17.1%,178.57,N/A,0,4
Dell City,Texas,376,226,El Paso,784031,97,59,38,10,41,289,1,55,36.6,8,21,38,36,N/A,$24554,0%,$934,859,$37900,N/A,N/A,43,41.80%,4%,12%,5%,80,23 mins,4.90%,1.30%,-1.80%,Hudspeth County,37.20%,57.70%,N/A,N/A,50.91%,57.70%,26.9%,Mountain Standard Time,3700,7.1,50.80%,20,N/A,N/A,14.8%,56.66,4,0,3
El Paso,Texas,678266,2635,El Paso,784031,96,58,38,10,43,297,3,54.5,36,8,22,30,32,25.09%,$42037,16.8%,$886,812,$212000,1796,$118,37,53.30%,4%,12%,6%,66,22 mins,3.90%,1.90%,7.90%,El Paso County,68.50%,25.70%,1.44%,3.63%,80.07%,80.80%,23.8%,Mountain Standard Time,3700,6.6,50.90%,41,31,42,18.2%,17.84,4,0,3
Fabens,Texas,6203,1434,El Paso,784031,96,59,37,10,44,289,3,55.1,36.6,8,23,47,34,3.39%,$24478,30.5%,N/A,N/A,$62400,N/A,N/A,34,59.80%,3%,13%,7%,75,34 mins,4.00%,1.90%,-15.80%,El Paso County,68.50%,25.70%,N/A,N/A,70.62%,96.60%,33.3%,Mountain Standard Time,3700,6.6,47.50%,51,N/A,50,14.4%,22.46,4,1,4
Fort Bliss,Texas,10188,1639,El Paso,784031,96,58,38,10,45,294,4,54.8,36.1,8,23,52,22,32.49%,$47602,12.3%,N/A,N/A,$148000,N/A,N/A,23,0.00%,3%,13%,7%,67,23 mins,4.00%,1.90%,14.90%,El Paso County,68.50%,25.70%,2.24%,13.78%,62.27%,25.00%,4.8%,Mountain Standard Time,3700,6.6,55.10%,27,21,N/A,N/A,0.00,4,0,3
Fort Hancock,Texas,1466,77,El Paso,784031,97,60,37,9,40,293,1,55.8,37.1,8,20,37,31,1.92%,$20951,42.7%,$934,859,$55000,N/A,N/A,26,51.10%,4%,12%,5%,80,23 mins,4.90%,1.30%,-11.40%,Hudspeth County,37.20%,57.70%,N/A,N/A,68.64%,93.90%,35.1%,Mountain Standard Time,3700,7.1,44.30%,0,N/A,N/A,20.1%,5.34,3,0,5
Homestead Meadows North,Texas,5397,346,El Paso,784031,96,58,38,10,44,293,4,54.8,36.4,N/A,19,38,30,20.06%,$33542,27.7%,$934,859,$96200,N/A,N/A,23,71.00%,3%,13%,7%,74,27 mins,4.00%,1.90%,13.20%,El Paso County,68.50%,25.70%,N/A,N/A,86.48%,87.40%,31.9%,Mountain Standard Time,3700,6.6,37.00%,0,N/A,25,17.8%,0.00,4,0,2
