City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Appling,Georgia,833,94,Augusta-Richmond County,391234,$25313,34.97%,23,$410000,2595,$158,48,62.42%,N/A,65.63%,N/A,N/A,24.85%,19.75%,64.65%,Columbia County,29.00%,66.10%,0.0%,13.93%,82.23%,0.0%,0.0%,Eastern Standard Time,91,57,34,70,33,50%,52%,51,68,98,64%,67%,57%,45.78,12.73,12.9,29.78%,35.82%,33.0%,1.0,0,6.1,50.8,56,363,5,8.82,GA-02536,33.5587984,-82.3183445
Augusta-Richmond County,Georgia,196899,651,Augusta-Richmond County,391234,N/A,N/A,N/A,$216000,1701,$127,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Richmond County,64.20%,32.20%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,95,60,35,72,36,50%,52%,51,68,107,64%,67%,57%,43.4,13.12,11.96,29.15%,35.93%,32.11%,1.0,0,6.1,50.8,47,120,4.7,302.46,GA-04204,33.3645121,-82.0708133
Blythe,Georgia,686,241,Augusta-Richmond County,391234,$57778,12.94%,35,$369000,2073,$178,30,82.36%,$941,43.71%,N/A,N/A,9.48%,3.77%,59.96%,Richmond County,64.20%,32.20%,0.0%,5.54%,80.9%,9.77%,1.6%,Eastern Standard Time,95,60,35,72,36,52%,54%,53,69,109,63%,67%,56%,43.4,13.12,11.96,29.15%,35.93%,32.11%,1.0,0,5.9,53.1,60,120,4.7,2.85,GA-09040,33.301071,-82.2025251
Dearing,Georgia,631,770,Augusta-Richmond County,391234,$45909,21.86%,38,$143000,1430,$100,47,74.8%,$775,45.89%,N/A,N/A,13.0%,1.06%,55.97%,McDuffie County,39.90%,58.60%,0.0%,9.83%,82.41%,2.06%,0.0%,Eastern Standard Time,92,57,35,70,35,52%,54%,53,69,101,63%,67%,56%,45.78,12.73,12.9,29.78%,35.82%,33.0%,1.0,0,5.9,53.1,61,495,5.2,0.82,GA-22024,33.4148777,-82.3852198
Evans,Georgia,38443,1521,Augusta-Richmond County,391234,$112051,50.58%,40,$375000,2568,$146,20,88.65%,$1483,39.56%,N/A,N/A,4.32%,4.4%,64.14%,Columbia County,29.00%,66.10%,5.67%,8.49%,76.35%,5.93%,7.83%,Eastern Standard Time,92,56,36,71,36,50%,52%,51,68,100,64%,67%,57%,48.31,15.77,12.71,29.78%,35.82%,33.0%,1.0,0,6.1,50.8,51,300,5,25.27,GA-28044,33.5619516,-82.1350773
Girard,Georgia,248,78,Augusta-Richmond County,391234,$27500,7.64%,30,N/A,N/A,N/A,44,66.13%,N/A,66.44%,N/A,N/A,10.08%,17.71%,65.75%,Burke County,50.60%,48.00%,0.0%,45.97%,53.63%,0.4%,0.4%,Eastern Standard Time,92,59,33,70,34,54%,57%,55,70,103,59%,59%,55%,46.28,14.16,12.69,29.15%,35.93%,32.11%,1.0,0,6.9,60.5,65,252,5,3.16,GA-32916,33.0399509,-81.7121762
Grovetown,Georgia,14777,2804,Augusta-Richmond County,391234,$57769,21.91%,32,$269000,1964,$137,18,64.64%,$1142,44.79%,147,1126,9.72%,3.21%,61.54%,Columbia County,29.00%,66.10%,1.09%,23.23%,53.92%,14.71%,7.63%,Eastern Standard Time,94,58,36,74,40,50%,52%,51,68,104,64%,67%,57%,48.31,15.77,12.71,29.78%,35.82%,33.0%,1.0,0,6.1,50.8,56,300,5,5.27,GA-35716,33.4503578,-82.207274
Hephzibah,Georgia,3961,203,Augusta-Richmond County,391234,$54414,13.15%,43,$198000,1610,$123,35,69.5%,$858,52.18%,N/A,N/A,23.71%,8.41%,53.51%,Richmond County,64.20%,32.20%,0.45%,27.39%,66.17%,2.55%,2.93%,Eastern Standard Time,95,60,35,72,36,50%,52%,51,68,107,64%,67%,57%,43.4,13.12,11.96,29.15%,35.93%,32.11%,1.0,0,6.1,50.8,60,120,4.7,19.49,GA-38040,33.2906103,-82.099403
Keysville,Georgia,339,323,Augusta-Richmond County,391234,$47500,5.76%,37,N/A,N/A,N/A,27,72.57%,$629,45.45%,N/A,N/A,24.78%,7.89%,42.7%,Burke County,50.60%,48.00%,0.0%,51.92%,27.73%,19.47%,0.0%,Eastern Standard Time,92,59,33,70,34,52%,54%,53,69,101,63%,67%,56%,46.28,14.16,12.69,29.15%,35.93%,32.11%,1.0,0,5.9,53.1,62,252,5,1.05,GA-43360,33.2374332,-82.2289427
Lincolnton,Georgia,2033,579,Augusta-Richmond County,391234,$27763,16.33%,39,$290000,2248,$129,43,54.59%,$628,65.63%,N/A,N/A,22.7%,5.58%,50.19%,Lincoln County,31.00%,67.30%,0.39%,55.93%,42.2%,1.13%,5.36%,Eastern Standard Time,93,55,38,70,33,50%,52%,48,66,102,64%,67%,57%,46.76,12.82,13.18,27.92%,29.56%,31.22%,1.0,0,6.1,42.5,62,501,4.8,3.51,GA-46552,33.7930918,-82.4776542
Martinez,Georgia,34912,2408,Augusta-Richmond County,391234,$76201,37.83%,39,$254000,1764,$144,35,74.16%,$1095,49.54%,N/A,N/A,8.01%,3.29%,65.7%,Columbia County,29.00%,66.10%,5.8%,14.29%,71.31%,6.74%,9.82%,Eastern Standard Time,94,58,36,74,40,50%,52%,51,68,104,64%,67%,57%,48.71,15.77,12.69,29.78%,35.82%,33.0%,1.0,0,6.1,50.8,44,285,5,14.5,GA-50036,33.5209268,-82.0984605
Midville,Georgia,377,189,Augusta-Richmond County,391234,$45978,9.29%,35,N/A,N/A,N/A,64,68.44%,$684,55.74%,N/A,N/A,21.22%,4.48%,69.07%,Burke County,50.60%,48.00%,0.27%,56.23%,32.36%,8.49%,5.31%,Eastern Standard Time,92,58,34,71,35,52%,54%,53,69,101,63%,67%,56%,44.99,13.67,13.07,24.11%,29.23%,26.0%,1.0,0,5.9,53.1,62,255,5,1.99,GA-51240,32.8217505,-82.2346058
