City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931
Agawam Town,Massachusetts,28748,1233,Springfield,695654,83,33,50,47,116,191,40,58.9,38.8,N/A,12,25,45,33.18%,$63561,4.7%,$1243,719,$279900,1537,$182,46,73.10%,5%,20%,10%,57,21 mins,4.20%,3.60%,1.30%,Hampden County,54.60%,38.20%,1.95%,2.17%,93.44%,6.90%,7.4%,Eastern Standard Time,179,3.4,49.00%,22,N/A,35,19.2%,N/A,N/A,1,N/A
Amherst,Massachusetts,39880,1445,Springfield,695654,82,33,49,47,118,190,42,N/A,N/A,6,14,16,21,65.67%,$52537,N/A,$1667,813,$392500,1760,$223,46,41.70%,5%,18%,10%,64,17 mins,3.80%,3.60%,6.60%,Hampshire County,65.80%,25.90%,13.62%,5.32%,74.15%,6.10%,N/A,Eastern Standard Time,179,3.3,79.30%,84,N/A,55,N/A,0.00,23,1,6
Belchertown,Massachusetts,14906,283,Springfield,695654,82,32,50,48,123,190,43,N/A,N/A,6,13,17,43,48.59%,$74221,6.4%,N/A,N/A,$277900,N/A,N/A,34,75.70%,4%,18%,9%,73,28 mins,2.90%,3.60%,3.90%,Hampshire County,65.80%,25.90%,4.36%,N/A,93.35%,1.30%,7.4%,Eastern Standard Time,179,3.3,42.00%,46,N/A,36,19.5%,0.00,26,1,6
Blandford,Massachusetts,1259,24,Springfield,695654,78,30,48,51,141,190,66,N/A,N/A,6,6,21,49,N/A,$72361,0%,N/A,N/A,$228600,N/A,N/A,53,74.90%,8%,18%,8%,85,36 mins,4.20%,3.60%,6.30%,Hampden County,54.60%,38.20%,N/A,N/A,98.82%,N/A,1%,Eastern Standard Time,179,3.4,36.40%,1,N/A,9,18.9%,0.00,24,1,1
Brimfield,Massachusetts,3724,107,Springfield,695654,81,34,47,50,128,197,51,N/A,N/A,7,11,14,48,36.36%,$82365,N/A,N/A,N/A,$309900,1415,$219,41,75.70%,5%,17%,11%,80,35 mins,4.20%,3.60%,4.70%,Hampden County,54.60%,38.20%,N/A,3.85%,93.85%,2.50%,N/A,Eastern Standard Time,179,3.4,43.30%,29,N/A,33,N/A,0.00,29,1,4
Chester,Massachusetts,1529,42,Springfield,695654,79,31,48,52,138,190,69,N/A,N/A,6,10,16,39,22.43%,$65648,10.7%,N/A,N/A,$169200,N/A,N/A,66,69.60%,9%,23%,7%,85,35 mins,4.20%,3.60%,19.90%,Hampden County,54.60%,38.20%,N/A,N/A,99.32%,2.60%,1.6%,Eastern Standard Time,179,3.4,42.00%,3,N/A,N/A,18.0%,0.00,24,1,1
Chesterfield,Massachusetts,1303,42,Springfield,695654,80,31,49,52,142,190,77,N/A,N/A,6,6,12,44,30.11%,$63594,N/A,N/A,N/A,$231800,N/A,N/A,53,73.20%,4%,18%,9%,88,32 mins,2.90%,3.60%,28.40%,Hampshire County,65.80%,25.90%,N/A,N/A,97.57%,2.10%,N/A,Eastern Standard Time,179,3.3,46.00%,10,N/A,10,N/A,0.00,23,1,2
Chicopee,Massachusetts,55778,2435,Springfield,695654,83,34,49,46,116,193,40,58.5,38.5,6,23,37,39,20.03%,$47276,12.3%,$1192,592,$249000,1473,$169,63,54.60%,4%,20%,9%,48,19 mins,4.00%,3.60%,1.10%,Hampden County,54.60%,38.20%,2.36%,5.15%,85.81%,19.80%,7.8%,Eastern Standard Time,179,3.4,56.70%,43,35,41,20.0%,12.45,25,1,5
Cummington,Massachusetts,860,38,Springfield,695654,78,30,48,52,144,190,77,N/A,N/A,6,6,10,51,41.13%,$50521,N/A,N/A,N/A,$219500,N/A,N/A,61,64.90%,4%,18%,10%,90,23 mins,2.90%,3.60%,-21.80%,Hampshire County,65.80%,25.90%,N/A,N/A,98.11%,2.60%,N/A,Eastern Standard Time,179,3.3,54.00%,12,N/A,32,N/A,0.00,N/A,1,1
East Longmeadow,Massachusetts,16156,1242,Springfield,695654,83,33,50,46,118,190,43,N/A,N/A,6,9,24,45,42.56%,$84173,N/A,N/A,N/A,$349900,1785,$196,53,78.80%,5%,17%,10%,57,24 mins,2.60%,3.60%,4.60%,Hampden County,54.60%,38.20%,4.40%,4.74%,88.71%,2.30%,N/A,Eastern Standard Time,179,3.4,46.40%,60,N/A,46,N/A,0.00,N/A,1,5
Easthampton Town,Massachusetts,16051,1205,Springfield,695654,82,33,49,46,116,190,40,58.3,38.2,N/A,16,22,44,39.11%,$56927,5.4%,N/A,N/A,$252400,N/A,N/A,56,57.30%,5%,18%,10%,65,24 mins,2.90%,3.60%,0.00%,Hampshire County,65.80%,25.90%,1.55%,1.88%,92.32%,5.80%,5.2%,Eastern Standard Time,179,3.3,53.10%,83,N/A,64,21.1%,N/A,N/A,1,N/A
