City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931
Bangor,Wisconsin,599,17,La Crosse-Onalaska,137134,83,26,57,34,114,192,41,N/A,N/A,8,8,16,45,22.40%,$50500,3.2%,N/A,N/A,$157000,N/A,N/A,41,75.40%,3%,23%,26%,84,18 mins,3.00%,0.90%,-11.10%,La Crosse County,50.90%,41.40%,N/A,N/A,98.83%,2.20%,1.1%,Central Standard Time,838,3.3,36.00%,43,N/A,39,17.3%,35.01,0,1,0
Barre,Wisconsin,1288,62,La Crosse-Onalaska,137134,84,26,58,34,114,192,41,N/A,N/A,N/A,6,17,39,37.93%,$78021,N/A,N/A,N/A,$267800,N/A,N/A,25,81.90%,6%,27%,29%,81,20 mins,3.00%,0.90%,5.10%,La Crosse County,50.90%,41.40%,N/A,N/A,95.90%,N/A,N/A,Central Standard Time,838,3.3,34.60%,0,N/A,2,N/A,0.00,0,1,0
Brice Prairie,Wisconsin,2045,446,La Crosse-Onalaska,137134,83,26,57,34,114,195,41,58.6,37,N/A,7,18,43,31.66%,$70089,0.9%,N/A,N/A,$182100,N/A,N/A,39,86.00%,6%,27%,30%,78,25 mins,3.00%,0.90%,23.30%,La Crosse County,50.90%,41.40%,4.21%,N/A,92.85%,N/A,2.7%,Central Standard Time,838,3.3,34.50%,0,0,27,16.6%,0.00,N/A,1,0
Burns,Wisconsin,1037,21,La Crosse-Onalaska,137134,83,26,57,34,114,192,41,N/A,N/A,N/A,7,19,36,15.82%,$54250,N/A,N/A,N/A,$157200,N/A,N/A,36,82.00%,6%,26%,31%,83,26 mins,3.00%,0.90%,0.10%,La Crosse County,50.90%,41.40%,4.52%,N/A,94.00%,N/A,N/A,Central Standard Time,838,3.3,31.50%,0,N/A,25,N/A,0.00,0,1,0
Campbell,Wisconsin,4370,1166,La Crosse-Onalaska,137134,84,26,58,34,114,192,41,N/A,N/A,8,10,23,46,27.88%,$56786,N/A,N/A,N/A,$176700,N/A,N/A,42,69.10%,6%,27%,30%,73,18 mins,3.00%,0.90%,1.60%,La Crosse County,50.90%,41.40%,2.42%,N/A,94.22%,1.70%,N/A,Central Standard Time,838,3.3,40.00%,14,15,32,N/A,0.00,0,1,0
Farmington (La Crosse Cnty),Wisconsin,2255,30,La Crosse-Onalaska,137134,83,26,57,34,108,192,39,N/A,N/A,N/A,7,20,38,N/A,$54444,N/A,N/A,N/A,$205200,N/A,N/A,39,76.40%,6%,27%,30%,82,34 mins,3.00%,0.90%,28.10%,La Crosse County,50.90%,41.40%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,838,3.3,36.80%,0,N/A,N/A,N/A,N/A,N/A,1,N/A
French Island,Wisconsin,4370,2161,La Crosse-Onalaska,137134,84,26,58,34,114,193,41,58.6,37,8,8,23,46,27.88%,$56786,3.2%,N/A,N/A,$176700,N/A,N/A,42,69.10%,6%,26%,29%,73,18 mins,3.00%,0.90%,2.40%,La Crosse County,50.90%,41.40%,2.42%,N/A,94.22%,1.70%,1.8%,Central Standard Time,838,3.3,40.00%,34,18,36,17.4%,0.00,0,1,0
Greenfield (La Crosse Cnty),Wisconsin,2087,69,La Crosse-Onalaska,137134,83,26,57,34,113,192,43,N/A,N/A,N/A,7,19,42,N/A,$76509,N/A,N/A,N/A,$226200,N/A,N/A,32,83.30%,6%,27%,30%,82,23 mins,3.00%,0.90%,15.90%,La Crosse County,50.90%,41.40%,N/A,N/A,N/A,3.30%,N/A,Central Standard Time,838,3.3,40.80%,0,0,1,N/A,N/A,N/A,1,N/A
Hamilton,Wisconsin,2510,51,La Crosse-Onalaska,137134,83,26,57,34,114,192,41,N/A,N/A,N/A,5,14,45,39.01%,$82464,N/A,N/A,N/A,$264100,N/A,N/A,28,93.10%,6%,27%,29%,79,21 mins,3.00%,0.90%,6.10%,La Crosse County,50.90%,41.40%,2.38%,N/A,96.35%,N/A,N/A,Central Standard Time,838,3.3,24.60%,0,N/A,6,N/A,0.00,0,1,0
Holmen,Wisconsin,9693,1410,La Crosse-Onalaska,137134,84,26,58,34,115,195,41,58.7,37,8,8,20,35,31.50%,$59500,1.4%,N/A,N/A,$241000,N/A,N/A,23,68.50%,6%,31%,35%,80,20 mins,3.00%,0.90%,14.60%,La Crosse County,50.90%,41.40%,6.48%,N/A,88.80%,1.70%,2.6%,Central Standard Time,838,3.3,39.10%,49,N/A,N/A,17.4%,18.93,N/A,1,0
La Crosse,Wisconsin,51928,2390,La Crosse-Onalaska,137134,84,26,58,34,114,190,41,59.2,37.6,8,12,52,28,35.49%,$40340,8.6%,N/A,N/A,$157200,N/A,N/A,56,42.90%,6%,23%,25%,63,15 mins,3.40%,0.90%,1.40%,La Crosse County,50.90%,41.40%,4.04%,2.45%,89.91%,2.40%,2.9%,Central Standard Time,838,3.3,68.20%,53,27,65,18.3%,50.31,0,1,0
Medary,Wisconsin,1589,146,La Crosse-Onalaska,137134,84,26,58,34,114,192,41,N/A,N/A,N/A,6,17,48,42.92%,$76667,N/A,N/A,N/A,$238000,N/A,N/A,38,85.60%,6%,27%,28%,78,18 mins,3.00%,0.90%,-10.70%,La Crosse County,50.90%,41.40%,2.26%,N/A,95.05%,1.10%,N/A,Central Standard Time,838,3.3,32.20%,0,N/A,N/A,N/A,0.00,0,1,0
Onalaska,Wisconsin,18452,1802,La Crosse-Onalaska,137134,83,26,57,34,114,193,41,59.1,37.4,8,8,36,41,35.43%,$53813,4%,N/A,N/A,$213500,N/A,N/A,34,63.40%,6%,24%,29%,68,17 mins,3.00%,0.90%,7.70%,La Crosse County,50.90%,41.40%,8.32%,1.56%,86.98%,1.30%,5.4%,Central Standard Time,838,3.3,44.10%,28,10,42,17.6%,23.68,0,1,0
Onalaska town,Wisconsin,5690,160,La Crosse-Onalaska,137134,83,26,57,34,114,192,41,N/A,N/A,N/A,7,18,41,N/A,$76972,N/A,N/A,N/A,$203700,N/A,N/A,38,86.20%,6%,26%,30%,77,23 mins,3.00%,0.90%,2.50%,La Crosse County,50.90%,41.40%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,838,3.3,32.00%,0,N/A,4,N/A,N/A,N/A,1,N/A
Shelby,Wisconsin,4847,194,La Crosse-Onalaska,137134,83,26,57,34,114,192,42,N/A,N/A,8,7,19,47,47.09%,$80000,N/A,N/A,N/A,$218500,N/A,N/A,44,83.50%,6%,26%,30%,72,19 mins,3.00%,0.90%,3.10%,La Crosse County,50.90%,41.40%,1.29%,N/A,94.82%,2.90%,N/A,Central Standard Time,838,3.3,30.40%,10,N/A,1,N/A,0.00,0,1,0
Washington (La Crosse Cnty),Wisconsin,566,16,La Crosse-Onalaska,137134,81,24,57,34,110,192,46,N/A,N/A,N/A,7,19,47,N/A,$62917,N/A,N/A,N/A,$185700,N/A,N/A,69,79.80%,6%,27%,29%,84,18 mins,3.00%,0.90%,-21.30%,La Crosse County,50.90%,41.40%,N/A,N/A,N/A,1.40%,N/A,Central Standard Time,838,3.3,35.40%,0,N/A,3,N/A,N/A,N/A,1,N/A
West Salem,Wisconsin,5006,1496,La Crosse-Onalaska,137134,83,26,57,34,114,194,41,58.5,37,8,10,22,41,32.23%,$53850,1.4%,N/A,N/A,$213500,N/A,N/A,38,63.80%,11%,32%,37%,73,18 mins,3.00%,0.90%,4.90%,La Crosse County,50.90%,41.40%,2.92%,N/A,94.39%,1.80%,1.7%,Central Standard Time,838,3.3,44.10%,64,N/A,N/A,17.4%,22.82,0,1,0
