City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year,Hottest month's avg heat index high (F)
Deerfield,Michigan,1045,1100,Adrian,110229,$68472,12.46%,35,$185000,1267,$146,66,88.71%,$738,39.07%,N/A,N/A,16.2%,3.44%,68.28%,Lenawee County,36.20%,57.10%,0.0%,0.38%,97.13%,1.05%,0.19%,N/A,84,33,51,36.17,35.4,7.6,81,603,3.4,0.95,MI-21180,41.8901885,-83.7788547,52%,67%,39%,59%,54%,32.7,39,59,62,18,10.55,7.22,35.67%,33.3%,39.44%,26,86
Deerfield township (Lenawee Cnty),Michigan,1045,1100,Adrian,110229,$68472,12.46%,35,$185000,1267,$146,66,88.71%,$738,39.07%,N/A,N/A,16.2%,3.44%,68.28%,Lenawee County,36.20%,57.10%,0.0%,0.38%,97.13%,1.05%,0.19%,N/A,84,33,51,36.17,35.4,7.6,81,603,3.4,0.95,MI-21180,41.8901885,-83.7788547,52%,67%,39%,59%,54%,32.7,39,59,62,18,10.55,7.22,35.67%,33.3%,39.44%,26,86
Dover township (Lenawee Cnty),Michigan,1839,52,Adrian,110229,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lenawee County,36.20%,57.10%,N/A,N/A,N/A,N/A,N/A,N/A,84,32,52,31.97,25.9,7.6,82,729,3.4,35.37,MI-22820,41.8571031,-84.178664,50%,66%,39%,62%,56%,33.6,38,58,62,18,10.19,5.62,32.85%,30.55%,31.22%,23,86
Fairfield township (Lenawee Cnty),Michigan,1688,40,Adrian,110229,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lenawee County,36.20%,57.10%,N/A,N/A,N/A,N/A,N/A,N/A,84,32,52,31.97,25.9,7.6,81,729,3.4,42.2,MI-27020,41.765909,-84.0591322,52%,67%,39%,59%,54%,32.7,39,59,62,18,10.19,5.62,32.85%,30.55%,31.22%,23,86
Franklin township (Lenawee Cnty),Michigan,3175,1194,Adrian,110229,N/A,N/A,N/A,$410000,2000,$205,N/A,N/A,N/A,N/A,61,1101,N/A,N/A,N/A,Lenawee County,36.20%,57.10%,N/A,N/A,N/A,N/A,N/A,N/A,84,32,52,37.51,58.0,N/A,81,888,3.4,2.66,MI-30320,42.0284751,-84.0687125,52%,67%,39%,59%,54%,32.7,39,59,59,15,10.78,7.46,34.03%,30.77%,35.78%,51,86
Hudson,Michigan,2413,1102,Adrian,110229,N/A,N/A,N/A,$162000,1800,$90,N/A,N/A,N/A,N/A,407,1540,N/A,N/A,N/A,Lenawee County,36.20%,57.10%,N/A,N/A,N/A,N/A,N/A,N/A,86,33,53,38.15,41.4,7.6,84,705,3.4,2.19,MI-39740,41.8555569,-84.2964516,50%,66%,39%,62%,56%,33.6,38,58,59,15,11.24,7.67,32.85%,30.55%,31.22%,30,89
Hudson township (Lenawee Cnty),Michigan,1393,636,Adrian,110229,N/A,N/A,N/A,$162000,1800,$90,N/A,N/A,N/A,N/A,407,1540,N/A,N/A,N/A,Lenawee County,36.20%,57.10%,N/A,N/A,N/A,N/A,N/A,N/A,86,33,53,38.15,41.4,7.6,84,705,3.4,2.19,MI-39740,41.8555569,-84.2964516,50%,66%,39%,62%,56%,33.6,38,58,59,15,11.24,7.67,32.85%,30.55%,31.22%,30,89
Jasper,Michigan,344,85,Adrian,110229,$60234,1.49%,34,N/A,N/A,N/A,76,80.81%,$950,56.14%,N/A,N/A,10.98%,7.57%,66.31%,Lenawee County,36.20%,57.10%,0.0%,0.0%,92.44%,7.56%,0.0%,N/A,84,32,52,31.97,35.4,7.6,81,729,3.4,4.03,MI-41540,41.7859076,-84.0403441,52%,67%,39%,59%,54%,32.7,39,59,62,18,10.19,5.62,32.85%,30.55%,31.22%,26,86
Macon,Michigan,1383,42,Adrian,110229,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lenawee County,36.20%,57.10%,N/A,N/A,N/A,N/A,N/A,N/A,85,33,52,37.4,58.0,7.6,81,768,3.4,32.93,MI-50520,42.0415993,-83.8303471,52%,67%,39%,59%,54%,32.7,39,59,60,15,11.1,6.87,35.67%,33.3%,39.44%,51,87
Madison charter township,Michigan,8451,279,Adrian,110229,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,132,1206,N/A,N/A,N/A,Lenawee County,36.20%,57.10%,N/A,N/A,N/A,N/A,N/A,N/A,84,32,52,31.97,35.4,7.6,76,729,3.4,30.29,MI-50540,41.853507,-84.0645949,52%,67%,39%,59%,54%,32.7,39,59,62,18,10.19,5.62,32.85%,30.55%,31.22%,26,86
Manitou Beach-Devils Lake,Michigan,1923,316,Adrian,110229,$81602,42.41%,62,$337000,1158,$291,55,97.97%,N/A,28.89%,N/A,N/A,3.85%,2.17%,55.48%,Lenawee County,36.20%,57.10%,0.0%,0.0%,99.01%,0.0%,0.0%,N/A,84,32,52,37.51,41.4,N/A,76,888,3.4,6.08,MI-50830,41.9786058,-84.2856393,50%,66%,39%,62%,56%,33.6,38,58,59,15,10.78,7.46,32.85%,30.55%,31.22%,30,86
Medina,Michigan,990,21,Adrian,110229,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lenawee County,36.20%,57.10%,N/A,N/A,N/A,N/A,N/A,N/A,86,33,53,38.15,25.9,7.6,82,705,3.4,47.14,MI-52820,41.760227,-84.2970203,60%,75%,47%,61%,55%,36.1,40,60,59,15,11.24,7.67,32.85%,30.55%,31.22%,23,89
Morenci,Michigan,1932,911,Adrian,110229,$41862,12.49%,43,$123000,1577,$78,75,75.24%,$709,53.22%,419,885,14.49%,6.45%,61.11%,Lenawee County,36.20%,57.10%,0.26%,0.0%,94.77%,1.6%,0.78%,N/A,86,33,53,38.15,25.9,7.6,82,705,3.4,2.12,MI-55500,41.7227117,-84.2168444,60%,75%,47%,61%,55%,36.1,40,60,59,15,11.24,7.67,32.85%,30.55%,31.22%,23,89
Ogden,Michigan,964,23,Adrian,110229,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lenawee County,36.20%,57.10%,N/A,N/A,N/A,N/A,N/A,N/A,84,32,52,36.53,35.4,7.6,81,636,3.4,41.91,MI-60260,41.7684463,-83.9416227,52%,67%,39%,59%,54%,32.7,39,59,62,18,11.08,6.91,32.85%,30.55%,31.22%,26,86
Onsted,Michigan,1249,1167,Adrian,110229,$54318,23.87%,30,$179000,1126,$159,46,63.73%,$690,52.37%,N/A,N/A,7.4%,7.96%,67.82%,Lenawee County,36.20%,57.10%,0.72%,2.56%,92.31%,0.96%,0.48%,N/A,84,32,52,37.51,41.4,N/A,81,888,3.4,1.07,MI-60840,42.0060959,-84.1893476,50%,66%,39%,62%,56%,33.6,38,58,59,15,10.78,7.46,34.03%,30.77%,35.78%,30,86
Palmyra,Michigan,2082,57,Adrian,110229,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lenawee County,36.20%,57.10%,N/A,N/A,N/A,N/A,N/A,N/A,85,34,51,38.34,35.4,7.6,80,696,3.4,36.53,MI-62240,41.8618166,-83.9443307,52%,67%,39%,59%,54%,32.7,39,59,61,18,11.35,7.14,34.03%,30.77%,35.78%,26,87
Raisin,Michigan,7606,210,Adrian,110229,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77,77,N/A,N/A,N/A,Lenawee County,36.20%,57.10%,N/A,N/A,N/A,N/A,N/A,N/A,86,33,53,37.12,58.0,7.6,80,714,3.4,36.22,MI-66840,41.948576,-83.9452254,52%,67%,39%,59%,54%,32.7,39,59,59,16,11.07,7.11,34.03%,30.77%,35.78%,51,89
Ridgeway,Michigan,1665,58,Adrian,110229,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lenawee County,36.20%,57.10%,N/A,N/A,N/A,N/A,N/A,N/A,86,33,53,37.12,58.0,7.6,81,714,3.4,28.71,MI-68540,41.9661224,-83.8310608,52%,67%,39%,59%,54%,32.7,39,59,59,16,11.07,7.11,35.67%,33.3%,39.44%,51,89
Riga,Michigan,1104,27,Adrian,110229,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lenawee County,36.20%,57.10%,N/A,N/A,N/A,N/A,N/A,N/A,87,35,52,36.53,35.4,7.6,81,636,3.4,40.89,MI-68580,41.770854,-83.8238596,52%,67%,39%,59%,54%,32.7,39,59,64,20,11.08,6.91,37.51%,32.31%,43.78%,26,90
Rollin,Michigan,3238,96,Adrian,110229,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lenawee County,36.20%,57.10%,N/A,N/A,N/A,N/A,N/A,N/A,84,32,52,37.51,41.4,N/A,74,888,3.4,33.73,MI-69340,41.9426786,-84.3041627,50%,66%,39%,62%,56%,33.6,38,58,59,15,10.78,7.46,32.85%,30.55%,31.22%,30,86
Rome,Michigan,1577,44,Adrian,110229,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lenawee County,36.20%,57.10%,N/A,N/A,N/A,N/A,N/A,N/A,84,32,52,37.51,41.4,7.6,82,888,3.4,35.84,MI-69360,41.943271,-84.188181,50%,66%,39%,62%,56%,33.6,38,58,59,15,10.78,7.46,32.85%,30.55%,31.22%,30,86
Seneca,Michigan,1107,28,Adrian,110229,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lenawee County,36.20%,57.10%,N/A,N/A,N/A,N/A,N/A,N/A,86,33,53,38.15,25.9,7.6,82,705,3.4,39.54,MI-72440,41.7650728,-84.1730423,60%,75%,47%,61%,55%,36.1,40,60,59,15,11.24,7.67,32.85%,30.55%,31.22%,23,89
Tecumseh,Michigan,8351,1478,Adrian,110229,N/A,N/A,N/A,$215000,1352,$159,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lenawee County,36.20%,57.10%,N/A,N/A,N/A,N/A,N/A,N/A,86,33,53,37.12,58.0,7.6,73,714,3.4,5.65,MI-79140,42.0190451,-83.9161515,52%,67%,39%,59%,54%,32.7,39,59,59,16,11.07,7.11,34.03%,30.77%,35.78%,51,89
Tecumseh township,Michigan,1950,345,Adrian,110229,N/A,N/A,N/A,$215000,1352,$159,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lenawee County,36.20%,57.10%,N/A,N/A,N/A,N/A,N/A,N/A,86,33,53,37.12,58.0,7.6,77,714,3.4,5.65,MI-79140,42.0190451,-83.9161515,52%,67%,39%,59%,54%,32.7,39,59,59,16,11.07,7.11,34.03%,30.77%,35.78%,51,89
Woodstock,Michigan,3463,102,Adrian,110229,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lenawee County,36.20%,57.10%,N/A,N/A,N/A,N/A,N/A,N/A,84,32,52,37.51,41.4,N/A,81,888,3.4,33.95,MI-88640,42.0299136,-84.3049807,50%,66%,39%,62%,56%,33.6,38,58,59,15,10.78,7.46,32.85%,30.55%,31.22%,30,86
