City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931
Holtville,Alabama,4402,204,Montgomery,300033,91,56,35,50,88,214,0,68.5,53.4,N/A,24,44,38,23.14%,$47378,7.3%,N/A,N/A,$169500,N/A,N/A,26,62.30%,5%,4%,-6%,48,28 mins,2.50%,1.10%,0.20%,Elmore County,22.70%,74.20%,N/A,11.42%,87.48%,N/A,0.4%,Central Standard Time,202,5.3,34.50%,23,N/A,33,18.3%,27.35,32,2,0
Lowndesboro,Alabama,100,126,Montgomery,300033,92,57,35,52,97,211,0,69.1,54.1,6,23,40,57,N/A,$76964,0%,N/A,N/A,$215600,N/A,N/A,78,58.20%,2%,7%,-4%,53,30 mins,5.80%,0.90%,-35.90%,Lowndes County,73.10%,26.20%,N/A,11.96%,88.04%,N/A,0%,Central Standard Time,202,5.4,37.80%,3,N/A,N/A,14.4%,310.34,N/A,2,0
Marbury,Alabama,1926,83,Montgomery,300033,91,55,36,53,98,214,0,68.6,53.6,6,29,49,35,19.04%,$38780,23.5%,N/A,N/A,$121200,N/A,N/A,25,68.50%,8%,11%,3%,51,25 mins,2.70%,1.10%,41.20%,Autauga County,23.80%,72.80%,1.53%,10.41%,82.98%,1.90%,1.6%,Central Standard Time,202,5.5,50.10%,9,N/A,22,12.7%,64.81,33,2,0
Millbrook,Alabama,14994,1146,Montgomery,300033,91,57,34,49,87,217,0,68.5,53.4,6,24,60,34,30.06%,$60489,9.6%,N/A,N/A,$130800,N/A,N/A,22,65.10%,3%,8%,-3%,43,23 mins,2.50%,1.10%,6.80%,Elmore County,22.70%,74.20%,N/A,25.87%,70.44%,3.30%,1.6%,Central Standard Time,202,5.3,47.60%,32,N/A,40,15.6%,15.08,N/A,2,0
Montgomery,Alabama,200761,1256,Montgomery,300033,91,57,34,51,95,211,0,68.9,54,6,33,61,35,32.78%,$43535,17.5%,N/A,N/A,$162900,1790,$91,40,47.00%,3%,6%,-10%,32,19 mins,3.20%,1.10%,-2.00%,Montgomery County,61.40%,35.50%,2.93%,60.80%,32.64%,3.50%,5%,Central Standard Time,202,5.5,59.70%,26,16,38,17.0%,19.29,38,2,0
Mosses,Alabama,1078,227,Montgomery,300033,92,57,35,52,97,210,0,69.1,54.1,N/A,18,12,36,7.28%,$14901,46.3%,N/A,N/A,$51300,N/A,N/A,29,48.70%,2%,8%,-4%,55,30 mins,5.80%,0.90%,-6.90%,Lowndes County,73.10%,26.20%,N/A,99.76%,N/A,N/A,0%,Central Standard Time,202,5.4,72.90%,0,N/A,34,27.1%,0.00,38,2,0
Pike Road,Alabama,8417,256,Montgomery,300033,91,57,34,51,95,217,0,68.9,54,6,19,35,38,55.65%,$92609,3.1%,N/A,N/A,$324900,2371,$137,14,76.60%,1%,8%,-6%,44,25 mins,3.10%,1.10%,66.00%,Montgomery County,61.40%,35.50%,3.69%,32.27%,61.95%,1.90%,3.2%,Central Standard Time,202,5.5,29.60%,0,N/A,32,16.2%,43.05,36,2,0
Pine Level,Alabama,4537,183,Montgomery,300033,91,57,34,51,91,214,0,68.6,53.6,6,19,35,37,N/A,$54807,4%,N/A,N/A,$174400,N/A,N/A,20,92.40%,7%,11%,2%,49,25 mins,2.70%,1.10%,38.20%,Autauga County,23.80%,72.80%,N/A,6.51%,90.25%,2.40%,0.9%,Central Standard Time,202,5.5,36.00%,6,N/A,27,15.7%,0.00,35,2,0
Prattville,Alabama,35286,1042,Montgomery,300033,91,57,34,51,91,217,0,68.6,53.6,6,14,50,37,31.63%,$57478,10.6%,N/A,N/A,$155900,N/A,N/A,25,59.00%,6%,11%,2%,34,22 mins,2.50%,1.10%,9.90%,Autauga County,23.80%,72.80%,1.63%,18.70%,75.80%,3.90%,3.2%,Central Standard Time,202,5.5,42.80%,17,N/A,28,16.4%,N/A,N/A,2,N/A
Redland,Alabama,4030,167,Montgomery,300033,91,56,35,49,87,214,0,68.5,53.4,N/A,16,30,43,N/A,$68566,1.6%,N/A,N/A,$205300,N/A,N/A,15,90.80%,5%,4%,-7%,44,28 mins,2.50%,1.10%,10.80%,Elmore County,22.70%,74.20%,N/A,10.76%,87.76%,N/A,0.6%,Central Standard Time,202,5.3,24.40%,27,N/A,N/A,19.2%,0.00,34,2,0
Tallassee,Alabama,4970,450,Montgomery,300033,91,56,35,54,93,213,0,68.5,53.4,6,45,83,37,12.97%,$37219,18.4%,N/A,N/A,$105300,N/A,N/A,49,43.20%,9%,-4%,-19%,48,21 mins,2.50%,1.10%,6.10%,Elmore County,22.70%,74.20%,N/A,28.86%,68.92%,2.80%,0.7%,Central Standard Time,202,5.3,58.10%,35,N/A,22,12.5%,58.14,33,2,0
Wetumpka,Alabama,7799,713,Montgomery,300033,91,56,35,49,86,216,0,68.5,53.4,6,28,62,37,20.73%,$46022,6.1%,N/A,N/A,$173800,N/A,N/A,39,49.10%,4%,6%,-4%,44,28 mins,2.50%,1.10%,20.40%,Elmore County,22.70%,74.20%,N/A,33.14%,61.71%,1.10%,1.1%,Central Standard Time,202,5.3,61.10%,20,N/A,49,14.6%,118.75,32,2,0
White Hall,Alabama,762,50,Montgomery,300033,92,57,35,52,95,213,0,69.1,54.1,N/A,38,55,43,8.77%,$17375,33.2%,N/A,N/A,$56000,N/A,N/A,30,67.10%,2%,8%,-4%,53,30 mins,5.80%,0.90%,-7.40%,Lowndes County,73.10%,26.20%,N/A,96.77%,1.83%,1.80%,0%,Central Standard Time,202,5.4,62.60%,0,N/A,25,27.1%,0.00,38,2,0
