City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931
Bainbridge Island,Washington,23689,858,Bremerton-Silverdale,272787,76,46,30,44,157,150,4,52.4,44,4,10,22,47,72.01%,$95976,3.5%,$2258,970,$1100000,2407,$457,30,73.60%,7%,64%,31%,60,42 mins,5.10%,1.00%,5.40%,Kitsap County,49.00%,38.10%,3.05%,N/A,90.33%,3.90%,6.8%,Pacific Standard Time,125,2.7,35.10%,18,20,39,19.0%,0.43,0,0,1253
Bangor Base,Washington,6358,572,Bremerton-Silverdale,272787,77,45,32,42,154,153,4,51,42.4,N/A,14,54,22,19.92%,$45707,11%,N/A,N/A,$283600,N/A,N/A,26,0.00%,9%,55%,34%,76,17 mins,5.10%,1.00%,52.50%,Kitsap County,49.00%,38.10%,1.05%,5.12%,74.59%,19.80%,2.7%,Pacific Standard Time,125,2.7,51.10%,0,N/A,8,N/A,0.00,0,0,1110
Bethel,Washington,3673,1162,Bremerton-Silverdale,272787,76,45,31,51,158,153,4,51.3,42.9,4,11,38,40,20.77%,$73140,4.1%,$1532,872,$350000,1598,$219,32,80.00%,9%,56%,33%,61,35 mins,5.10%,1.00%,10.20%,Kitsap County,49.00%,38.10%,7.09%,3.27%,81.17%,10.60%,7.4%,Pacific Standard Time,125,2.7,41.80%,0,N/A,N/A,20.5%,0.00,0,0,1138
Bremerton,Washington,39584,1391,Bremerton-Silverdale,272787,77,45,32,49,158,151,3,52,43.5,4,31,60,32,24.84%,$43527,11.2%,$1412,787,$399300,1590,$251,55,39.20%,9%,58%,34%,53,26 mins,5.90%,1.00%,5.00%,Kitsap County,49.00%,38.10%,5.83%,6.24%,72.31%,8.80%,7%,Pacific Standard Time,125,2.7,59.70%,49,31,38,19.7%,20.41,0,0,1124
Burley,Washington,1941,408,Bremerton-Silverdale,272787,76,45,31,51,158,153,3,51.8,43.6,4,12,36,38,23.30%,$56719,23%,$1532,872,$455800,N/A,N/A,26,69.60%,9%,55%,32%,66,31 mins,5.10%,1.00%,-7.50%,Kitsap County,49.00%,38.10%,N/A,N/A,91.45%,2.00%,3.5%,Pacific Standard Time,125,2.7,53.90%,17,N/A,N/A,23.8%,0.00,0,0,1064
Chico,Washington,2635,1150,Bremerton-Silverdale,272787,77,45,32,48,157,153,3,52,43.5,4,7,22,47,34.76%,$99464,2.4%,$1593,888,$585000,2276,$257,30,89.40%,9%,56%,33%,69,29 mins,5.10%,1.00%,7.60%,Kitsap County,49.00%,38.10%,12.05%,3.62%,74.95%,6.90%,11.3%,Pacific Standard Time,125,2.7,32.00%,N/A,N/A,N/A,19.7%,0.00,N/A,0,1143
East Port Orchard,Washington,5334,3466,Bremerton-Silverdale,272787,76,45,31,46,158,151,4,52,43.5,4,14,48,33,20.16%,$57960,10.6%,$1470,862,$350000,1528,$229,39,52.40%,9%,57%,31%,59,30 mins,5.10%,1.00%,-7.10%,Kitsap County,49.00%,38.10%,3.40%,2.77%,79.71%,13.30%,3%,Pacific Standard Time,125,2.7,47.40%,50,N/A,47,21.2%,0.00,0,0,1132
Enetai,Washington,2231,2170,Bremerton-Silverdale,272787,76,45,31,47,158,153,4,52,43.5,4,8,25,39,30.36%,$54267,7.7%,$1353,806,$344500,1136,$303,54,80.40%,9%,56%,32%,57,30 mins,5.10%,1.00%,1.90%,Kitsap County,49.00%,38.10%,10.72%,2.13%,77.98%,2.60%,7.7%,Pacific Standard Time,125,2.7,40.80%,0,13,28,18.1%,0.00,0,0,1171
Erlands Point-Kitsap Lake,Washington,2973,1697,Bremerton-Silverdale,272787,77,45,32,50,158,153,3,52,43.5,N/A,10,31,38,27.83%,$54982,8.5%,$1404,761,$324400,N/A,N/A,45,66.50%,9%,55%,32%,68,26 mins,5.10%,1.00%,-5.10%,Kitsap County,49.00%,38.10%,3.24%,N/A,81.84%,8.90%,4.6%,Pacific Standard Time,125,2.7,47.40%,34,16,N/A,18.8%,0.00,N/A,0,1154
Gorst,Washington,257,416,Bremerton-Silverdale,272787,77,45,32,51,158,153,3,52,43.5,4,10,32,74,N/A,$43750,0%,$1430,783,$343800,N/A,N/A,62,67.10%,9%,55%,34%,71,30 mins,5.10%,1.00%,-51.00%,Kitsap County,49.00%,38.10%,N/A,N/A,100.00%,N/A,5.9%,Pacific Standard Time,125,2.7,41.60%,28,N/A,N/A,22.1%,0.00,0,0,1115
