City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year,Hottest month's avg heat index high (F)
Midland,Texas,141194,1871,Midland,134193,$83616,29.24%,31,$374000,2226,$168,36,69.6%,$1256,47.75%,N/A,N/A,9.39%,3.27%,70.59%,Midland County,20.40%,75.10%,2.29%,7.55%,43.21%,45.39%,14.93%,Central Standard Time,96,59,37,16.74,4.4,N/A,58,2604,5.8,75.45,TX-48072,32.0244229,-102.1144594,72%,80%,66%,48%,45%,37.0,42,58,71,32,5.46,2.05,15.01%,16.26%,12.78%,0,104
Stanton,Texas,2978,1496,Midland,134193,$60337,18.58%,30,N/A,N/A,N/A,53,45.94%,$588,33.94%,N/A,N/A,16.09%,6.05%,66.02%,Martin County,15.10%,82.60%,0.0%,0.94%,34.28%,64.78%,6.28%,Central Standard Time,96,58,38,14.89,6.2,N/A,72,2601,5.7,1.99,TX-70040,32.131644,-101.7926736,72%,80%,66%,48%,45%,37.0,42,58,72,31,4.51,2.04,7.84%,9.56%,6.44%,1,104
