City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931
Beauregard,Mississippi,555,606,Jackson,589082,92,58,34,60,97,215,0,69.8,55.6,N/A,22,43,33,N/A,$35179,28.4%,N/A,N/A,$79000,N/A,N/A,25,87.00%,-1%,8%,2%,61,31 mins,7.30%,0.90%,89.40%,Copiah County,51.90%,47.00%,N/A,47.54%,43.85%,8.80%,2.1%,Central Standard Time,331,5.7,48.30%,6,N/A,15,18.8%,0.00,48,2,0
Bentonia,Mississippi,367,258,Jackson,589082,92,55,37,57,100,218,0,69.8,55.1,6,24,48,48,16.85%,$32120,11.4%,N/A,N/A,$89800,N/A,N/A,43,52.30%,2%,12%,6%,63,27 mins,7.70%,1.00%,-11.40%,Yazoo County,53.30%,45.70%,N/A,50.52%,49.48%,N/A,1.8%,Central Standard Time,331,5.3,57.50%,14,N/A,28,14.7%,146.75,36,3,3
Bolton,Mississippi,519,342,Jackson,589082,92,57,35,57,103,211,1,69.8,55.4,6,22,44,51,11.20%,$31875,10.7%,$790,911,$131800,N/A,N/A,37,58.90%,3%,23%,22%,57,22 mins,5.80%,1.00%,34.10%,Hinds County,71.10%,26.60%,N/A,79.27%,20.16%,N/A,0%,Central Standard Time,331,5.3,54.50%,23,N/A,40,12.8%,412.84,39,3,3
Brandon,Mississippi,23421,913,Jackson,589082,92,57,35,56,101,212,0,69.5,54.8,6,9,17,38,40.60%,$71199,2.5%,$1111,1081,$194300,N/A,N/A,26,75.40%,5%,19%,9%,49,25 mins,4.20%,1.00%,11.20%,Rankin County,22.40%,74.80%,N/A,19.14%,79.13%,2.50%,2.6%,Central Standard Time,331,5.5,39.90%,11,N/A,29,15.8%,30.55,37,4,3
Braxton,Mississippi,154,261,Jackson,589082,92,57,35,56,96,211,1,69.5,54.9,6,21,40,44,4.00%,$50781,5.7%,N/A,N/A,$103000,N/A,N/A,61,66.70%,2%,12%,6%,60,35 mins,5.60%,0.90%,-14.90%,Simpson County,33.90%,64.70%,N/A,N/A,98.01%,N/A,0%,Central Standard Time,331,5.4,47.10%,3,N/A,21,10.7%,689.66,43,3,0
Byram,Mississippi,11660,635,Jackson,589082,92,57,35,55,102,215,1,69.6,55.1,6,8,31,34,34.80%,$55532,2.1%,$893,1012,$150000,1315,$114,17,64.80%,7%,25%,11%,52,29 mins,5.80%,1.00%,10.90%,Hinds County,71.10%,26.60%,N/A,69.59%,28.80%,1.00%,0.8%,Central Standard Time,331,5.3,47.80%,12,N/A,30,18.4%,22.17,39,3,3
Canton,Mississippi,12800,605,Jackson,589082,91,55,36,54,101,215,0,69.4,54.5,6,32,56,33,18.01%,$37591,21.4%,$833,847,$128700,N/A,N/A,37,38.10%,7%,22%,13%,48,18 mins,4.90%,1.00%,-2.10%,Madison County,40.60%,56.40%,1.64%,72.96%,21.40%,4.80%,6.1%,Central Standard Time,331,5.6,62.90%,62,N/A,49,18.1%,45.51,32,3,3
Cleary,Mississippi,1305,266,Jackson,589082,91,57,34,55,102,215,1,69.5,54.8,N/A,14,28,47,N/A,$51280,3.2%,N/A,N/A,$136400,N/A,N/A,41,94.10%,5%,22%,17%,56,25 mins,4.20%,1.00%,-5.50%,Rankin County,22.40%,74.80%,N/A,N/A,100.00%,N/A,0%,Central Standard Time,331,5.5,32.80%,0,N/A,15,11.6%,0.00,39,4,3
Clinton,Mississippi,25398,607,Jackson,589082,92,57,35,54,105,215,0,69.7,55.3,6,11,30,34,43.22%,$60161,7.3%,$876,938,$184900,1728,$107,34,61.60%,5%,18%,16%,48,21 mins,4.50%,1.00%,1.00%,Hinds County,71.10%,26.60%,4.72%,38.99%,52.69%,5.30%,6.2%,Central Standard Time,331,5.3,51.10%,21,N/A,34,16.8%,9.39,37,4,3
Crystal Springs,Mississippi,4910,905,Jackson,589082,93,58,35,59,96,211,0,69.9,55.7,6,18,41,36,13.09%,$40025,26.8%,N/A,N/A,$95900,N/A,N/A,49,59.80%,-1%,8%,2%,55,25 mins,7.30%,0.90%,-5.10%,Copiah County,51.90%,47.00%,N/A,70.40%,26.35%,4.50%,1.7%,Central Standard Time,331,5.7,59.10%,53,N/A,45,13.8%,63.24,N/A,3,0
D'Lo,Mississippi,567,815,Jackson,589082,92,57,35,57,92,219,0,69.5,54.7,N/A,1,1,37,16.50%,$35263,16.8%,N/A,N/A,$92800,N/A,N/A,39,64.30%,2%,12%,6%,58,35 mins,5.60%,0.90%,18.40%,Simpson County,33.90%,64.70%,N/A,26.71%,73.29%,N/A,0%,Central Standard Time,331,5.4,58.30%,1,N/A,25,12.1%,N/A,N/A,3,N/A
Eden,Mississippi,101,214,Jackson,589082,92,54,38,58,96,218,0,69.7,54.9,N/A,26,50,39,N/A,$12500,12.5%,$422,1061,$59100,N/A,N/A,34,82.70%,2%,12%,6%,63,27 mins,7.70%,1.00%,-46.00%,Yazoo County,53.30%,45.70%,N/A,55.51%,38.77%,N/A,0%,Central Standard Time,331,5.3,57.10%,0,N/A,N/A,25.0%,0.00,31,2,0
Edwards,Mississippi,980,590,Jackson,589082,92,57,35,57,101,216,1,69.8,55.4,N/A,51,42,38,19.27%,$31458,45.9%,N/A,N/A,$104200,N/A,N/A,38,53.00%,-1%,18%,17%,61,29 mins,5.80%,1.00%,-28.50%,Hinds County,71.10%,26.60%,N/A,90.74%,7.80%,1.10%,1.5%,Central Standard Time,331,5.3,67.00%,10,N/A,N/A,18.8%,89.90,N/A,3,0
Flora,Mississippi,1789,541,Jackson,589082,92,56,36,54,103,216,0,69.7,55,6,13,29,31,25.53%,$32411,19.8%,N/A,N/A,$174900,N/A,N/A,40,49.30%,5%,12%,9%,60,23 mins,4.90%,1.00%,15.40%,Madison County,40.60%,56.40%,N/A,45.91%,49.51%,1.80%,1.1%,Central Standard Time,331,5.6,56.20%,27,N/A,33,15.2%,57.26,36,3,3
Florence,Mississippi,4341,534,Jackson,589082,91,57,34,55,102,219,1,69.5,55,6,7,10,32,25.60%,$60030,0.9%,N/A,N/A,$172200,N/A,N/A,21,71.20%,7%,24%,20%,56,25 mins,4.20%,1.00%,10.70%,Rankin County,22.40%,74.80%,N/A,4.85%,95.15%,N/A,2.2%,Central Standard Time,331,5.5,39.50%,44,N/A,41,18.9%,82.56,39,4,3
Flowood,Mississippi,8704,302,Jackson,589082,92,57,35,54,104,211,0,69.5,54.8,6,19,56,34,46.10%,$51367,4.6%,$1097,1000,$196400,N/A,N/A,21,52.00%,4%,20%,9%,50,22 mins,4.20%,1.00%,14.70%,Rankin County,22.40%,74.80%,4.82%,31.20%,59.96%,2.80%,5.7%,Central Standard Time,331,5.5,47.10%,11,N/A,27,13.6%,0.00,37,3,3
Georgetown,Mississippi,259,385,Jackson,589082,93,58,35,58,94,216,1,69.8,55.3,6,19,39,46,8.37%,$33750,17.5%,N/A,N/A,$73500,N/A,N/A,33,67.30%,-1%,8%,2%,60,31 mins,7.30%,0.90%,-3.70%,Copiah County,51.90%,47.00%,N/A,31.10%,57.95%,10.00%,5.7%,Central Standard Time,331,5.7,36.10%,26,N/A,26,10.7%,131.58,44,3,0
Hazlehurst,Mississippi,3895,890,Jackson,589082,92,58,34,59,96,212,0,69.9,55.8,6,25,50,39,14.50%,$32682,27.5%,N/A,N/A,$62500,N/A,N/A,49,45.50%,0%,12%,4%,49,31 mins,7.30%,0.90%,-3.70%,Copiah County,51.90%,47.00%,2.45%,77.88%,19.25%,2.30%,6.7%,Central Standard Time,331,5.7,73.50%,35,N/A,40,14.5%,77.44,48,3,0
Jackson,Mississippi,170393,1534,Jackson,589082,92,57,35,54,104,211,1,69.6,55,6,45,71,32,27.23%,$33080,21.7%,$872,933,$165000,1813,$91,48,41.60%,3%,20%,16%,42,20 mins,6.10%,1.00%,-2.90%,Hinds County,71.10%,26.60%,N/A,82.18%,16.54%,1.10%,1.3%,Central Standard Time,331,5.3,67.00%,28,20,38,18.1%,30.45,36,3,3
Kearney Park,Mississippi,1483,552,Jackson,589082,92,56,36,54,103,215,0,69.5,54.7,N/A,18,35,27,N/A,$36071,0%,N/A,N/A,$94700,N/A,N/A,38,64.60%,5%,13%,9%,60,22 mins,4.90%,1.00%,3.10%,Madison County,40.60%,56.40%,N/A,95.72%,4.28%,N/A,0%,Central Standard Time,331,5.6,50.80%,0,N/A,27,13.3%,0.00,35,3,3
Learned,Mississippi,93,277,Jackson,589082,92,57,35,55,102,219,1,69.6,55.1,6,13,26,47,N/A,$41875,6.9%,N/A,N/A,$112500,N/A,N/A,34,78.40%,3%,21%,16%,62,22 mins,5.80%,1.00%,4.50%,Hinds County,71.10%,26.60%,N/A,13.95%,86.05%,N/A,0%,Central Standard Time,331,5.3,25.30%,11,N/A,31,9.0%,0.00,40,3,0
Madison,Mississippi,25350,1004,Jackson,589082,92,56,36,54,104,216,0,69.6,54.9,6,8,16,40,68.47%,$99109,2.1%,N/A,N/A,$280800,N/A,N/A,22,89.80%,5%,11%,11%,51,22 mins,3.90%,1.00%,8.80%,Madison County,40.60%,56.40%,4.96%,10.73%,82.54%,1.30%,4.9%,Central Standard Time,331,5.6,32.80%,8,N/A,29,15.5%,6.52,35,3,3
Magee,Mississippi,4343,825,Jackson,589082,91,57,34,58,95,212,1,69.5,54.9,6,7,24,34,11.34%,$30020,19%,N/A,N/A,$110300,N/A,N/A,39,46.90%,2%,12%,6%,54,35 mins,5.60%,0.90%,-0.90%,Simpson County,33.90%,64.70%,N/A,47.81%,51.55%,1.70%,0.5%,Central Standard Time,331,5.4,66.70%,46,N/A,43,16.1%,36.25,47,3,0
Mendenhall,Mississippi,2711,507,Jackson,589082,91,57,34,57,92,215,0,69.4,54.8,6,25,49,39,21.00%,$28431,27.5%,N/A,N/A,$101300,N/A,N/A,44,52.10%,2%,12%,6%,58,35 mins,5.60%,0.90%,7.10%,Simpson County,33.90%,64.70%,N/A,54.65%,45.25%,1.10%,0.3%,Central Standard Time,331,5.4,57.00%,27,N/A,37,14.6%,91.65,46,3,0
Pearl,Mississippi,26468,1039,Jackson,589082,92,57,35,54,103,219,1,69.6,55,6,18,41,34,18.05%,$41326,9.4%,$899,979,$128700,N/A,N/A,36,57.70%,2%,14%,11%,44,20 mins,4.60%,1.00%,5.60%,Rankin County,22.40%,74.80%,N/A,26.36%,69.12%,5.50%,2.5%,Central Standard Time,331,5.5,54.10%,20,N/A,35,14.9%,21.58,38,4,3
Pelahatchie,Mississippi,1645,277,Jackson,589082,92,57,35,57,100,213,0,69.3,54.5,6,6,6,33,9.04%,$30320,11.7%,N/A,N/A,$153800,N/A,N/A,42,62.70%,8%,34%,34%,57,25 mins,4.20%,1.00%,4.30%,Rankin County,22.40%,74.80%,N/A,31.78%,66.39%,N/A,1.1%,Central Standard Time,331,5.5,47.40%,42,N/A,38,13.4%,65.70,N/A,4,3
Puckett,Mississippi,365,168,Jackson,589082,92,57,35,56,100,215,0,69.5,54.8,6,19,39,40,12.96%,$41500,3.2%,$1011,1048,$141300,N/A,N/A,36,66.70%,5%,21%,17%,60,25 mins,4.20%,1.00%,2.20%,Rankin County,22.40%,74.80%,N/A,N/A,100.00%,N/A,0%,Central Standard Time,331,5.5,39.40%,25,N/A,25,13.4%,0.00,43,3,0
Raymond,Mississippi,2059,687,Jackson,589082,92,57,35,55,102,212,1,69.8,55.4,6,9,14,20,35.86%,$43458,15.2%,$724,892,$123500,N/A,N/A,49,42.70%,3%,20%,17%,60,22 mins,5.80%,1.00%,-14.90%,Hinds County,71.10%,26.60%,N/A,60.67%,37.36%,N/A,1.5%,Central Standard Time,331,5.3,87.10%,40,N/A,37,10.8%,104.91,40,3,3
Richland,Mississippi,7175,573,Jackson,589082,92,57,35,54,103,217,1,69.5,54.9,6,21,69,33,18.57%,$45338,14.1%,$953,1011,$151600,N/A,N/A,24,56.90%,6%,17%,17%,55,24 mins,4.20%,1.00%,5.00%,Rankin County,22.40%,74.80%,N/A,21.57%,70.09%,10.50%,7.8%,Central Standard Time,331,5.5,44.20%,33,N/A,32,14.6%,15.82,39,3,3
Ridgeland,Mississippi,24312,1137,Jackson,589082,92,57,35,54,104,211,0,69.6,54.9,6,17,41,34,51.58%,$55012,5.5%,$1025,958,$194700,N/A,N/A,27,45.10%,4%,10%,6%,47,18 mins,4.90%,1.00%,3.50%,Madison County,40.60%,56.40%,3.49%,37.09%,55.50%,5.10%,6%,Central Standard Time,331,5.6,52.80%,31,N/A,45,15.9%,6.21,37,3,3
Robinhood,Mississippi,1396,275,Jackson,589082,92,57,35,56,101,215,0,69.5,54.8,N/A,21,41,40,11.67%,$29891,3.6%,$1011,1048,$50600,N/A,N/A,36,77.90%,5%,22%,16%,57,31 mins,4.20%,1.00%,-2.50%,Rankin County,22.40%,74.80%,N/A,3.68%,95.57%,3.60%,1.9%,Central Standard Time,331,5.5,49.90%,6,N/A,23,10.7%,0.00,38,4,3
Terry,Mississippi,1582,415,Jackson,589082,93,57,36,57,102,219,1,69.5,55.1,6,21,42,35,37.13%,$60813,13.2%,N/A,N/A,$188900,N/A,N/A,17,66.70%,6%,23%,19%,57,26 mins,5.80%,1.00%,98.30%,Hinds County,71.10%,26.60%,N/A,71.07%,28.93%,N/A,0%,Central Standard Time,331,5.3,59.70%,22,N/A,30,19.4%,303.03,39,3,0
Utica,Mississippi,791,264,Jackson,589082,93,58,35,58,99,213,1,69.8,55.5,6,24,47,30,12.57%,$20833,22.5%,N/A,N/A,$92400,N/A,N/A,43,64.60%,0%,15%,15%,62,22 mins,5.80%,1.00%,-18.50%,Hinds County,71.10%,26.60%,N/A,72.32%,17.93%,4.30%,6.6%,Central Standard Time,331,5.3,59.20%,10,N/A,19,17.2%,199.06,42,3,0
