City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Courtland,Alabama,777,263,Decatur,155697,$41406,5.59%,42,$135000,1688,$80,38,73.66%,$625,54.0%,N/A,N/A,34.62%,0.0%,40.55%,Lawrence County,24.50%,73.10%,0.0%,53.28%,44.92%,0.0%,0.0%,Central Standard Time,89,51,38,70,31,57%,57%,49,67,97,58%,63%,49%,55.08,12.71,16.21,30.93%,31.1%,35.67%,2.5,0,7.1,56.3,59,525,5.2,2.95,AL-18040,34.6703781,-87.3263496
Eva,Alabama,692,162,Decatur,155697,$99250,24.12%,37,N/A,N/A,N/A,33,94.98%,$721,32.57%,N/A,N/A,8.38%,0.25%,71.0%,Morgan County,22.20%,74.00%,0.0%,0.0%,96.53%,3.03%,3.03%,Central Standard Time,88,51,37,68,31,57%,57%,49,67,95,58%,63%,49%,63.7,14.56,19.17,35.01%,34.4%,41.78%,2.5,0,7.1,56.3,61,759,5,4.27,AL-24688,34.3271408,-86.7613814
Falkville,Alabama,1464,387,Decatur,155697,$43145,6.45%,56,$158000,1505,$105,48,78.56%,$666,54.73%,N/A,N/A,14.45%,2.72%,46.96%,Morgan County,22.20%,74.00%,5.74%,4.64%,81.76%,1.16%,7.51%,Central Standard Time,90,52,38,70,31,57%,57%,49,67,99,58%,63%,49%,63.7,14.56,19.17,35.01%,34.4%,41.78%,2.5,0,7.1,56.3,60,759,5,3.78,AL-25648,34.3793312,-86.9085603
Hartselle,Alabama,15586,938,Decatur,155697,$67863,29.35%,39,$264000,1899,$139,38,72.15%,$751,44.62%,N/A,N/A,12.58%,4.36%,61.39%,Morgan County,22.20%,74.00%,0.0%,7.6%,84.45%,2.99%,1.12%,Central Standard Time,90,52,38,70,31,57%,57%,49,67,99,58%,63%,49%,58.72,13.09,17.91,35.01%,34.4%,41.78%,2.5,0,7.1,56.3,51,750,5,16.61,AL-33448,34.4391531,-86.9397078
Hatton,Alabama,365,274,Decatur,155697,N/A,9.95%,35,N/A,N/A,N/A,57,100.0%,N/A,49.66%,N/A,N/A,7.67%,10.33%,72.45%,Lawrence County,24.50%,73.10%,12.88%,0.0%,18.9%,0.0%,8.77%,Central Standard Time,89,51,38,70,31,57%,57%,49,67,97,58%,63%,49%,55.08,12.71,16.21,30.93%,31.1%,35.67%,2.5,0,7.1,56.3,61,525,5.2,1.33,AL-33544,34.561067,-87.4135565
Hillsboro,Alabama,482,256,Decatur,155697,$59359,17.25%,53,$168000,1487,$113,28,79.32%,$679,48.95%,N/A,N/A,7.26%,0.0%,61.97%,Lawrence County,24.50%,73.10%,0.0%,87.97%,6.64%,0.0%,0.0%,Central Standard Time,89,51,38,70,31,57%,57%,49,67,97,58%,63%,49%,55.08,12.71,16.21,30.93%,31.1%,35.67%,2.5,0,7.1,56.3,57,525,5.2,1.88,AL-34816,34.6407224,-87.1838174
Moulton,Alabama,3397,567,Decatur,155697,$40792,12.45%,45,$176000,1375,$128,42,60.17%,$613,69.29%,N/A,N/A,21.06%,6.62%,40.02%,Lawrence County,24.50%,73.10%,0.0%,15.98%,70.59%,3.92%,2.56%,Central Standard Time,89,51,38,68,30,57%,57%,49,67,97,58%,63%,49%,60.17,13.8,17.45,33.34%,32.31%,39.44%,2.5,0,7.1,56.3,59,570,5.2,5.99,AL-51600,34.4843697,-87.283125
North Courtland,Alabama,405,614,Decatur,155697,$37250,4.72%,49,N/A,N/A,N/A,36,63.35%,$344,70.88%,N/A,N/A,18.77%,5.29%,46.7%,Lawrence County,24.50%,73.10%,0.0%,97.28%,2.22%,0.0%,0.0%,Central Standard Time,89,51,38,70,31,57%,57%,49,67,97,58%,63%,49%,55.08,12.71,16.21,30.93%,31.1%,35.67%,2.5,0,7.1,56.3,59,525,5.2,0.66,AL-55044,34.6787805,-87.3082515
Priceville,Alabama,3653,621,Decatur,155697,$108398,31.24%,36,$256000,1571,$163,16,98.25%,$871,42.65%,N/A,N/A,2.68%,0.0%,57.3%,Morgan County,22.20%,74.00%,0.0%,2.85%,92.01%,2.33%,0.52%,Central Standard Time,90,52,38,70,31,57%,57%,49,67,99,58%,63%,49%,58.72,13.09,17.91,32.93%,34.29%,36.44%,2.5,0,7.1,56.3,58,750,5,5.88,AL-62472,34.5246341,-86.8855789
Somerville,Alabama,692,201,Decatur,155697,$44783,11.48%,45,$185000,1217,$152,32,70.09%,$789,48.38%,N/A,N/A,19.08%,3.73%,60.07%,Morgan County,22.20%,74.00%,0.0%,1.88%,91.76%,5.2%,0.87%,Central Standard Time,90,52,38,70,31,57%,57%,49,67,99,58%,63%,49%,58.34,13.08,17.66,35.01%,34.4%,41.78%,2.5,0,7.1,56.3,60,573,5,3.44,AL-71496,34.4678559,-86.7908594
Town Creek,Alabama,1015,379,Decatur,155697,$40993,6.79%,38,N/A,N/A,N/A,39,58.75%,$606,60.61%,N/A,N/A,23.74%,7.47%,53.21%,Lawrence County,24.50%,73.10%,0.0%,33.79%,47.0%,3.84%,0.3%,Central Standard Time,89,51,38,70,31,57%,57%,49,67,97,58%,63%,49%,55.08,12.71,16.21,30.93%,31.1%,35.67%,2.5,0,7.1,56.3,59,525,5.2,2.68,AL-76584,34.6812012,-87.4061342
Trinity,Alabama,2533,510,Decatur,155697,$95625,14.89%,39,$290000,2214,$131,32,86.81%,$691,45.15%,N/A,N/A,3.98%,2.89%,65.49%,Morgan County,22.20%,74.00%,0.0%,7.42%,78.92%,9.44%,5.53%,Central Standard Time,91,51,40,68,32,57%,57%,49,67,100,58%,63%,49%,49.41,10.79,15.11,32.93%,34.29%,36.44%,2.5,0,7.1,56.3,53,540,5,4.97,AL-76872,34.6010982,-87.0816559
