City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931
Anchorage,Alaska,298225,175,Anchorage,392633,67,23,44,17,112,126,79,26.2,26.2,5,50,61,33,36.11%,$78121,6.1%,$1130,702,$343000,1884,$182,36,55.70%,2%,8%,14%,38,18 mins,4.70%,-0.80%,4.90%,Anchorage Municipality,40.20%,48.30%,9.63%,5.57%,62.60%,8.90%,10.7%,Alaska Standard Time,132,1.4,49.50%,28,21,52,19.5%,36.74,0,0,13992
Big Lake,Alaska,3136,27,Anchorage,392633,67,19,48,22,102,131,63,26.2,26.2,N/A,36,43,40,13.48%,$66713,15.5%,N/A,N/A,$221400,N/A,N/A,29,29.70%,8%,13%,17%,82,40 mins,6.50%,-0.70%,-3.50%,Matanuska-Susitna Borough,20.20%,69.20%,N/A,N/A,84.17%,5.40%,1.4%,Alaska Standard Time,132,1.3,42.50%,0,N/A,10,20.5%,44.00,0,0,16654
Buffalo Soapstone,Alaska,852,39,Anchorage,392633,68,23,45,14,85,129,48,26.2,26.2,N/A,25,30,38,24.92%,$52273,7.9%,N/A,N/A,$219700,N/A,N/A,25,73.20%,8%,13%,16%,83,34 mins,6.50%,-0.70%,24.00%,Matanuska-Susitna Borough,20.20%,69.20%,N/A,N/A,88.41%,2.00%,0.7%,Alaska Standard Time,132,1.3,54.10%,0,N/A,N/A,15.8%,0.00,0,0,6157
Butte,Alaska,3871,115,Anchorage,392633,68,23,45,14,85,130,48,26.2,26.2,N/A,31,37,35,25.03%,$81500,5.3%,N/A,N/A,$285300,N/A,N/A,30,74.70%,8%,14%,16%,84,36 mins,6.50%,-0.70%,9.90%,Matanuska-Susitna Borough,20.20%,69.20%,1.67%,N/A,85.88%,4.40%,3%,Alaska Standard Time,132,1.3,46.60%,19,N/A,53,17.7%,0.00,0,0,3953
Chase,Alaska,8,0,Anchorage,392633,69,20,49,26,126,129,110,26.2,26.2,N/A,26,32,5,N/A,$0,N/A,N/A,N/A,$273700,N/A,N/A,22,0.00%,8%,14%,17%,86,34 mins,6.50%,-0.70%,-89.90%,Matanuska-Susitna Borough,20.20%,69.20%,N/A,N/A,N/A,N/A,0%,Alaska Standard Time,132,1.3,100.00%,0,N/A,N/A,N/A,0.00,0,0,4571
Chickaloon,Alaska,245,4,Anchorage,392633,68,23,45,15,102,130,48,26.2,26.2,4,24,29,59,N/A,$51250,0%,N/A,N/A,$142900,N/A,N/A,30,39.50%,8%,13%,16%,86,34 mins,6.50%,-0.70%,81.50%,Matanuska-Susitna Borough,20.20%,69.20%,N/A,N/A,87.62%,N/A,0%,Alaska Standard Time,132,1.3,38.40%,0,N/A,N/A,9.0%,95.24,0,0,2064
Farm Loop,Alaska,1113,160,Anchorage,392633,68,23,45,14,85,129,48,26.2,26.2,N/A,18,22,41,32.01%,$90000,0.8%,N/A,N/A,$296200,N/A,N/A,30,80.40%,8%,14%,16%,83,29 mins,6.50%,-0.70%,0.80%,Matanuska-Susitna Borough,20.20%,69.20%,N/A,N/A,93.59%,2.90%,1.1%,Alaska Standard Time,132,1.3,39.90%,0,N/A,17,16.3%,0.00,0,0,8154
Fishhook,Alaska,6040,84,Anchorage,392633,67,23,44,15,91,129,53,26.2,26.2,N/A,29,34,36,28.15%,$82543,5%,N/A,N/A,$329900,N/A,N/A,18,81.20%,8%,14%,17%,82,31 mins,6.50%,-0.70%,27.50%,Matanuska-Susitna Borough,20.20%,69.20%,2.15%,2.78%,82.97%,4.90%,2.5%,Alaska Standard Time,132,1.3,46.30%,0,N/A,11,19.3%,0.00,0,0,9206
Gateway,Alaska,6694,311,Anchorage,392633,67,23,44,14,88,129,50,26.2,26.2,N/A,28,34,34,30.39%,$90385,2.7%,N/A,N/A,$330400,N/A,N/A,25,73.90%,7%,14%,17%,80,33 mins,6.50%,-0.70%,21.30%,Matanuska-Susitna Borough,20.20%,69.20%,N/A,2.90%,81.47%,1.90%,4%,Alaska Standard Time,132,1.3,42.10%,N/A,N/A,N/A,17.9%,0.00,0,0,10882
Glacier View,Alaska,228,1,Anchorage,392633,68,23,45,15,102,129,48,26.2,26.2,N/A,23,29,47,39.58%,$47321,0%,N/A,N/A,$245600,N/A,N/A,25,36.30%,8%,14%,16%,86,34 mins,6.50%,-0.70%,-29.40%,Matanuska-Susitna Borough,20.20%,69.20%,N/A,2.73%,92.73%,1.80%,3.4%,Alaska Standard Time,132,1.3,35.00%,0,N/A,N/A,9.0%,0.00,0,0,1990
