City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931
Clifton,Colorado,20045,3314,Grand Junction,155603,93,39,54,10,70,244,16,42.2,29,N/A,16,43,33,12.42%,$39418,23.4%,N/A,N/A,$179200,N/A,N/A,32,63.20%,10%,42%,6%,72,20 mins,3.50%,2.50%,0.30%,Mesa County,28.00%,64.10%,N/A,N/A,95.55%,18.90%,3.7%,Mountain Standard Time,4899,5.8,53.50%,14,19,38,20.0%,31.21,0,1,8
Collbran,Colorado,637,1078,Grand Junction,155603,88,38,50,15,88,240,55,42.2,29,5,31,9,21,14.70%,$48594,20.2%,N/A,N/A,$177400,N/A,N/A,45,56.40%,9%,40%,9%,87,20 mins,3.50%,2.50%,17.30%,Mesa County,28.00%,64.10%,N/A,10.25%,87.93%,20.10%,1.9%,Mountain Standard Time,4899,5.8,69.40%,30,N/A,N/A,17.5%,66.89,0,0,16
De Beque,Colorado,452,105,Grand Junction,155603,91,38,53,13,82,241,32,42.2,29,5,5,15,36,16.22%,$43438,12%,N/A,N/A,$182600,N/A,N/A,31,62.60%,8%,40%,9%,87,30 mins,3.50%,2.50%,11.10%,Mesa County,28.00%,64.10%,N/A,N/A,96.14%,6.40%,1.3%,Mountain Standard Time,4899,5.8,55.80%,15,N/A,34,19.3%,96.62,0,0,7
Fruita,Colorado,13039,1710,Grand Junction,155603,93,39,54,10,65,246,16,42.2,29,6,10,25,37,23.59%,$54875,12.3%,N/A,N/A,$284400,N/A,N/A,21,67.00%,10%,39%,12%,79,20 mins,3.50%,2.50%,11.70%,Mesa County,28.00%,64.10%,N/A,N/A,92.72%,14.90%,3.8%,Mountain Standard Time,4899,5.8,43.40%,5,N/A,66,19.6%,40.98,0,1,12
Fruitvale,Colorado,7785,2679,Grand Junction,155603,93,39,54,10,70,242,16,42.2,29,5,11,32,41,23.04%,$51632,5.1%,N/A,N/A,$223800,N/A,N/A,32,81.30%,9%,41%,9%,69,22 mins,3.50%,2.50%,1.20%,Mesa County,28.00%,64.10%,N/A,N/A,94.88%,12.50%,2.7%,Mountain Standard Time,4899,5.8,37.70%,10,N/A,36,16.9%,0.00,0,1,9
Grand Junction,Colorado,60882,1546,Grand Junction,155603,93,39,54,10,69,245,16,42.2,29,6,21,62,35,34.71%,$44887,12.5%,N/A,N/A,$236900,N/A,N/A,33,54.80%,8%,38%,8%,68,16 mins,3.50%,2.50%,8.20%,Mesa County,28.00%,64.10%,1.24%,1.07%,92.77%,17.00%,5.1%,Mountain Standard Time,4899,5.8,52.50%,33,N/A,57,17.6%,74.18,N/A,1,11
Loma,Colorado,1185,109,Grand Junction,155603,93,39,54,10,65,242,16,42.2,29,6,11,21,44,N/A,$90769,3.4%,N/A,N/A,$334400,N/A,N/A,18,64.30%,9%,41%,9%,86,20 mins,3.50%,2.50%,-5.60%,Mesa County,28.00%,64.10%,N/A,N/A,90.97%,19.20%,11.5%,Mountain Standard Time,4899,5.8,32.80%,14,N/A,N/A,12.6%,51.22,0,1,11
Orchard Mesa,Colorado,6380,1686,Grand Junction,155603,93,39,54,10,70,240,16,42.2,29,N/A,12,35,40,19.51%,$51623,14.7%,N/A,N/A,$205500,N/A,N/A,39,71.70%,9%,39%,9%,74,20 mins,3.50%,2.50%,-11.80%,Mesa County,28.00%,64.10%,N/A,N/A,94.92%,15.90%,3.2%,Mountain Standard Time,4899,5.8,44.60%,6,14,24,21.1%,0.00,0,1,10
Palisade,Colorado,2663,2266,Grand Junction,155603,93,39,54,10,70,241,16,42.2,29,5,14,27,39,27.53%,$43354,18.9%,N/A,N/A,$281400,N/A,N/A,39,51.60%,8%,40%,11%,89,23 mins,3.50%,2.50%,-0.70%,Mesa County,28.00%,64.10%,N/A,N/A,87.98%,11.10%,5.6%,Mountain Standard Time,4899,5.8,58.30%,54,N/A,N/A,21.1%,37.45,0,0,8
Redlands,Colorado,9367,700,Grand Junction,155603,93,39,54,9,66,240,16,42.2,29,5,10,28,51,45.43%,$65888,1%,N/A,N/A,$349300,N/A,N/A,40,76.60%,9%,39%,9%,82,20 mins,3.50%,2.50%,20.00%,Mesa County,28.00%,64.10%,1.18%,N/A,96.17%,3.70%,1.8%,Mountain Standard Time,4899,5.8,34.00%,25,0,30,17.4%,0.00,0,1,11
