City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Brasher,New York,2597,29,Ogdensburg-Massena,108836,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,St. Lawrence County,42.10%,50.90%,N/A,N/A,N/A,N/A,N/A,N/A,82,27,55,59,8,58%,54%,38,58,83,49%,60%,42%,31.83,11.06,4.82,38.36%,39.78%,36.56%,91.5,50,8.2,23.6,92,195,3.1,89.55,NY-07938,44.876263,-74.7315482
Brasher Falls,New York,564,344,Ogdensburg-Massena,108836,$41354,16.45%,50,N/A,N/A,N/A,53,39.5%,$620,49.12%,N/A,N/A,10.7%,0.0%,48.7%,St. Lawrence County,42.10%,50.90%,0.0%,1.95%,98.05%,0.0%,0.89%,N/A,82,27,55,59,8,58%,54%,38,58,83,49%,60%,42%,31.83,11.06,4.82,38.36%,39.78%,36.56%,91.5,50,8.2,23.6,92,195,3.1,1.64,NY-07960,44.8096115,-74.7788853
Canton,New York,7222,1744,Ogdensburg-Massena,108836,$62438,47.73%,22,$163000,1094,$149,48,56.79%,$775,74.33%,46,280,19.71%,7.02%,44.92%,St. Lawrence County,42.10%,50.90%,3.71%,5.8%,83.69%,4.0%,6.77%,N/A,80,28,52,60,8,58%,54%,38,58,81,49%,60%,42%,40.38,11.99,7.73,42.77%,39.45%,46.56%,84.9,47,8.2,23.6,90,411,3.1,4.14,NY-12331,44.6011182,-75.1669874
Clare,New York,161,2,Ogdensburg-Massena,108836,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,St. Lawrence County,42.10%,50.90%,N/A,N/A,N/A,N/A,N/A,N/A,81,27,54,59,8,58%,54%,38,58,82,49%,60%,42%,41.87,12.0,8.1,42.77%,39.45%,46.56%,84.9,47,8.2,23.6,96,531,3.1,80.5,NY-15792,44.361913,-74.998234
Clifton,New York,651,5,Ogdensburg-Massena,108836,N/A,N/A,N/A,$708000,2277,$311,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,St. Lawrence County,42.10%,50.90%,N/A,N/A,N/A,N/A,N/A,N/A,78,26,52,55,5,58%,54%,38,58,78,49%,60%,42%,43.55,12.89,9.21,42.77%,39.45%,46.56%,84.9,47,8.2,23.6,96,1536,3.1,130.2,NY-16287,44.2024023,-74.8863744
Colton,New York,248,149,Ogdensburg-Massena,108836,$67344,27.06%,54,N/A,N/A,N/A,82,85.52%,$358,65.53%,N/A,N/A,8.87%,0.0%,58.72%,St. Lawrence County,42.10%,50.90%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,81,27,54,59,8,58%,54%,38,58,82,49%,60%,42%,41.87,12.0,8.1,42.77%,39.45%,46.56%,84.9,47,8.2,23.6,94,531,3.1,1.66,NY-17398,44.5592574,-74.943322
Cranberry Lake,New York,193,10,Ogdensburg-Massena,108836,$81250,38.65%,62,$708000,2277,$311,56,90.91%,N/A,24.4%,N/A,N/A,8.29%,0.0%,35.15%,St. Lawrence County,42.10%,50.90%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,78,26,52,55,5,58%,54%,38,58,78,49%,60%,42%,43.55,12.89,9.21,42.77%,39.45%,46.56%,84.9,47,8.2,23.6,96,1536,3.1,19.42,NY-18817,44.206341,-74.842609
De Kalb,New York,2270,28,Ogdensburg-Massena,108836,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,St. Lawrence County,42.10%,50.90%,N/A,N/A,N/A,N/A,N/A,N/A,80,28,52,58,8,58%,54%,38,58,81,49%,60%,42%,40.95,11.67,8.43,44.77%,39.12%,55.89%,84.9,47,8.2,23.6,93,384,3.1,81.07,NY-20038,44.4870338,-75.3546362
De Peyster,New York,1216,28,Ogdensburg-Massena,108836,N/A,N/A,N/A,$17000,1308,$13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,St. Lawrence County,42.10%,50.90%,N/A,N/A,N/A,N/A,N/A,N/A,81,27,54,61,10,58%,54%,38,58,82,49%,60%,42%,38.76,11.78,8.59,44.77%,39.12%,55.89%,84.9,47,8.2,23.6,93,255,3.1,43.43,NY-20335,44.5497152,-75.4573417
DeKalb Junction,New York,512,129,Ogdensburg-Massena,108836,N/A,10.37%,44,N/A,N/A,N/A,82,86.04%,N/A,62.98%,N/A,N/A,10.55%,4.49%,54.08%,St. Lawrence County,42.10%,50.90%,0.0%,0.98%,94.92%,0.0%,0.0%,N/A,80,28,52,60,8,58%,54%,38,58,81,49%,60%,42%,40.38,11.99,7.73,44.77%,39.12%,55.89%,84.9,47,8.2,23.6,93,411,3.1,3.98,NY-20049,44.5049092,-75.2850467
