City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
East Windsor,New Jersey,27675,1770,Trenton,384951,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58,665,N/A,N/A,N/A,Mercer County,66.30%,29.20%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,88,41,47,64,22,53%,51%,41,61,91,55%,62%,50%,50.17,14.66,11.35,34.77%,36.81%,34.44%,26.0,12,7.4,25.9,53,99,4,15.64,NJ-19780,40.2565336,-74.5059103
Ewing,New Jersey,36437,2389,Trenton,384951,N/A,N/A,N/A,$320000,1502,$213,N/A,N/A,N/A,N/A,165,1395,N/A,N/A,N/A,Mercer County,66.30%,29.20%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,87,41,46,68,25,54%,53%,42,62,90,55%,62%,50%,50.22,14.69,11.36,35.67%,36.59%,37.44%,26.0,12,7.4,28.3,50,93,4,15.25,NJ-22180,40.2650815,-74.800599
Groveville,New Jersey,3007,1361,Trenton,384951,$108362,22.96%,40,$292000,1596,$183,62,82.99%,$1207,50.18%,N/A,N/A,13.04%,12.26%,60.18%,Mercer County,66.30%,29.20%,0.0%,5.15%,88.76%,5.19%,5.59%,Eastern Standard Time,88,41,47,64,22,54%,53%,42,62,92,55%,62%,50%,49.17,14.6,11.14,34.77%,36.81%,34.44%,26.0,12,7.4,28.3,64,75,4,2.21,NJ-28620,40.1679507,-74.6522561
Hamilton Square,New Jersey,11643,2720,Trenton,384951,$135694,51.06%,46,N/A,N/A,N/A,53,97.41%,$1817,37.78%,N/A,N/A,2.11%,3.65%,64.42%,Mercer County,66.30%,29.20%,5.2%,2.28%,85.28%,5.5%,11.37%,Eastern Standard Time,88,41,47,64,22,54%,53%,42,62,92,55%,62%,50%,49.17,14.6,11.14,34.77%,36.81%,34.44%,26.0,12,7.4,28.3,50,75,4,4.28,NJ-29370,40.2248282,-74.6525834
Hamilton township (Mercer Cnty),New Jersey,89206,2258,Trenton,384951,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mercer County,66.30%,29.20%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,88,41,47,64,22,54%,53%,42,62,92,55%,62%,50%,49.17,14.6,11.14,35.67%,36.59%,37.44%,26.0,12,7.4,28.3,49,75,4,39.51,NJ-29310,40.2045771,-74.6764753
Hightstown,New Jersey,5869,4772,Trenton,384951,$107431,36.74%,43,$274000,1011,$271,68,70.25%,$1638,43.61%,113,417,1.5%,4.17%,73.56%,Mercer County,66.30%,29.20%,4.87%,5.86%,54.49%,33.6%,25.92%,Eastern Standard Time,88,41,47,64,22,53%,51%,41,61,91,55%,62%,50%,50.17,14.66,11.35,34.77%,36.81%,34.44%,26.0,12,7.4,25.9,53,99,4,1.23,NJ-31620,40.2686078,-74.5252482
Hopewell borough,New Jersey,1828,2539,Trenton,384951,$142396,72.75%,45,$1065000,3492,$305,82,79.27%,$1712,36.71%,39,408,2.08%,1.43%,71.67%,Mercer County,66.30%,29.20%,1.04%,1.42%,89.39%,3.61%,7.39%,Eastern Standard Time,86,39,47,65,22,54%,53%,42,62,88,55%,62%,50%,51.9,15.51,11.63,35.4%,38.46%,34.11%,26.0,12,7.4,28.3,53,243,4,0.72,NJ-33150,40.3893089,-74.7637985
Hopewell township (Mercer Cnty),New Jersey,1828,2539,Trenton,384951,$142396,72.75%,45,$1065000,3492,$305,82,79.27%,$1712,36.71%,39,408,2.08%,1.43%,71.67%,Mercer County,66.30%,29.20%,1.04%,1.42%,89.39%,3.61%,7.39%,Eastern Standard Time,86,39,47,65,22,54%,53%,42,62,88,55%,62%,50%,51.9,15.51,11.63,35.4%,38.46%,34.11%,26.0,12,7.4,28.3,65,243,4,0.72,NJ-33150,40.3893089,-74.7637985
Lawrence township (Mercer Cnty),New Jersey,33288,1526,Trenton,384951,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mercer County,66.30%,29.20%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,87,41,46,68,25,54%,53%,42,62,90,55%,62%,50%,48.96,14.88,10.95,35.67%,36.59%,37.44%,26.0,12,7.4,28.3,52,93,4,21.81,NJ-39510,40.2953902,-74.7205101
Lawrenceville,New Jersey,3947,3795,Trenton,384951,$118482,71.98%,43,$395000,1612,$245,37,89.27%,$2250,43.57%,N/A,N/A,2.23%,9.14%,70.32%,Mercer County,66.30%,29.20%,8.84%,6.33%,74.66%,8.64%,12.11%,Eastern Standard Time,87,41,46,68,25,54%,53%,42,62,90,55%,62%,50%,51.91,15.46,11.26,35.67%,36.59%,37.44%,26.0,12,7.4,28.3,59,195,4,1.04,NJ-39570,40.3017727,-74.7378382
