City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931
Beaumont,Texas,118424,1438,Beaumont-Port Arthur,391310,93,62,31,60,112,213,0,72.2,59.7,8,50,63,34,24.52%,$39191,15.3%,N/A,N/A,$195000,1772,$110,42,46.70%,11%,30%,24%,32,18 mins,5.50%,0.00%,2.00%,Jefferson County,48.40%,48.90%,3.18%,46.88%,45.97%,14.80%,10.5%,Central Standard Time,16,5.9,56.60%,33,N/A,43,15.9%,56.41,N/A,3,0
Bevil Oaks,Texas,1411,694,Beaumont-Port Arthur,391310,93,62,31,60,116,209,0,72.3,59.9,N/A,10,19,45,19.55%,$78083,3.1%,N/A,N/A,$176500,N/A,N/A,42,71.30%,10%,31%,27%,52,19 mins,6.40%,0.00%,9.60%,Jefferson County,48.40%,48.90%,2.54%,4.77%,92.45%,3.20%,7.7%,Central Standard Time,16,5.9,34.50%,0,N/A,25,17.9%,0.00,N/A,3,0
Bridge City,Texas,7972,1238,Beaumont-Port Arthur,391310,92,62,30,59,98,213,0,72.3,60.1,7,13,22,34,21.07%,$63234,4.2%,N/A,N/A,$160100,N/A,N/A,40,66.10%,12%,31%,37%,46,24 mins,5.60%,0.00%,0.10%,Orange County,17.90%,79.70%,N/A,N/A,98.42%,1.80%,1.1%,Central Standard Time,16,5.9,37.90%,37,N/A,38,13.8%,11.39,51,3,0
China,Texas,959,749,Beaumont-Port Arthur,391310,93,62,31,60,116,215,0,71.9,59.5,6,16,29,47,6.08%,$45898,6.4%,N/A,N/A,$103000,N/A,N/A,41,73.40%,11%,32%,27%,52,19 mins,6.40%,0.00%,11.00%,Jefferson County,48.40%,48.90%,N/A,26.06%,72.83%,3.70%,0.6%,Central Standard Time,16,5.9,39.80%,25,N/A,36,14.3%,71.17,53,3,0
Deweyville,Texas,710,63,Beaumont-Port Arthur,391310,92,61,31,61,106,212,0,72.1,59.6,7,16,30,46,N/A,$48824,11.4%,N/A,N/A,$90400,N/A,N/A,45,38.80%,7%,28%,25%,51,37 mins,6.90%,-0.10%,-50.90%,Newton County,20.90%,77.50%,N/A,N/A,95.75%,N/A,0%,Central Standard Time,16,5.7,28.50%,7,N/A,25,14.1%,8.07,50,3,1
Fannett,Texas,2062,210,Beaumont-Port Arthur,391310,93,62,31,59,105,212,0,72.3,59.9,8,12,22,43,25.03%,$72281,9.1%,N/A,N/A,$215300,N/A,N/A,21,76.00%,10%,32%,27%,49,23 mins,6.40%,0.00%,-21.40%,Jefferson County,48.40%,48.90%,6.07%,8.45%,84.73%,15.80%,7.7%,Central Standard Time,16,5.9,37.30%,22,N/A,N/A,19.6%,0.00,N/A,3,0
Groves,Texas,15775,3049,Beaumont-Port Arthur,391310,92,62,30,59,98,215,0,72.6,60.3,8,26,41,37,14.98%,$48807,8.9%,N/A,N/A,$194800,1855,$105,54,62.20%,9%,35%,28%,48,16 mins,6.40%,0.00%,-1.30%,Jefferson County,48.40%,48.90%,2.15%,7.63%,86.19%,26.00%,9.6%,Central Standard Time,16,5.9,46.80%,58,N/A,N/A,15.7%,15.63,52,3,0
Kountze,Texas,1981,501,Beaumont-Port Arthur,391310,94,62,32,59,100,209,0,71.6,58.8,6,27,30,35,7.16%,$34750,15.9%,N/A,N/A,$134600,N/A,N/A,39,56.70%,10%,29%,33%,56,28 mins,5.00%,-0.10%,-17.30%,Hardin County,12.20%,86.10%,1.32%,15.72%,82.10%,16.30%,4.6%,Central Standard Time,16,5.9,55.20%,40,N/A,45,13.6%,160.59,49,2,0
Lumberton,Texas,12449,928,Beaumont-Port Arthur,391310,93,62,31,59,101,214,0,72,59.2,6,14,26,40,23.84%,$62166,5.1%,N/A,N/A,$274900,2164,$127,23,68.90%,10%,28%,35%,51,23 mins,5.00%,-0.10%,9.90%,Hardin County,12.20%,86.10%,N/A,N/A,97.16%,5.50%,2.4%,Central Standard Time,16,5.9,36.30%,36,N/A,41,14.5%,30.38,51,2,0
Mauriceville,Texas,3356,399,Beaumont-Port Arthur,391310,92,62,30,61,110,209,0,72.1,59.8,7,15,30,40,10.73%,$54016,3.8%,N/A,N/A,$150700,N/A,N/A,26,73.60%,10%,30%,33%,47,31 mins,5.60%,0.00%,9.40%,Orange County,17.90%,79.70%,N/A,N/A,98.04%,4.20%,2.1%,Central Standard Time,16,5.9,36.00%,22,N/A,34,12.3%,0.00,50,3,1
