City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year,Hottest month's avg heat index high (F)
Jacona,New Mexico,375,441,Santa Fe,110775,$51250,33.59%,50,N/A,N/A,N/A,42,70.4%,$925,49.32%,N/A,N/A,15.28%,2.36%,44.1%,Santa Fe County,71.10%,20.10%,0.0%,0.53%,35.73%,56.53%,4.0%,Mountain Standard Time,89,44,45,12.83,13.1,N/A,85,5451,6.3,0.85,NM-34900,35.888706,-106.038628,76%,78%,73%,29%,25%,39.2,30,45,56,16,5.27,2.06,18.19%,27.47%,14.11%,4,86
Jaconita,New Mexico,307,458,Santa Fe,110775,$41681,25.86%,63,N/A,N/A,N/A,40,87.3%,$917,40.34%,N/A,N/A,10.1%,4.17%,48.98%,Santa Fe County,71.10%,20.10%,0.0%,0.65%,32.57%,64.82%,1.63%,Mountain Standard Time,89,44,45,12.83,13.1,N/A,85,5451,6.3,0.67,NM-34925,35.8856306,-106.0611105,76%,78%,73%,29%,25%,39.2,30,45,56,16,5.27,2.06,18.19%,27.47%,14.11%,4,86
La Cienega,New Mexico,3728,320,Santa Fe,110775,$65549,22.53%,38,$500000,2415,$207,24,83.93%,$947,49.25%,N/A,N/A,3.19%,8.65%,70.83%,Santa Fe County,71.10%,20.10%,1.05%,0.0%,19.74%,75.64%,30.04%,Mountain Standard Time,89,44,45,10.35,29.9,N/A,82,5802,6.3,11.66,NM-36720,35.57944,-106.1130705,76%,78%,73%,29%,25%,39.2,30,45,53,19,4.27,1.36,17.97%,27.91%,13.56%,16,86
La Puebla,New Mexico,1061,374,Santa Fe,110775,$61985,34.52%,43,N/A,N/A,N/A,36,90.76%,N/A,45.11%,N/A,N/A,9.33%,19.76%,60.96%,Santa Fe County,71.10%,20.10%,0.0%,0.0%,24.79%,65.88%,4.34%,Mountain Standard Time,89,44,45,9.93,13.1,N/A,85,5154,6.3,2.84,NM-39170,35.9881773,-106.0005649,76%,78%,73%,29%,25%,39.2,30,45,56,16,3.4,1.69,18.19%,27.47%,14.11%,4,86
Lamy,New Mexico,158,61,Santa Fe,110775,$79615,24.03%,63,$655000,2243,$292,54,100.0%,N/A,54.26%,N/A,N/A,0.0%,0.0%,68.99%,Santa Fe County,71.10%,20.10%,0.0%,0.0%,37.34%,62.66%,10.76%,Mountain Standard Time,86,42,44,13.41,29.9,N/A,87,6348,6.3,2.59,NM-38890,35.4854761,-105.8862907,76%,78%,73%,29%,25%,39.2,30,45,58,20,5.62,2.14,20.25%,31.54%,17.78%,16,84
Los Cerrillos,New Mexico,90,27,Santa Fe,110775,$41000,43.33%,59,N/A,N/A,N/A,28,56.67%,N/A,24.44%,N/A,N/A,0.0%,0.0%,67.78%,Santa Fe County,71.10%,20.10%,0.0%,0.0%,43.33%,56.67%,15.56%,Mountain Standard Time,89,44,45,14.03,29.9,N/A,88,5700,6.3,3.37,NM-42600,35.427202,-106.1211734,76%,78%,73%,29%,25%,39.2,30,45,53,19,6.06,2.25,17.89%,25.71%,16.56%,16,86
Madrid,New Mexico,321,231,Santa Fe,110775,N/A,63.19%,60,N/A,N/A,N/A,N/A,54.83%,N/A,80.9%,N/A,N/A,69.16%,8.24%,29.51%,Santa Fe County,71.10%,20.10%,0.0%,0.0%,100.0%,0.0%,2.18%,Mountain Standard Time,89,44,45,14.03,29.9,N/A,89,5700,6.3,1.39,NM-46100,35.4032597,-106.1537875,76%,78%,73%,29%,25%,39.2,30,45,53,19,6.06,2.25,17.89%,25.71%,16.56%,16,86
Nambe,New Mexico,1970,226,Santa Fe,110775,$35481,20.61%,48,$1169000,4116,$284,39,85.89%,$911,62.23%,N/A,N/A,17.13%,10.94%,46.28%,Santa Fe County,71.10%,20.10%,0.0%,0.2%,13.96%,60.3%,2.08%,Mountain Standard Time,89,44,45,12.83,13.1,N/A,89,5451,6.3,8.7,NM-50930,35.8984168,-105.966675,76%,78%,73%,29%,25%,39.2,30,45,56,16,5.27,2.06,18.19%,27.47%,14.11%,4,86
Peak Place,New Mexico,458,350,Santa Fe,110775,$40000,6.73%,24,N/A,N/A,N/A,30,86.68%,$596,57.91%,N/A,N/A,14.95%,5.79%,70.11%,Santa Fe County,71.10%,20.10%,0.44%,0.0%,2.18%,91.05%,19.65%,Mountain Standard Time,86,42,44,14.17,29.9,N/A,88,6432,6.3,1.31,NM-55595,35.7911724,-105.943204,76%,78%,73%,29%,25%,39.2,30,45,51,18,5.19,2.27,22.03%,33.52%,18.56%,16,84
Pojoaque,New Mexico,2094,479,Santa Fe,110775,$54211,23.87%,35,N/A,N/A,N/A,28,67.19%,$811,63.78%,N/A,N/A,14.37%,4.74%,65.39%,Santa Fe County,71.10%,20.10%,0.86%,0.33%,13.32%,62.46%,10.32%,Mountain Standard Time,89,44,45,12.83,13.1,N/A,85,5451,6.3,4.37,NM-58630,35.8961989,-106.0104722,76%,78%,73%,29%,25%,39.2,30,45,56,16,5.27,2.06,18.19%,27.47%,14.11%,4,86
Rio en Medio,New Mexico,197,298,Santa Fe,110775,$47333,25.21%,33,N/A,N/A,N/A,35,45.69%,N/A,61.15%,N/A,N/A,8.12%,0.0%,58.06%,Santa Fe County,71.10%,20.10%,0.0%,40.61%,16.24%,83.76%,0.0%,Mountain Standard Time,86,42,44,12.83,29.9,N/A,90,5451,6.3,0.66,NM-63168,35.82221,-105.9009071,76%,78%,73%,29%,25%,39.2,30,45,51,18,5.27,2.06,28.82%,33.52%,31.44%,16,84
San Ildefonso Pueblo,New Mexico,816,185,Santa Fe,110775,$54167,18.49%,33,N/A,N/A,N/A,39,84.93%,$536,66.52%,N/A,N/A,18.42%,3.8%,64.47%,Santa Fe County,71.10%,20.10%,0.74%,0.0%,8.33%,18.26%,1.23%,Mountain Standard Time,83,40,43,13.9,35.2,N/A,84,5802,6.3,4.42,NM-68010,35.8954531,-106.1225366,76%,78%,73%,29%,25%,39.2,30,45,57,20,6.05,2.07,18.19%,27.47%,14.11%,14,81
San Pedro,New Mexico,100,10,Santa Fe,110775,$56042,41.77%,64,N/A,N/A,N/A,26,66.0%,N/A,43.04%,N/A,N/A,10.0%,27.27%,35.44%,Santa Fe County,71.10%,20.10%,0.0%,0.0%,100.0%,0.0%,0.0%,Mountain Standard Time,88,43,45,13.56,12.3,N/A,89,6126,6.3,9.76,NM-69825,35.2279917,-106.1847136,76%,78%,73%,29%,25%,39.2,30,45,51,18,5.57,2.47,17.89%,25.71%,16.56%,7,85
Santa Cruz,New Mexico,193,311,Santa Fe,110775,$30234,4.93%,41,N/A,N/A,N/A,37,26.94%,$516,80.86%,N/A,N/A,35.75%,15.15%,41.51%,Santa Fe County,71.10%,20.10%,0.0%,0.0%,3.11%,96.89%,6.74%,Mountain Standard Time,89,44,45,9.93,13.1,N/A,79,5154,6.3,0.62,NM-70460,35.9939685,-106.0358208,76%,78%,73%,29%,25%,39.2,30,45,56,16,3.4,1.69,18.19%,27.47%,14.11%,4,86
Santa Fe,New Mexico,84418,1616,Santa Fe,110775,$57274,42.04%,44,$575000,1620,$355,36,66.23%,$1125,58.64%,N/A,N/A,14.31%,4.84%,60.42%,Santa Fe County,71.10%,20.10%,1.45%,1.45%,39.91%,54.69%,14.19%,Mountain Standard Time,86,42,44,13.09,29.9,N/A,72,6198,6.3,52.23,NM-70500,35.6619022,-105.9819328,76%,78%,73%,29%,25%,39.2,30,45,51,18,4.87,2.18,17.56%,27.25%,14.11%,16,84
Sombrillo,New Mexico,100,105,Santa Fe,110775,$43125,21.69%,60,N/A,N/A,N/A,41,88.0%,N/A,43.18%,N/A,N/A,23.0%,0.0%,44.32%,Santa Fe County,71.10%,20.10%,3.0%,0.0%,12.0%,85.0%,6.0%,Mountain Standard Time,89,44,45,9.93,13.1,N/A,82,5154,6.3,0.95,NM-73890,35.980191,-106.0352446,76%,78%,73%,29%,25%,39.2,30,45,56,16,3.4,1.69,18.19%,27.47%,14.11%,4,86
Tesuque,New Mexico,828,146,Santa Fe,110775,$78750,63.31%,63,$1125000,2068,$544,44,78.02%,$1270,50.62%,N/A,N/A,9.44%,0.79%,47.28%,Santa Fe County,71.10%,20.10%,3.74%,0.0%,72.83%,20.05%,6.4%,Mountain Standard Time,86,42,44,14.17,29.9,N/A,89,6432,6.3,5.66,NM-77040,35.7486491,-105.9209244,76%,78%,73%,29%,25%,39.2,30,45,51,18,5.19,2.27,22.03%,33.52%,18.56%,16,84
Tesuque Pueblo,New Mexico,448,204,Santa Fe,110775,$51500,14.74%,41,N/A,N/A,N/A,36,96.88%,$444,57.22%,N/A,N/A,14.73%,23.11%,61.1%,Santa Fe County,71.10%,20.10%,0.0%,0.0%,0.45%,12.05%,0.0%,Mountain Standard Time,86,42,44,12.83,29.9,N/A,88,5451,6.3,2.2,NM-77100,35.8090351,-105.9751789,76%,78%,73%,29%,25%,39.2,30,45,51,18,5.27,2.06,15.89%,23.41%,13.0%,16,84
