City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Alcoa,Tennessee,11635,776,Knoxville,873816,$60049,31.03%,36,$250000,996,$251,44,64.36%,$1057,51.58%,787,3991,15.43%,2.71%,67.84%,Blount County,23.20%,71.70%,1.82%,11.71%,70.88%,9.44%,8.78%,Eastern Standard Time,89,48,41,69,30,57%,58%,48,66,97,57%,66%,44%,53.2,13.33,15.21,34.96%,35.6%,39.89%,4.7,2,6.0,46.1,53,879,4.4,15.0,TN-00540,35.8075102,-83.9752459
Andersonville,Tennessee,294,181,Knoxville,873816,N/A,47.65%,59,$455000,2676,$170,18,79.16%,N/A,54.87%,N/A,N/A,30.27%,0.0%,45.49%,Anderson County,30.20%,64.30%,0.0%,0.0%,85.71%,14.29%,14.29%,Eastern Standard Time,85,44,41,63,25,57%,58%,48,66,89,57%,66%,44%,59.14,14.88,16.54,36.99%,39.01%,41.44%,3.2,1,6.0,46.1,66,1014,4.4,1.62,TN-01220,36.1969565,-84.0330607
Bean Station,Tennessee,2990,499,Knoxville,873816,$50114,14.78%,42,$203000,1230,$165,34,82.97%,$720,39.69%,259,1069,15.62%,0.56%,55.9%,Grainger County,14.40%,82.70%,0.0%,0.0%,97.76%,0.23%,0.23%,Eastern Standard Time,87,46,41,67,26,57%,58%,48,66,93,57%,66%,44%,51.7,14.04,13.7,34.85%,35.05%,41.44%,9.1,7,6.0,46.1,71,1230,4.5,5.99,TN-03760,36.3485912,-83.3077525
Blaine,Tennessee,2797,294,Knoxville,873816,$66010,18.14%,39,$290000,1408,$206,22,66.88%,$958,49.09%,0,1603,8.71%,9.04%,59.58%,Grainger County,14.40%,82.70%,0.75%,2.36%,94.57%,2.4%,2.04%,Eastern Standard Time,90,49,41,68,27,57%,58%,48,66,99,57%,66%,44%,53.95,13.63,14.95,35.86%,34.73%,41.44%,2.6,0,6.0,46.1,66,927,4.5,9.52,TN-06340,36.1477825,-83.6939969
Caryville,Tennessee,2079,408,Knoxville,873816,$61932,8.17%,46,$230000,1608,$143,39,65.51%,$791,39.81%,139,1957,21.67%,9.82%,55.79%,Campbell County,17.90%,78.80%,0.0%,0.72%,94.95%,0.96%,0.0%,Eastern Standard Time,85,44,41,63,25,57%,58%,48,66,89,57%,66%,44%,57.1,14.12,15.98,36.99%,39.01%,41.44%,3.2,1,6.0,46.1,69,1059,4.8,5.1,TN-11360,36.3251908,-84.219876
Clinton,Tennessee,10141,873,Knoxville,873816,$64005,18.14%,45,$260000,1461,$178,39,57.53%,$858,46.06%,447,3220,14.25%,3.25%,56.59%,Anderson County,30.20%,64.30%,0.79%,2.13%,90.28%,2.17%,3.13%,Eastern Standard Time,89,48,41,69,30,57%,58%,48,66,97,57%,66%,44%,58.57,14.24,17.03,35.86%,37.14%,40.56%,3.2,1,6.0,46.1,58,780,4.4,11.62,TN-15580,36.0980907,-84.1283035
Coalfield,Tennessee,2782,112,Knoxville,873816,$88026,36.45%,38,N/A,N/A,N/A,30,75.39%,$1104,39.0%,N/A,N/A,18.44%,0.0%,63.16%,Morgan County,15.70%,81.10%,0.0%,0.0%,98.85%,0.79%,0.0%,Eastern Standard Time,87,47,40,68,29,57%,58%,48,66,93,57%,66%,44%,59.87,15.21,16.81,35.95%,37.91%,39.78%,3.0,2,6.0,46.1,69,768,4.6,24.73,TN-15880,36.021967,-84.4413661
Eagleton Village,Tennessee,5849,1924,Knoxville,873816,$67596,17.36%,41,$255000,1220,$209,62,71.13%,$1121,40.07%,N/A,N/A,13.55%,4.95%,64.09%,Blount County,23.20%,71.70%,0.0%,4.56%,86.7%,6.26%,2.29%,Eastern Standard Time,89,48,41,69,30,57%,58%,48,66,97,57%,66%,44%,53.2,13.33,15.21,34.96%,35.6%,39.89%,4.7,2,6.0,46.1,55,879,4.4,3.04,TN-22340,35.7881782,-83.9362255
Farragut,Tennessee,24309,1521,Knoxville,873816,$142402,65.12%,46,$675000,3111,$217,28,87.94%,$1691,35.51%,N/A,N/A,2.88%,2.51%,63.5%,Knox County,34.80%,58.50%,4.01%,0.91%,89.19%,3.21%,7.08%,Eastern Standard Time,89,49,40,68,28,57%,58%,48,66,97,57%,66%,44%,58.88,15.1,16.75,35.95%,37.91%,39.78%,3.0,2,6.0,46.1,33,849,4.6,15.98,TN-25760,35.8731269,-84.1821542
Fincastle,Tennessee,1328,364,Knoxville,873816,$60337,21.81%,48,$139000,848,$164,39,62.05%,$835,40.63%,N/A,N/A,15.74%,4.02%,47.24%,Campbell County,17.90%,78.80%,0.0%,0.0%,98.72%,0.0%,0.0%,Eastern Standard Time,86,45,41,64,26,57%,58%,48,66,91,57%,66%,44%,57.54,15.29,15.71,36.38%,37.8%,40.44%,3.2,1,6.0,46.1,71,927,4.8,3.65,TN-26120,36.4038108,-84.0479218
