City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Artemus,Kentucky,587,435,London,149519,$25179,0.0%,34,N/A,N/A,N/A,34,46.27%,N/A,61.9%,N/A,N/A,46.0%,29.86%,50.11%,Knox County,14.70%,82.30%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,87,45,42,65,24,58%,62%,44,64,95,57%,66%,44%,55.9,15.43,14.65,38.22%,40.44%,40.33%,8.6,5,4.8,46.1,62,906,4.8,1.35,KY-02188,36.8351314,-83.8413649
Barbourville,Kentucky,3181,1200,London,149519,$20971,22.36%,35,$499000,2935,$170,52,43.26%,$604,68.94%,258,2168,48.91%,4.45%,38.75%,Knox County,14.70%,82.30%,0.0%,2.86%,92.39%,2.14%,0.38%,N/A,87,45,42,65,24,58%,62%,44,64,95,57%,66%,44%,55.9,15.43,14.65,38.22%,40.44%,40.33%,8.6,5,4.8,46.1,65,906,4.8,2.65,KY-03574,36.8666339,-83.8847445
Corbin,Kentucky,8430,1060,London,149519,$51795,27.19%,40,$128000,1320,$97,45,58.56%,$686,53.44%,124,1833,22.11%,6.26%,48.61%,Whitley County,15.00%,82.10%,0.0%,1.28%,92.94%,1.26%,1.33%,N/A,86,45,41,66,26,58%,62%,44,64,93,57%,66%,44%,52.78,15.09,12.64,38.22%,40.44%,40.33%,8.6,5,4.8,46.1,49,1086,4.6,7.95,KY-17362,36.9321688,-84.1005059
East Bernstadt,Kentucky,673,319,London,149519,$39500,14.66%,47,N/A,N/A,N/A,41,67.13%,$680,54.79%,N/A,N/A,21.55%,1.01%,51.3%,Laurel County,13.90%,82.90%,0.0%,2.67%,95.69%,0.59%,0.0%,N/A,86,45,41,66,26,58%,62%,44,64,93,57%,66%,44%,52.78,15.09,12.64,38.22%,40.44%,40.33%,16.5,11,4.8,46.1,70,1086,4,2.11,KY-23284,37.1922746,-84.120888
Emlyn,Kentucky,527,742,London,149519,$59911,40.57%,31,$255000,2898,$88,34,87.12%,$730,43.97%,N/A,N/A,19.17%,18.68%,73.39%,Whitley County,15.00%,82.10%,1.9%,0.0%,98.1%,0.0%,1.9%,N/A,86,45,41,64,26,57%,58%,48,66,91,57%,66%,44%,57.54,15.29,15.71,36.38%,37.8%,40.44%,3.2,1,6.0,46.1,67,927,4.6,0.71,KY-24922,36.7022992,-84.1417361
Flat Lick,Kentucky,711,149,London,149519,$15828,0.0%,31,$52000,1625,$32,38,29.46%,$677,30.86%,N/A,N/A,100.0%,32.87%,27.24%,Knox County,14.70%,82.30%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,87,45,42,65,24,58%,62%,44,64,95,57%,66%,44%,55.9,15.43,14.65,38.22%,40.44%,40.33%,8.6,5,4.8,46.1,67,906,4.8,4.78,KY-27730,36.8353204,-83.7597776
London,Kentucky,7576,655,London,149519,$45850,16.85%,39,$275000,2236,$123,36,55.02%,$783,54.58%,62,4658,31.72%,2.78%,48.35%,Laurel County,13.90%,82.90%,1.29%,1.1%,93.98%,1.9%,1.64%,N/A,86,45,41,66,26,58%,62%,44,64,93,57%,66%,44%,52.78,15.09,12.64,38.22%,40.44%,40.33%,16.5,11,4.8,46.1,60,1086,4,11.57,KY-47476,37.1174446,-84.076717
North Corbin,Kentucky,2092,1175,London,149519,$48382,14.95%,38,N/A,N/A,N/A,43,57.6%,$833,56.62%,N/A,N/A,29.02%,0.79%,54.38%,Laurel County,13.90%,82.90%,0.0%,0.0%,96.7%,0.24%,0.0%,N/A,86,45,41,66,26,58%,62%,44,64,93,57%,66%,44%,52.78,15.09,12.64,38.22%,40.44%,40.33%,8.6,5,4.8,46.1,53,1086,4,1.78,KY-56694,36.9648716,-84.0972427
Pleasant View,Kentucky,281,356,London,149519,$46250,19.89%,36,N/A,N/A,N/A,40,61.08%,$925,61.28%,N/A,N/A,28.83%,0.0%,49.33%,Whitley County,15.00%,82.10%,0.0%,0.0%,80.78%,0.0%,0.0%,N/A,86,45,41,64,26,57%,58%,48,66,91,57%,66%,44%,57.54,15.29,15.71,36.38%,37.8%,40.44%,3.2,1,6.0,46.1,67,927,4.6,0.79,KY-61734,36.6781154,-84.1283558
Rockholds,Kentucky,192,161,London,149519,$28158,5.88%,47,N/A,N/A,N/A,22,100.0%,N/A,74.71%,N/A,N/A,36.98%,17.74%,36.47%,Whitley County,15.00%,82.10%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,87,45,42,65,24,57%,58%,48,66,93,57%,66%,44%,55.9,15.43,14.65,38.22%,40.44%,40.33%,8.6,5,6.0,46.1,65,906,4.6,1.19,KY-66162,36.8308381,-84.1130716
