14398,00601,
16771,00602,
15786,00603,
14980,00606,
20167,00610,
19402,00612,
18903,00616,
17702,00617,
15640,00622,
17699,00623,
17161,00624,
18571,00627,
11476,00631,
18430,00637,
17634,00638,
15402,00641,
29757,00646,
13996,00647,
19368,00650,
22771,00652,
10977,00653,
17865,00656,
18998,00659,
19848,00660,
17216,00662,
15740,00664,
14472,00667,
17199,00669,
14712,00670,
18790,00674,
16014,00676,
20027,00677,
17204,00678,
14825,00680,
14841,00682,
16441,00683,
15861,00685,
21191,00687,
17305,00688,
17246,00690,
21194,00692,
19970,00693,
-666666666,00694,
14811,00698,
20188,00703,
16734,00704,
20271,00705,
20419,00707,
16263,00714,
13288,00715,
17616,00716,
11838,00717,
19220,00718,
18804,00719,
16072,00720,
17197,00723,
22847,00725,
30570,00727,
20131,00728,
22075,00729,
16036,00730,
15781,00731,
19097,00735,
22904,00736,
20808,00738,
20597,00739,
9611,00740,
21506,00741,
23975,00745,
17963,00751,
19408,00754,
20000,00757,
14049,00765,
19170,00766,
16828,00767,
18326,00769,
22097,00771,
14963,00772,
21805,00773,
24886,00775,
20718,00777,
35558,00778,
21724,00780,
14152,00782,
16815,00783,
17317,00784,
38798,00786,
21833,00791,
19024,00794,
20765,00795,
26204,00901,
109063,00906,
38798,00907,
21238,00909,
32290,00911,
27623,00912,
7428,00913,
13125,00915,
15904,00917,
29521,00918,
26153,00920,
19158,00921,
16052,00923,
19023,00924,
10928,00925,
35681,00926,
36994,00927,
-666666666,00934,
-666666666,00936,
27575,00949,
-666666666,00950,
-666666666,00951,
16196,00952,
27688,00953,
23859,00956,
27115,00957,
30307,00959,
-666666666,00960,
29811,00961,
16053,00962,
14279,00965,
48174,00966,
49500,00968,
47489,00969,
24972,00971,
31729,00976,
33087,00979,
25360,00982,
26385,00983,
27560,00985,
32596,00987,
66088,01001,
60540,01002,
-666666666,01003,
80060,01005,
94812,01007,
78988,01008,
72644,01009,
75577,01010,
71921,01011,
73750,01012,
46007,01013,
58909,01020,
43525,01022,
71000,01026,
66339,01027,
90579,01028,
92361,01029,
79713,01030,
45549,01031,
81875,01032,
101886,01033,
90625,01034,
86690,01035,
94393,01036,
83036,01037,
85449,01038,
94256,01039,
42537,01040,
73839,01050,
50357,01053,
93942,01054,
73516,01056,
77156,01057,
67356,01060,
76959,01062,
-666666666,01063,
-666666666,01066,
85326,01068,
66920,01069,
63750,01070,
81058,01071,
81042,01072,
104052,01073,
88775,01074,
73601,01075,
84896,01077,
32963,01079,
78576,01080,
74375,01081,
58131,01082,
78252,01083,
71875,01084,
74784,01085,
-666666666,01086,
42111,01088,
54516,01089,
60396,01092,
97083,01093,
-666666666,01094,
111487,01095,
81447,01096,
63750,01097,
81875,01098,
17736,01103,
40884,01104,
21875,01105,
123644,01106,
30457,01107,
41807,01108,
35000,01109,
70296,01118,
48324,01119,
67422,01128,
61769,01129,
44291,01151,
-666666666,01199,
57160,01201,
47908,01220,
58668,01222,
66161,01223,
-666666666,01224,
72119,01225,
73911,01226,
-666666666,01229,
68690,01230,
67404,01235,
63696,01236,
76579,01237,
77455,01238,
72802,01240,
-666666666,01242,
62708,01243,
50104,01244,
109063,01245,
52398,01247,
88487,01253,
96563,01254,
77000,01255,
47200,01256,
64375,01257,
74375,01258,
78625,01259,
107614,01260,
39286,01262,
68750,01264,
77500,01266,
91917,01267,
86912,01270,
46931,01301,
72609,01330,
61949,01331,
69853,01337,
64667,01338,
60438,01339,
60313,01340,
92500,01341,
103000,01342,
73125,01343,
63333,01344,
93400,01346,
-666666666,01347,
75417,01349,
-666666666,01350,
97054,01351,
68173,01354,
69038,01355,
75900,01360,
53949,01364,
71818,01366,
69375,01367,
86607,01368,
61711,01370,
82105,01373,
54524,01375,
41369,01376,
68839,01378,
62813,01379,
54683,01420,
113045,01430,
97269,01431,
99195,01432,
96500,01434,
70662,01436,
100579,01438,
51708,01440,
142500,01450,
177422,01451,
100255,01452,
63263,01453,
125275,01460,
99601,01462,
105377,01463,
89247,01464,
-666666666,01467,
82173,01468,
97730,01469,
98555,01473,
94554,01474,
81582,01475,
83265,01501,
104432,01503,
90665,01504,
106100,01505,
70610,01506,
102531,01507,
75455,01510,
75347,01515,
117250,01516,
72713,01518,
114226,01519,
116107,01520,
77054,01521,
104040,01522,
97394,01523,
80649,01524,
52750,01525,
92556,01527,
79647,01529,
90489,01531,
140600,01532,
100819,01534,
73208,01535,
102756,01536,
76859,01537,
85813,01540,
129097,01541,
88750,01542,
124890,01543,
108870,01545,
52900,01550,
86146,01560,
-666666666,01561,
70265,01562,
122810,01564,
105294,01566,
126442,01568,
109179,01569,
59844,01570,
69659,01571,
119148,01581,
91696,01583,
63295,01585,
80434,01588,
108971,01590,
71239,01602,
45969,01603,
59123,01604,
42683,01605,
72050,01606,
53838,01607,
31504,01608,
45679,01609,
33326,01610,
100375,01611,
116313,01612,
116971,01701,
67048,01702,
142813,01718,
126597,01719,
138750,01720,
118348,01721,
133824,01730,
105625,01731,
167708,01740,
197530,01741,
160448,01742,
125000,01745,
137589,01746,
110582,01747,
172683,01748,
96038,01749,
83469,01752,
107891,01754,
126806,01756,
86203,01757,
115588,01760,
216406,01770,
163438,01772,
156607,01773,
143711,01775,
195073,01776,
192961,01778,
92084,01801,
121433,01803,
153315,01810,
116445,01821,
123087,01824,
92533,01826,
158523,01827,
62318,01830,
67016,01832,
122600,01833,
111056,01834,
84638,01835,
25077,01840,
45486,01841,
54283,01843,
83532,01844,
113916,01845,
55837,01850,
69548,01851,
65445,01852,
55461,01854,
79909,01860,
107964,01862,
112568,01863,
123042,01864,
131515,01867,
105480,01876,
114313,01879,
104609,01880,
149437,01886,
133873,01887,
173058,01890,
26403,01901,
52834,01902,
87639,01904,
62623,01905,
88348,01906,
100927,01907,
94243,01908,
81027,01913,
84354,01915,
179375,01921,
176250,01922,
99269,01923,
109323,01929,
76260,01930,
-666666666,01937,
103941,01938,
136023,01940,
178250,01944,
131293,01945,
145525,01949,
110740,01950,
115719,01951,
81755,01952,
80679,01960,
87149,01966,
118851,01969,
66495,01970,
115203,01982,
144258,01983,
142734,01984,
151500,01985,
103258,02019,
107442,02021,
141036,02025,
101730,02026,
250001,02030,
158065,02032,
92978,02035,
118193,02038,
147520,02043,
105403,02045,
87174,02047,
120694,02048,
104209,02050,
174417,02052,
139688,02053,
114255,02054,
159914,02056,
162091,02061,
90341,02062,
127646,02066,
144280,02067,
114044,02071,
90201,02072,
124528,02081,
159776,02090,
136563,02093,
152442,02108,
156119,02109,
111971,02110,
52663,02111,
97686,02113,
107162,02114,
45827,02115,
115825,02116,
62850,02118,
32424,02119,
46843,02120,
36479,02121,
72158,02122,
63118,02124,
60862,02125,
55126,02126,
122599,02127,
63378,02128,
131064,02129,
102088,02130,
87083,02131,
117083,02132,
66095,02134,
83383,02135,
76704,02136,
104641,02138,
108832,02139,
114256,02140,
87739,02141,
134575,02142,
105193,02143,
111549,02144,
90491,02145,
73399,02148,
70627,02149,
60305,02150,
68199,02151,
76996,02152,
101266,02155,
57989,02163,
76636,02169,
85821,02170,
85586,02171,
114604,02176,
103104,02180,
101544,02184,
141050,02186,
93160,02188,
75152,02189,
87424,02190,
89234,02191,
106250,02199,
-666666666,02203,
170920,02210,
55468,02215,
57977,02301,
70986,02302,
97353,02322,
100747,02324,
61374,02330,
126889,02332,
102669,02333,
97844,02338,
133922,02339,
100455,02341,
79718,02343,
77455,02346,
109297,02347,
106001,02351,
114177,02356,
-666666666,02357,
119827,02359,
92757,02360,
95197,02364,
-666666666,02366,
107734,02367,
87803,02368,
80783,02370,
102161,02375,
105377,02379,
88932,02382,
198110,02420,
180943,02421,
126094,02445,
99383,02446,
105536,02451,
99747,02452,
87922,02453,
-666666666,02457,
120385,02458,
189589,02459,
126185,02460,
171855,02461,
97344,02462,
123098,02464,
157449,02465,
118333,02466,
150223,02467,
250001,02468,
100399,02472,
115000,02474,
113978,02476,
140091,02478,
227898,02481,
201548,02482,
184688,02492,
206250,02493,
139770,02494,
73529,02532,
141023,02534,
98354,02535,
72634,02536,
114737,02537,
80515,02538,
78419,02539,
75809,02540,
53108,02542,
82857,02543,
-666666666,02553,
112241,02554,
100543,02556,
90313,02557,
44767,02558,
73011,02559,
146875,02561,
104917,02562,
98497,02563,
112841,02564,
52711,02568,
72100,02571,
98843,02575,
64267,02576,
-666666666,02584,
56646,02601,
115833,02630,
82814,02631,
98852,02632,
81696,02633,
64112,02635,
191477,02637,
86968,02638,
47197,02639,
-666666666,02641,
66996,02642,
-666666666,02643,
89236,02644,
78823,02645,
70000,02646,
82900,02647,
105721,02648,
78309,02649,
82212,02650,
-666666666,02651,
75049,02652,
77318,02653,
88816,02655,
71495,02657,
54167,02659,
65093,02660,
-666666666,02663,
66283,02664,
67928,02666,
82696,02667,
96165,02668,
-666666666,02669,
77500,02670,
78266,02671,
-666666666,02672,
65922,02673,
84404,02675,
100268,02702,
77107,02703,
