06037,102
17031,85
04013,105
06059,89
48201,107
06073,88
48113,109
12086,103
06065,123
36081,87
53033,77
32003,101
48439,109
06071,110
12011,105
06085,85
18097,89
26163,86
48029,108
06001,80
42101,96
36059,88
25017,88
06067,93
36103,86
39049,88
04019,102
17043,88
42003,86
12057,108
26125,84
27053,87
17097,84
49035,88
48453,115
06013,90
36119,87
51600,91
39035,84
12095,105
37119,99
17197,86
13121,98
24031,91
42091,92
55079,85
48085,104
12031,106
17089,86
36029,82
12099,104
34003,90
39061,91
37183,97
34023,91
18089,85
40109,104
06075,70
26099,84
06019,97
15003,88
29095,97
12103,104
24033,94
29510,96
09009,87
53053,76
34013,90
47157,102
09003,88
09001,89
06111,85
25025,85
48141,95
41051,81
21111,94
06081,77
06029,96
25027,84
42017,89
24510,92
25009,84
48121,106
08031,89
48215,120
26081,85
53061,75
11001,96
47037,98
12071,105
06077,94
34017,89
18003,87
34025,88
40143,106
42045,93
34029,91
25021,88
35001,93
08041,86
18057,87
20091,95
36055,84
08005,88
49049,90
44007,86
24510,98
36087,85
20173,99
01073,101
42071,90
25005,86
34039,91
42029,89
41067,82
24003,92
34007,92
34027,88
34031,88
39113,88
19153,89
31055,95
42133,88
55025,84
42011,90
06099,94
08059,85
18141,84
36067,84
34005,90
39153,88
37081,95
25013,87
51810,97
17111,86
12127,104
48157,109
06095,92
51153,92
25023,86
34035,90
53011,81
32031,88
08001,91
26049,83
48491,110
22051,108
12009,104
16001,89
06097,90
39017,91
42077,89
17119,93
39151,87
53063,84
06107,93
36071,87
42095,88
06083,79
22071,108
12105,108
34021,90
06053,76
27037,87
45019,97
04021,106
42129,86
26161,86
22033,104
55133,85
05119,101
42079,85
48061,111
48355,107
12101,106
17019,88
42043,89
33011,85
27003,86
17113,89
48167,111
06061,92
18039,85
34015,93
17143,91
26065,85
48027,109
13089,99
12115,107
41047,82
21067,95
26139,83
51107,91
37067,93
18157,86
49011,86
18163,97
29510,97
12117,106
45045,101
29183,93
31109,95
20177,96
39093,85
12111,103
08013,87
47065,97
17163,96
08035,86
01097,104
01089,103
42049,84
41005,83
18105,88
37063,99
41039,83
08069,87
24027,92
48303,98
48479,127
26077,86
48039,109
36027,89
42041,91
18127,86
18081,89
27109,83
27137,78
33015,83
39099,85
10003,90
18063,89
34001,91
13067,99
13051,105
37051,100
49057,86
51710,97
12069,107
51550,104
06041,86
06087,80
42125,85
12097,105
13135,98
48339,112
36007,81
39057,88
51013,96
55009,83
23005,81
06079,91
06047,93
51760,97
47149,96
17179,90
39085,84
05007,99
48245,111
39165,90
45079,102
26145,85
09011,84
18095,87
39155,85
36001,85
36091,86
47093,95
17167,90
42019,83
46099,88
48309,108
01101,111
28049,105
25001,80
06113,92
17115,89
12033,106
19113,87
36063,84
48041,114
22017,107
29077,94
13245,107
51087,95
42089,84
48375,95
42027,83
40027,101
36065,82
05143,94
04025,98
12073,105
13215,102
24025,90
55087,84
04015,102
47187,98
18035,89
04027,149
06007,90
23031,81
17093,87
18019,94
26115,86
53035,77
18091,84
55101,82
51700,97
36111,85
08123,89
22055,105
26093,83
26021,85
53077,87
39041,88
38017,85
18167,98
53005,88
24021,87
55059,86
16027,89
12053,107
42007,85
15001,90
37025,101
20209,98
41029,89
44003,88
49053,97
42075,87
26147,83
06025,172
26121,83
17099,87
19163,87
53067,78
37179,99
53073,75
34011,91
36083,87
42055,88
42107,84
12001,103
27123,87
28047,102
51510,96
17091,87
55139,84
55105,84
47125,99
27163,85
34037,86
01117,103
09013,83
45051,91
13021,106
42051,86
21117,90
26075,85
27139,87
41017,85
45091,98
48135,104
08101,91
25015,86
17161,89
42021,80
09005,85
50007,83
12019,106
18067,86
12021,104
12113,107
01125,103
28033,101
48329,106
15009,91
39025,91
42069,87
09007,86
48209,111
47165,95
39103,84
20161,100
37071,98
22019,108
26025,85
36013,83
06089,96
33013,84
23019,82
51650,97
29019,95
18005,89
48441,106
48423,107
06031,96
06017,88
20045,98
27171,87
37021,90
12091,103
19103,89
12061,103
06039,93
26045,85
36045,81
31153,90
30111,86
51041,97
08077,91
48485,108
42013,83
13059,105
39133,87
44009,83
39173,87
17037,85
01003,100
19013,90
42081,89
39045,87
49005,85
37147,99
48091,108
16055,81
24017,89
35049,84
06055,91
55063,84
17095,87
33017,83
39169,84
18059,88
17183,88
36075,82
54039,89
34019,89
34009,90
48139,109
17201,83
48183,110
48187,111
28059,101
45063,103
37001,98
12015,110
55073,82
09015,84
18177,87
55117,82
37133,97
06023,64
45015,99
18085,85
39007,83
