zipCode,cityName,stateName,countyName,population,populationDensity,augHi,decHi,augHiMinusDecHi,numInchesOfRain,numDaysOfRain,numSunnyDays,numInchesOfSnow,numviolentCrime,propertyCrime,medianAge,medianIncome,medianHomePrice,%Asian,%Black,%White,%Hispanic
32361,wacissa,florida,Jefferson County,210,92,91,64,27,58,112,232,0,10.9,15.8,45.7,79500,107200,N/A,N/A,100,N/A
33867,river_ranch,florida,Polk County,416,95,92,75,17,52,107,236,0,14.3,22.9,73.2,41587,95000,N/A,N/A,88.9,11.1
33848,intercession_city,florida,Osceola County,1401,106,92,73,19,52,115,236,0,39.9,51.9,29.6,24563,70200,N/A,N/A,34.7,64.2
33001,layton,florida,Monroe County,212,109,90,77,13,43,100,251,0,36.1,44,53.8,53571,342400,N/A,N/A,66.5,33.5
34138,chokoloskee,florida,Collier County,74,111,92,79,13,56,123,261,0,28.8,54.7,81.2,37740,91100,N/A,N/A,100,N/A
32157,lake_como,florida,Putnam County,191,122,90,68,22,50,113,225,0,38.5,60.9,65.3,58203,189600,N/A,N/A,100,N/A
34737,howey_in_the_hills,florida,Lake County,2441,124,92,71,21,51,112,236,0,15.5,20.3,51.3,62344,258200,N/A,N/A,82,14.7
32409,panama_city,florida,Bay County,10036,133,90,65,25,60,109,241,0,23.7,30.2,42.2,48419,233000,1.9,N/A,90.4,2.8
34436,floral_city,florida,Citrus County,7854,139,92,72,20,52,112,243,0,36.3,42.6,52.9,31850,136100,N/A,N/A,93.2,4.5
34448,homosassa_springs,florida,Citrus County,10592,145,92,73,19,52,111,244,0,39.4,47.1,56.6,31193,158600,N/A,N/A,93.7,1.5
34140,goodland,florida,Collier County,197,148,91,76,15,55,124,266,0,10,18.1,62.7,24243,333200,N/A,N/A,100,N/A
33503,balm,florida,Hillsborough County,96,149,91,74,17,52,107,234,0,18.8,35,63.5,30700,222500,80.2,N/A,19.8,N/A
32133,eastlake_weir,florida,Marion County,54,153,92,71,21,51,115,229,0,22.7,34.4,48.3,0,154400,N/A,N/A,100,N/A
32631,earleton,florida,Alachua County,287,154,91,69,22,51,111,226,0,22.8,27.4,66.1,70543,331000,2.1,N/A,97.9,N/A
33847,homeland,florida,Polk County,169,157,93,74,19,52,112,238,0,27,31.6,17.9,33409,174600,N/A,N/A,74.6,25.4
34240,sarasota,florida,Sarasota County,11261,165,91,74,17,56,106,246,0,13.2,21,49.4,78271,445400,2.5,N/A,90,6.2
34139,everglades,florida,Collier County,580,169,92,79,13,56,123,261,0,44,49.9,30.7,21132,230900,N/A,N/A,97.4,2.6
33956,st._james_city,florida,Lee County,3671,225,92,76,16,54,112,266,0,19,25.1,64.7,45600,337800,N/A,N/A,98.2,1.4
33946,placida,florida,Charlotte County,2114,231,92,75,17,51,103,266,0,13.7,20.6,66.1,63359,478700,N/A,N/A,98.4,1.6
32459,santa_rosa_beach,florida,Walton County,14028,256,90,63,27,66,110,229,0,25.3,32.9,41,59745,518400,2.6,N/A,87.7,7
32681,orange_lake,florida,Marion County,96,261,91,70,21,51,112,232,0,22.7,34.4,72.5,0,84500,N/A,N/A,100,N/A
32081,nocatee,florida,St. Johns County,11634,305,90,67,23,49,114,224,0,5.1,12,38,85448,391500,3.8,N/A,89.8,5
34990,palm_city,florida,Martin County,29088,314,90,75,15,60,127,234,0,15.3,22.4,52.1,76590,369800,2.7,N/A,89.3,6.5
32432,cypress,florida,Jackson County,43,333.3,92,64,28,57.5,107,232,0,N/A,N/A,6.9,0,93900,N/A,N/A,100,N/A
32976,micco,florida,Brevard County,8900,347,90,74,16,54,123,235,0,31.7,37.5,66.4,32079,225000,N/A,N/A,93.4,4.2
33981,port_charlotte,florida,Charlotte County,10017,413,92,75,17,51,103,266,0,12.7,18.5,59.2,50017,230700,N/A,N/A,93.9,2.8
34688,east_lake,florida,Pinellas County,6429,415,90,72,18,51,106,244,0,15.6,21.9,54.2,73581,352700,1.9,N/A,93.5,3.5
32136,flagler_beach,florida,Flagler County,7842,418,89,69,20,52,110,229,0,20.1,26.6,60.1,50476,307600,1.5,N/A,93.6,3.8
33957,sanibel,florida,Lee County,7128,439,92,76,16,54,113,266,0,10.9,17.9,65.9,97788,760300,N/A,N/A,97,1
34679,aripeka,florida,Pasco County,64,485,91,72,19,53,113,244,0,59.4,68.5,32.6,22292,188200,N/A,N/A,100,N/A
34446,sugarmill_woods,florida,Citrus County,16130,517,92,73,19,52,111,244,0,24.2,29.1,63.7,37692,191800,1.5,N/A,92,4.1
33917,north_fort_myers,florida,Lee County,29006,525,92,76,16,53,106,266,0,32.9,39.8,59.6,38959,195700,N/A,N/A,91.9,4.8
34292,venice,florida,Sarasota County,15928,533,91,74,17,54,106,261,0,15.7,22.9,67.4,54541,315500,N/A,N/A,97.4,1.4
33036,islamorada,florida,Monroe County,3364,573,90,77,13,46,95,251,0,26.3,33.8,59.3,56305,706600,N/A,N/A,88.4,10.5
34223,englewood,florida,Sarasota County,17151,596,92,75,17,54,103,265,0,24.1,32.4,64.8,46404,258000,N/A,N/A,94.9,3.3
33947,rotonda,florida,Charlotte County,8775,606,92,75,17,51,103,266,0,15.3,21.6,64.9,46081,252700,1.1,N/A,94,4.5
32169,new_smyrna_beach,florida,Volusia County,10232,699,90,71,19,50,119,229,0,21.4,30.1,62.3,57486,370300,N/A,N/A,95,3
34949,fort_pierce,florida,St. Lucie County,6992,742,90,74,16,53,125,234,0,36.4,46.5,65.8,53582,284000,1.3,N/A,93.8,3
32561,gulf_breeze,florida,Santa Rosa County,9154,761,89,63,26,64,110,228,0,18.1,26.2,47.2,86659,467000,N/A,N/A,92.6,4.8
32798,zellwood,florida,Orange County,2420,784,92,71,21,51,112,236,0,16,21.9,68.7,35216,109400,2.4,N/A,78.4,16.4
34293,south_venice,florida,Sarasota County,35968,785,91,74,17,54,103,265,0,23.1,31.2,60.3,48776,227700,1.8,N/A,92.1,4.5
34289,north_port,florida,Sarasota County,2755,825,92,76,16,54,103,253,0,18.8,26.4,49.3,47868,265500,N/A,N/A,89.3,10.7
33912,fort_myers,florida,Lee County,17648,828,92,77,15,54,115,266,0,17,25.7,58.3,62849,261100,4.1,N/A,89.5,5.3
32963,vero_beach,florida,Indian River County,15039,866,90,74,16,54,126,235,0,10.5,19.2,67.4,96272,588900,N/A,N/A,94,4.2
33931,fort_myers_beach,florida,Lee County,10594,970,92,76,16,54,116,266,0,22.6,29.7,67.5,49329,445700,N/A,N/A,95.6,2.7
34145,marco_island,florida,Collier County,17561,1077,91,76,15,54,120,266,0,15.1,20.6,65.6,73031,546500,1.6,N/A,87.4,10.7
34201,bradenton,florida,Manatee County,3758,1107,91,74,17,56,106,244,0,13.9,17.9,66,97974,420800,1.7,N/A,93.3,1.7
34215,cortez,florida,Manatee County,504,1143,91,73,18,54,102,244,0,18.6,25.4,65.6,67630,491700,N/A,N/A,93.8,5.2
34229,osprey,florida,Sarasota County,7663,1276,91,74,17,54,106,249,0,11.7,17.3,59,75063,465600,2.7,N/A,85.3,10
34216,anna_maria,florida,Manatee County,1016,1323,91,73,18,53,102,244,0,29.6,37.7,64.1,54583,994900,N/A,N/A,94.1,1
32951,melbourne_beach,florida,Brevard County,11134,1368,90,74,16,53,122,236,0,15.3,20.6,57.4,59182,402500,1.7,N/A,91.6,5.6
33469,jupiter,florida,Palm Beach County,15643,1369,91,76,15,62,142,234,0,19.3,24.4,55.2,68133,380200,N/A,N/A,91.9,5.7
33854,lakeshore,florida,Polk County,193,1369,93,75,18,51,107,236,0,19.8,32.8,63.8,22283,52900,N/A,N/A,38.3,61.7
33109,miami_beach,florida,Miami-Dade County,431,1377,89,76,13,53,125,249,0,17.5,31,71,250001,2999900,3.5,N/A,82.4,14.2
34238,sarasota,florida,Sarasota County,19077,1432,91,74,17,54,106,249,0,18.1,25.5,64.7,57262,348900,1.3,N/A,92,5.5
32080,st._augustine_beach,florida,St. Johns County,22349,1437,89,68,21,52,118,224,0,22.9,31.8,53.4,58413,345500,N/A,N/A,91.7,6.1
33039,homestead,florida,Miami-Dade County,442,1459,90,77,13,61,133,249,0,30.7,36.4,28.4,34167,303300,N/A,N/A,15.2,84.8
34685,east_lake,florida,Pinellas County,19210,1475,90,72,18,51,106,244,0,17.4,24.4,47.7,74865,346200,2.7,N/A,84.2,7.1
34681,palm_harbor,florida,Pinellas County,834,1479,90,72,18,51,106,244,0,8.2,15.2,59.8,64602,368400,N/A,N/A,91.5,8.3
34110,naples,florida,Collier County,24092,1548,92,77,15,53,117,266,0,20.4,28.5,62.1,68618,368500,N/A,N/A,87.5,9.9
34228,longboat_key,florida,Manatee County,7179,1760,91,74,17,56,106,244,0,10.2,16.2,70.9,84403,651100,1.7,N/A,95.5,2.3
33715,tierra_verde,florida,Pinellas County,7282,1980,91,72,19,51,103,244,0,13.5,19.7,64,74678,353800,1.4,N/A,93.8,2.7
34108,pelican_bay,florida,Collier County,16742,2156,92,77,15,53,118,266,0,18.6,24.9,63.9,73387,656600,1,N/A,86.7,10.4
34242,siesta_key,florida,Sarasota County,7715,2157,91,73,18,53,106,247,0,16.5,24.3,64.2,81427,619900,1.1,N/A,95.3,1.9
33477,jupiter,florida,Palm Beach County,14253,2279,91,76,15,63,142,234,0,17.5,23.7,65.5,76738,419400,1.5,N/A,94.1,3.7
34285,venice,florida,Sarasota County,18910,2291,91,74,17,54,106,263,0,20.6,28,68.8,47164,286800,2.2,N/A,94.2,1.9
32162,the_villages,florida,Sumter County,55439,2388,92,71,21,51,115,234,0,7,12.9,71,56780,275100,N/A,N/A,95.8,2
33018,hialeah,florida,Miami-Dade County,50119,2575,90,77,13,64,138,249,0,14.9,37.1,40.2,51701,315400,N/A,N/A,3.2,95.4
33149,key_biscayne,florida,Miami-Dade County,13074,2776,89,76,13,53,125,249,0,15.8,23.3,42.8,121023,1056400,N/A,N/A,31.2,67.7
34233,bee_ridge,florida,Sarasota County,17166,2791,91,74,17,56,106,245,0,24.2,30.7,52.4,53635,242800,1.8,N/A,89.1,7.6
34231,gulf_gate_estates,florida,Sarasota County,28926,3067,91,74,17,54,106,249,0,36,45.1,53.2,46481,242700,2.4,N/A,86,10.2
32903,indialantic,florida,Brevard County,13506,3655,91,74,17,54,121,236,0,24.2,30.6,50.5,66015,366500,2.5,N/A,89.2,5.5
33776,seminole,florida,Pinellas County,12657,3671,91,72,19,51,104,244,0,14.9,22.7,50.3,66913,315100,1.9,N/A,88.1,4.8
33856,nalcrest,florida,Polk County,450,4091,93,75,18,51,107,236,0,28.3,43.8,72,29276,94500,N/A,N/A,89.1,10.9
33706,st._pete_beach,florida,Pinellas County,16195,4428,91,72,19,51,103,244,0,22.4,34.5,57.4,63364,477400,2.3,N/A,92.1,3.9
33708,madeira_beach,florida,Pinellas County,15948,4670,91,72,19,51,104,244,0,26.7,37.7,59,51688,394800,1.4,N/A,91.3,5.2
33785,indian_rocks_beach,florida,Pinellas County,5546,4704,90,72,18,53,104,244,0,23.4,31.5,57.5,56033,474400,N/A,N/A,95.8,2.2
33629,tampa,florida,Hillsborough County,25591,5316,91,72,19,50,104,244,0,27.8,26.1,41.3,98042,579900,2.5,N/A,83.3,11.6
33172,fountainebleau,florida,Miami-Dade County,43085,6553,90,77,13,65,138,249,0,46.9,55.6,40.3,42126,189600,1.7,N/A,4.6,92.8
33014,hialeah,florida,Miami-Dade County,40690,6594,90,77,13,65,138,249,0,40.9,57.2,41,37098,246900,1,N/A,7.4,90.5
33175,tamiami,florida,Miami-Dade County,54144,7043,91,77,14,63,131,249,0,34.1,41.5,44.2,49212,365300,N/A,N/A,6,92.7
33165,university_park,florida,Miami-Dade County,57357,7518,90,77,13,59,131,249,0,36.2,43.5,44.6,43248,371600,1,N/A,7.4,91
33134,coral_gables,florida,Miami-Dade County,42496,8147,90,77,13,61,130,249,0,31.7,43.3,44.1,53841,461700,1.2,N/A,18.4,79.2
33013,hialeah,florida,Miami-Dade County,34180,8964,90,77,13,65,132,249,0,47.4,60.4,46,30272,302000,N/A,N/A,2.4,96.5
33129,miami,florida,Miami-Dade County,12559,9296,89,76,13,53,125,249,0,53.2,66.8,42.7,59192,453000,3.4,N/A,25.9,69.5
33184,tamiami,florida,Miami-Dade County,22896,9387,91,77,14,63,131,249,0,34.6,41.7,47.2,49944,352500,1,N/A,3.7,95
33126,miami,florida,Miami-Dade County,53962,10773,90,77,13,61,130,249,0,69.2,77.8,42.3,32665,191700,N/A,N/A,2.7,95.7
33010,hialeah,florida,Miami-Dade County,47500,11006,90,77,13,65,131,249,0,55.9,68.2,45,22530,300500,N/A,N/A,3,95.6
33012,hialeah,florida,Miami-Dade County,75992,12970,90,77,13,65,138,249,0,42.5,57.9,46,32670,213900,N/A,N/A,2.9,96.5
33135,miami,florida,Miami-Dade County,39502,18322,89,77,12,54,123,249,0,74,81,42.7,22329,272600,N/A,N/A,2.9,95.9
34268,nocatee,florida,DeSoto County,74,540.1,92,76,16,51.7,93.8,266,0,N/A,N/A,39.5,0,125600,N/A,100,N/A,N/A
32209,jacksonville,florida,Duval County,35541,3807,90,66,24,51,113,221,0,68.4,76.7,33,21532,67100,N/A,94.3,1.9,2.4
32970,wabasso,florida,Indian River County,327,298,90,74,16,54,126,234,0,62.1,68.4,34.3,9408,71900,N/A,89.6,10.4,N/A
32447,marianna,florida,Jackson County,156,401,92,64,28,55.5,109.5,235,0,N/A,N/A,16.5,0,93900,N/A,84,1.9,12.2
33311,fort_lauderdale,florida,Broward County,71227,6884,90,77,13,63,135,249,0,69.4,86.6,36,31001,183900,N/A,83.4,9.3,5.6
32343,midway,florida,Gadsden County,3322,125,92,66,26,59,106,231,0,31.5,35.5,33.8,46995,159000,2.4,83.3,7.3,5.1
32332,gretna,florida,Gadsden County,1512,337,92,65,27,56,105,231,0,64.7,67.5,37.5,32744,53800,N/A,82.9,N/A,16.3
32208,jacksonville,florida,Duval County,32470,2794,90,66,24,51,113,221,0,64.5,73.8,41,33339,103700,N/A,80.8,15,1.9
33169,miami_gardens,florida,Miami-Dade County,40106,5810,91,78,13,63,135,249,0,56.7,63.1,35,38907,253400,N/A,80.5,3.8,13.7
33313,lauderhill,florida,Broward County,62625,9736,90,77,13,63,135,249,0,63.6,69.2,33.4,34282,85500,1.6,78.2,9.4,8.7
33056,miami_gardens,florida,Miami-Dade County,35055,5768,91,78,13,63,135,249,0,60.6,66.1,35.8,41748,251000,N/A,77.5,1.2,19.4
32805,orlando,florida,Orange County,22312,3355,92,72,20,52,112,236,0,72.8,88.9,37.2,23687,105500,N/A,75.5,12.7,8.9
33150,miami,florida,Miami-Dade County,28836,8253,90,77,13,61,131,249,0,74.4,80.6,34.9,26716,194900,N/A,72.9,4,21.2
32206,jacksonville,florida,Duval County,16750,2717,90,66,24,51,113,221,0,68.5,76.8,36.8,24087,78400,1.3,72.8,20.3,2.9
33168,north_miami,florida,Miami-Dade County,28886,7843,90,77,13,65,131,249,0,50,55.8,34.6,42794,208100,1,70.3,3.9,23.6
33404,riviera_beach,florida,Palm Beach County,28348,3786,90,76,14,63,142,234,0,61.3,63.5,41.2,35728,197600,1.3,70,21.9,4.9
32641,gainesville,florida,Alachua County,14091,287,91,69,22,50,112,222,0,67.6,75,34,26909,96100,N/A,69.6,24.9,1.1
33712,st._petersburg,florida,Pinellas County,25072,4292,91,72,19,51,103,244,0,66,82.8,37.4,34194,142200,1.7,69.5,22.6,2.9
32808,pine_hills,florida,Orange County,54058,4514,92,72,20,52,113,236,0,63.5,71,32.4,33738,120800,2.3,67.1,13.3,14.4
33167,westview,florida,Miami-Dade County,20503,4949,90,77,13,65,131,249,0,56.3,64.3,38.3,36131,210800,N/A,65.8,3.3,30
32426,campbellton,florida,Jackson County,951,20,92,64,28,56,112,234,0,53.8,59.9,49.1,25139,69000,N/A,65.7,24,2.4
32352,quincy,florida,Gadsden County,6500,67,91,65,26,56,97,231,0,38.4,44.4,38.1,40797,80500,N/A,65.7,21.5,11.7
32818,pine_hills,florida,Orange County,53839,4655,92,72,20,52,112,236,0,51.2,58.9,32.9,39425,214700,3.4,64.3,12.8,14.1
33476,pahokee,florida,Palm Beach County,8264,315,92,76,16,51,110,234,0,67.3,68,33.5,25650,120500,N/A,62.5,10.6,25.9
33161,north_miami,florida,Miami-Dade County,56540,10342,90,77,13,59,131,249,0,61.7,69.2,35.1,32623,270700,1.7,62.5,8.9,25.4
33054,opa-locka,florida,Miami-Dade County,32768,3737,91,78,13,63,131,249,0,74.9,77.1,31.8,25083,137400,1,59.5,3.9,34.5
33407,west_palm_beach,florida,Palm Beach County,30218,3122,90,76,14,63,142,234,0,63.1,71.6,35.1,33241,176000,N/A,59.3,21.2,16.7
33319,lauderhill,florida,Broward County,46533,6686,91,77,14,63,138,246,0,46.4,51.9,43.1,39451,111600,1.9,59,19.8,16.8
33430,belle_glade,florida,Palm Beach County,22383,197,91,76,15,53,111,234,0,71.3,73.1,31.5,31402,175800,N/A,58.2,9.3,30.7
33147,west_little_river,florida,Miami-Dade County,47168,6501,90,77,13,66,131,249,0,63.9,70.9,37.2,27852,194100,N/A,57.7,2.6,38.3
34947,fort_pierce,florida,St. Lucie County,13120,1362,90,74,16,55,125,234,0,74.5,79.9,30.5,22926,92900,N/A,57.1,25.5,14.5
32351,quincy,florida,Gadsden County,19275,92,92,65,27,56,105,231,0,57.7,63.1,37,30797,71100,N/A,56.5,27.9,13.8
32501,pensacola,florida,Escambia County,11868,3119,89,63,26,64,110,228,0,63,71.4,38.5,28915,102800,N/A,56.2,36.8,2.9
34946,fort_pierce_north,florida,St. Lucie County,6474,443,90,74,16,55,125,234,0,54.6,62.2,42.1,25065,115600,N/A,56.1,34.8,7.7
33705,st._petersburg,florida,Pinellas County,27171,4486,91,72,19,51,100,244,0,58.5,79.6,42.3,36937,183400,N/A,56.1,35.7,4.9
32254,jacksonville,florida,Duval County,12972,1046,91,67,24,51,115,221,0,69,77.1,35.8,26313,65700,N/A,55.6,34.3,6.1
33068,north_lauderdale,florida,Broward County,51978,8762,91,77,14,62,138,246,0,46.7,52,33.8,44445,214700,3.9,55.6,14.1,22.7
33493,south_bay,florida,Palm Beach County,5491,88,92,76,16,52,111,234,0,67.9,68.5,38.2,35250,139800,N/A,55,19,23.9
33711,st._petersburg,florida,Pinellas County,19457,4082,91,72,19,51,103,244,0,59.9,80,37.9,35116,127300,1.4,54.9,35.8,5.3
32811,orlando,florida,Orange County,40236,4841,92,73,19,52,112,236,0,71.7,88.6,30.5,33425,101900,1.9,54.7,18.6,21.6
32305,tallahassee,florida,Leon County,20719,231,92,65,27,58,110,231,0,60.4,77.2,33.8,35160,99800,N/A,54.6,38.4,3.8
32026,raiford,florida,Union County,1695,2603.7,91,68,23,51.7,110.5,221,0,N/A,N/A,34.9,0,115400,N/A,53.9,32.3,11.4
32219,jacksonville,florida,Duval County,11810,221,91,67,24,51,115,221,0,36.1,53.9,43.4,37408,154500,1,53.6,38.2,6.1
33605,tampa,florida,Hillsborough County,17801,2278,91,72,19,51,102,244,0,69.6,68.5,35.5,26363,106500,1,53.6,16.3,27.3
33023,miramar,florida,Broward County,71766,7451,91,77,14,64,135,249,0,45.1,50.1,35.9,42204,269100,1.3,53.4,14,28.6
32202,jacksonville,florida,Duval County,6240,3144,90,66,24,51,113,221,0,68.3,76.6,38.8,14219,107200,3.4,52.9,35.2,6.5
32218,jacksonville,florida,Duval County,59891,619,90,66,24,50,113,221,0,42.5,59.1,34.5,47401,183500,1.6,52.6,38.7,4.7
33610,tampa,florida,Hillsborough County,43494,2436,91,73,18,51,109,244,0,69.3,68.2,32.4,30036,124600,3.3,52.2,19.7,20.5
33162,north_miami_beach,florida,Miami-Dade County,47349,9121,91,78,13,63,127,249,0,51.1,57.8,34.9,38090,260300,3.5,52,15.2,27
34475,ocala,florida,Marion County,12275,419,92,72,20,52,112,232,0,69.9,85.4,38.2,25651,88700,N/A,50.4,34.7,12.9
33127,miami,florida,Miami-Dade County,32051,9707,90,77,13,61,131,249,0,74.4,80.6,35.4,23652,194400,N/A,49.9,2.9,45.9
33025,miramar,florida,Broward County,68450,6451,91,78,13,65,135,249,0,42,48.7,35.6,53857,238600,4.4,49.3,11.9,31.9
33444,delray_beach,florida,Palm Beach County,23688,4713,91,77,14,61,143,234,0,51.8,61.2,40.1,45513,252300,N/A,49.2,37,11.8
32310,tallahassee,florida,Leon County,16172,153,92,66,26,59,107,231,0,64.4,79.6,30,29230,89900,1.7,49,40.7,6.8
32340,madison,florida,Madison County,11179,48,91,65,26,55,103,231,0,58.5,61.7,40.7,31480,124800,N/A,48.8,46.6,4.3
32114,daytona_beach,florida,Volusia County,32087,1898,90,71,19,50,119,229,0,65.2,72.7,35.4,24783,108200,1.5,48.4,38.5,8
33521,coleman,florida,Sumter County,398,207,92,72,20,51,114,237,0,35.7,37.1,52.3,28594,114400,N/A,47.5,47.2,5.3
33403,lake_park,florida,Palm Beach County,12539,3907,90,76,14,63,142,234,0,50.7,63.1,38.6,36804,223500,2.4,47,39,7.9
33916,fort_myers,florida,Lee County,22740,2220,92,76,16,54,106,266,0,67.5,68.5,32,28930,121100,N/A,46.9,27,23.3
32301,tallahassee,florida,Leon County,29668,2870,92,65,27,59,101,231,0,63.6,79.8,27.8,38912,129200,1.2,46.8,43.3,5
34950,fort_pierce,florida,St. Lucie County,15805,3086,90,74,16,55,125,234,0,74.9,80.2,33.9,17841,101100,N/A,46.5,25.1,27.2
32324,chattahoochee,florida,Gadsden County,4520,65,91,65,26,55,105,231,0,57,60,47.2,33365,48100,N/A,45.8,46.5,5.8
32505,west_pensacola,florida,Escambia County,24993,1844,89,63,26,64,110,228,0,56.5,65.1,41.1,33725,73000,2.6,44.7,43.4,3.2
33136,miami,florida,Miami-Dade County,13931,9762,89,76,13,57,125,249,0,74.9,81,38.4,20903,173000,N/A,44.7,7.9,46.3
33309,oakland_park,florida,Broward County,40183,4202,91,77,14,63,138,244,0,46.2,56.5,38.9,46474,224100,3.9,44.1,27.8,21.7
32839,orlando,florida,Orange County,54617,7301,92,73,19,52,112,236,0,63.9,71.8,30.7,31533,130600,4.3,41.2,18,33.9
33060,pompano_beach,florida,Broward County,36288,5158,91,77,14,61,138,244,0,58.9,67.1,37,38583,254400,N/A,41.1,36.5,20.2
32052,jasper,florida,Hamilton County,9452,34,92,67,25,52,93,224,0,52.9,59.1,37.9,37024,89100,N/A,40.9,50.7,7.4
32443,greenwood,florida,Jackson County,2842,48,92,64,28,55,108,233,0,37.3,43.6,45.7,40428,91300,N/A,40.6,52.8,2.9
