COST,Costco Wholesale Corp,13.15
WMT,Walmart Inc,12.27
PG,Procter & Gamble Co,11.3
KO,Coca-Cola Co,7.64
PEP,PepsiCo Inc,4.72
PM,Philip Morris International Inc,4.63
MO,Altria Group Inc,3.1
MDLZ,Mondelez International Inc Class A,2.82
CL,Colgate-Palmolive Co,2.35
TGT,Target Corp,1.9
KMB,Kimberly-Clark Corp,1.62
KVUE,Kenvue Inc,1.55
KR,The Kroger Co,1.52
MNST,Monster Beverage Corp,1.38
KDP,Keurig Dr Pepper Inc,1.34
SYY,Sysco Corp,1.3
GIS,General Mills Inc,1.18
STZ,Constellation Brands Inc Class A,1.02
KHC,The Kraft Heinz Co,1
CHD,Church & Dwight Co Inc,0.99
HSY,The Hershey Co,0.93
K,Kellanova Co,0.84
ADM,Archer-Daniels Midland Co,0.84
MKC,McCormick & Co Inc Registered Shs Non Vtg,0.79
TSN,Tyson Foods Inc Class A,0.68
EL,The Estee Lauder Companies Inc Class A,0.65
USFD,US Foods Holding Corp,0.65
DG,Dollar General Corp,0.64
CLX,Clorox Co,0.63
CASY,Casey's General Stores Inc,0.6
DLTR,Dollar Tree Inc,0.59
SFM,Sprouts Farmers Market Inc,0.57
BJ,BJ's Wholesale Club Holdings Inc,0.54
PFGC,Performance Food Group Co,0.54
CAG,Conagra Brands Inc,0.52
SJM,JM Smucker Co,0.51
TAP,Molson Coors Beverage Co Shs -B- Non-Voting,0.47
BG,Bunge Global SA,0.46
BRBR,BellRing Brands Inc Class A,0.41
HRL,Hormel Foods Corp,0.4
INGR,Ingredion Inc,0.4
ACI,Albertsons Companies Inc Class A,0.38
CPB,The Campbell`s Co,0.37
COKE,Coca-Cola Consolidated Inc,0.37
WBA,Walgreens Boots Alliance Inc,0.37
LW,Lamb Weston Holdings Inc,0.33
BF.B,Brown-Forman Corp Registered Shs -B- Non Vtg,0.32
POST,Post Holdings Inc,0.29
DAR,Darling Ingredients Inc,0.29
CART,Maplebear Inc,0.28
CELH,Celsius Holdings Inc,0.26
FRPT,Freshpet Inc,0.26
ELF,e.l.f. Beauty Inc,0.25
FLO,Flowers Foods Inc,0.25
CALM,Cal-Maine Foods Inc,0.24
LANC,Lancaster Colony Corp,0.24
SMPL,The Simply Good Foods Co,0.24
WDFC,WD-40 Co,0.23
IPAR,Interparfums Inc,0.21
PPC,Pilgrims Pride Corp,0.21
SAM,Boston Beer Co Inc Class A,0.2
UNFI,United Natural Foods Inc,0.2
PSMT,Pricesmart Inc,0.2
JJSF,J&J Snack Foods Corp,0.2
COTY,Coty Inc Class A,0.2
CHEF,The Chefs' Warehouse Inc,0.19
SPB,Spectrum Brands Holdings Inc,0.19
ENR,Energizer Holdings Inc,0.19
EPC,Edgewell Personal Care Co,0.18
REYN,Reynolds Consumer Products Inc Ordinary Shares,0.18
THS,Treehouse Foods Inc,0.18
ANDE,Andersons Inc,0.17
KLG,WK Kellogg Co,0.17
CENTA,Central Garden & Pet Co Class A,0.17
UVV,Universal Corp,0.17
WMK,Weis Markets Inc,0.16
TPB,Turning Point Brands Inc,0.16
FDP,Fresh Del Monte Produce Inc,0.16
COCO,The Vita Coco Co Inc,0.14
VITL,Vital Farms Inc Ordinary Shares,0.14
GO,Grocery Outlet Holding Corp,0.13
UTZ,Utz Brands Inc Class A,0.12
FIZZ,National Beverage Corp,0.12
IMKTA,Ingles Markets Inc Class A,0.11
HLF,Herbalife Ltd,0.1
SEB,Seaboard Corp,0.1
,Slbbh1142,0.09
SPTN,SpartanNash Co,0.09
JBSS,John B Sanfilippo & Son Inc,0.08
AVO,Mission Produce Inc Ordinary Shares,0.07
BGS,B&G Foods Inc,0.07
MGPI,MGP Ingredients Inc,0.06
TR,Tootsie Roll Industries Inc,0.06
NUS,Nu Skin Enterprises Inc Class A,0.05
CVGW,Calavo Growers Inc,0.05
SENEA,Seneca Foods Corp Class A,0.05
CENT,Central Garden & Pet Co,0.05
,Mktliq 12/31/2049,0.04
USNA,Usana Health Sciences Inc,0.04
HAIN,The Hain Celestial Group Inc,0.04
WEST,Westrock Coffee Co,0.03
SKIN,The Beauty Health Co Ordinary Shares - Class A,0.02
BYND,Beyond Meat Inc,0.02
OLPX,Olaplex Holdings Inc,0.02
MED,Medifast Inc,0.02
