COST,Costco Wholesale Corp,13.76
WMT,Walmart Inc,12.96
PG,Procter & Gamble Co,12.29
KO,Coca-Cola Co,8.62
PM,Philip Morris International Inc,5.36
PEP,PepsiCo Inc,4.02
MO,Altria Group Inc,3.08
MDLZ,Mondelez International Inc Class A,2.8
CL,Colgate-Palmolive Co,2.3
TGT,Target Corp,1.86
KMB,Kimberly-Clark Corp,1.58
KVUE,Kenvue Inc,1.5
KR,The Kroger Co,1.49
KDP,Keurig Dr Pepper Inc,1.31
MNST,Monster Beverage Corp,1.3
SYY,Sysco Corp,1.26
GIS,General Mills Inc,1.14
STZ,Constellation Brands Inc Class A,0.96
KHC,The Kraft Heinz Co,0.95
CHD,Church & Dwight Co Inc,0.94
HSY,The Hershey Co,0.88
ADM,Archer-Daniels Midland Co,0.8
K,Kellanova Co,0.8
MKC,McCormick & Co Inc Registered Shs Non Vtg,0.74
CLX,Clorox Co,0.7
TSN,Tyson Foods Inc Class A,0.64
USFD,US Foods Holding Corp,0.62
CASY,Casey's General Stores Inc,0.58
EL,The Estee Lauder Companies Inc Class A,0.58
DG,Dollar General Corp,0.56
SFM,Sprouts Farmers Market Inc,0.55
DLTR,Dollar Tree Inc,0.53
BJ,BJ's Wholesale Club Holdings Inc,0.52
PFGC,Performance Food Group Co,0.5
SJM,JM Smucker Co,0.45
TAP,Molson Coors Beverage Co Shs -B- Non-Voting,0.45
CAG,Conagra Brands Inc,0.45
BG,Bunge Global SA,0.4
BRBR,BellRing Brands Inc Class A,0.38
INGR,Ingredion Inc,0.35
COKE,Coca-Cola Consolidated Inc,0.34
HRL,Hormel Foods Corp,0.33
ACI,Albertsons Companies Inc Class A,0.31
CPB,The Campbell`s Co,0.31
WBA,Walgreens Boots Alliance Inc,0.31
LW,Lamb Weston Holdings Inc,0.28
POST,Post Holdings Inc,0.27
BF.B,Brown-Forman Corp Registered Shs -B- Non Vtg,0.26
DAR,Darling Ingredients Inc,0.25
,Xap Cons Staples Mar25 Xcme 20250321,0.25
FRPT,Freshpet Inc,0.22
CALM,Cal-Maine Foods Inc,0.21
,Ss Inst Treas Plus Mm Fund Tru Ss Inst Treas Plus Mm Fund Tru,0.21
CHEF,The Chefs' Warehouse Inc,0.2
UNFI,United Natural Foods Inc,0.2
CART,Maplebear Inc,0.2
SMPL,The Simply Good Foods Co,0.19
LANC,Lancaster Colony Corp,0.19
FLO,Flowers Foods Inc,0.18
PPC,Pilgrims Pride Corp,0.18
WDFC,WD-40 Co,0.18
IPAR,Interparfums Inc,0.17
PSMT,Pricesmart Inc,0.16
ELF,e.l.f. Beauty Inc,0.16
CELH,Celsius Holdings Inc,0.15
TPB,Turning Point Brands Inc,0.15
ENR,Energizer Holdings Inc,0.14
SPB,Spectrum Brands Holdings Inc,0.14
SAM,Boston Beer Co Inc Class A,0.14
CENTA,Central Garden & Pet Co Class A,0.13
COCO,The Vita Coco Co Inc,0.13
JJSF,J&J Snack Foods Corp,0.13
WMK,Weis Markets Inc,0.12
FDP,Fresh Del Monte Produce Inc,0.12
UVV,Universal Corp,0.12
ANDE,Andersons Inc,0.12
KLG,WK Kellogg Co,0.12
COTY,Coty Inc Class A,0.11
THS,Treehouse Foods Inc,0.11
REYN,Reynolds Consumer Products Inc Ordinary Shares,0.11
VITL,Vital Farms Inc Ordinary Shares,0.11
EPC,Edgewell Personal Care Co,0.1
FIZZ,National Beverage Corp,0.09
IMKTA,Ingles Markets Inc Class A,0.09
SEB,Seaboard Corp,0.09
SPTN,SpartanNash Co,0.09
UTZ,Utz Brands Inc Class A,0.08
HLF,Herbalife Ltd,0.08
GO,Grocery Outlet Holding Corp,0.08
BGS,B&G Foods Inc,0.07
AVO,Mission Produce Inc Ordinary Shares,0.07
JBSS,John B Sanfilippo & Son Inc,0.07
TR,Tootsie Roll Industries Inc,0.06
CVGW,Calavo Growers Inc,0.05
SENEA,Seneca Foods Corp Class A,0.05
MGPI,MGP Ingredients Inc,0.05
CENT,Central Garden & Pet Co,0.04
HAIN,The Hain Celestial Group Inc,0.04
USNA,Usana Health Sciences Inc,0.04
BYND,Beyond Meat Inc,0.02
OLPX,Olaplex Holdings Inc,0.02
WEST,Westrock Coffee Co,0.02
PRMB,Primo Brands Corp Ordinary Shares - Class A,0.01
†Part or all of this cash position may represent cash-in-lieu of marketable securities and not actual cash.Click here for more information.,,
Top basket holdings are as of the date indicated and may not be representative of the fund's current or future investments.,,
