NEE,NextEra Energy Inc,10.86
SO,Southern Co,7.41
DUK,Duke Energy Corp,6.83
CEG,Constellation Energy Corp,5.9
AEP,American Electric Power Co Inc,4.25
VST,Vistra Corp,3.42
SRE,Sempra,3.41
EXC,Exelon Corp,3.34
D,Dominion Energy Inc,3.18
XEL,Xcel Energy Inc,3.12
PEG,Public Service Enterprise Group Inc,3.04
ETR,Entergy Corp,2.82
PCG,PG&E Corp,2.7
ED,Consolidated Edison Inc,2.65
WEC,WEC Energy Group Inc,2.54
DTE,DTE Energy Co,2.08
AEE,Ameren Corp,2.04
AWK,American Water Works Co Inc,2
PPL,PPL Corp,1.96
ATO,Atmos Energy Corp,1.78
ES,Eversource Energy,1.74
CNP,CenterPoint Energy Inc,1.69
CMS,CMS Energy Corp,1.64
NRG,NRG Energy Inc,1.61
FE,FirstEnergy Corp,1.6
EIX,Edison International,1.59
NI,NiSource Inc,1.43
LNT,Alliant Energy Corp,1.25
EVRG,Evergy Inc,1.19
PNW,Pinnacle West Capital Corp,0.79
WTRG,Essential Utilities Inc,0.75
OGE,OGE Energy Corp,0.7
AES,The AES Corp,0.62
TLN,Talen Energy Corp Ordinary Shares New,0.58
UGI,UGI Corp,0.55
NFG,National Fuel Gas Co,0.49
IDA,Idacorp Inc,0.47
POR,Portland General Electric Co,0.36
NJR,New Jersey Resources Corp,0.36
TXNM,TXNM Energy Inc,0.34
BKH,Black Hills Corp,0.33
SR,Spire Inc,0.33
OGS,ONE Gas Inc,0.32
SWX,Southwest Gas Holdings Inc,0.32
ORA,Ormat Technologies Inc,0.3
ALE,ALLETE Inc,0.29
NWE,NorthWestern Energy Group Inc,0.26
MGEE,MGE Energy Inc,0.25
MDU,MDU Resources Group Inc,0.25
AVA,Avista Corp,0.24
OTTR,Otter Tail Corp,0.23
CPK,Chesapeake Utilities Corp,0.22
AWR,American States Water Co,0.22
CWT,California Water Service Group,0.2
CWEN,Clearway Energy Inc Class C,0.17
HE,Hawaiian Electric Industries Inc,0.14
NWN,Northwest Natural Holding Co,0.12
SJW,SJW Group,0.12
,Mktliq 12/31/2049,0.08
OKLO,Oklo Inc Class A Shares,0.08
MSEX,Middlesex Water Co,0.07
UTL,Unitil Corp,0.07
CWEN.A,Clearway Energy Inc Class A,0.07
XIFR,XPLR Infrastructure LP,0.06
,Slbbh1142,0.04
AMPS,Altus Power Inc Ordinary Shares - Class A,0.03
YORW,The York Water Co,0.03
ARTNA,Artesian Resources Corp Class A,0.02
MNTK,Montauk Renewables Inc Ordinary Shares,0.01
GNE,Genie Energy Ltd Class B,0.01
NOVA,Sunnova Energy International Inc,0.01
