PLD,Prologis Inc,7.67
AMT,American Tower Corp,6.44
EQIX,Equinix Inc,5.84
WELL,Welltower Inc,4.77
SPG,Simon Property Group Inc,4.02
DLR,Digital Realty Trust Inc,3.45
O,Realty Income Corp,3.3
PSA,Public Storage,3.27
CBRE,CBRE Group Inc Class A,2.89
CCI,Crown Castle Inc,2.74
VICI,VICI Properties Inc Ordinary Shares,2.28
EXR,Extra Space Storage Inc,2.19
AVB,AvalonBay Communities Inc,2.14
CSGP,CoStar Group Inc,2.05
VTR,Ventas Inc,1.91
IRM,Iron Mountain Inc,1.82
EQR,Equity Residential,1.7
SBAC,SBA Communications Corp Class A,1.59
WY,Weyerhaeuser Co,1.48
INVH,Invitation Homes Inc,1.38
MAA,Mid-America Apartment Communities Inc,1.32
ESS,Essex Property Trust Inc,1.32
SUI,Sun Communities Inc,1.12
ARE,Alexandria Real Estate Equities Inc,1.07
KIM,Kimco Realty Corp,0.99
DOC,Healthpeak Properties Inc,0.97
WPC,W.P. Carey Inc,0.95
UDR,UDR Inc,0.94
GLPI,Gaming and Leisure Properties Inc,0.92
REG,Regency Centers Corp,0.9
CPT,Camden Property Trust,0.89
JLL,Jones Lang LaSalle Inc,0.86
ELS,Equity Lifestyle Properties Inc,0.82
Z,Zillow Group Inc Class C,0.81
AMH,American Homes 4 Rent Class A,0.81
HST,Host Hotels & Resorts Inc,0.76
LAMR,Lamar Advertising Co Class A,0.72
BXP,BXP Inc,0.71
CUBE,CubeSmart,0.65
OHI,Omega Healthcare Investors Inc,0.64
REXR,Rexford Industrial Realty Inc,0.6
EGP,EastGroup Properties Inc,0.59
BRX,Brixmor Property Group Inc,0.56
FRT,Federal Realty Investment Trust,0.53
NNN,NNN REIT Inc,0.52
FR,First Industrial Realty Trust Inc,0.51
ADC,Agree Realty Corp,0.5
VNO,Vornado Realty Trust,0.45
TRNO,Terreno Realty Corp,0.44
STAG,Stag Industrial Inc,0.44
HR,Healthcare Realty Trust Inc,0.43
COLD,Americold Realty Trust Inc,0.42
EPRT,Essential Properties Realty Trust Inc,0.38
RHP,Ryman Hospitality Properties Inc,0.37
IRT,Independence Realty Trust Inc,0.33
KRG,Kite Realty Group Trust,0.33
CUZ,Cousins Properties Inc,0.31
