NVDA,11.858800
MSFT,6.222512
AAPL,6.205225
META,5.371893
AMZN,4.415978
GOOGL,3.935363
AVGO,3.696023
GOOG,3.233416
TSLA,2.863345
LLY,2.715097
V,2.379861
BRK.B,1.928492
MA,1.794847
NFLX,1.689955
COST,1.660530
JPM,1.584364
CRM,1.104857
WMT,1.028111
ORCL,1.015988
IBM,0.927702
PLTR,0.767080
ISRG,0.722645
NOW,0.701523
INTU,0.695617
CAT,0.660232
PGR,0.657618
UBER,0.651800
ABBV,0.640614
HD,0.631434
BKNG,0.628712
AXP,0.617664
BSX,0.610532
VRTX,0.531612
PM,0.523257
FI,0.510460
PANW,0.496629
ETN,0.480354
RTX,0.413508
NEE,0.401775
KLAC,0.386248
GEV,0.378972
GE,0.369560
CRWD,0.367073
ANET,0.353293
APH,0.331328
PH,0.329560
TT,0.320326
TJX,0.316856
ORLY,0.316678
TDG,0.310606
SPGI,0.303255
AMGN,0.300348
ADBE,0.291290
MSI,0.290635
CEG,0.286342
ADP,0.281774
SYK,0.277895
MS,0.275221
CMG,0.270603
CTAS,0.269777
TMUS,0.267509
DASH,0.266024
APO,0.263728
FTNT,0.258188
AZO,0.248997
ADSK,0.236391
ABNB,0.229380
HLT,0.227003
MAR,0.223577
RCL,0.219508
HWM,0.218036
DE,0.216609
ICE,0.214358
AMAT,0.213621
MMC,0.206535
SPG,0.204533
WELL,0.198315
AMP,0.194976
RSG,0.194863
CPRT,0.193459
PYPL,0.191394
PSA,0.188768
FICO,0.186176
MO,0.184747
VST,0.182776
CMI,0.182183
SHW,0.181703
MSCI,0.179719
WM,0.179119
EMR,0.178438
HES,0.178045
GWW,0.177420
AON,0.177129
TRGP,0.177094
DFS,0.170211
URI,0.168773
AXON,0.166899
PWR,0.162888
CDNS,0.162856
CBRE,0.157819
AJG,0.156239
EQIX,0.156134
WMB,0.155428
MCO,0.152169
SNPS,0.147849
HCA,0.142701
KKR,0.142361
OKE,0.141999
ACGL,0.141859
IT,0.136016
IR,0.134190
BK,0.133213
GRMN,0.132842
RMD,0.132749
CL,0.132655
WAB,0.129880
ECL,0.127517
DAL,0.123462
MPWR,0.116274
BRO,0.115720
PCAR,0.115230
ITW,0.113233
CSX,0.107916
IRM,0.105791
CARR,0.105524
GDDY,0.104519
WDAY,0.103131
-,0.101558
UAL,0.101301
FAST,0.100489
TYL,0.099728
CPAY,0.099431
TPL,0.098678
CCL,0.089807
PAYX,0.088622
EXPE,0.088134
SMCI,0.087327
EBAY,0.086852
SYF,0.086397
PHM,0.085559
NXPI,0.083917
NRG,0.083888
WSM,0.082870
PEG,0.079942
LYV,0.079389
VMC,0.078851
AME,0.078056
HIG,0.077604
PODD,0.077433
LII,0.075032
HUBB,0.074708
YUM,0.073787
DECK,0.073594
VRSK,0.073085
MNST,0.072642
LULU,0.068408
RJF,0.066096
WTW,0.065575
MLM,0.062371
TPR,0.062276
TSCO,0.062258
LVS,0.059279
ODFL,0.058929
DELL,0.058135
EXR,0.056435
EA,0.056318
NVR,0.055673
PPL,0.055082
AVB,0.054036
NDAQ,0.052921
-,0.052829
ANSS,0.051422
DXCM,0.051160
CINF,0.049523
BR,0.049424
VLTO,0.047932
DOV,0.045654
WRB,0.042965
MTD,0.042305
PAYC,0.042290
ERIE,0.042275
DRI,0.041661
WAT,0.041139
TKO,0.041054
PNR,0.038780
ESS,0.038262
DAY,0.038086
LDOS,0.037555
PTC,0.037226
NCLH,0.037035
RL,0.036760
NTAP,0.036265
PKG,0.035742
GEN,0.035283
ROL,0.034723
MAA,0.031923
TRMB,0.031307
BLDR,0.031261
FSLR,0.030739
FDS,0.030531
WYNN,0.030451
FFIV,0.029284
ZBRA,0.027783
DPZ,0.027530
DVA,0.026818
CPT,0.026798
HST,0.026711
MAS,0.024887
INCY,0.024540
UDR,0.024190
ALLE,0.024159
JKHY,0.020849
GNRC,0.020053
