GE,GE Aerospace,4.11
RTX,RTX Corp,3.27
CAT,Caterpillar Inc,3.1
UNP,Union Pacific Corp,2.81
UBER,Uber Technologies Inc,2.64
HON,Honeywell International Inc,2.59
ADP,Automatic Data Processing Inc,2.39
BA,Boeing Co,2.38
DE,Deere & Co,2.35
ETN,Eaton Corp PLC,2.17
LMT,Lockheed Martin Corp,1.8
WM,Waste Management Inc,1.73
GEV,GE Vernova Inc,1.69
UPS,United Parcel Service Inc Class B,1.62
PH,Parker Hannifin Corp,1.59
MMM,3M Co,1.56
TT,Trane Technologies PLC Class A,1.46
ITW,Illinois Tool Works Inc,1.46
TDG,TransDigm Group Inc,1.42
CTAS,Cintas Corp,1.39
EMR,Emerson Electric Co,1.29
NOC,Northrop Grumman Corp,1.2
CSX,CSX Corp,1.17
FDX,FedEx Corp,1.13
GD,General Dynamics Corp,1.11
JCI,Johnson Controls International PLC Registered Shares,1.06
PCAR,PACCAR Inc,1.04
NSC,Norfolk Southern Corp,1.03
CARR,Carrier Global Corp Ordinary Shares,0.98
HWM,Howmet Aerospace Inc,0.97
RSG,Republic Services Inc,0.96
CMI,Cummins Inc,0.94
PAYX,Paychex Inc,0.91
WCN,Waste Connections Inc,0.9
CPRT,Copart Inc,0.9
GWW,W.W. Grainger Inc,0.84
AME,AMETEK Inc,0.82
FAST,Fastenal Co,0.8
URI,United Rentals Inc,0.79
VRSK,Verisk Analytics Inc,0.78
OTIS,Otis Worldwide Corp Ordinary Shares,0.74
LHX,L3Harris Technologies Inc,0.73
PWR,Quanta Services Inc,0.72
AXON,Axon Enterprise Inc,0.71
FERG,Ferguson Enterprises Inc,0.66
ODFL,Old Dominion Freight Line Inc Ordinary Shares,0.63
IR,Ingersoll Rand Inc,0.63
VRT,Vertiv Holdings Co Class A,0.62
ROK,Rockwell Automation Inc,0.61
WAB,Westinghouse Air Brake Technologies Corp,0.6
XYL,Xylem Inc,0.59
EFX,Equifax Inc,0.56
FTV,Fortive Corp,0.52
BR,Broadridge Financial Solutions Inc,0.52
DOV,Dover Corp,0.51
VLTO,Veralto Corp,0.46
HUBB,Hubbell Inc,0.37
SSNC,SS&C Technologies Holdings Inc,0.37
LII,Lennox International Inc,0.36
EME,EMCOR Group Inc,0.35
TRU,TransUnion,0.34
SNA,Snap-on Inc,0.33
WSO,Watsco Inc Ordinary Shares,0.33
,Xai Emini Industr Mar25 Xcme 20250321,0.32
LDOS,Leidos Holdings Inc,0.31
EXPD,Expeditors International of Washington Inc,0.31
MAS,Masco Corp,0.31
BLDR,Builders FirstSource Inc,0.3
J,Jacobs Solutions Inc,0.3
HEI.A,Heico Corp Class A,0.29
CSL,Carlisle Companies Inc,0.29
PNR,Pentair PLC,0.29
IEX,IDEX Corp,0.28
ROL,Rollins Inc,0.28
,Ss Inst Treas Plus Mm Fund Tru Ss Inst Treas Plus Mm Fund Tru,0.28
GGG,Graco Inc,0.27
BAH,Booz Allen Hamilton Holding Corp Class A,0.27
XPO,XPO Inc,0.26
TXT,Textron Inc,0.26
FTAI,FTAI Aviation Ltd,0.25
OC,Owens-Corning Inc,0.25
SWK,Stanley Black & Decker Inc,0.25
ACM,AECOM,0.25
JBHT,JB Hunt Transport Services Inc,0.24
FIX,Comfort Systems USA Inc,0.24
CW,Curtiss-Wright Corp,0.23
CHRW,C.H. Robinson Worldwide Inc,0.22
LECO,Lincoln Electric Holdings Inc,0.22
ITT,ITT Inc,0.22
NDSN,Nordson Corp,0.21
HEI,Heico Corp,0.21
CNH,CNH Industrial NV,0.21
PAYC,Paycom Software Inc,0.21
ALLE,Allegion PLC,0.21
WWD,Woodward Inc,0.21
CLH,Clean Harbors Inc,0.2
SAIA,Saia Inc,0.2
RBC,RBC Bearings Inc,0.19
NVT,nVent Electric PLC,0.19
CNM,Core & Main Inc Class A,0.18
DAY,Dayforce Inc,0.18
DAL,Delta Air Lines Inc,0.18
AIT,Applied Industrial Technologies Inc,0.18
BWXT,BWX Technologies Inc,0.18
AYI,Acuity Brands Inc,0.17
PCTY,Paylocity Holding Corp,0.17
G,Genpact Ltd,0.17
MIDD,The Middleby Corp,0.17
ALSN,Allison Transmission Holdings Inc,0.16
RRX,Regal Rexnord Corp,0.16
MLI,Mueller Industries Inc,0.16
WCC,WESCO International Inc,0.16
MTZ,MasTec Inc,0.15
APG,APi Group Corp,0.15
TTEK,Tetra Tech Inc,0.15
KNX,Knight-Swift Transportation Holdings Inc Class A,0.15
AOS,A.O. Smith Corp,0.15
CR,Crane Co,0.15
GTLS,Chart Industries Inc,0.15
EXLS,ExlService Holdings Inc,0.15
TTC,The Toro Co,0.15
WMS,Advanced Drainage Systems Inc,0.15
GNRC,Generac Holdings Inc,0.15
DCI,Donaldson Co Inc,0.15
FBIN,Fortune Brands Innovations Inc,0.15
CACI,CACI International Inc Class A,0.14
ESAB,ESAB Corp,0.13
FLS,Flowserve Corp,0.13
BECN,Beacon Roofing Supply Inc Class A,0.13
SSD,Simpson Manufacturing Co Inc,0.13
VMI,Valmont Industries Inc,0.13
R,Ryder System Inc,0.13
HII,Huntington Ingalls Industries Inc,0.13
CWST,Casella Waste Systems Inc Class A,0.13
SPXC,SPX Technologies Inc,0.13
OSK,Oshkosh Corp,0.12
AZEK,The AZEK Co Inc Class A,0.12
AWI,Armstrong World Industries Inc,0.12
TREX,Trex Co Inc,0.12
UFPI,UFP Industries Inc,0.12
NXT,NEXTracker Inc Ordinary Shares - Class A,0.12
KBR,KBR Inc,0.12
FLR,Fluor Corp,0.12
RKLB,Rocket Lab USA Inc,0.12
WSC,WillScot Holdings Corp Ordinary Shares - Class A,0.12
AGCO,AGCO Corp,0.12
JBTM,JBT Marel Corp,0.12
MSA,MSA Safety Inc,0.11
RHI,Robert Half Inc,0.11
UHAL.B,U-Haul Holding Co Ordinary Shares - Series N,0.11
FCN,FTI Consulting Inc,0.11
WTS,Watts Water Technologies Inc Class A,0.11
SITE,SiteOne Landscape Supply Inc,0.11
GATX,GATX Corp,0.1
LSTR,Landstar System Inc,0.1
AAON,AAON Inc,0.1
TKR,The Timken Co,0.1
GTES,Gates Industrial Corp PLC,0.1
HXL,Hexcel Corp,0.1
ZWS,Zurn Elkay Water Solutions Corp,0.1
DY,Dycom Industries Inc,0.09
LUV,Southwest Airlines Co,0.09
AL,Air Lease Corp Class A,0.09
FSS,Federal Signal Corp,0.09
SAIC,Science Applications International Corp,0.09
LYFT,Lyft Inc Class A,0.09
CSWI,CSW Industrials Inc,0.09
MOG.A,Moog Inc Class A,0.09
GXO,GXO Logistics Inc,0.09
BE,Bloom Energy Corp Class A,0.09
ACA,Arcosa Inc,0.08
KAI,Kadant Inc,0.08
ST,Sensata Technologies Holding PLC,0.08
EXPO,Exponent Inc,0.08
AVAV,AeroVironment Inc,0.08
ESE,ESCO Technologies Inc,0.08
ENS,EnerSys,0.08
BCO,The Brink's Co,0.08
VRRM,Verra Mobility Corp Class A,0.08
SPR,Spirit AeroSystems Holdings Inc Class A,0.08
BCC,Boise Cascade Co,0.08
MMS,Maximus Inc,0.08
MWA,Mueller Water Products Inc Class A shares,0.07
KTOS,Kratos Defense & Security Solutions Inc,0.07
FELE,Franklin Electric Co Inc,0.07
HRI,Herc Holdings Inc,0.07
PRIM,Primoris Services Corp,0.07
GEO,The GEO Group Inc,0.07
STRL,Sterling Infrastructure Inc,0.07
NPO,Enpro Inc,0.07
RUSHA,Rush Enterprises Inc Class A,0.07
MSM,MSC Industrial Direct Co Inc Class A,0.07
GVA,Granite Construction Inc,0.07
CBZ,CBIZ Inc,0.07
ABM,ABM Industries Inc,0.06
KFY,Korn Ferry,0.06
ULS,UL Solutions Inc Class A common stock,0.06
ATMU,Atmus Filtration Technologies Inc,0.06
BRC,Brady Corp Class A,0.06
UNF,UniFirst Corp,0.06
HEES,H&E Equipment Services Inc,0.06
ROAD,Construction Partners Inc Class A,0.06
GMS,GMS Inc,0.06
NSP,Insperity Inc,0.06
MGRC,McGrath RentCorp,0.06
MAN,ManpowerGroup Inc,0.05
HURN,Huron Consulting Group Inc,0.05
DNB,Dun & Bradstreet Holdings Inc Ordinary Shares,0.05
AMTM,Amentum Holdings Inc,0.05
TRN,Trinity Industries Inc,0.05
EPAC,Enerpac Tool Group Corp Class A,0.05
HUBG,Hub Group Inc Class A,0.05
ACVA,ACV Auctions Inc Ordinary Shares - Class A,0.05
ALIT,Alight Inc Class A,0.05
GFF,Griffon Corp,0.05
PSN,Parsons Corp,0.05
TEX,Terex Corp,0.05
REZI,Resideo Technologies Inc,0.05
AZZ,AZZ Inc,0.05
,E-Mini Russ 2000 Mar25 Xcme 20250321,0.05
AAL,American Airlines Group Inc,0.04
TNET,Trinet Group Inc,0.04
DRS,Leonardo DRS Inc,0.04
KAR,Openlane Inc,0.04
AIR,AAR Corp,0.04
AIN,Albany International Corp,0.04
WNS,WNS (Holdings) Ltd,0.04
ATKR,Atkore Inc,0.04
ALK,Alaska Air Group Inc,0.04
HAYW,Hayward Holdings Inc,0.04
MRCY,Mercury Systems Inc,0.04
HNI,HNI Corp,0.04
SXI,Standex International Corp,0.04
CXW,CoreCivic Inc,0.04
ACHR,Archer Aviation Inc Class A,0.04
HI,Hillenbrand Inc,0.04
ECG,Everus Construction Group Inc,0.04
RXO,RXO Inc,0.04
WERN,Werner Enterprises Inc,0.04
PYCR,Paycor HCM Inc,0.04
VSEC,VSE Corp,0.04
ROCK,Gibraltar Industries Inc,0.04
UPWK,Upwork Inc,0.04
MYRG,MYR Group Inc,0.04
HLMN,Hillman Solutions Corp Shs,0.04
CSGS,CSG Systems International Inc,0.04
ALG,Alamo Group Inc,0.04
ICFI,ICF International Inc,0.04
ARCB,ArcBest Corp,0.04
,Us Dollar,0.03
TGI,Triumph Group Inc,0.03
CNXC,Concentrix Corp Ordinary Shares,0.03
MBC,MasterBrand Inc Ordinary Shares,0.03
RUN,Sunrun Inc,0.03
