WSM,Williams-Sonoma Inc,1.66
IBKR,Interactive Brokers Group Inc Class A,1.51
RBA,RB Global Inc,1.28
EME,EMCOR Group Inc,1.27
EQH,Equitable Holdings Inc,1.17
DT,Dynatrace Inc Ordinary Shares,1.16
DOCU,DocuSign Inc,1.14
GWRE,Guidewire Software Inc,1.14
PSTG,Pure Storage Inc Class A,1.11
BURL,Burlington Stores Inc,1.06
CSL,Carlisle Companies Inc,1.04
SFM,Sprouts Farmers Market Inc,1
UTHR,United Therapeutics Corp,0.97
OC,Owens-Corning Inc,0.89
EWBC,East West Bancorp Inc,0.89
FIX,Comfort Systems USA Inc,0.87
RNR,RenaissanceRe Holdings Ltd,0.84
TXRH,Texas Roadhouse Inc,0.83
CW,Curtiss-Wright Corp,0.83
NBIX,Neurocrine Biosciences Inc,0.81
DUOL,Duolingo Inc,0.8
COHR,Coherent Corp,0.79
WWD,Woodward Inc,0.76
TOL,Toll Brothers Inc,0.76
RBC,RBC Bearings Inc,0.76
EXEL,Exelixis Inc,0.75
WSO,Watsco Inc Ordinary Shares,0.74
SAIA,Saia Inc,0.74
CLH,Clean Harbors Inc,0.73
MANH,Manhattan Associates Inc,0.73
CASY,Casey's General Stores Inc,0.72
CRS,Carpenter Technology Corp,0.7
SRPT,Sarepta Therapeutics Inc,0.69
TKO,TKO Group Holdings Inc,0.68
LNW,Light & Wonder Inc Ordinary Shares,0.67
NVT,nVent Electric PLC,0.67
PRI,Primerica Inc,0.66
KNSL,Kinsale Capital Group Inc,0.65
HQY,HealthEquity Inc,0.65
AIT,Applied Industrial Technologies Inc,0.65
AAL,American Airlines Group Inc,0.64
WAL,Western Alliance Bancorp,0.64
BWXT,BWX Technologies Inc,0.64
HLI,Houlihan Lokey Inc Class A,0.63
DTM,DT Midstream Inc Ordinary Shares,0.63
MLI,Mueller Industries Inc,0.62
GMED,Globus Medical Inc Class A,0.62
RPM,RPM International Inc,0.62
PR,Permian Resources Corp Class A,0.61
BLD,TopBuild Corp,0.61
DOCS,Doximity Inc Class A,0.61
AYI,Acuity Brands Inc,0.61
PCTY,Paylocity Holding Corp,0.6
MUSA,Murphy USA Inc,0.59
CHDN,Churchill Downs Inc,0.59
EVR,Evercore Inc Class A,0.58
COKE,Coca-Cola Consolidated Inc,0.57
MASI,Masimo Corp,0.57
WH,Wyndham Hotels & Resorts Inc Ordinary Shares,0.57
MORN,Morningstar Inc,0.57
MEDP,Medpace Holdings Inc,0.56
ITT,ITT Inc,0.55
GTLS,Chart Industries Inc,0.54
MTZ,MasTec Inc,0.54
PLNT,Planet Fitness Inc Class A,0.53
EXLS,ExlService Holdings Inc,0.53
DKS,Dick's Sporting Goods Inc,0.53
TTEK,Tetra Tech Inc,0.53
SF,Stifel Financial Corp,0.52
HRB,H&R Block Inc,0.51
HALO,Halozyme Therapeutics Inc,0.51
EXP,Eagle Materials Inc,0.51
ENSG,Ensign Group Inc,0.5
THC,Tenet Healthcare Corp,0.5
ILMN,Illumina Inc,0.5
RYAN,Ryan Specialty Holdings Inc Class A,0.5
CVLT,CommVault Systems Inc,0.5
FN,Fabrinet,0.49
GGG,Graco Inc,0.49
EHC,Encompass Health Corp,0.48
SCI,Service Corp International,0.48
PEN,Penumbra Inc,0.48
ESAB,ESAB Corp,0.48
ACM,AECOM,0.48
AZPN,Aspen Technology Inc,0.48
XPO,XPO Inc,0.47
CIEN,Ciena Corp,0.47
LAMR,Lamar Advertising Co Class A,0.47
WING,Wingstop Inc,0.46
JLL,Jones Lang LaSalle Inc,0.46
FOUR,Shift4 Payments Inc Class A,0.46
MTSI,MACOM Technology Solutions Holdings Inc,0.45
LECO,Lincoln Electric Holdings Inc,0.45
TPX,Tempur Sealy International Inc,0.44
HLNE,Hamilton Lane Inc Class A,0.44
LNTH,Lantheus Holdings Inc,0.44
ELS,Equity Lifestyle Properties Inc,0.44
SLM,SLM Corp,0.43
RLI,RLI Corp,0.43
BJ,BJ's Wholesale Club Holdings Inc,0.43
LPX,Louisiana-Pacific Corp,0.42
CFR,Cullen/Frost Bankers Inc,0.42
CHWY,Chewy Inc,0.42
CNM,Core & Main Inc Class A,0.41
KEX,Kirby Corp,0.4
H,Hyatt Hotels Corp Class A,0.4
RMBS,Rambus Inc,0.4
VNOM,Viper Energy Inc Ordinary Shares - Class A,0.4
GLPI,Gaming and Leisure Properties Inc,0.4
CROX,Crocs Inc,0.39
FND,Floor & Decor Holdings Inc Class A,0.39
JEF,Jefferies Financial Group Inc,0.39
PNFP,Pinnacle Financial Partners Inc,0.38
KNF,Knife River Holding Co,0.37
ANF,Abercrombie & Fitch Co Class A,0.36
AAON,AAON Inc,0.35
ATR,AptarGroup Inc,0.35
LOPE,Grand Canyon Education Inc,0.35
FLS,Flowserve Corp,0.34
APPF,AppFolio Inc Class A,0.34
KD,Kyndryl Holdings Inc Ordinary Shares,0.34
VMI,Valmont Industries Inc,0.34
CUBE,CubeSmart,0.34
VNO,Vornado Realty Trust,0.34
DCI,Donaldson Co Inc,0.32
VVV,Valvoline Inc,0.32
SEIC,SEI Investments Co,0.32
CBSH,Commerce Bancshares Inc,0.31
SSD,Simpson Manufacturing Co Inc,0.31
G,Genpact Ltd,0.31
ROIV,Roivant Sciences Ltd Ordinary Shares,0.31
BRX,Brixmor Property Group Inc,0.31
GME,GameStop Corp Class A,0.3
CACI,CACI International Inc Class A,0.3
WEX,WEX Inc,0.3
BDC,Belden Inc,0.3
AMH,American Homes 4 Rent Class A,0.3
AXTA,Axalta Coating Systems Ltd,0.29
WTFC,Wintrust Financial Corp,0.29
CNX,CNX Resources Corp,0.29
RGLD,Royal Gold Inc,0.29
UMBF,UMB Financial Corp,0.29
BRBR,BellRing Brands Inc Class A,0.29
LSCC,Lattice Semiconductor Corp,0.29
NYT,New York Times Co Class A,0.29
EGP,EastGroup Properties Inc,0.29
RRC,Range Resources Corp,0.28
CHE,Chemed Corp,0.28
ALTR,Altair Engineering Inc Class A,0.28
CR,Crane Co,0.28
FR,First Industrial Realty Trust Inc,0.28
AFG,American Financial Group Inc,0.27
ONTO,Onto Innovation Inc,0.27
ELF,e.l.f. Beauty Inc,0.27
OHI,Omega Healthcare Investors Inc,0.27
WMS,Advanced Drainage Systems Inc,0.26
TNL,Travel+Leisure Co,0.26
MTDR,Matador Resources Co,0.26
CG,The Carlyle Group Inc,0.26
INGR,Ingredion Inc,0.25
GATX,GATX Corp,0.25
R,Ryder System Inc,0.25
OLLI,Ollie's Bargain Outlet Holdings Inc,0.25
RGEN,Repligen Corp,0.24
DBX,Dropbox Inc Class A,0.24
SNV,Synovus Financial Corp,0.24
VOYA,Voya Financial Inc,0.24
CRUS,Cirrus Logic Inc,0.23
TTC,The Toro Co,0.23
ZION,Zions Bancorp NA,0.22
CHH,Choice Hotels International Inc,0.22
MSA,MSA Safety Inc,0.22
TREX,Trex Co Inc,0.22
OLED,Universal Display Corp,0.21
GPK,Graphic Packaging Holding Co,0.21
MTN,Vail Resorts Inc,0.21
NOVT,Novanta Inc,0.21
LITE,Lumentum Holdings Inc,0.21
CART,Maplebear Inc,0.21
BYD,Boyd Gaming Corp,0.21
ADC,Agree Realty Corp,0.21
MTG,MGIC Investment Corp,0.2
WTS,Watts Water Technologies Inc Class A,0.2
POST,Post Holdings Inc,0.2
IRT,Independence Realty Trust Inc,0.2
KBR,KBR Inc,0.19
QLYS,Qualys Inc,0.19
FCFS,FirstCash Holdings Inc,0.19
AM,Antero Midstream Corp,0.19
CELH,Celsius Holdings Inc,0.18
CBT,Cabot Corp,0.18
HGV,Hilton Grand Vacations Inc,0.18
FFIN,First Financial Bankshares Inc,0.18
CYTK,Cytokinetics Inc,0.18
PSN,Parsons Corp,0.18
NSA,National Storage Affiliates Trust,0.18
GBCI,Glacier Bancorp Inc,0.17
EEFT,Euronet Worldwide Inc,0.17
MKSI,MKS Instruments Inc,0.17
IBOC,International Bancshares Corp,0.17
HXL,Hexcel Corp,0.17
IDA,Idacorp Inc,0.17
EXPO,Exponent Inc,0.17
VAL,Valaris Ltd,0.16
VNT,Vontier Corp Ordinary Shares,0.16
BRKR,Bruker Corp,0.16
RH,RH Class A,0.16
PPC,Pilgrims Pride Corp,0.15
KBH,KB Home,0.15
CGNX,Cognex Corp,0.15
GNTX,Gentex Corp,0.15
CHX,ChampionX Corp,0.15
WMG,Warner Music Group Corp Ordinary Shares - Class A,0.15
JHG,Janus Henderson Group PLC,0.15
WFRD,Weatherford International PLC Ordinary Shares - New,0.15
KRG,Kite Realty Group Trust,0.15
BCO,The Brink's Co,0.14
HOMB,Home BancShares Inc,0.14
AMG,Affiliated Managers Group Inc,0.14
HAE,Haemonetics Corp,0.13
NEU,NewMarket Corp,0.13
SLAB,Silicon Laboratories Inc,0.13
IRDM,Iridium Communications Inc,0.12
ORA,Ormat Technologies Inc,0.12
LANC,Lancaster Colony Corp,0.12
FHI,Federated Hermes Inc Class B,0.12
CDP,COPT Defense Properties,0.11
,Slcmt1142,0.1
YETI,YETI Holdings Inc,0.09
BLKB,Blackbaud Inc,0.09
ALGM,Allegro Microsystems Inc Ordinary Shares,0.08
POWI,Power Integrations Inc,0.08
WEN,The Wendy's Co Class A,0.08
PK,Park Hotels & Resorts Inc,0.08
,Mktliq 12/31/2049,0.07
CXT,Crane NXT Co,0.07
SHC,Sotera Health Co Ordinary Shares,0.06
SMG,The Scotts Miracle Gro Co Class A,0.06
LIVN,LivaNova PLC,0.06
TDC,Teradata Corp,0.05
,Us Dollar,0.03
