XOM,Exxon Mobil Corp,23.08
CVX,Chevron Corp,13.88
COP,ConocoPhillips,6.59
EOG,EOG Resources Inc,3.66
WMB,Williams Companies Inc,3.61
OKE,ONEOK Inc,3.18
SLB,Schlumberger Ltd,2.91
KMI,Kinder Morgan Inc Class P,2.77
PSX,Phillips 66,2.76
LNG,Cheniere Energy Inc,2.65
MPC,Marathon Petroleum Corp,2.49
BKR,Baker Hughes Co Class A,2.28
TRGP,Targa Resources Corp,2.16
VLO,Valero Energy Corp,2.14
HES,Hess Corp,2.11
FANG,Diamondback Energy Inc,1.55
OXY,Occidental Petroleum Corp,1.46
TPL,Texas Pacific Land Corp,1.45
EQT,EQT Corp,1.27
HAL,Halliburton Co,1.2
DVN,Devon Energy Corp,1.18
EXE,Expand Energy Corp Ordinary Shares - New,1.08
CTRA,Coterra Energy Inc Ordinary Shares,1.04
FTI,TechnipFMC PLC,0.66
OVV,Ovintiv Inc,0.6
AR,Antero Resources Corp,0.58
DTM,DT Midstream Inc Ordinary Shares,0.51
RRC,Range Resources Corp,0.48
APA,APA Corp,0.41
PR,Permian Resources Corp Class A,0.4
CHRD,Chord Energy Corp Ordinary Shares - New,0.38
AM,Antero Midstream Corp,0.34
MTDR,Matador Resources Co,0.34
VNOM,Viper Energy Inc Ordinary Shares - Class A,0.33
NOV,NOV Inc,0.32
DINO,HF Sinclair Corp,0.31
CHX,ChampionX Corp,0.31
HESM,Hess Midstream LP Class A,0.27
WFRD,Weatherford International PLC Ordinary Shares - New,0.25
AROC,Archrock Inc,0.24
PAGP,Plains GP Holdings LP Class A,0.24
CNX,CNX Resources Corp,0.24
CNR,Core Natural Resources Inc Ordinary Shares,0.23
MGY,Magnolia Oil & Gas Corp Class A,0.23
SM,SM Energy Co,0.21
MUR,Murphy Oil Corp,0.21
WHD,Cactus Inc Class A,0.2
NE,Noble Corp PLC Class A,0.19
PTEN,Patterson-UTI Energy Inc,0.18
CRC,California Resources Corp Ordinary Shares - New,0.17
NOG,Northern Oil & Gas Inc,0.17
LBRT,Liberty Energy Inc Class A,0.16
CIVI,Civitas Resources Inc Ordinary Shares,0.16
GPOR,Gulfport Energy Corp Ordinary Shares (New),0.15
HP,Helmerich & Payne Inc,0.15
KNTK,Kinetik Holdings Inc,0.14
OII,Oceaneering International Inc,0.14
CRGY,Crescent Energy Co Class A,0.14
UEC,Uranium Energy Corp,0.14
VAL,Valaris Ltd,0.13
TDW,Tidewater Inc,0.13
RIG,Transocean Ltd,0.13
PBF,PBF Energy Inc Class A,0.12
WKC,World Kinect Corp,0.12
STR,Sitio Royalties Corp Ordinary Shares - Class A,0.11
BTU,Peabody Energy Corp,0.1
CRK,Comstock Resources Inc,0.1
KGS,Kodiak Gas Services Inc,0.1
LEU,Centrus Energy Corp Class A,0.09
HLX,Helix Energy Solutions Group Inc,0.09
TALO,Talos Energy Inc Ordinary Shares,0.09
INSW,International Seaways Inc,0.09
KRP,Kimbell Royalty Partners LP,0.09
NEXT,NextDecade Corp,0.08
KOS,Kosmos Energy Ltd,0.08
WTTR,Select Water Solutions Inc Class A,0.08
,Slbbh1142,0.07
DK,Delek US Holdings Inc Registered Shs Stock Settlement,0.07
NFE,New Fortress Energy Inc Class A,0.07
AESI,Atlas Energy Solutions Inc Class A,0.07
XPRO,Expro Group Holdings NV,0.07
LPG,Dorian LPG Ltd,0.06
CLB,Core Laboratories Inc,0.06
VTS,Vitesse Energy Inc,0.06
VTOL,Bristow Group Inc Ordinary Shares,0.06
PARR,Par Pacific Holdings Inc,0.06
INVX,Innovex International Inc,0.06
PUMP,ProPetro Holding Corp,0.06
TTI,Tetra Technologies Inc,0.05
RES,RPC Inc,0.05
NPKI,NPK International Inc,0.05
EE,Excelerate Energy Inc Class A,0.05
VTLE,Vital Energy,0.05
REX,REX American Resources Corp,0.05
CVI,CVR Energy Inc,0.05
HPK,HighPeak Energy Inc Ordinary Shares,0.04
GEVO,Gevo Inc,0.04
REPX,Riley Exploration Permian Inc,0.04
GRNT,Granite Ridge Resources Inc Ordinary Shares - Class A,0.04
EGY,VAALCO Energy Inc,0.04
SD,SandRidge Energy Inc,0.04
BOOM,DMC Global Inc,0.03
WTI,W&T Offshore Inc,0.03
GPRE,Green Plains Inc,0.03
NBR,Nabors Industries Ltd,0.03
BRY,Berry Corp (bry),0.03
CLNE,Clean Energy Fuels Corp,0.03
CLMT,Calumet Inc,0.01
REI,Ring Energy Inc,0.01
OIS,Oil States International Inc,0.01
URE,Ur-Energy Inc,0.01
SOC,Sable Offshore Corp,0.01
