AAPL,6.826433
MSFT,6.055594
NVDA,6.001160
AMZN,3.852955
META,2.718453
BRK.B,1.991666
GOOGL,1.991495
AVGO,1.870379
GOOG,1.636274
TSLA,1.448998
JPM,1.406613
LLY,1.373973
V,1.204329
XOM,1.046744
UNH,0.990280
MA,0.908288
NFLX,0.854954
COST,0.840311
JNJ,0.820200
PG,0.813758
WMT,0.776532
ABBV,0.771867
HD,0.726446
BAC,0.585471
CVX,0.573360
CRM,0.559112
KO,0.553541
ORCL,0.514142
CSCO,0.500001
WFC,0.496567
MRK,0.490461
PM,0.490419
IBM,0.469530
ABT,0.456283
GE,0.456137
MCD,0.455772
LIN,0.454429
PEP,0.415525
TMO,0.412352
T,0.403847
ACN,0.397269
PLTR,0.388133
VZ,0.385743
DIS,0.374341
GS,0.367144
RTX,0.367016
ISRG,0.365409
QCOM,0.361100
AMD,0.359103
NOW,0.355205
AMGN,0.353607
INTU,0.352013
ADBE,0.350973
TXN,0.339252
CAT,0.334109
PGR,0.332984
UBER,0.329845
SPGI,0.326514
BKNG,0.318123
AXP,0.312568
PFE,0.309981
MS,0.309502
BSX,0.308889
NEE,0.303382
UNP,0.294243
CMCSA,0.288569
BLK,0.288473
HON,0.284378
DHR,0.281626
C,0.281300
SCHW,0.278231
BA,0.278140
GILD,0.278002
TJX,0.271772
COP,0.270728
VRTX,0.269025
LOW,0.266937
SYK,0.265009
FI,0.258244
BMY,0.257781
AMAT,0.257388
TMUS,0.255422
PANW,0.251321
ADP,0.250160
DE,0.249130
-,0.244464
ETN,0.243012
MDT,0.241101
MMC,0.237447
SBUX,0.229559
CB,0.226106
BX,0.225970
MU,0.219718
INTC,0.218700
ADI,0.211194
AMT,0.210395
PLD,0.208986
ICE,0.208573
ELV,0.206334
SO,0.203754
MO,0.203148
LRCX,0.202684
CME,0.197519
KLAC,0.195459
DUK,0.192416
LMT,0.191780
GEV,0.191531
WELL,0.185849
CRWD,0.185761
CI,0.180494
ANET,0.178726
AON,0.175854
AJG,0.175699
CVS,0.175651
UPS,0.175361
MDLZ,0.173729
MCK,0.172516
WM,0.171075
MMM,0.169949
EQIX,0.169123
APH,0.167926
NKE,0.167084
PH,0.166627
KKR,0.163696
TT,0.162099
SHW,0.161410
ORLY,0.160250
TDG,0.157193
CL,0.152569
ZTS,0.151988
WMB,0.151284
CDNS,0.149925
MCO,0.148089
MSI,0.147156
EOG,0.146658
CEG,0.144888
PYPL,0.144560
REGN,0.144399
SNPS,0.144368
PNC,0.143110
ITW,0.139760
GD,0.139157
USB,0.139057
NOC,0.139015
COF,0.138815
BDX,0.137633
CMG,0.136939
CTAS,0.136413
APD,0.135029
DASH,0.134641
APO,0.133538
EMR,0.132793
ECL,0.131771
FTNT,0.130731
OKE,0.128417
ROP,0.127809
AZO,0.126035
BK,0.124838
HCA,0.122396
TRV,0.121170
FCX,0.120410
ADSK,0.119694
SLB,0.119547
CSX,0.118787
AEP,0.116609
ABNB,0.116147
HLT,0.114874
ALL,0.113894
TFC,0.113479
JCI,0.113194
MAR,0.113140
KMI,0.112457
NEM,0.112320
AFL,0.111540
CARR,0.111251
WDAY,0.111158
RCL,0.111039
HWM,0.110339
NSC,0.109221
PSX,0.107962
FDX,0.106258
NXPI,0.106226
PCAR,0.105979
SPG,0.103416
GM,0.103163
AIG,0.102751
O,0.101576
TGT,0.099270
MET,0.099269
DLR,0.099072
AMP,0.098670
MPC,0.098658
RSG,0.098612
CPRT,0.097942
CCI,0.096322
COR,0.096090
KMB,0.095759
PSA,0.095581
D,0.095455
PAYX,0.095428
FICO,0.093999
KVUE,0.093100
VST,0.092548
CMI,0.092052
EXC,0.091758
SRE,0.091666
YUM,0.091126
MSCI,0.090948
BKR,0.090925
TEL,0.090794
KR,0.090688
HES,0.090156
GWW,0.089837
TRGP,0.089668
FAST,0.089183
CTVA,0.088092
VLO,0.086730
EW,0.086571
DFS,0.086210
PEG,0.086123
URI,0.085405
ROST,0.084860
AXON,0.084515
AME,0.084092
VRSK,0.083882
MNST,0.083595
KDP,0.083594
OTIS,0.083551
XEL,0.082671
PWR,0.082340
LHX,0.081542
PRU,0.081270
F,0.081042
FIS,0.080890
CBRE,0.079865
CTSH,0.078695
GLW,0.077902
ED,0.077851
GEHC,0.077558
PCG,0.076876
DHI,0.076076
LULU,0.075258
ETR,0.074899
CHTR,0.073285
TTWO,0.072663
SYY,0.072429
IDXX,0.071810
ACGL,0.071798
A,0.071721
HIG,0.071402
EA,0.071249
WEC,0.070389
VICI,0.069240
WTW,0.069134
IT,0.069058
CSGP,0.068841
IR,0.067969
OXY,0.067408
GIS,0.067298
GRMN,0.067263
RMD,0.067183
HUM,0.066766
CAH,0.066491
WAB,0.065724
EBAY,0.065637
EQT,0.065594
DD,0.065329
NDAQ,0.065127
IQV,0.064746
ODFL,0.064678
VMC,0.064399
EXR,0.063503
DELL,0.063370
EFX,0.063046
DAL,0.062463
AVB,0.062008
FANG,0.061702
MTB,0.061612
ROK,0.060859
VTR,0.060840
CNC,0.060811
MLM,0.060736
DXCM,0.060049
XYL,0.059956
NUE,0.059680
DTE,0.059154
ANSS,0.059058
MPWR,0.058837
BRO,0.058605
TSCO,0.058377
MCHP,0.057858
STZ,0.057402
AWK,0.057300
BR,0.056766
IP,0.056198
LEN,0.056015
HPQ,0.055996
KEYS,0.055640
AEE,0.055579
FITB,0.055147
CHD,0.054570
STT,0.054383
RJF,0.053767
KHC,0.053613
IRM,0.053517
PPG,0.053513
PPL,0.053437
FTV,0.053129
DOW,0.052749
GDDY,0.052740
MTD,0.052224
HSY,0.051453
DOV,0.051341
UAL,0.051292
TYL,0.050457
VLTO,0.050367
CPAY,0.050272
GPN,0.050032
TPL,0.049956
WBD,0.049945
EQR,0.049536
SBAC,0.049515
DVN,0.049468
ATO,0.049118
DRI,0.048937
TDY,0.048707
CNP,0.048562
CINF,0.047013
EXE,0.047002
EIX,0.046911
CBOE,0.046717
ES,0.046512
K,0.046221
CDW,0.045962
ZBH,0.045920
ADM,0.045918
CMS,0.045748
SW,0.045553
HBAN,0.045458
CCL,0.045312
WAT,0.045206
STE,0.045089
NVR,0.044737
HAL,0.044713
EXPE,0.044470
SMCI,0.044217
WY,0.044166
CTRA,0.044070
HPE,0.043888
SYF,0.043813
PHM,0.043297
LUV,0.042976
TROW,0.042962
BIIB,0.042771
NRG,0.042475
FE,0.042156
MKC,0.041986
WSM,0.041943
IFF,0.041458
VRSN,0.041416
RF,0.041105
LH,0.040808
NTRS,0.040297
LYV,0.040241
ESS,0.040236
INVH,0.040198
PTC,0.040000
WRB,0.039698
MAA,0.039143
PODD,0.039087
NTAP,0.039047
STX,0.038782
LYB,0.038723
DGX,0.038617
ON,0.038411
DG,0.038195
NI,0.038147
LII,0.038042
HUBB,0.037835
CFG,0.037487
CLX,0.037347
DECK,0.037300
LDOS,0.036547
PFG,0.036498
STLD,0.036179
PKG,0.036112
SNA,0.035872
TSN,0.035857
MOH,0.035813
TRMB,0.035776
BAX,0.035370
WST,0.034502
GPC,0.034403
FDS,0.034251
EXPD,0.033911
ULTA,0.033843
COO,0.033801
LNT,0.033769
KEY,0.033349
DPZ,0.033191
JBL,0.033116
OMC,0.032976
EL,0.032574
FFIV,0.032217
EVRG,0.032189
L,0.032094
EG,0.031552
BALL,0.031515
TPR,0.031515
WDC,0.031442
ZBRA,0.031075
J,0.030935
ARE,0.030876
GEN,0.030742
MAS,0.030717
BLDR,0.030319
ROL,0.030286
PNR,0.030089
LVS,0.029998
BBY,0.029942
APTV,0.029832
TER,0.029689
FSLR,0.029286
AVY,0.029217
DOC,0.029184
KIM,0.029024
HOLX,0.028717
IEX,0.028598
AMCR,0.028491
DLTR,0.028161
CF,0.027832
TXT,0.027778
RVTY,0.027202
UDR,0.027176
CPT,0.026548
JKHY,0.026344
SWK,0.025580
CAG,0.025532
POOL,0.025377
AKAM,0.025360
JNPR,0.024780
JBHT,0.024651
ALGN,0.024560
CHRW,0.024480
REG,0.024385
SJM,0.024384
FOXA,0.024219
NDSN,0.023069
MRNA,0.023068
KMX,0.023016
ALLE,0.023009
VTRS,0.022803
SWKS,0.022427
PNW,0.022233
GL,0.022177
AIZ,0.022099
LKQ,0.021878
EMN,0.021415
PAYC,0.021403
HST,0.021391
ERIE,0.021366
NWSA,0.021362
SOLV,0.021337
UHS,0.021301
TAP,0.021109
TKO,0.020778
BXP,0.020735
EPAM,0.020711
INCY,0.020667
IPG,0.020572
BG,0.020356
TECH,0.019945
AES,0.019373
DAY,0.019219
ALB,0.019032
RL,0.018749
NCLH,0.018730
MOS,0.018302
HRL,0.018191
HSIC,0.018022
CRL,0.017820
MKTX,0.017087
ENPH,0.016972
WBA,0.016607
HAS,0.016572
AOS,0.016499
HII,0.016493
GNRC,0.016301
MTCH,0.015948
APA,0.015920
LW,0.015768
CPB,0.015583
WYNN,0.015410
FRT,0.015049
MGM,0.014810
PARA,0.014728
IVZ,0.014395
FOX,0.013693
DVA,0.013570
BF.B,0.013146
BEN,0.012803
MHK,0.012240
CZR,0.012110
NWS,0.007212
