WSM,Williams-Sonoma Inc,0.84
IBKR,Interactive Brokers Group Inc Class A,0.76
EXE,Expand Energy Corp Ordinary Shares - New,0.71
RBA,RB Global Inc,0.65
EME,EMCOR Group Inc,0.65
WSO,Watsco Inc Ordinary Shares,0.6
EQH,Equitable Holdings Inc,0.59
DT,Dynatrace Inc Ordinary Shares,0.59
DOCU,DocuSign Inc,0.58
GWRE,Guidewire Software Inc,0.58
FNF,Fidelity National Financial Inc,0.58
USFD,US Foods Holding Corp,0.57
PSTG,Pure Storage Inc Class A,0.56
RS,Reliance Inc,0.55
RPM,RPM International Inc,0.55
BURL,Burlington Stores Inc,0.54
CSL,Carlisle Companies Inc,0.53
CASY,Casey's General Stores Inc,0.53
SFM,Sprouts Farmers Market Inc,0.51
GGG,Graco Inc,0.5
FLEX,Flex Ltd,0.5
XPO,XPO Inc,0.49
UTHR,United Therapeutics Corp,0.49
ILMN,Illumina Inc,0.48
WPC,W.P. Carey Inc,0.48
BMRN,Biomarin Pharmaceutical Inc,0.47
UNM,Unum Group,0.47
GLPI,Gaming and Leisure Properties Inc,0.47
BJ,BJ's Wholesale Club Holdings Inc,0.46
ACM,AECOM,0.46
RGA,Reinsurance Group of America Inc,0.46
PFGC,Performance Food Group Co,0.46
OC,Owens-Corning Inc,0.45
EWBC,East West Bancorp Inc,0.45
DKS,Dick's Sporting Goods Inc,0.45
ELS,Equity Lifestyle Properties Inc,0.45
JLL,Jones Lang LaSalle Inc,0.44
FIX,Comfort Systems USA Inc,0.44
RNR,RenaissanceRe Holdings Ltd,0.42
TXRH,Texas Roadhouse Inc,0.42
CW,Curtiss-Wright Corp,0.42
NLY,Annaly Capital Management Inc,0.42
THC,Tenet Healthcare Corp,0.41
NBIX,Neurocrine Biosciences Inc,0.41
DUOL,Duolingo Inc,0.41
SCI,Service Corp International,0.4
LECO,Lincoln Electric Holdings Inc,0.4
COHR,Coherent Corp,0.4
AMH,American Homes 4 Rent Class A,0.4
ITT,ITT Inc,0.39
CIEN,Ciena Corp,0.39
FHN,First Horizon Corp,0.39
AVTR,Avantor Inc,0.39
OVV,Ovintiv Inc,0.39
WWD,Woodward Inc,0.39
TOL,Toll Brothers Inc,0.39
CNH,CNH Industrial NV,0.39
RBC,RBC Bearings Inc,0.38
TPX,Tempur Sealy International Inc,0.38
EXEL,Exelixis Inc,0.38
PEN,Penumbra Inc,0.38
SAIA,Saia Inc,0.37
SF,Stifel Financial Corp,0.37
CLH,Clean Harbors Inc,0.37
MANH,Manhattan Associates Inc,0.37
JEF,Jefferies Financial Group Inc,0.37
AR,Antero Resources Corp,0.37
LAMR,Lamar Advertising Co Class A,0.37
CCK,Crown Holdings Inc,0.36
CG,The Carlyle Group Inc,0.36
FND,Floor & Decor Holdings Inc Class A,0.36
CRS,Carpenter Technology Corp,0.35
SRPT,Sarepta Therapeutics Inc,0.35
ALLY,Ally Financial Inc,0.35
GME,GameStop Corp Class A,0.35
EHC,Encompass Health Corp,0.35
TKO,TKO Group Holdings Inc,0.34
NVT,nVent Electric PLC,0.34
SSB,SouthState Corp,0.34
LNW,Light & Wonder Inc Ordinary Shares,0.34
CNM,Core & Main Inc Class A,0.34
ATR,AptarGroup Inc,0.34
OHI,Omega Healthcare Investors Inc,0.34
ARMK,Aramark,0.33
