VFC,VF Corp,1.26
COOP,Mr. Cooper Group Inc,1.1
,Slcmt1142,1.06
QRVO,Qorvo Inc,1.05
JXN,Jackson Financial Inc,1.04
LNC,Lincoln National Corp,1.02
RHI,Robert Half Inc,0.92
,SANDISK CORP,0.83
ABG,Asbury Automotive Group Inc,0.8
MTH,Meritage Homes Corp,0.8
AL,Air Lease Corp Class A,0.76
NSIT,Insight Enterprises Inc,0.64
BCC,Boise Cascade Co,0.61
BBWI,Bath & Body Works Inc,0.6
UCB,United Community Banks Inc,0.59
OGN,Organon & Co Ordinary Shares,0.59
JBTM,JBT Marel Corp,0.55
BXMT,Blackstone Mortgage Trust Inc A,0.55
TDS,Telephone and Data Systems Inc,0.54
MDU,MDU Resources Group Inc,0.54
MPW,Medical Properties Trust Inc,0.54
ASO,Academy Sports and Outdoors Inc Ordinary Shares,0.53
TRNO,Terreno Realty Corp,0.53
ABM,ABM Industries Inc,0.52
DXC,DXC Technology Co Registered Shs When Issued,0.51
IAC,IAC Inc Ordinary Shares - New,0.5
PENN,PENN Entertainment Inc,0.49
AUB,Atlantic Union Bankshares Corp,0.49
CRC,California Resources Corp Ordinary Shares - New,0.49
AVA,Avista Corp,0.48
FUL,H.B. Fuller Co,0.47
GPI,Group 1 Automotive Inc,0.47
SEE,Sealed Air Corp,0.47
GNW,Genworth Financial Inc,0.45
PTEN,Patterson-UTI Energy Inc,0.45
ETSY,Etsy Inc,0.45
TGNA,Tegna Inc,0.45
INDB,Independent Bank Corp,0.45
REZI,Resideo Technologies Inc,0.43
,Millrose Properties Inc Class A,0.43
SFNC,Simmons First National Corp Class A,0.42
WD,Walker & Dunlop Inc,0.42
CWK,Cushman & Wakefield PLC,0.42
CWT,California Water Service Group,0.41
RDN,Radian Group Inc,0.41
BFH,Bread Financial Holdings Inc,0.41
NWL,Newell Brands Inc,0.41
QDEL,QuidelOrtho Corp,0.4
LCII,LCI Industries Inc,0.4
LXP,LXP Industrial Trust,0.4
PECO,Phillips Edison & Co Inc,0.39
HUBG,Hub Group Inc Class A,0.38
CWEN,Clearway Energy Inc Class C,0.38
CTRE,CareTrust REIT Inc,0.38
SBCF,Seacoast Banking Corp of Florida,0.37
WAFD,WaFd Inc,0.37
AMTM,Amentum Holdings Inc,0.37
PDCO,Patterson Companies Inc,0.37
MC,Moelis & Co Class A,0.37
SANM,Sanmina Corp,0.36
LUMN,Lumen Technologies Inc Ordinary Shares,0.36
PFS,Provident Financial Services Inc,0.36
ABR,Arbor Realty Trust Inc,0.36
AEO,American Eagle Outfitters Inc,0.35
DIOD,Diodes Inc,0.35
AIR,AAR Corp,0.35
RNST,Renasant Corp,0.35
PPBI,Pacific Premier Bancorp Inc,0.35
SIG,Signet Jewelers Ltd,0.35
AAP,Advance Auto Parts Inc,0.34
MTX,Minerals Technologies Inc,0.34
CRGY,Crescent Energy Co Class A,0.34
AEIS,Advanced Energy Industries Inc,0.34
PSMT,Pricesmart Inc,0.34
TRMK,Trustmark Corp,0.34
MRCY,Mercury Systems Inc,0.34
AGO,Assured Guaranty Ltd,0.33
ENOV,Enovis Corp,0.33
ABCB,Ameris Bancorp,0.33
HAYW,Hayward Holdings Inc,0.32
KLIC,Kulicke & Soffa Industries Inc,0.32
VSCO,Victoria's Secret & Co,0.32
HI,Hillenbrand Inc,0.32
ROCK,Gibraltar Industries Inc,0.31
ALKS,Alkermes PLC,0.31
WERN,Werner Enterprises Inc,0.31
BANC,Banc of California Inc,0.31
VSH,Vishay Intertechnology Inc,0.3
JBLU,JetBlue Airways Corp,0.3
STRA,Strategic Education Inc,0.3
FHB,First Hawaiian Inc,0.3
STC,Stewart Information Services Corp,0.3
DAN,Dana Inc,0.29
CCS,Century Communities Inc,0.29
FULT,Fulton Financial Corp,0.29
UNFI,United Natural Foods Inc,0.29
KWR,Quaker Houghton,0.29
SEM,Select Medical Holdings Corp,0.29
MTRN,Materion Corp,0.29
LZB,La-Z-Boy Inc,0.29
SM,SM Energy Co,0.29
SATS,EchoStar Corp Class A,0.29
SMPL,The Simply Good Foods Co,0.28
ARCB,ArcBest Corp,0.28
OTTR,Otter Tail Corp,0.28
CNMD,Conmed Corp,0.28
URBN,Urban Outfitters Inc,0.28
MBC,MasterBrand Inc Ordinary Shares,0.27
FBNC,First Bancorp,0.27
WKC,World Kinect Corp,0.27
PINC,Premier Inc Class A,0.27
ZD,Ziff Davis Inc,0.27
OMCL,Omnicell Inc,0.27
OI,O-I Glass Inc,0.27
UNF,UniFirst Corp,0.27
KMT,Kennametal Inc,0.26
MATX,Matson Inc,0.26
HMN,Horace Mann Educators Corp,0.26
WSFS,WSFS Financial Corp,0.26
GTES,Gates Industrial Corp PLC,0.26
CATY,Cathay General Bancorp,0.26
PBH,Prestige Consumer Healthcare Inc,0.26
BTU,Peabody Energy Corp,0.26
APLE,Apple Hospitality REIT Inc,0.26
NWBI,Northwest Bancshares Inc,0.25
SNEX,StoneX Group Inc,0.25
MGY,Magnolia Oil & Gas Corp Class A,0.25
SONO,Sonos Inc,0.25
NTCT,NetScout Systems Inc,0.25
MP,MP Materials Corp Ordinary Shares - Class A,0.25
RUN,Sunrun Inc,0.25
TNC,Tennant Co,0.25
STEP,StepStone Group Inc Ordinary Shares - Class A,0.25
CENTA,Central Garden & Pet Co Class A,0.25
NWN,Northwest Natural Holding Co,0.25
VYX,NCR Voyix Corp,0.25
BGC,BGC Group Inc Ordinary Shares Class A,0.25
APAM,Artisan Partners Asset Management Inc Class A,0.24
IART,Integra Lifesciences Holdings Corp,0.24
BOH,Bank of Hawaii Corp,0.24
CVBF,CVB Financial Corp,0.24
HASI,HA Sustainable Infrastructure Capital Inc,0.24
FELE,Franklin Electric Co Inc,0.24
CUBI,Customers Bancorp Inc,0.24
PATK,Patrick Industries Inc,0.24
SJW,SJW Group,0.24
GNL,Global Net Lease Inc,0.24
ACA,Arcosa Inc,0.23
HTH,Hilltop Holdings Inc,0.23
PZZA,Papa John's International Inc,0.23
MLKN,MillerKnoll Inc,0.23
CRI,Carter's Inc,0.23
MHO,M/I Homes Inc,0.23
BKU,BankUnited Inc,0.23
RXO,RXO Inc,0.23
LGIH,LGI Homes Inc,0.23
EPC,Edgewell Personal Care Co,0.23
MAC,Macerich Co,0.23
VIAV,Viavi Solutions Inc,0.22
SPNT,SiriusPoint Ltd,0.22
FORM,FormFactor Inc,0.22
FL,Foot Locker Inc,0.22
ARWR,Arrowhead Pharmaceuticals Inc,0.22
VBTX,Veritex Holdings Inc,0.22
CON,Concentra Group Holdings Parent Inc,0.22
AWR,American States Water Co,0.22
THS,Treehouse Foods Inc,0.22
NPO,Enpro Inc,0.22
TPH,Tri Pointe Homes Inc,0.22
KN,Knowles Corp,0.22
TWO,Two Harbors Investment Corp,0.22
VSTS,Vestis Corp,0.21
ROG,Rogers Corp,0.21
ANDE,Andersons Inc,0.21
ADNT,Adient PLC,0.21
RUSHA,Rush Enterprises Inc Class A,0.21
SXT,Sensient Technologies Corp,0.21
STEL,Stellar Bancorp Inc,0.21
FFBC,First Financial Bancorp,0.21
SLG,SL Green Realty Corp,0.21
HOPE,Hope Bancorp Inc,0.2
UVV,Universal Corp,0.2
CERT,Certara Inc Ordinary Shares,0.2
CALX,Calix Inc,0.2
WOR,Worthington Enterprises Inc,0.2
SCL,Stepan Co,0.2
KFY,Korn Ferry,0.2
IOSP,Innospec Inc,0.2
ARI,Apollo Commercial Real Estate Finance Inc,0.2
FCPT,Four Corners Property Trust Inc,0.2
JBGS,JBG SMITH Properties,0.2
SKT,Tanger Inc,0.2
EFC,Ellington Financial Inc,0.2
ALEX,Alexander & Baldwin Inc,0.2
LBRT,Liberty Energy Inc Class A,0.19
KSS,Kohl's Corp,0.19
VECO,Veeco Instruments Inc,0.19
MGEE,MGE Energy Inc,0.19
WDFC,WD-40 Co,0.19
NBTB,NBT Bancorp Inc,0.19
HELE,Helen Of Troy Ltd,0.19
UPBD,Upbound Group Inc,0.19
MD,Pediatrix Medical Group Inc,0.19
CPK,Chesapeake Utilities Corp,0.19
FTRE,Fortrea Holdings Inc,0.19
SNDR,Schneider National Inc,0.19
FBP,First BanCorp,0.19
LEG,Leggett & Platt Inc,0.19
DCOM,Dime Community Bancshares Inc,0.19
DEI,Douglas Emmett Inc,0.19
PMT,PennyMac Mortgage Investment Trust,0.19
ENR,Energizer Holdings Inc,0.18
BANR,Banner Corp,0.18
PLXS,Plexus Corp,0.18
FOXF,Fox Factory Holding Corp,0.18
NATL,NCR Atleos Corp,0.18
GO,Grocery Outlet Holding Corp,0.18
BRC,Brady Corp Class A,0.18
ALRM,Alarm.com Holdings Inc,0.18
BHLB,Berkshire Hills Bancorp Inc,0.18
AIN,Albany International Corp,0.18
CBU,Community Financial System Inc,0.18
CABO,Cable One Inc,0.18
TTMI,TTM Technologies Inc,0.18
WGO,Winnebago Industries Inc,0.18
AHCO,AdaptHealth Corp Ordinary Shares,0.18
HIW,Highwoods Properties Inc,0.18
RC,Ready Capital Corp,0.18
