"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","month","day","hour","MLY-PRCP-NORMAL","meas_flag_MLY-PRCP-NORMAL","comp_flag_MLY-PRCP-NORMAL","years_MLY-PRCP-NORMAL","MLY-PRCP-AVGNDS-GE001HI","meas_flag_MLY-PRCP-AVGNDS-GE001HI","comp_flag_MLY-PRCP-AVGNDS-GE001HI","years_MLY-PRCP-AVGNDS-GE001HI","MLY-PRCP-AVGNDS-GE010HI","meas_flag_MLY-PRCP-AVGNDS-GE010HI","comp_flag_MLY-PRCP-AVGNDS-GE010HI","years_MLY-PRCP-AVGNDS-GE010HI","MLY-PRCP-AVGNDS-GE025HI","meas_flag_MLY-PRCP-AVGNDS-GE025HI","comp_flag_MLY-PRCP-AVGNDS-GE025HI","years_MLY-PRCP-AVGNDS-GE025HI","MLY-PRCP-AVGNDS-GE050HI","meas_flag_MLY-PRCP-AVGNDS-GE050HI","comp_flag_MLY-PRCP-AVGNDS-GE050HI","years_MLY-PRCP-AVGNDS-GE050HI","MLY-PRCP-AVGNDS-GE100HI","meas_flag_MLY-PRCP-AVGNDS-GE100HI","comp_flag_MLY-PRCP-AVGNDS-GE100HI","years_MLY-PRCP-AVGNDS-GE100HI","MLY-PRCP-AVGNDS-GE200HI","meas_flag_MLY-PRCP-AVGNDS-GE200HI","comp_flag_MLY-PRCP-AVGNDS-GE200HI","years_MLY-PRCP-AVGNDS-GE200HI","MLY-PRCP-AVGNDS-GE400HI","meas_flag_MLY-PRCP-AVGNDS-GE400HI","comp_flag_MLY-PRCP-AVGNDS-GE400HI","years_MLY-PRCP-AVGNDS-GE400HI","MLY-PRCP-AVGNDS-GE600HI","meas_flag_MLY-PRCP-AVGNDS-GE600HI","comp_flag_MLY-PRCP-AVGNDS-GE600HI","years_MLY-PRCP-AVGNDS-GE600HI","MLY-PRCP-25PCTL","meas_flag_MLY-PRCP-25PCTL","comp_flag_MLY-PRCP-25PCTL","years_MLY-PRCP-25PCTL","MLY-PRCP-50PCTL","meas_flag_MLY-PRCP-50PCTL","comp_flag_MLY-PRCP-50PCTL","years_MLY-PRCP-50PCTL","MLY-PRCP-75PCTL","meas_flag_MLY-PRCP-75PCTL","comp_flag_MLY-PRCP-75PCTL","years_MLY-PRCP-75PCTL","MLY-PRCP-20PCTL","meas_flag_MLY-PRCP-20PCTL","comp_flag_MLY-PRCP-20PCTL","years_MLY-PRCP-20PCTL","MLY-PRCP-40PCTL","meas_flag_MLY-PRCP-40PCTL","comp_flag_MLY-PRCP-40PCTL","years_MLY-PRCP-40PCTL","MLY-PRCP-60PCTL","meas_flag_MLY-PRCP-60PCTL","comp_flag_MLY-PRCP-60PCTL","years_MLY-PRCP-60PCTL","MLY-PRCP-80PCTL","meas_flag_MLY-PRCP-80PCTL","comp_flag_MLY-PRCP-80PCTL","years_MLY-PRCP-80PCTL","MLY-PRCP-33PCTL","meas_flag_MLY-PRCP-33PCTL","comp_flag_MLY-PRCP-33PCTL","years_MLY-PRCP-33PCTL","MLY-PRCP-67PCTL","meas_flag_MLY-PRCP-67PCTL","comp_flag_MLY-PRCP-67PCTL","years_MLY-PRCP-67PCTL","MLY-SNOW-NORMAL","meas_flag_MLY-SNOW-NORMAL","comp_flag_MLY-SNOW-NORMAL","years_MLY-SNOW-NORMAL","MLY-SNOW-AVGNDS-GE001TI","meas_flag_MLY-SNOW-AVGNDS-GE001TI","comp_flag_MLY-SNOW-AVGNDS-GE001TI","years_MLY-SNOW-AVGNDS-GE001TI","MLY-SNOW-AVGNDS-GE010TI","meas_flag_MLY-SNOW-AVGNDS-GE010TI","comp_flag_MLY-SNOW-AVGNDS-GE010TI","years_MLY-SNOW-AVGNDS-GE010TI","MLY-SNOW-AVGNDS-GE020TI","meas_flag_MLY-SNOW-AVGNDS-GE020TI","comp_flag_MLY-SNOW-AVGNDS-GE020TI","years_MLY-SNOW-AVGNDS-GE020TI","MLY-SNOW-AVGNDS-GE030TI","meas_flag_MLY-SNOW-AVGNDS-GE030TI","comp_flag_MLY-SNOW-AVGNDS-GE030TI","years_MLY-SNOW-AVGNDS-GE030TI","MLY-SNOW-AVGNDS-GE040TI","meas_flag_MLY-SNOW-AVGNDS-GE040TI","comp_flag_MLY-SNOW-AVGNDS-GE040TI","years_MLY-SNOW-AVGNDS-GE040TI","MLY-SNOW-AVGNDS-GE050TI","meas_flag_MLY-SNOW-AVGNDS-GE050TI","comp_flag_MLY-SNOW-AVGNDS-GE050TI","years_MLY-SNOW-AVGNDS-GE050TI","MLY-SNOW-AVGNDS-GE100TI","meas_flag_MLY-SNOW-AVGNDS-GE100TI","comp_flag_MLY-SNOW-AVGNDS-GE100TI","years_MLY-SNOW-AVGNDS-GE100TI","MLY-SNOW-AVGNDS-GE200TI","meas_flag_MLY-SNOW-AVGNDS-GE200TI","comp_flag_MLY-SNOW-AVGNDS-GE200TI","years_MLY-SNOW-AVGNDS-GE200TI","MLY-SNOW-25PCTL","meas_flag_MLY-SNOW-25PCTL","comp_flag_MLY-SNOW-25PCTL","years_MLY-SNOW-25PCTL","MLY-SNOW-50PCTL","meas_flag_MLY-SNOW-50PCTL","comp_flag_MLY-SNOW-50PCTL","years_MLY-SNOW-50PCTL","MLY-SNOW-75PCTL","meas_flag_MLY-SNOW-75PCTL","comp_flag_MLY-SNOW-75PCTL","years_MLY-SNOW-75PCTL","MLY-SNOW-20PCTL","meas_flag_MLY-SNOW-20PCTL","comp_flag_MLY-SNOW-20PCTL","years_MLY-SNOW-20PCTL","MLY-SNOW-40PCTL","meas_flag_MLY-SNOW-40PCTL","comp_flag_MLY-SNOW-40PCTL","years_MLY-SNOW-40PCTL","MLY-SNOW-60PCTL","meas_flag_MLY-SNOW-60PCTL","comp_flag_MLY-SNOW-60PCTL","years_MLY-SNOW-60PCTL","MLY-SNOW-80PCTL","meas_flag_MLY-SNOW-80PCTL","comp_flag_MLY-SNOW-80PCTL","years_MLY-SNOW-80PCTL","MLY-SNOW-33PCTL","meas_flag_MLY-SNOW-33PCTL","comp_flag_MLY-SNOW-33PCTL","years_MLY-SNOW-33PCTL","MLY-SNOW-67PCTL","meas_flag_MLY-SNOW-67PCTL","comp_flag_MLY-SNOW-67PCTL","years_MLY-SNOW-67PCTL"
"US1COBO0143","01"," 40.2001","-105.1087","1538.9","LONGMONT 2.1 N, CO US","01","99","99","    0.40"," ","S","15","     4.7"," ","S","15","     1.3"," ","S","15","     0.4"," ","S","15","     0.2"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","    0.15"," ","S","15","    0.21"," ","S","15","    0.62"," ","S","15","    0.13"," ","S","15","    0.17"," ","S","15","    0.32"," ","S","15","    0.83"," ","S","15","    0.16"," ","S","15","    0.41"," ","S","15","     5.8"," ","S","15","     4.5"," ","S","15","     1.9"," ","S","15","     1.1"," ","S","15","     0.5"," ","S","15","     0.2"," ","S","15","     0.2"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","     2.3"," ","S","15","     4.0"," ","S","15","     6.3"," ","S","15","     1.7"," ","S","15","     3.3"," ","S","15","     4.9"," ","S","15","     7.9"," ","S","15","     2.9"," ","S","15","     5.4"," ","S","15"
"US1COBO0143","02"," 40.2001","-105.1087","1538.9","LONGMONT 2.1 N, CO US","02","99","99","    0.60"," ","S","15","     6.6"," ","S","15","     2.1"," ","S","15","     0.6"," ","S","15","     0.1"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","    0.33"," ","S","15","    0.57"," ","S","15","    0.81"," ","S","15","    0.32"," ","S","15","    0.41"," ","S","15","    0.69"," ","S","15","    0.85"," ","S","15","    0.35"," ","S","15","    0.75"," ","S","15","    10.3"," ","S","15","     6.5"," ","S","15","     3.8"," ","S","15","     1.8"," ","S","15","     0.9"," ","S","15","     0.5"," ","S","15","     0.3"," ","S","15","     0.1"," ","S","15","     0.0"," ","S","15","     6.7"," ","S","15","    10.6"," ","S","15","    13.0"," ","S","15","     6.2"," ","S","15","     7.7"," ","S","15","    11.1"," ","S","15","    13.7"," ","S","15","     7.4"," ","S","15","    11.9"," ","S","15"
"US1COBO0143","03"," 40.2001","-105.1087","1538.9","LONGMONT 2.1 N, CO US","03","99","99","    1.04"," ","S","15","     6.5"," ","S","15","     2.8"," ","S","15","     1.1"," ","S","15","     0.7"," ","S","15","     0.1"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","    0.57"," ","S","15","    0.97"," ","S","15","    1.57"," ","S","15","    0.37"," ","S","15","    0.79"," ","S","15","    1.05"," ","S","15","    1.65"," ","S","15","    0.77"," ","S","15","    1.26"," ","S","15","     7.7"," ","S","15","     4.2"," ","S","15","     2.2"," ","S","15","     1.3"," ","S","15","     0.9"," ","S","15","     0.7"," ","S","15","     0.5"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","     1.6"," ","S","15","     8.8"," ","S","15","    11.7"," ","S","15","     0.8"," ","S","15","     4.2"," ","S","15","     9.1"," ","S","15","    13.2"," ","S","15","     2.5"," ","S","15","     9.8"," ","S","15"
"US1COBO0143","04"," 40.2001","-105.1087","1538.9","LONGMONT 2.1 N, CO US","04","99","99","    1.70"," ","S","15","     7.7"," ","S","15","     4.1"," ","S","15","     2.1"," ","S","15","     0.9"," ","S","15","     0.3"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","    0.87"," ","S","15","    1.66"," ","S","15","    2.26"," ","S","15","    0.81"," ","S","15","    1.49"," ","S","15","    1.89"," ","S","15","    2.33"," ","S","15","    1.18"," ","S","15","    2.18"," ","S","15","     5.0"," ","S","15","     3.7"," ","S","15","     1.3"," ","S","15","     0.7"," ","S","15","     0.4"," ","S","15","     0.3"," ","S","15","     0.3"," ","S","15","     0.1"," ","S","15","     0.0"," ","S","15","     2.1"," ","S","15","     2.9"," ","S","15","     3.4"," ","S","15","     1.7"," ","S","15","     2.6"," ","S","15","     3.0"," ","S","15","     4.2"," ","S","15","     2.5"," ","S","15","     3.1"," ","S","15"
"US1COBO0143","05"," 40.2001","-105.1087","1538.9","LONGMONT 2.1 N, CO US","05","99","99","    2.66"," ","S","15","    11.8"," ","S","15","     6.0"," ","S","15","     3.8"," ","S","15","     1.6"," ","S","15","     0.3"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","    1.57"," ","S","15","    2.20"," ","S","15","    3.62"," ","S","15","    1.39"," ","S","15","    2.03"," ","S","15","    2.62"," ","S","15","    3.98"," ","S","15","    1.86"," ","S","15","    2.92"," ","S","15","     1.4"," ","S","14","     0.8"," ","S","15","     0.5"," ","S","15","     0.2"," ","S","15","     0.1"," ","S","15","     0.1"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","14","     0.4"," ","S","14","     1.8"," ","S","14","     0.0"," ","S","14","     0.1"," ","S","14","     1.4"," ","S","14","     2.2"," ","S","14","     0.0"," ","S","14","     1.7"," ","S","14"
"US1COBO0143","06"," 40.2001","-105.1087","1538.9","LONGMONT 2.1 N, CO US","06","99","99","    0.95"," ","S","15","     7.1"," ","S","15","     2.6"," ","S","15","     1.3"," ","S","15","     0.5"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","    0.31"," ","S","15","    0.73"," ","S","15","    1.40"," ","S","15","    0.23"," ","S","15","    0.66"," ","S","15","    1.03"," ","S","15","    1.51"," ","S","15","    0.56"," ","S","15","    1.33"," ","S","15","     0.0"," ","S","13","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13"
"US1COBO0143","07"," 40.2001","-105.1087","1538.9","LONGMONT 2.1 N, CO US","07","99","99","    1.33"," ","S","15","     9.2"," ","S","15","     3.3"," ","S","15","     1.6"," ","S","15","     0.7"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","    0.41"," ","S","15","    0.86"," ","S","15","    1.86"," ","S","15","    0.26"," ","S","15","    0.85"," ","S","15","    1.66"," ","S","15","    2.07"," ","S","15","    0.73"," ","S","15","    1.76"," ","S","15","     0.0"," ","S","12","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12"
"US1COBO0143","08"," 40.2001","-105.1087","1538.9","LONGMONT 2.1 N, CO US","08","99","99","    1.10"," ","S","15","     7.9"," ","S","15","     2.9"," ","S","15","     1.1"," ","S","15","     0.4"," ","S","15","     0.2"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","    0.49"," ","S","15","    0.86"," ","S","15","    1.48"," ","S","15","    0.35"," ","S","15","    0.74"," ","S","15","    1.21"," ","S","15","    1.61"," ","S","15","    0.61"," ","S","15","    1.34"," ","S","15","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13"
"US1COBO0143","09"," 40.2001","-105.1087","1538.9","LONGMONT 2.1 N, CO US","09","99","99","    1.30"," ","S","15","     6.2"," ","S","15","     2.7"," ","S","15","     1.5"," ","S","15","     0.7"," ","S","15","     0.3"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","    0.49"," ","S","15","    0.97"," ","S","15","    1.32"," ","S","15","    0.29"," ","S","15","    0.90"," ","S","15","    1.06"," ","S","15","    1.49"," ","S","15","    0.76"," ","S","15","    1.10"," ","S","15","     0.0"," ","S","12","     0.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12"
"US1COBO0143","10"," 40.2001","-105.1087","1538.9","LONGMONT 2.1 N, CO US","10","99","99","    1.11"," ","S","15","     7.1"," ","S","15","     3.1"," ","S","15","     1.5"," ","S","15","     0.5"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","    0.69"," ","S","15","    1.07"," ","S","15","    1.49"," ","S","15","    0.61"," ","S","15","    0.95"," ","S","15","    1.18"," ","S","15","    1.52"," ","S","15","    0.83"," ","S","15","    1.36"," ","S","15","     4.0"," ","S","14","     2.3"," ","S","15","     1.4"," ","S","15","     0.9"," ","S","15","     0.6"," ","S","15","     0.3"," ","S","15","     0.3"," ","S","15","     0.1"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","14","     2.3"," ","S","14","     6.8"," ","S","14","     0.0"," ","S","14","     0.3"," ","S","14","     5.3"," ","S","14","     7.5"," ","S","14","     0.0"," ","S","14","     6.3"," ","S","14"
