"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","month","day","hour","MLY-PRCP-NORMAL","meas_flag_MLY-PRCP-NORMAL","comp_flag_MLY-PRCP-NORMAL","years_MLY-PRCP-NORMAL","MLY-PRCP-AVGNDS-GE001HI","meas_flag_MLY-PRCP-AVGNDS-GE001HI","comp_flag_MLY-PRCP-AVGNDS-GE001HI","years_MLY-PRCP-AVGNDS-GE001HI","MLY-PRCP-AVGNDS-GE010HI","meas_flag_MLY-PRCP-AVGNDS-GE010HI","comp_flag_MLY-PRCP-AVGNDS-GE010HI","years_MLY-PRCP-AVGNDS-GE010HI","MLY-PRCP-AVGNDS-GE025HI","meas_flag_MLY-PRCP-AVGNDS-GE025HI","comp_flag_MLY-PRCP-AVGNDS-GE025HI","years_MLY-PRCP-AVGNDS-GE025HI","MLY-PRCP-AVGNDS-GE050HI","meas_flag_MLY-PRCP-AVGNDS-GE050HI","comp_flag_MLY-PRCP-AVGNDS-GE050HI","years_MLY-PRCP-AVGNDS-GE050HI","MLY-PRCP-AVGNDS-GE100HI","meas_flag_MLY-PRCP-AVGNDS-GE100HI","comp_flag_MLY-PRCP-AVGNDS-GE100HI","years_MLY-PRCP-AVGNDS-GE100HI","MLY-PRCP-AVGNDS-GE200HI","meas_flag_MLY-PRCP-AVGNDS-GE200HI","comp_flag_MLY-PRCP-AVGNDS-GE200HI","years_MLY-PRCP-AVGNDS-GE200HI","MLY-PRCP-AVGNDS-GE400HI","meas_flag_MLY-PRCP-AVGNDS-GE400HI","comp_flag_MLY-PRCP-AVGNDS-GE400HI","years_MLY-PRCP-AVGNDS-GE400HI","MLY-PRCP-AVGNDS-GE600HI","meas_flag_MLY-PRCP-AVGNDS-GE600HI","comp_flag_MLY-PRCP-AVGNDS-GE600HI","years_MLY-PRCP-AVGNDS-GE600HI","MLY-PRCP-25PCTL","meas_flag_MLY-PRCP-25PCTL","comp_flag_MLY-PRCP-25PCTL","years_MLY-PRCP-25PCTL","MLY-PRCP-50PCTL","meas_flag_MLY-PRCP-50PCTL","comp_flag_MLY-PRCP-50PCTL","years_MLY-PRCP-50PCTL","MLY-PRCP-75PCTL","meas_flag_MLY-PRCP-75PCTL","comp_flag_MLY-PRCP-75PCTL","years_MLY-PRCP-75PCTL","MLY-PRCP-20PCTL","meas_flag_MLY-PRCP-20PCTL","comp_flag_MLY-PRCP-20PCTL","years_MLY-PRCP-20PCTL","MLY-PRCP-40PCTL","meas_flag_MLY-PRCP-40PCTL","comp_flag_MLY-PRCP-40PCTL","years_MLY-PRCP-40PCTL","MLY-PRCP-60PCTL","meas_flag_MLY-PRCP-60PCTL","comp_flag_MLY-PRCP-60PCTL","years_MLY-PRCP-60PCTL","MLY-PRCP-80PCTL","meas_flag_MLY-PRCP-80PCTL","comp_flag_MLY-PRCP-80PCTL","years_MLY-PRCP-80PCTL","MLY-PRCP-33PCTL","meas_flag_MLY-PRCP-33PCTL","comp_flag_MLY-PRCP-33PCTL","years_MLY-PRCP-33PCTL","MLY-PRCP-67PCTL","meas_flag_MLY-PRCP-67PCTL","comp_flag_MLY-PRCP-67PCTL","years_MLY-PRCP-67PCTL","MLY-SNOW-NORMAL","meas_flag_MLY-SNOW-NORMAL","comp_flag_MLY-SNOW-NORMAL","years_MLY-SNOW-NORMAL","MLY-SNOW-AVGNDS-GE001TI","meas_flag_MLY-SNOW-AVGNDS-GE001TI","comp_flag_MLY-SNOW-AVGNDS-GE001TI","years_MLY-SNOW-AVGNDS-GE001TI","MLY-SNOW-AVGNDS-GE010TI","meas_flag_MLY-SNOW-AVGNDS-GE010TI","comp_flag_MLY-SNOW-AVGNDS-GE010TI","years_MLY-SNOW-AVGNDS-GE010TI","MLY-SNOW-AVGNDS-GE020TI","meas_flag_MLY-SNOW-AVGNDS-GE020TI","comp_flag_MLY-SNOW-AVGNDS-GE020TI","years_MLY-SNOW-AVGNDS-GE020TI","MLY-SNOW-AVGNDS-GE030TI","meas_flag_MLY-SNOW-AVGNDS-GE030TI","comp_flag_MLY-SNOW-AVGNDS-GE030TI","years_MLY-SNOW-AVGNDS-GE030TI","MLY-SNOW-AVGNDS-GE040TI","meas_flag_MLY-SNOW-AVGNDS-GE040TI","comp_flag_MLY-SNOW-AVGNDS-GE040TI","years_MLY-SNOW-AVGNDS-GE040TI","MLY-SNOW-AVGNDS-GE050TI","meas_flag_MLY-SNOW-AVGNDS-GE050TI","comp_flag_MLY-SNOW-AVGNDS-GE050TI","years_MLY-SNOW-AVGNDS-GE050TI","MLY-SNOW-AVGNDS-GE100TI","meas_flag_MLY-SNOW-AVGNDS-GE100TI","comp_flag_MLY-SNOW-AVGNDS-GE100TI","years_MLY-SNOW-AVGNDS-GE100TI","MLY-SNOW-AVGNDS-GE200TI","meas_flag_MLY-SNOW-AVGNDS-GE200TI","comp_flag_MLY-SNOW-AVGNDS-GE200TI","years_MLY-SNOW-AVGNDS-GE200TI","MLY-SNOW-25PCTL","meas_flag_MLY-SNOW-25PCTL","comp_flag_MLY-SNOW-25PCTL","years_MLY-SNOW-25PCTL","MLY-SNOW-50PCTL","meas_flag_MLY-SNOW-50PCTL","comp_flag_MLY-SNOW-50PCTL","years_MLY-SNOW-50PCTL","MLY-SNOW-75PCTL","meas_flag_MLY-SNOW-75PCTL","comp_flag_MLY-SNOW-75PCTL","years_MLY-SNOW-75PCTL","MLY-SNOW-20PCTL","meas_flag_MLY-SNOW-20PCTL","comp_flag_MLY-SNOW-20PCTL","years_MLY-SNOW-20PCTL","MLY-SNOW-40PCTL","meas_flag_MLY-SNOW-40PCTL","comp_flag_MLY-SNOW-40PCTL","years_MLY-SNOW-40PCTL","MLY-SNOW-60PCTL","meas_flag_MLY-SNOW-60PCTL","comp_flag_MLY-SNOW-60PCTL","years_MLY-SNOW-60PCTL","MLY-SNOW-80PCTL","meas_flag_MLY-SNOW-80PCTL","comp_flag_MLY-SNOW-80PCTL","years_MLY-SNOW-80PCTL","MLY-SNOW-33PCTL","meas_flag_MLY-SNOW-33PCTL","comp_flag_MLY-SNOW-33PCTL","years_MLY-SNOW-33PCTL","MLY-SNOW-67PCTL","meas_flag_MLY-SNOW-67PCTL","comp_flag_MLY-SNOW-67PCTL","years_MLY-SNOW-67PCTL","MLY-SNWD-AVGNDS-GE001WI","meas_flag_MLY-SNWD-AVGNDS-GE001WI","comp_flag_MLY-SNWD-AVGNDS-GE001WI","years_MLY-SNWD-AVGNDS-GE001WI","MLY-SNWD-AVGNDS-GE002WI","meas_flag_MLY-SNWD-AVGNDS-GE002WI","comp_flag_MLY-SNWD-AVGNDS-GE002WI","years_MLY-SNWD-AVGNDS-GE002WI","MLY-SNWD-AVGNDS-GE003WI","meas_flag_MLY-SNWD-AVGNDS-GE003WI","comp_flag_MLY-SNWD-AVGNDS-GE003WI","years_MLY-SNWD-AVGNDS-GE003WI","MLY-SNWD-AVGNDS-GE004WI","meas_flag_MLY-SNWD-AVGNDS-GE004WI","comp_flag_MLY-SNWD-AVGNDS-GE004WI","years_MLY-SNWD-AVGNDS-GE004WI","MLY-SNWD-AVGNDS-GE005WI","meas_flag_MLY-SNWD-AVGNDS-GE005WI","comp_flag_MLY-SNWD-AVGNDS-GE005WI","years_MLY-SNWD-AVGNDS-GE005WI","MLY-SNWD-AVGNDS-GE010WI","meas_flag_MLY-SNWD-AVGNDS-GE010WI","comp_flag_MLY-SNWD-AVGNDS-GE010WI","years_MLY-SNWD-AVGNDS-GE010WI","MLY-SNWD-AVGNDS-GE020WI","meas_flag_MLY-SNWD-AVGNDS-GE020WI","comp_flag_MLY-SNWD-AVGNDS-GE020WI","years_MLY-SNWD-AVGNDS-GE020WI"
"US1OHMD0002","01"," 41.2498"," -81.8133"," 342.0","BRUNSWICK 0.5 NE, OH US","01","99","99","    3.09"," ","R","11","    18.1"," ","P","11","     8.7"," ","P","11","     3.5"," ","P","11","     1.5"," ","P","11","     0.5"," ","P","11","     0.0"," ","P","11","     0.0"," ","P","11","     0.0"," ","P","11","    2.11"," ","R","11","    2.88"," ","R","11","    3.84"," ","R","11","    2.02"," ","R","11","    2.61"," ","R","11","    3.04"," ","R","11","    4.06"," ","R","11","    2.31"," ","R","11","    3.39"," ","R","11","    18.4"," ","P","11","    13.4"," ","P","11","     6.7"," ","P","11","     2.9"," ","P","11","     1.6"," ","P","11","     0.9"," ","P","11","     0.4"," ","P","11","     0.0"," ","P","11","     0.0"," ","P","11","    12.4"," ","P","11","    19.3"," ","P","11","    25.1"," ","P","11","     9.4"," ","P","11","    16.5"," ","P","11","    23.0"," ","P","11","    25.7"," ","P","11","    15.8"," ","P","11","    23.9"," ","P","11","    20.0"," ","P","11","    15.4"," ","P","11","    14.1"," ","P","11","    10.5"," ","P","11","     6.2"," ","P","11","     0.2"," ","P","11","     0.0"," ","P","11"
"US1OHMD0002","02"," 41.2498"," -81.8133"," 342.0","BRUNSWICK 0.5 NE, OH US","02","99","99","    3.17"," ","R","11","    16.4"," ","S","12","     7.6"," ","S","12","     3.9"," ","S","12","     1.8"," ","S","12","     0.2"," ","S","12","     0.1"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","    2.49"," ","R","11","    2.78"," ","R","11","    3.20"," ","R","11","    2.36"," ","R","11","    2.69"," ","R","11","    2.91"," ","R","11","    3.56"," ","R","11","    2.58"," ","R","11","    3.08"," ","R","11","    18.9"," ","S","12","    12.9"," ","S","12","     5.9"," ","S","12","     3.5"," ","S","12","     2.0"," ","S","12","     0.8"," ","S","12","     0.5"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","    12.6"," ","S","12","    18.4"," ","S","12","    22.8"," ","S","12","    11.1"," ","S","12","    16.6"," ","S","12","    19.7"," ","S","12","    23.5"," ","S","12","    15.0"," ","S","12","    21.0"," ","S","12","    16.9"," ","S","12","    13.6"," ","S","12","    12.6"," ","S","12","    10.7"," ","S","12","     9.2"," ","S","12","     4.1"," ","S","12","     0.0"," ","S","12"
"US1OHMD0002","03"," 41.2498"," -81.8133"," 342.0","BRUNSWICK 0.5 NE, OH US","03","99","99","    3.76"," ","S","12","    14.0"," ","S","12","     8.2"," ","S","12","     5.0"," ","S","12","     2.4"," ","S","12","     0.8"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","    2.64"," ","S","12","    3.62"," ","S","12","    4.50"," ","S","12","    2.51"," ","S","12","    3.57"," ","S","12","    3.89"," ","S","12","    4.68"," ","S","12","    3.25"," ","S","12","    4.11"," ","S","12","     9.2"," ","P","11","     6.4"," ","S","12","     2.6"," ","S","12","     1.5"," ","S","12","     0.8"," ","S","12","     0.7"," ","S","12","     0.3"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     5.2"," ","P","11","     6.5"," ","P","11","    13.6"," ","P","11","     5.0"," ","P","11","     5.9"," ","P","11","    11.5"," ","P","11","    14.9"," ","P","11","     5.6"," ","P","11","    12.0"," ","P","11","     7.8"," ","P","11","     4.8"," ","P","11","     4.2"," ","P","11","     3.3"," ","P","11","     2.3"," ","P","11","     1.3"," ","P","11","     0.0"," ","P","11"
"US1OHMD0002","04"," 41.2498"," -81.8133"," 342.0","BRUNSWICK 0.5 NE, OH US","04","99","99","    3.65"," ","S","12","    15.4"," ","S","12","     8.2"," ","S","12","     5.2"," ","S","12","     2.4"," ","S","12","     0.8"," ","S","12","     0.1"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","    2.75"," ","S","12","    3.69"," ","S","12","    4.69"," ","S","12","    2.35"," ","S","12","    3.60"," ","S","12","    3.81"," ","S","12","    4.79"," ","S","12","    3.37"," ","S","12","    4.22"," ","S","12","     2.9"," ","S","12","     2.4"," ","S","12","     0.9"," ","S","12","     0.7"," ","S","12","     0.3"," ","S","12","     0.1"," ","S","12","     0.1"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.2"," ","S","12","     1.5"," ","S","12","     5.9"," ","S","12","     0.2"," ","S","12","     1.5"," ","S","12","     2.5"," ","S","12","     6.4"," ","S","12","     1.1"," ","S","12","     4.0"," ","S","12","     1.3"," ","S","12","     0.7"," ","S","12","     0.7"," ","S","12","     0.3"," ","S","12","     0.1"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12"
"US1OHMD0002","05"," 41.2498"," -81.8133"," 342.0","BRUNSWICK 0.5 NE, OH US","05","99","99","    4.32"," ","S","12","    14.8"," ","S","12","     8.9"," ","S","12","     5.6"," ","S","12","     3.0"," ","S","12","     0.8"," ","S","12","     0.2"," ","S","12","     0.1"," ","S","12","     0.0"," ","S","12","    2.86"," ","S","12","    3.59"," ","S","12","    5.90"," ","S","12","    2.82"," ","S","12","    3.34"," ","S","12","    4.56"," ","S","12","    6.60"," ","S","12","    3.16"," ","S","12","    4.89"," ","S","12","     0.1"," ","S","12","     0.2"," ","S","12","     0.1"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12"
"US1OHMD0002","06"," 41.2498"," -81.8133"," 342.0","BRUNSWICK 0.5 NE, OH US","06","99","99","    4.64"," ","S","12","    13.2"," ","S","12","     8.7"," ","S","12","     6.1"," ","S","12","     3.8"," ","S","12","     0.8"," ","S","12","     0.2"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","    3.14"," ","S","12","    3.91"," ","S","12","    6.60"," ","S","12","    2.95"," ","S","12","    3.62"," ","S","12","    4.97"," ","S","12","    6.86"," ","S","12","    3.25"," ","S","12","    5.69"," ","S","12","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10"
"US1OHMD0002","07"," 41.2498"," -81.8133"," 342.0","BRUNSWICK 0.5 NE, OH US","07","99","99","    4.26"," ","S","12","    11.8"," ","S","12","     7.2"," ","S","12","     5.1"," ","S","12","     2.9"," ","S","12","     1.3"," ","S","12","     0.2"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","    3.83"," ","S","12","    4.17"," ","S","12","    4.49"," ","S","12","    3.57"," ","S","12","    4.10"," ","S","12","    4.20"," ","S","12","    4.65"," ","S","12","    4.08"," ","S","12","    4.29"," ","S","12","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10"
"US1OHMD0002","08"," 41.2498"," -81.8133"," 342.0","BRUNSWICK 0.5 NE, OH US","08","99","99","    3.56"," ","S","12","    11.9"," ","S","12","     6.7"," ","S","12","     4.4"," ","S","12","     2.0"," ","S","12","     0.6"," ","S","12","     0.2"," ","S","12","     0.1"," ","S","12","     0.0"," ","S","12","    2.40"," ","S","12","    3.31"," ","S","12","    4.09"," ","S","12","    2.09"," ","S","12","    3.00"," ","S","12","    3.81"," ","S","12","    4.37"," ","S","12","    2.82"," ","S","12","    3.85"," ","S","12","     0.0"," ","P","10","     0.0"," ","P","11","     0.0"," ","P","11","     0.0"," ","P","11","     0.0"," ","P","11","     0.0"," ","P","11","     0.0"," ","P","11","     0.0"," ","P","11","     0.0"," ","P","11","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10"
"US1OHMD0002","09"," 41.2498"," -81.8133"," 342.0","BRUNSWICK 0.5 NE, OH US","09","99","99","    4.05"," ","S","12","    11.4"," ","S","12","     7.1"," ","S","12","     5.2"," ","S","12","     2.8"," ","S","12","     1.2"," ","S","12","     0.2"," ","S","12","     0.1"," ","S","12","     0.0"," ","S","12","    2.45"," ","S","12","    3.75"," ","S","12","    5.47"," ","S","12","    2.39"," ","S","12","    3.35"," ","S","12","    4.41"," ","S","12","    5.84"," ","S","12","    2.94"," ","S","12","    5.07"," ","S","12","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10"
"US1OHMD0002","10"," 41.2498"," -81.8133"," 342.0","BRUNSWICK 0.5 NE, OH US","10","99","99","    4.38"," ","S","12","    15.4"," ","S","12","     9.5"," ","S","12","     5.6"," ","S","12","     2.5"," ","S","12","     0.8"," ","S","12","     0.1"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","    3.23"," ","S","12","    3.73"," ","S","12","    4.94"," ","S","12","    3.04"," ","S","12","    3.63"," ","S","12","    3.95"," ","S","12","    5.90"," ","S","12","    3.48"," ","S","12","    4.06"," ","S","12","     0.0","X","P","10","     0.1"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10","     0.0"," ","P","10"
