"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","month","day","hour","MLY-PRCP-NORMAL","meas_flag_MLY-PRCP-NORMAL","comp_flag_MLY-PRCP-NORMAL","years_MLY-PRCP-NORMAL","MLY-PRCP-AVGNDS-GE001HI","meas_flag_MLY-PRCP-AVGNDS-GE001HI","comp_flag_MLY-PRCP-AVGNDS-GE001HI","years_MLY-PRCP-AVGNDS-GE001HI","MLY-PRCP-AVGNDS-GE010HI","meas_flag_MLY-PRCP-AVGNDS-GE010HI","comp_flag_MLY-PRCP-AVGNDS-GE010HI","years_MLY-PRCP-AVGNDS-GE010HI","MLY-PRCP-AVGNDS-GE025HI","meas_flag_MLY-PRCP-AVGNDS-GE025HI","comp_flag_MLY-PRCP-AVGNDS-GE025HI","years_MLY-PRCP-AVGNDS-GE025HI","MLY-PRCP-AVGNDS-GE050HI","meas_flag_MLY-PRCP-AVGNDS-GE050HI","comp_flag_MLY-PRCP-AVGNDS-GE050HI","years_MLY-PRCP-AVGNDS-GE050HI","MLY-PRCP-AVGNDS-GE100HI","meas_flag_MLY-PRCP-AVGNDS-GE100HI","comp_flag_MLY-PRCP-AVGNDS-GE100HI","years_MLY-PRCP-AVGNDS-GE100HI","MLY-PRCP-AVGNDS-GE200HI","meas_flag_MLY-PRCP-AVGNDS-GE200HI","comp_flag_MLY-PRCP-AVGNDS-GE200HI","years_MLY-PRCP-AVGNDS-GE200HI","MLY-PRCP-AVGNDS-GE400HI","meas_flag_MLY-PRCP-AVGNDS-GE400HI","comp_flag_MLY-PRCP-AVGNDS-GE400HI","years_MLY-PRCP-AVGNDS-GE400HI","MLY-PRCP-AVGNDS-GE600HI","meas_flag_MLY-PRCP-AVGNDS-GE600HI","comp_flag_MLY-PRCP-AVGNDS-GE600HI","years_MLY-PRCP-AVGNDS-GE600HI","MLY-PRCP-25PCTL","meas_flag_MLY-PRCP-25PCTL","comp_flag_MLY-PRCP-25PCTL","years_MLY-PRCP-25PCTL","MLY-PRCP-50PCTL","meas_flag_MLY-PRCP-50PCTL","comp_flag_MLY-PRCP-50PCTL","years_MLY-PRCP-50PCTL","MLY-PRCP-75PCTL","meas_flag_MLY-PRCP-75PCTL","comp_flag_MLY-PRCP-75PCTL","years_MLY-PRCP-75PCTL","MLY-PRCP-20PCTL","meas_flag_MLY-PRCP-20PCTL","comp_flag_MLY-PRCP-20PCTL","years_MLY-PRCP-20PCTL","MLY-PRCP-40PCTL","meas_flag_MLY-PRCP-40PCTL","comp_flag_MLY-PRCP-40PCTL","years_MLY-PRCP-40PCTL","MLY-PRCP-60PCTL","meas_flag_MLY-PRCP-60PCTL","comp_flag_MLY-PRCP-60PCTL","years_MLY-PRCP-60PCTL","MLY-PRCP-80PCTL","meas_flag_MLY-PRCP-80PCTL","comp_flag_MLY-PRCP-80PCTL","years_MLY-PRCP-80PCTL","MLY-PRCP-33PCTL","meas_flag_MLY-PRCP-33PCTL","comp_flag_MLY-PRCP-33PCTL","years_MLY-PRCP-33PCTL","MLY-PRCP-67PCTL","meas_flag_MLY-PRCP-67PCTL","comp_flag_MLY-PRCP-67PCTL","years_MLY-PRCP-67PCTL","MLY-SNOW-NORMAL","meas_flag_MLY-SNOW-NORMAL","comp_flag_MLY-SNOW-NORMAL","years_MLY-SNOW-NORMAL","MLY-SNOW-AVGNDS-GE001TI","meas_flag_MLY-SNOW-AVGNDS-GE001TI","comp_flag_MLY-SNOW-AVGNDS-GE001TI","years_MLY-SNOW-AVGNDS-GE001TI","MLY-SNOW-AVGNDS-GE010TI","meas_flag_MLY-SNOW-AVGNDS-GE010TI","comp_flag_MLY-SNOW-AVGNDS-GE010TI","years_MLY-SNOW-AVGNDS-GE010TI","MLY-SNOW-AVGNDS-GE020TI","meas_flag_MLY-SNOW-AVGNDS-GE020TI","comp_flag_MLY-SNOW-AVGNDS-GE020TI","years_MLY-SNOW-AVGNDS-GE020TI","MLY-SNOW-AVGNDS-GE030TI","meas_flag_MLY-SNOW-AVGNDS-GE030TI","comp_flag_MLY-SNOW-AVGNDS-GE030TI","years_MLY-SNOW-AVGNDS-GE030TI","MLY-SNOW-AVGNDS-GE040TI","meas_flag_MLY-SNOW-AVGNDS-GE040TI","comp_flag_MLY-SNOW-AVGNDS-GE040TI","years_MLY-SNOW-AVGNDS-GE040TI","MLY-SNOW-AVGNDS-GE050TI","meas_flag_MLY-SNOW-AVGNDS-GE050TI","comp_flag_MLY-SNOW-AVGNDS-GE050TI","years_MLY-SNOW-AVGNDS-GE050TI","MLY-SNOW-AVGNDS-GE100TI","meas_flag_MLY-SNOW-AVGNDS-GE100TI","comp_flag_MLY-SNOW-AVGNDS-GE100TI","years_MLY-SNOW-AVGNDS-GE100TI","MLY-SNOW-AVGNDS-GE200TI","meas_flag_MLY-SNOW-AVGNDS-GE200TI","comp_flag_MLY-SNOW-AVGNDS-GE200TI","years_MLY-SNOW-AVGNDS-GE200TI","MLY-SNOW-25PCTL","meas_flag_MLY-SNOW-25PCTL","comp_flag_MLY-SNOW-25PCTL","years_MLY-SNOW-25PCTL","MLY-SNOW-50PCTL","meas_flag_MLY-SNOW-50PCTL","comp_flag_MLY-SNOW-50PCTL","years_MLY-SNOW-50PCTL","MLY-SNOW-75PCTL","meas_flag_MLY-SNOW-75PCTL","comp_flag_MLY-SNOW-75PCTL","years_MLY-SNOW-75PCTL","MLY-SNOW-20PCTL","meas_flag_MLY-SNOW-20PCTL","comp_flag_MLY-SNOW-20PCTL","years_MLY-SNOW-20PCTL","MLY-SNOW-40PCTL","meas_flag_MLY-SNOW-40PCTL","comp_flag_MLY-SNOW-40PCTL","years_MLY-SNOW-40PCTL","MLY-SNOW-60PCTL","meas_flag_MLY-SNOW-60PCTL","comp_flag_MLY-SNOW-60PCTL","years_MLY-SNOW-60PCTL","MLY-SNOW-80PCTL","meas_flag_MLY-SNOW-80PCTL","comp_flag_MLY-SNOW-80PCTL","years_MLY-SNOW-80PCTL","MLY-SNOW-33PCTL","meas_flag_MLY-SNOW-33PCTL","comp_flag_MLY-SNOW-33PCTL","years_MLY-SNOW-33PCTL","MLY-SNOW-67PCTL","meas_flag_MLY-SNOW-67PCTL","comp_flag_MLY-SNOW-67PCTL","years_MLY-SNOW-67PCTL","MLY-SNWD-AVGNDS-GE001WI","meas_flag_MLY-SNWD-AVGNDS-GE001WI","comp_flag_MLY-SNWD-AVGNDS-GE001WI","years_MLY-SNWD-AVGNDS-GE001WI","MLY-SNWD-AVGNDS-GE002WI","meas_flag_MLY-SNWD-AVGNDS-GE002WI","comp_flag_MLY-SNWD-AVGNDS-GE002WI","years_MLY-SNWD-AVGNDS-GE002WI","MLY-SNWD-AVGNDS-GE003WI","meas_flag_MLY-SNWD-AVGNDS-GE003WI","comp_flag_MLY-SNWD-AVGNDS-GE003WI","years_MLY-SNWD-AVGNDS-GE003WI","MLY-SNWD-AVGNDS-GE004WI","meas_flag_MLY-SNWD-AVGNDS-GE004WI","comp_flag_MLY-SNWD-AVGNDS-GE004WI","years_MLY-SNWD-AVGNDS-GE004WI","MLY-SNWD-AVGNDS-GE005WI","meas_flag_MLY-SNWD-AVGNDS-GE005WI","comp_flag_MLY-SNWD-AVGNDS-GE005WI","years_MLY-SNWD-AVGNDS-GE005WI","MLY-SNWD-AVGNDS-GE010WI","meas_flag_MLY-SNWD-AVGNDS-GE010WI","comp_flag_MLY-SNWD-AVGNDS-GE010WI","years_MLY-SNWD-AVGNDS-GE010WI","MLY-SNWD-AVGNDS-GE020WI","meas_flag_MLY-SNWD-AVGNDS-GE020WI","comp_flag_MLY-SNWD-AVGNDS-GE020WI","years_MLY-SNWD-AVGNDS-GE020WI"
"US1SDMH0020","01"," 43.5267"," -96.6658"," 462.1","SIOUX FALLS 3.4 ESE, SD US","01","99","99","    0.71"," ","S","13","     7.1"," ","S","13","     2.6"," ","S","13","     0.6"," ","S","13","     0.2"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","    0.47"," ","S","13","    0.60"," ","S","13","    0.90"," ","S","13","    0.45"," ","S","13","    0.55"," ","S","13","    0.72"," ","S","13","    0.92"," ","S","13","    0.51"," ","S","13","    0.84"," ","S","13","     8.0"," ","S","13","     7.0"," ","S","13","     2.4"," ","S","13","     1.2"," ","S","13","     0.7"," ","S","13","     0.5"," ","S","13","     0.2"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     6.0"," ","S","13","     7.8"," ","S","13","    10.7"," ","S","13","     5.8"," ","S","13","     6.8"," ","S","13","     8.1"," ","S","13","    10.9"," ","S","13","     6.3"," ","S","13","     8.6"," ","S","13","    28.6"," ","S","13","    25.8"," ","S","13","    22.7"," ","S","13","    18.5"," ","S","13","    14.2"," ","S","13","     5.0"," ","S","13","     0.0"," ","S","13"
"US1SDMH0020","02"," 43.5267"," -96.6658"," 462.1","SIOUX FALLS 3.4 ESE, SD US","02","99","99","    1.01"," ","S","13","     7.7"," ","S","13","     3.3"," ","S","13","     1.3"," ","S","13","     0.2"," ","S","13","     0.1"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","    0.65"," ","S","13","    1.01"," ","S","13","    1.22"," ","S","13","    0.56"," ","S","13","    0.91"," ","S","13","    1.09"," ","S","13","    1.31"," ","S","13","    0.77"," ","S","13","    1.15"," ","S","13","    10.5"," ","S","13","     7.5"," ","S","13","     3.1"," ","S","13","     1.7"," ","S","13","     1.0"," ","S","13","     0.6"," ","S","13","     0.5"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     7.9"," ","S","13","    10.6"," ","S","13","    13.0"," ","S","13","     6.9"," ","S","13","    10.0"," ","S","13","    10.7"," ","S","13","    14.5"," ","S","13","     8.2"," ","S","13","    10.7"," ","S","13","    24.0"," ","S","13","    21.4"," ","S","13","    18.5"," ","S","13","    16.1"," ","S","13","    12.8"," ","S","13","     4.3"," ","S","13","     0.3"," ","S","13"
"US1SDMH0020","03"," 43.5267"," -96.6658"," 462.1","SIOUX FALLS 3.4 ESE, SD US","03","99","99","    1.97"," ","S","13","     8.5"," ","S","13","     4.1"," ","S","13","     1.8"," ","S","13","     0.8"," ","S","13","     0.2"," ","S","13","     0.1"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","    0.94"," ","S","13","    1.50"," ","S","13","    2.64"," ","S","13","    0.92"," ","S","13","    1.27"," ","S","13","    1.81"," ","S","13","    2.91"," ","S","13","    0.99"," ","S","13","    2.35"," ","S","13","     6.5"," ","S","12","     5.2"," ","S","13","     1.9"," ","S","13","     1.0"," ","S","13","     0.6"," ","S","13","     0.3"," ","S","13","     0.2"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     1.7"," ","S","12","     6.8"," ","S","12","     8.7"," ","S","12","     1.4"," ","S","12","     5.4"," ","S","12","     7.8"," ","S","12","     8.8"," ","S","12","     3.6"," ","S","12","     8.5"," ","S","12","    13.0"," ","S","13","    10.0"," ","S","13","     7.1"," ","S","13","     5.4"," ","S","13","     4.3"," ","S","13","     1.5"," ","S","13","     0.0"," ","S","13"
"US1SDMH0020","04"," 43.5267"," -96.6658"," 462.1","SIOUX FALLS 3.4 ESE, SD US","04","99","99","    3.18"," ","S","13","    11.0"," ","S","13","     6.7"," ","S","13","     4.2"," ","S","13","     2.2"," ","S","13","     0.5"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","    2.09"," ","S","13","    2.86"," ","S","13","    4.28"," ","S","13","    1.93"," ","S","13","    2.75"," ","S","13","    3.19"," ","S","13","    4.56"," ","S","13","    2.48"," ","S","13","    3.75"," ","S","13","     6.5"," ","S","13","     2.8"," ","S","13","     1.7"," ","S","13","     1.5"," ","S","13","     0.8"," ","S","13","     0.5"," ","S","13","     0.4"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     4.5"," ","S","13","     7.8"," ","S","13","     0.0"," ","S","13","     1.4"," ","S","13","     6.1"," ","S","13","     9.3"," ","S","13","     0.0"," ","S","13","     7.1"," ","S","13","     3.9"," ","S","12","     3.2"," ","S","12","     2.3"," ","S","12","     1.5"," ","S","12","     0.9"," ","S","12","     0.1"," ","S","12","     0.0"," ","S","12"
"US1SDMH0020","05"," 43.5267"," -96.6658"," 462.1","SIOUX FALLS 3.4 ESE, SD US","05","99","99","    4.17"," ","S","13","    14.0"," ","S","13","     8.4"," ","S","13","     5.7"," ","S","13","     3.2"," ","S","13","     1.1"," ","S","13","     0.2"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","    2.68"," ","S","13","    3.88"," ","S","13","    5.29"," ","S","13","    2.21"," ","S","13","    3.45"," ","S","13","    4.55"," ","S","13","    5.47"," ","S","13","    3.09"," ","S","13","    4.94"," ","S","13","     0.5"," ","S","13","     0.3"," ","S","13","     0.2"," ","S","13","     0.1"," ","S","13","     0.1"," ","S","13","     0.1"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.2"," ","S","13","     0.2"," ","S","13","     0.1"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13"
"US1SDMH0020","06"," 43.5267"," -96.6658"," 462.1","SIOUX FALLS 3.4 ESE, SD US","06","99","99","    5.56"," ","S","14","    13.0"," ","S","14","     8.0"," ","S","14","     5.7"," ","S","14","     3.3"," ","S","14","     1.4"," ","S","14","     0.4"," ","S","14","     0.1"," ","S","14","     0.0"," ","S","14","    4.33"," ","S","14","    5.13"," ","S","14","    5.65"," ","S","14","    4.06"," ","S","14","    4.75"," ","S","14","    5.28"," ","S","14","    6.35"," ","S","14","    4.65"," ","S","14","    5.49"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13"
"US1SDMH0020","07"," 43.5267"," -96.6658"," 462.1","SIOUX FALLS 3.4 ESE, SD US","07","99","99","    3.69"," ","S","14","     8.3"," ","S","14","     5.2"," ","S","14","     3.4"," ","S","14","     2.1"," ","S","14","     1.0"," ","S","14","     0.4"," ","S","14","     0.1"," ","S","14","     0.0"," ","S","14","    1.08"," ","S","14","    3.08"," ","S","14","    4.64"," ","S","14","    0.96"," ","S","14","    1.54"," ","S","14","    3.89"," ","S","14","    5.25"," ","S","14","    1.38"," ","S","14","    4.38"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13"
"US1SDMH0020","08"," 43.5267"," -96.6658"," 462.1","SIOUX FALLS 3.4 ESE, SD US","08","99","99","    4.19"," ","S","14","    10.8"," ","S","14","     5.9"," ","S","14","     3.9"," ","S","14","     2.4"," ","S","14","     1.0"," ","S","14","     0.4"," ","S","14","     0.1"," ","S","14","     0.0"," ","S","14","    1.99"," ","S","14","    2.74"," ","S","14","    6.36"," ","S","14","    1.89"," ","S","14","    2.64"," ","S","14","    5.41"," ","S","14","    6.96"," ","S","14","    2.38"," ","S","14","    5.55"," ","S","14","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13"
"US1SDMH0020","09"," 43.5267"," -96.6658"," 462.1","SIOUX FALLS 3.4 ESE, SD US","09","99","99","    3.31"," ","S","14","     8.8"," ","S","14","     5.4"," ","S","14","     3.4"," ","S","14","     1.7"," ","S","14","     0.7"," ","S","14","     0.3"," ","S","14","     0.1"," ","S","14","     0.0"," ","S","14","    1.44"," ","S","14","    2.48"," ","S","14","    5.20"," ","S","14","    1.03"," ","S","14","    2.12"," ","S","14","    3.40"," ","S","14","    6.03"," ","S","14","    1.86"," ","S","14","    4.09"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13"
"US1SDMH0020","10"," 43.5267"," -96.6658"," 462.1","SIOUX FALLS 3.4 ESE, SD US","10","99","99","    2.70"," ","S","14","     9.1"," ","S","14","     5.0"," ","S","14","     3.2"," ","S","14","     1.7"," ","S","14","     0.6"," ","S","14","     0.1"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","    1.01"," ","S","14","    2.43"," ","S","14","    4.42"," ","S","14","    0.97"," ","S","14","    1.17"," ","S","14","    3.01"," ","S","14","    5.17"," ","S","14","    1.10"," ","S","14","    3.48"," ","S","14","     1.1"," ","S","14","     0.9"," ","S","14","     0.5"," ","S","14","     0.1"," ","S","14","     0.1"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     1.8"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.3"," ","S","14","     2.4"," ","S","14","     0.0"," ","S","14","     1.0"," ","S","14","     0.8"," ","S","13","     0.3"," ","S","13","     0.2"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13"
