"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","month","day","hour","MLY-PRCP-NORMAL","meas_flag_MLY-PRCP-NORMAL","comp_flag_MLY-PRCP-NORMAL","years_MLY-PRCP-NORMAL","MLY-PRCP-AVGNDS-GE001HI","meas_flag_MLY-PRCP-AVGNDS-GE001HI","comp_flag_MLY-PRCP-AVGNDS-GE001HI","years_MLY-PRCP-AVGNDS-GE001HI","MLY-PRCP-AVGNDS-GE010HI","meas_flag_MLY-PRCP-AVGNDS-GE010HI","comp_flag_MLY-PRCP-AVGNDS-GE010HI","years_MLY-PRCP-AVGNDS-GE010HI","MLY-PRCP-AVGNDS-GE025HI","meas_flag_MLY-PRCP-AVGNDS-GE025HI","comp_flag_MLY-PRCP-AVGNDS-GE025HI","years_MLY-PRCP-AVGNDS-GE025HI","MLY-PRCP-AVGNDS-GE050HI","meas_flag_MLY-PRCP-AVGNDS-GE050HI","comp_flag_MLY-PRCP-AVGNDS-GE050HI","years_MLY-PRCP-AVGNDS-GE050HI","MLY-PRCP-AVGNDS-GE100HI","meas_flag_MLY-PRCP-AVGNDS-GE100HI","comp_flag_MLY-PRCP-AVGNDS-GE100HI","years_MLY-PRCP-AVGNDS-GE100HI","MLY-PRCP-AVGNDS-GE200HI","meas_flag_MLY-PRCP-AVGNDS-GE200HI","comp_flag_MLY-PRCP-AVGNDS-GE200HI","years_MLY-PRCP-AVGNDS-GE200HI","MLY-PRCP-AVGNDS-GE400HI","meas_flag_MLY-PRCP-AVGNDS-GE400HI","comp_flag_MLY-PRCP-AVGNDS-GE400HI","years_MLY-PRCP-AVGNDS-GE400HI","MLY-PRCP-AVGNDS-GE600HI","meas_flag_MLY-PRCP-AVGNDS-GE600HI","comp_flag_MLY-PRCP-AVGNDS-GE600HI","years_MLY-PRCP-AVGNDS-GE600HI","MLY-PRCP-25PCTL","meas_flag_MLY-PRCP-25PCTL","comp_flag_MLY-PRCP-25PCTL","years_MLY-PRCP-25PCTL","MLY-PRCP-50PCTL","meas_flag_MLY-PRCP-50PCTL","comp_flag_MLY-PRCP-50PCTL","years_MLY-PRCP-50PCTL","MLY-PRCP-75PCTL","meas_flag_MLY-PRCP-75PCTL","comp_flag_MLY-PRCP-75PCTL","years_MLY-PRCP-75PCTL","MLY-PRCP-20PCTL","meas_flag_MLY-PRCP-20PCTL","comp_flag_MLY-PRCP-20PCTL","years_MLY-PRCP-20PCTL","MLY-PRCP-40PCTL","meas_flag_MLY-PRCP-40PCTL","comp_flag_MLY-PRCP-40PCTL","years_MLY-PRCP-40PCTL","MLY-PRCP-60PCTL","meas_flag_MLY-PRCP-60PCTL","comp_flag_MLY-PRCP-60PCTL","years_MLY-PRCP-60PCTL","MLY-PRCP-80PCTL","meas_flag_MLY-PRCP-80PCTL","comp_flag_MLY-PRCP-80PCTL","years_MLY-PRCP-80PCTL","MLY-PRCP-33PCTL","meas_flag_MLY-PRCP-33PCTL","comp_flag_MLY-PRCP-33PCTL","years_MLY-PRCP-33PCTL","MLY-PRCP-67PCTL","meas_flag_MLY-PRCP-67PCTL","comp_flag_MLY-PRCP-67PCTL","years_MLY-PRCP-67PCTL","MLY-SNOW-NORMAL","meas_flag_MLY-SNOW-NORMAL","comp_flag_MLY-SNOW-NORMAL","years_MLY-SNOW-NORMAL","MLY-SNOW-AVGNDS-GE001TI","meas_flag_MLY-SNOW-AVGNDS-GE001TI","comp_flag_MLY-SNOW-AVGNDS-GE001TI","years_MLY-SNOW-AVGNDS-GE001TI","MLY-SNOW-AVGNDS-GE010TI","meas_flag_MLY-SNOW-AVGNDS-GE010TI","comp_flag_MLY-SNOW-AVGNDS-GE010TI","years_MLY-SNOW-AVGNDS-GE010TI","MLY-SNOW-AVGNDS-GE020TI","meas_flag_MLY-SNOW-AVGNDS-GE020TI","comp_flag_MLY-SNOW-AVGNDS-GE020TI","years_MLY-SNOW-AVGNDS-GE020TI","MLY-SNOW-AVGNDS-GE030TI","meas_flag_MLY-SNOW-AVGNDS-GE030TI","comp_flag_MLY-SNOW-AVGNDS-GE030TI","years_MLY-SNOW-AVGNDS-GE030TI","MLY-SNOW-AVGNDS-GE040TI","meas_flag_MLY-SNOW-AVGNDS-GE040TI","comp_flag_MLY-SNOW-AVGNDS-GE040TI","years_MLY-SNOW-AVGNDS-GE040TI","MLY-SNOW-AVGNDS-GE050TI","meas_flag_MLY-SNOW-AVGNDS-GE050TI","comp_flag_MLY-SNOW-AVGNDS-GE050TI","years_MLY-SNOW-AVGNDS-GE050TI","MLY-SNOW-AVGNDS-GE100TI","meas_flag_MLY-SNOW-AVGNDS-GE100TI","comp_flag_MLY-SNOW-AVGNDS-GE100TI","years_MLY-SNOW-AVGNDS-GE100TI","MLY-SNOW-AVGNDS-GE200TI","meas_flag_MLY-SNOW-AVGNDS-GE200TI","comp_flag_MLY-SNOW-AVGNDS-GE200TI","years_MLY-SNOW-AVGNDS-GE200TI","MLY-SNOW-25PCTL","meas_flag_MLY-SNOW-25PCTL","comp_flag_MLY-SNOW-25PCTL","years_MLY-SNOW-25PCTL","MLY-SNOW-50PCTL","meas_flag_MLY-SNOW-50PCTL","comp_flag_MLY-SNOW-50PCTL","years_MLY-SNOW-50PCTL","MLY-SNOW-75PCTL","meas_flag_MLY-SNOW-75PCTL","comp_flag_MLY-SNOW-75PCTL","years_MLY-SNOW-75PCTL","MLY-SNOW-20PCTL","meas_flag_MLY-SNOW-20PCTL","comp_flag_MLY-SNOW-20PCTL","years_MLY-SNOW-20PCTL","MLY-SNOW-40PCTL","meas_flag_MLY-SNOW-40PCTL","comp_flag_MLY-SNOW-40PCTL","years_MLY-SNOW-40PCTL","MLY-SNOW-60PCTL","meas_flag_MLY-SNOW-60PCTL","comp_flag_MLY-SNOW-60PCTL","years_MLY-SNOW-60PCTL","MLY-SNOW-80PCTL","meas_flag_MLY-SNOW-80PCTL","comp_flag_MLY-SNOW-80PCTL","years_MLY-SNOW-80PCTL","MLY-SNOW-33PCTL","meas_flag_MLY-SNOW-33PCTL","comp_flag_MLY-SNOW-33PCTL","years_MLY-SNOW-33PCTL","MLY-SNOW-67PCTL","meas_flag_MLY-SNOW-67PCTL","comp_flag_MLY-SNOW-67PCTL","years_MLY-SNOW-67PCTL"
"US1UTSL0035","01"," 40.6657","-111.8115","1396.0","HOLLADAY 0.5 ESE, UT US","01","99","99","    1.96"," ","S","12","    10.2"," ","S","12","     5.3"," ","S","12","     2.6"," ","S","12","     0.9"," ","S","12","     0.2"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","    1.52"," ","S","12","    2.04"," ","S","12","    2.49"," ","S","12","    1.44"," ","S","12","    1.97"," ","S","12","    2.23"," ","S","12","    2.51"," ","S","12","    1.80"," ","S","12","    2.49"," ","S","12","    12.7"," ","S","12","     6.1"," ","S","12","     3.6"," ","S","12","     2.0"," ","S","12","     1.4"," ","S","12","     1.0"," ","S","12","     0.5"," ","S","12","     0.2"," ","S","12","     0.0"," ","S","12","     6.1"," ","S","12","    11.8"," ","S","12","    15.7"," ","S","12","     5.7"," ","S","12","     8.7"," ","S","12","    13.1"," ","S","12","    16.2"," ","S","12","     6.8"," ","S","12","    14.2"," ","S","12"
"US1UTSL0035","02"," 40.6657","-111.8115","1396.0","HOLLADAY 0.5 ESE, UT US","02","99","99","    1.44"," ","S","12","     8.6"," ","S","12","     4.0"," ","S","12","     2.3"," ","S","12","     0.7"," ","S","12","     0.1"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","    0.89"," ","S","12","    1.56"," ","S","12","    1.90"," ","S","12","    0.81"," ","S","12","    1.22"," ","S","12","    1.71"," ","S","12","    2.01"," ","S","12","    1.11"," ","S","12","    1.78"," ","S","12","    10.0"," ","S","12","     4.5"," ","S","12","     2.8"," ","S","12","     1.7"," ","S","12","     1.3"," ","S","12","     1.1"," ","S","12","     0.7"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     3.5"," ","S","12","     6.5"," ","S","12","    16.7"," ","S","12","     2.8"," ","S","12","     5.1"," ","S","12","    11.4"," ","S","12","    18.7"," ","S","12","     4.4"," ","S","12","    14.7"," ","S","12"
"US1UTSL0035","03"," 40.6657","-111.8115","1396.0","HOLLADAY 0.5 ESE, UT US","03","99","99","    2.64"," ","S","12","    10.0"," ","S","12","     6.0"," ","S","12","     3.9"," ","S","12","     1.9"," ","S","12","     0.3"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","    1.45"," ","S","12","    2.01"," ","S","12","    3.51"," ","S","12","    1.38"," ","S","12","    1.98"," ","S","12","    2.87"," ","S","12","    3.75"," ","S","12","    1.80"," ","S","12","    3.06"," ","S","12","     8.6"," ","P","10","     3.2"," ","S","12","     2.3"," ","S","12","     1.8"," ","S","12","     1.1"," ","S","12","     0.8"," ","S","12","     0.6"," ","S","12","     0.1"," ","S","12","     0.0"," ","S","12","     5.3"," ","P","10","     9.2"," ","P","10","    12.6"," ","P","10","     4.7"," ","P","10","     7.6"," ","P","10","    10.0"," ","P","10","    13.4"," ","P","10","     6.1"," ","P","10","    10.4"," ","P","10"
"US1UTSL0035","04"," 40.6657","-111.8115","1396.0","HOLLADAY 0.5 ESE, UT US","04","99","99","    3.05"," ","S","12","    10.8"," ","S","12","     7.1"," ","S","12","     4.5"," ","S","12","     2.4"," ","S","12","     0.3"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","    2.14"," ","S","12","    3.28"," ","S","12","    3.80"," ","S","12","    1.93"," ","S","12","    2.73"," ","S","12","    3.37"," ","S","12","    4.06"," ","S","12","    2.47"," ","S","12","    3.53"," ","S","12","     4.2"," ","P","11","     1.8"," ","S","12","     1.3"," ","S","12","     0.9"," ","S","12","     0.5"," ","S","12","     0.3"," ","S","12","     0.2"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","P","11","     1.5"," ","P","11","     6.0"," ","P","11","     0.0"," ","P","11","     1.0"," ","P","11","     2.0"," ","P","11","     8.0"," ","P","11","     0.3"," ","P","11","     3.4"," ","P","11"
"US1UTSL0035","05"," 40.6657","-111.8115","1396.0","HOLLADAY 0.5 ESE, UT US","05","99","99","    2.45"," ","S","12","    11.4"," ","S","12","     6.7"," ","S","12","     3.8"," ","S","12","     2.2"," ","S","12","     0.3"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","    1.07"," ","S","12","    1.85"," ","S","12","    3.22"," ","S","12","    0.84"," ","S","12","    1.43"," ","S","12","    1.97"," ","S","12","    4.58"," ","S","12","    1.30"," ","S","12","    2.05"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12"
"US1UTSL0035","06"," 40.6657","-111.8115","1396.0","HOLLADAY 0.5 ESE, UT US","06","99","99","    1.01"," ","S","12","     5.1"," ","S","12","     2.8"," ","S","12","     1.3"," ","S","12","     0.5"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","    0.35"," ","S","12","    1.02"," ","S","12","    1.25"," ","S","12","    0.26"," ","S","12","    0.70"," ","S","12","    1.10"," ","S","12","    1.33"," ","S","12","    0.55"," ","S","12","    1.15"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12"
"US1UTSL0035","07"," 40.6657","-111.8115","1396.0","HOLLADAY 0.5 ESE, UT US","07","99","99","    0.65"," ","S","13","     3.8"," ","S","13","     1.4"," ","S","13","     0.7"," ","S","13","     0.5"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","    0.13"," ","S","13","    0.37"," ","S","13","    1.08"," ","S","13","    0.13"," ","S","13","    0.19"," ","S","13","    0.57"," ","S","13","    1.24"," ","S","13","    0.16"," ","S","13","    0.69"," ","S","13","     0.0"," ","S","12","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12"
"US1UTSL0035","08"," 40.6657","-111.8115","1396.0","HOLLADAY 0.5 ESE, UT US","08","99","99","    0.67"," ","S","13","     5.2"," ","S","13","     1.9"," ","S","13","     0.7"," ","S","13","     0.4"," ","S","13","     0.1"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","    0.17"," ","S","13","    0.35"," ","S","13","    0.99"," ","S","13","    0.11"," ","S","13","    0.29"," ","S","13","    0.57"," ","S","13","    1.20"," ","S","13","    0.25"," ","S","13","    0.76"," ","S","13","     0.0"," ","S","12","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12"
"US1UTSL0035","09"," 40.6657","-111.8115","1396.0","HOLLADAY 0.5 ESE, UT US","09","99","99","    1.40"," ","S","13","     6.1"," ","S","13","     3.5"," ","S","13","     2.1"," ","S","13","     0.9"," ","S","13","     0.2"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","    0.69"," ","S","13","    1.49"," ","S","13","    1.99"," ","S","13","    0.29"," ","S","13","    1.17"," ","S","13","    1.69"," ","S","13","    2.03"," ","S","13","    1.10"," ","S","13","    1.85"," ","S","13","     0.0"," ","S","12","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12"
"US1UTSL0035","10"," 40.6657","-111.8115","1396.0","HOLLADAY 0.5 ESE, UT US","10","99","99","    1.67"," ","S","13","     7.5"," ","S","13","     3.6"," ","S","13","     1.9"," ","S","13","     0.8"," ","S","13","     0.2"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","    0.98"," ","S","13","    1.75"," ","S","13","    2.15"," ","S","13","    0.83"," ","S","13","    1.55"," ","S","13","    1.83"," ","S","13","    2.41"," ","S","13","    1.36"," ","S","13","    1.93"," ","S","13","     0.8"," ","S","13","     0.5"," ","S","13","     0.3"," ","S","13","     0.2"," ","S","13","     0.1"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.1"," ","S","13","     1.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.6"," ","S","13","     1.6"," ","S","13","     0.0"," ","S","13","     0.8"," ","S","13"
