"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","month","day","hour","MLY-PRCP-NORMAL","meas_flag_MLY-PRCP-NORMAL","comp_flag_MLY-PRCP-NORMAL","years_MLY-PRCP-NORMAL","MLY-PRCP-AVGNDS-GE001HI","meas_flag_MLY-PRCP-AVGNDS-GE001HI","comp_flag_MLY-PRCP-AVGNDS-GE001HI","years_MLY-PRCP-AVGNDS-GE001HI","MLY-PRCP-AVGNDS-GE010HI","meas_flag_MLY-PRCP-AVGNDS-GE010HI","comp_flag_MLY-PRCP-AVGNDS-GE010HI","years_MLY-PRCP-AVGNDS-GE010HI","MLY-PRCP-AVGNDS-GE025HI","meas_flag_MLY-PRCP-AVGNDS-GE025HI","comp_flag_MLY-PRCP-AVGNDS-GE025HI","years_MLY-PRCP-AVGNDS-GE025HI","MLY-PRCP-AVGNDS-GE050HI","meas_flag_MLY-PRCP-AVGNDS-GE050HI","comp_flag_MLY-PRCP-AVGNDS-GE050HI","years_MLY-PRCP-AVGNDS-GE050HI","MLY-PRCP-AVGNDS-GE100HI","meas_flag_MLY-PRCP-AVGNDS-GE100HI","comp_flag_MLY-PRCP-AVGNDS-GE100HI","years_MLY-PRCP-AVGNDS-GE100HI","MLY-PRCP-AVGNDS-GE200HI","meas_flag_MLY-PRCP-AVGNDS-GE200HI","comp_flag_MLY-PRCP-AVGNDS-GE200HI","years_MLY-PRCP-AVGNDS-GE200HI","MLY-PRCP-AVGNDS-GE400HI","meas_flag_MLY-PRCP-AVGNDS-GE400HI","comp_flag_MLY-PRCP-AVGNDS-GE400HI","years_MLY-PRCP-AVGNDS-GE400HI","MLY-PRCP-AVGNDS-GE600HI","meas_flag_MLY-PRCP-AVGNDS-GE600HI","comp_flag_MLY-PRCP-AVGNDS-GE600HI","years_MLY-PRCP-AVGNDS-GE600HI","MLY-PRCP-25PCTL","meas_flag_MLY-PRCP-25PCTL","comp_flag_MLY-PRCP-25PCTL","years_MLY-PRCP-25PCTL","MLY-PRCP-50PCTL","meas_flag_MLY-PRCP-50PCTL","comp_flag_MLY-PRCP-50PCTL","years_MLY-PRCP-50PCTL","MLY-PRCP-75PCTL","meas_flag_MLY-PRCP-75PCTL","comp_flag_MLY-PRCP-75PCTL","years_MLY-PRCP-75PCTL","MLY-PRCP-20PCTL","meas_flag_MLY-PRCP-20PCTL","comp_flag_MLY-PRCP-20PCTL","years_MLY-PRCP-20PCTL","MLY-PRCP-40PCTL","meas_flag_MLY-PRCP-40PCTL","comp_flag_MLY-PRCP-40PCTL","years_MLY-PRCP-40PCTL","MLY-PRCP-60PCTL","meas_flag_MLY-PRCP-60PCTL","comp_flag_MLY-PRCP-60PCTL","years_MLY-PRCP-60PCTL","MLY-PRCP-80PCTL","meas_flag_MLY-PRCP-80PCTL","comp_flag_MLY-PRCP-80PCTL","years_MLY-PRCP-80PCTL","MLY-PRCP-33PCTL","meas_flag_MLY-PRCP-33PCTL","comp_flag_MLY-PRCP-33PCTL","years_MLY-PRCP-33PCTL","MLY-PRCP-67PCTL","meas_flag_MLY-PRCP-67PCTL","comp_flag_MLY-PRCP-67PCTL","years_MLY-PRCP-67PCTL","MLY-SNOW-NORMAL","meas_flag_MLY-SNOW-NORMAL","comp_flag_MLY-SNOW-NORMAL","years_MLY-SNOW-NORMAL","MLY-SNOW-AVGNDS-GE001TI","meas_flag_MLY-SNOW-AVGNDS-GE001TI","comp_flag_MLY-SNOW-AVGNDS-GE001TI","years_MLY-SNOW-AVGNDS-GE001TI","MLY-SNOW-AVGNDS-GE010TI","meas_flag_MLY-SNOW-AVGNDS-GE010TI","comp_flag_MLY-SNOW-AVGNDS-GE010TI","years_MLY-SNOW-AVGNDS-GE010TI","MLY-SNOW-AVGNDS-GE020TI","meas_flag_MLY-SNOW-AVGNDS-GE020TI","comp_flag_MLY-SNOW-AVGNDS-GE020TI","years_MLY-SNOW-AVGNDS-GE020TI","MLY-SNOW-AVGNDS-GE030TI","meas_flag_MLY-SNOW-AVGNDS-GE030TI","comp_flag_MLY-SNOW-AVGNDS-GE030TI","years_MLY-SNOW-AVGNDS-GE030TI","MLY-SNOW-AVGNDS-GE040TI","meas_flag_MLY-SNOW-AVGNDS-GE040TI","comp_flag_MLY-SNOW-AVGNDS-GE040TI","years_MLY-SNOW-AVGNDS-GE040TI","MLY-SNOW-AVGNDS-GE050TI","meas_flag_MLY-SNOW-AVGNDS-GE050TI","comp_flag_MLY-SNOW-AVGNDS-GE050TI","years_MLY-SNOW-AVGNDS-GE050TI","MLY-SNOW-AVGNDS-GE100TI","meas_flag_MLY-SNOW-AVGNDS-GE100TI","comp_flag_MLY-SNOW-AVGNDS-GE100TI","years_MLY-SNOW-AVGNDS-GE100TI","MLY-SNOW-AVGNDS-GE200TI","meas_flag_MLY-SNOW-AVGNDS-GE200TI","comp_flag_MLY-SNOW-AVGNDS-GE200TI","years_MLY-SNOW-AVGNDS-GE200TI","MLY-SNOW-25PCTL","meas_flag_MLY-SNOW-25PCTL","comp_flag_MLY-SNOW-25PCTL","years_MLY-SNOW-25PCTL","MLY-SNOW-50PCTL","meas_flag_MLY-SNOW-50PCTL","comp_flag_MLY-SNOW-50PCTL","years_MLY-SNOW-50PCTL","MLY-SNOW-75PCTL","meas_flag_MLY-SNOW-75PCTL","comp_flag_MLY-SNOW-75PCTL","years_MLY-SNOW-75PCTL","MLY-SNOW-20PCTL","meas_flag_MLY-SNOW-20PCTL","comp_flag_MLY-SNOW-20PCTL","years_MLY-SNOW-20PCTL","MLY-SNOW-40PCTL","meas_flag_MLY-SNOW-40PCTL","comp_flag_MLY-SNOW-40PCTL","years_MLY-SNOW-40PCTL","MLY-SNOW-60PCTL","meas_flag_MLY-SNOW-60PCTL","comp_flag_MLY-SNOW-60PCTL","years_MLY-SNOW-60PCTL","MLY-SNOW-80PCTL","meas_flag_MLY-SNOW-80PCTL","comp_flag_MLY-SNOW-80PCTL","years_MLY-SNOW-80PCTL","MLY-SNOW-33PCTL","meas_flag_MLY-SNOW-33PCTL","comp_flag_MLY-SNOW-33PCTL","years_MLY-SNOW-33PCTL","MLY-SNOW-67PCTL","meas_flag_MLY-SNOW-67PCTL","comp_flag_MLY-SNOW-67PCTL","years_MLY-SNOW-67PCTL"
"US1COLR0767","01"," 40.3464","-105.5217","2420.1","ESTES PARK 1.8 S, CO US","01","99","99","    0.67"," ","S","13","     7.1"," ","S","13","     2.2"," ","S","13","     0.5"," ","S","13","     0.2"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","    0.21"," ","S","13","    0.35"," ","S","13","    0.78"," ","S","13","    0.18"," ","S","13","    0.32"," ","S","13","    0.49"," ","S","13","    1.00"," ","S","13","    0.28"," ","S","13","    0.57"," ","S","13","     9.5"," ","S","13","     7.5"," ","S","13","     2.6"," ","S","13","     1.5"," ","S","13","     0.8"," ","S","13","     0.5"," ","S","13","     0.2"," ","S","13","     0.1"," ","S","13","     0.0"," ","S","13","     4.6"," ","S","13","     5.4"," ","S","13","     9.1"," ","S","13","     3.7"," ","S","13","     5.0"," ","S","13","     6.6"," ","S","13","    11.9"," ","S","13","     4.7"," ","S","13","     7.2"," ","S","13"
"US1COLR0767","02"," 40.3464","-105.5217","2420.1","ESTES PARK 1.8 S, CO US","02","99","99","    0.93"," ","S","13","    10.4"," ","S","13","     3.6"," ","S","13","     0.9"," ","S","13","     0.1"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","    0.60"," ","S","13","    0.94"," ","S","13","    1.09"," ","S","13","    0.45"," ","S","13","    0.89"," ","S","13","    1.02"," ","S","13","    1.13"," ","S","13","    0.79"," ","S","13","    1.04"," ","S","13","    14.9"," ","S","13","    10.3"," ","S","13","     4.4"," ","S","13","     2.6"," ","S","13","     1.3"," ","S","13","     0.9"," ","S","13","     0.6"," ","S","13","     0.1"," ","S","13","     0.0"," ","S","13","    11.5"," ","S","13","    13.0"," ","S","13","    20.0"," ","S","13","     9.1"," ","S","13","    12.4"," ","S","13","    15.6"," ","S","13","    20.4"," ","S","13","    11.7"," ","S","13","    16.8"," ","S","13"
"US1COLR0767","03"," 40.3464","-105.5217","2420.1","ESTES PARK 1.8 S, CO US","03","99","99","    1.44"," ","S","13","     9.2"," ","S","13","     3.8"," ","S","13","     1.7"," ","S","13","     0.7"," ","S","13","     0.2"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","    0.95"," ","S","13","    1.35"," ","S","13","    1.94"," ","S","13","    0.85"," ","S","13","    1.19"," ","S","13","    1.42"," ","S","13","    2.05"," ","S","13","    1.07"," ","S","13","    1.64"," ","S","13","    16.9"," ","S","13","     8.8"," ","S","13","     4.5"," ","S","13","     2.5"," ","S","13","     1.6"," ","S","13","     1.5"," ","S","13","     0.9"," ","S","13","     0.3"," ","S","13","     0.0"," ","S","13","    10.4"," ","S","13","    15.7"," ","S","13","    22.5"," ","S","13","    10.3"," ","S","13","    11.8"," ","S","13","    18.8"," ","S","13","    22.5"," ","S","13","    10.4"," ","S","13","    21.9"," ","S","13"
"US1COLR0767","04"," 40.3464","-105.5217","2420.1","ESTES PARK 1.8 S, CO US","04","99","99","    2.50"," ","S","13","    11.3"," ","S","13","     6.0"," ","S","13","     3.5"," ","S","13","     1.4"," ","S","13","     0.4"," ","S","13","     0.1"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","    1.26"," ","S","13","    2.43"," ","S","13","    3.37"," ","S","13","    1.15"," ","S","13","    2.16"," ","S","13","    2.65"," ","S","13","    3.45"," ","S","13","    1.86"," ","S","13","    3.06"," ","S","13","    26.2"," ","S","13","     8.5"," ","S","13","     5.0"," ","S","13","     3.7"," ","S","13","     2.8"," ","S","13","     2.3"," ","S","13","     1.8"," ","S","13","     0.7"," ","S","13","     0.0"," ","S","13","    14.6"," ","S","13","    22.8"," ","S","13","    37.3"," ","S","13","    14.0"," ","S","13","    21.1"," ","S","13","    26.1"," ","S","13","    37.5"," ","S","13","    19.3"," ","S","13","    30.8"," ","S","13"
"US1COLR0767","05"," 40.3464","-105.5217","2420.1","ESTES PARK 1.8 S, CO US","05","99","99","    2.84"," ","S","13","    12.9"," ","S","13","     6.9"," ","S","13","     3.5"," ","S","13","     1.8"," ","S","13","     0.5"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","    1.77"," ","S","13","    2.54"," ","S","13","    3.64"," ","S","13","    1.59"," ","S","13","    2.31"," ","S","13","    2.89"," ","S","13","    4.07"," ","S","13","    2.08"," ","S","13","    3.28"," ","S","13","    13.4"," ","P","10","     3.8"," ","S","13","     2.1"," ","S","13","     1.3"," ","S","13","     0.9"," ","S","13","     0.9"," ","S","13","     0.6"," ","S","13","     0.4"," ","S","13","     0.1"," ","S","13","     4.8"," ","P","10","    12.9"," ","P","10","    19.1"," ","P","10","     3.7"," ","P","10","     8.8"," ","P","10","    15.0"," ","P","10","    20.5"," ","P","10","     5.8"," ","P","10","    15.1"," ","P","10"
"US1COLR0767","06"," 40.3464","-105.5217","2420.1","ESTES PARK 1.8 S, CO US","06","99","99","    1.25"," ","S","13","     8.9"," ","S","13","     3.4"," ","S","13","     1.7"," ","S","13","     0.8"," ","S","13","     0.2"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","    0.88"," ","S","13","    1.26"," ","S","13","    1.64"," ","S","13","    0.55"," ","S","13","    1.21"," ","S","13","    1.36"," ","S","13","    1.85"," ","S","13","    1.17"," ","S","13","    1.49"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13"
"US1COLR0767","07"," 40.3464","-105.5217","2420.1","ESTES PARK 1.8 S, CO US","07","99","99","    2.83"," ","S","14","    14.7"," ","S","14","     7.1"," ","S","14","     3.4"," ","S","14","     1.1"," ","S","14","     0.3"," ","S","14","     0.1"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","    1.69"," ","S","14","    2.88"," ","S","14","    4.33"," ","S","14","    1.36"," ","S","14","    1.91"," ","S","14","    3.09"," ","S","14","    4.51"," ","S","14","    1.88"," ","S","14","    3.46"," ","S","14","     0.0"," ","S","13","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13"
"US1COLR0767","08"," 40.3464","-105.5217","2420.1","ESTES PARK 1.8 S, CO US","08","99","99","    1.55"," ","S","14","    13.3"," ","S","14","     4.6"," ","S","14","     1.6"," ","S","14","     0.3"," ","S","14","     0.1"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","    0.89"," ","S","14","    1.57"," ","S","14","    2.08"," ","S","14","    0.82"," ","S","14","    1.18"," ","S","14","    1.68"," ","S","14","    2.15"," ","S","14","    1.02"," ","S","14","    1.88"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14"
"US1COLR0767","09"," 40.3464","-105.5217","2420.1","ESTES PARK 1.8 S, CO US","09","99","99","    1.85"," ","S","14","     8.1"," ","S","14","     4.1"," ","S","14","     2.1"," ","S","14","     0.7"," ","S","14","     0.2"," ","S","14","     0.1"," ","S","14","     0.1"," ","S","14","     0.0"," ","S","14","    0.90"," ","S","14","    1.23"," ","S","14","    1.45"," ","S","14","    0.80"," ","S","14","    1.12"," ","S","14","    1.30"," ","S","14","    1.56"," ","S","14","    1.02"," ","S","14","    1.33"," ","S","14","     0.6"," ","S","13","     0.4"," ","S","14","     0.1"," ","S","14","     0.1"," ","S","14","     0.1"," ","S","14","     0.1"," ","S","14","     0.1"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.1"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13"
"US1COLR0767","10"," 40.3464","-105.5217","2420.1","ESTES PARK 1.8 S, CO US","10","99","99","    1.44"," ","S","14","     7.9"," ","S","14","     3.2"," ","S","14","     1.8"," ","S","14","     0.5"," ","S","14","     0.1"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","    1.15"," ","S","14","    1.50"," ","S","14","    1.73"," ","S","14","    1.05"," ","S","14","    1.34"," ","S","14","    1.58"," ","S","14","    1.78"," ","S","14","    1.21"," ","S","14","    1.62"," ","S","14","    11.3"," ","S","12","     4.0"," ","S","14","     2.4"," ","S","14","     1.5"," ","S","14","     1.1"," ","S","14","     0.9"," ","S","14","     0.7"," ","S","14","     0.1"," ","S","14","     0.0"," ","S","14","     1.6"," ","S","12","     9.5"," ","S","12","    22.0"," ","S","12","     0.8"," ","S","12","     5.3"," ","S","12","    10.4"," ","S","12","    24.3"," ","S","12","     2.3"," ","S","12","    14.3"," ","S","12"
