City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Arden,Delaware,600,2400,Philadelphia-Camden-Wilmington,6215222,$80417,33.33%,60,N/A,N/A,N/A,74,81.87%,$1250,45.09%,N/A,N/A,4.93%,7.12%,51.18%,New Castle County,62.00%,32.50%,0.0%,0.0%,88.67%,8.83%,7.67%,Eastern Standard Time,85,38,47,68,25,55%,55%,43,63,87,55%,62%,50%,50.38,15.33,11.26,28.88%,29.01%,30.44%,22.0,9,7.4,29.3,56,300,4.1,0.25,DE-01400,39.8113354,-75.4885277
Ardencroft,Delaware,187,2078,Philadelphia-Camden-Wilmington,6215222,$125125,66.06%,58,N/A,N/A,N/A,58,88.42%,N/A,33.53%,N/A,N/A,3.74%,0.0%,61.76%,New Castle County,62.00%,32.50%,2.14%,0.53%,82.35%,14.97%,13.9%,Eastern Standard Time,85,38,47,68,25,55%,55%,43,63,87,55%,62%,50%,50.38,15.33,11.26,28.88%,29.01%,30.44%,22.0,9,7.4,29.3,56,300,4.1,0.09,DE-01530,39.8056001,-75.4861511
Ardentown,Delaware,269,1170,Philadelphia-Camden-Wilmington,6215222,$81250,63.94%,57,$390000,1439,$271,72,69.17%,$1433,45.76%,N/A,N/A,8.37%,8.76%,58.05%,New Castle County,62.00%,32.50%,0.37%,2.97%,75.46%,5.95%,13.75%,Eastern Standard Time,85,38,47,68,25,55%,55%,43,63,87,55%,62%,50%,50.38,15.33,11.26,28.88%,29.01%,30.44%,22.0,9,7.4,29.3,56,300,4.1,0.23,DE-01660,39.8083651,-75.4809583
Bear,Delaware,22604,3911,Philadelphia-Camden-Wilmington,6215222,$88985,30.69%,39,$380000,2000,$190,24,56.59%,$1676,57.37%,N/A,N/A,9.74%,7.1%,71.33%,New Castle County,62.00%,32.50%,6.14%,37.77%,31.54%,21.87%,22.51%,Eastern Standard Time,88,42,46,69,26,55%,55%,43,63,93,55%,62%,50%,50.69,15.97,11.23,35.75%,35.16%,38.11%,22.0,9,7.2,29.3,62,102,4.1,5.78,DE-04130,39.6188943,-75.6808202
Bellefonte,Delaware,1507,8372,Philadelphia-Camden-Wilmington,6215222,$86667,32.96%,42,$246000,1374,$179,80,79.98%,$1531,62.61%,N/A,N/A,6.79%,4.28%,75.19%,New Castle County,62.00%,32.50%,0.0%,17.85%,72.46%,2.52%,4.18%,Eastern Standard Time,85,38,47,68,25,55%,55%,43,63,87,55%,62%,50%,50.36,15.46,11.15,28.88%,29.01%,30.44%,22.0,9,7.4,29.3,58,246,4.1,0.18,DE-04650,39.7668923,-75.4981634
Bethany Beach,Delaware,923,803,Salisbury,N/A,$105833,64.83%,66,N/A,N/A,N/A,32,94.7%,$1688,37.21%,241,6350,2.82%,1.78%,38.58%,Sussex County,37.10%,59.00%,1.84%,0.33%,95.56%,1.3%,6.18%,Eastern Standard Time,85,45,40,69,28,56%,57%,43,63,88,53%,59%,47%,53.92,15.53,11.81,41.26%,40.55%,41.89%,17.1,8,7.2,27.2,79,3,3.9,1.15,DE-05690,38.5391511,-75.0658285
Bethel,Delaware,431,980,Salisbury,N/A,$91111,34.13%,52,N/A,N/A,N/A,82,95.05%,N/A,35.33%,N/A,N/A,1.39%,6.21%,41.24%,Sussex County,37.10%,59.00%,0.0%,3.71%,80.97%,14.39%,1.16%,Eastern Standard Time,89,48,41,70,29,53%,53%,43,63,94,55%,61%,52%,48.48,14.26,9.96,35.12%,37.69%,34.56%,15.0,6,7.2,26.6,78,27,3.9,0.44,DE-05820,38.5710441,-75.6195085
Blades,Delaware,1055,1884,Salisbury,N/A,$62596,7.76%,36,N/A,N/A,N/A,47,65.89%,$839,50.18%,272,1565,10.03%,5.99%,65.68%,Sussex County,37.10%,59.00%,0.85%,9.57%,67.58%,15.64%,10.33%,Eastern Standard Time,89,46,43,70,29,53%,53%,43,63,94,55%,61%,52%,49.27,15.29,9.88,35.12%,37.69%,34.56%,15.0,6,7.2,26.6,76,24,3.9,0.56,DE-06730,38.6353145,-75.6024139
Bridgeville,Delaware,2661,552,Salisbury,N/A,$69631,36.32%,63,N/A,N/A,N/A,15,63.23%,$942,43.91%,498,3199,12.87%,7.53%,38.17%,Sussex County,37.10%,59.00%,0.9%,24.2%,60.77%,14.21%,10.45%,Eastern Standard Time,89,46,43,70,29,53%,53%,43,63,94,55%,61%,52%,49.27,15.29,9.88,35.12%,37.69%,34.56%,15.0,6,7.2,26.6,77,24,3.9,4.82,DE-08680,38.7252074,-75.6028517
Brookside,Delaware,15262,3934,Philadelphia-Camden-Wilmington,6215222,$72031,26.31%,36,$310000,1598,$194,53,61.02%,$1381,58.97%,N/A,N/A,15.82%,6.01%,69.85%,New Castle County,62.00%,32.50%,6.95%,21.31%,49.67%,19.07%,17.82%,Eastern Standard Time,88,42,46,69,26,55%,55%,43,63,93,55%,62%,50%,50.69,15.97,11.23,35.75%,35.16%,38.11%,22.0,9,7.2,29.3,53,102,4.1,3.88,DE-09850,39.6665091,-75.7152171
