City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year,Hottest month's avg heat index high (F)
North Tunica,Mississippi,943,1654,Memphis,1085953,$19531,10.53%,41,N/A,N/A,N/A,40,74.08%,$755,64.2%,N/A,N/A,20.22%,56.25%,49.81%,Tunica County,74.80%,23.90%,0.0%,98.41%,1.59%,0.0%,0.0%,Central Standard Time,91,50,41,56.33,0.6,8.1,66,189,4.9,0.57,MS-52680,34.7030608,-90.3797153,63%,74%,52%,56%,56%,53.4,50,68,73,32,11.27,15.05,32.55%,28.46%,39.11%,0,100
Tunica,Mississippi,1180,1788,Memphis,1085953,$39716,30.19%,48,N/A,N/A,N/A,48,54.07%,$600,44.72%,N/A,N/A,19.24%,1.97%,58.19%,Tunica County,74.80%,23.90%,0.0%,26.27%,69.49%,5.51%,3.05%,Central Standard Time,91,50,41,56.33,0.6,8.1,66,189,4.9,0.66,MS-74760,34.6881368,-90.3809367,63%,74%,52%,56%,56%,53.4,50,68,73,32,11.27,15.05,32.55%,28.46%,39.11%,0,100
Tunica Resorts,Mississippi,2251,78,Memphis,1085953,$41739,20.48%,31,N/A,N/A,N/A,19,10.57%,$857,62.35%,N/A,N/A,10.31%,2.64%,75.47%,Tunica County,74.80%,23.90%,0.0%,79.39%,20.61%,0.0%,2.31%,Central Standard Time,91,50,41,56.33,0.6,8.1,66,189,4.9,28.69,MS-74820,34.836125,-90.347228,63%,74%,52%,56%,56%,53.4,50,68,73,32,11.27,15.05,32.55%,28.46%,39.11%,0,100
White Oak,Mississippi,827,1798,Memphis,1085953,$14508,0.0%,16,N/A,N/A,N/A,41,28.78%,N/A,86.05%,N/A,N/A,71.22%,0.0%,54.85%,Tunica County,74.80%,23.90%,0.0%,100.0%,0.0%,0.0%,0.0%,Central Standard Time,91,50,41,51.22,0.6,8.1,66,189,4.9,0.46,MS-79620,34.6438683,-90.3494348,63%,74%,52%,56%,56%,53.4,50,68,73,32,10.19,13.77,20.55%,16.81%,22.89%,0,100
